Orthogroup	gene	Stratum	type
OG0001020	P40187	1	Dupl
OG0000604	P40368	3	Dupl
OG0000748	Q02803	3	Dupl
OG0002632	Q03790	1	Dupl
OG0000454	P31755	4	Dupl
OG0000293	P52891	2	Dupl
OG0000690	P14747	1	Dupl
OG0000256	P32345	4	Dupl
OG0000067	P33329	1	Dupl
OG0000998	P40476	1	Dupl
OG0000082	P00635	0	Dupl
OG0000168	Q02890	5	Dupl
OG0001736	Q04705	1	Dupl
OG0000178	P39551	0	Dupl
OG0000397	P36110	1	Dupl
OG0000324	P32854	4	Dupl
OG0000353	P40534	1	Dupl
OG0000067	P32945	4	Dupl
OG0000019	P15938	4	Dupl
OG0000011	P33298	4	Dupl
OG0000302	P40968	4	Dupl
OG0003917	P39970	1	Dupl
OG0000557	P21192	1	Dupl
OG0000316	Q01574	2	Dupl
OG0000409	P32493	1	Dupl
OG0000780	P22136	1	Dupl
OG0000290	Q08361	0	Dupl
OG0000528	P53319	1	Dupl
OG0000101	P43553	1	Dupl
OG0000246	P38207	4	Dupl
OG0001000	P22108	1	Dupl
OG0000228	P27351	4	Dupl
OG0001130	P47129	1	Dupl
OG0000051	P00331	1	Dupl
OG0000100	P39925	3	Dupl
OG0000111	P25377	1	Dupl
OG0000634	P52892	2	Dupl
OG0003235	P22149	1	Dupl
OG0000020	P32794	4	Dupl
OG0005510	P03876	0	Dupl
OG0000823	Q99222	2	Dupl
OG0000045	Q04516	2	Dupl
OG0000635	P47029	1	Dupl
OG0000361	P43636	4	Dupl
OG0000864	P43633	4	Dupl
OG0002849	Q99299	2	Dupl
OG0000798	P53309	1	Dupl
OG0001552	P38885	1	Dupl
OG0000083	Q12433	2	Dupl
OG0000006	P40047	2	Dupl
OG0000968	Q12013	1	Dupl
OG0000018	P38971	1	Dupl
OG0002928	Q12476	1	Dupl
OG0000138	P39533	4	Dupl
OG0003586	P87275	2	Dupl
OG0001012	P33304	1	Dupl
OG0000347	P04710	2	Dupl
OG0000231	P32317	4	Dupl
OG0000006	P54114	0	Dupl
OG0000578	P53109	3	Dupl
OG0000323	Q12031	4	Dupl
OG0000290	P47182	0	Dupl
OG0003549	P46993	2	Dupl
OG0000499	Q07528	2	Dupl
OG0000570	P53974	1	Dupl
OG0000128	P11076	1	Dupl
OG0004373	P35193	1	Dupl
OG0000308	P53867	4	Dupl
OG0000358	P35734	1	Dupl
OG0000364	Q03702	4	Dupl
OG0002771	P35183	1	Dupl
OG0000714	P16639	2	Dupl
OG0000321	P28795	2	Dupl
OG0000020	P33760	5	Dupl
OG0000433	P41056	0	Dupl
OG0000754	P05745	1	Dupl
OG0000488	P51402	1	Dupl
OG0000618	P54113	1	Dupl
OG0000132	Q12069	1	Dupl
OG0000090	Q07500	1	Dupl
OG0000828	Q07949	1	Dupl
NA	P0CX86	NA	NA
NA	P0CX87	NA	NA
NA	A0A0B7P221	NA	NA
NA	Q9ZZX9	NA	NA
NA	Q9ZZX8	NA	NA
NA	Q9ZZX7	NA	NA
NA	Q35811	NA	NA
NA	Q9ZZW4	NA	NA
NA	Q9ZZV8	NA	NA
NA	Q04398	NA	NA
NA	Q9ZZW3	NA	NA
NA	Q9ZZW2	NA	NA
NA	Q9ZZW1	NA	NA
NA	P38343	NA	NA
NA	P03882	NA	NA
NA	Q9ZZX1	NA	NA
NA	Q8TGM6	NA	NA
NA	P53194	NA	NA
NA	P32450	NA	NA
NA	P85052	NA	NA
NA	P53841	NA	NA
NA	Q08630	NA	NA
NA	P45820	NA	NA
NA	P39982	NA	NA
NA	P47034	NA	NA
NA	Q8TGV0	NA	NA
NA	P39564	NA	NA
NA	O13512	NA	NA
NA	Q08474	NA	NA
NA	Q3E741	NA	NA
NA	Q3E791	NA	NA
NA	P40414	NA	NA
NA	P48560	NA	NA
NA	Q8TGU1	NA	NA
NA	P53216	NA	NA
NA	P53225	NA	NA
NA	P53231	NA	NA
NA	P53211	NA	NA
NA	Q3E816	NA	NA
NA	Q8TGT8	NA	NA
NA	O13549	NA	NA
NA	P0C5N1	NA	NA
NA	Q8TGU0	NA	NA
NA	Q45U48	NA	NA
NA	Q3E802	NA	NA
NA	Q3E821	NA	NA
NA	Q3E778	NA	NA
NA	Q8TGU8	NA	NA
NA	Q3E794	NA	NA
NA	Q8TGU6	NA	NA
NA	P25620	NA	NA
NA	P37265	NA	NA
NA	P25606	NA	NA
NA	P0C5M1	NA	NA
NA	P39711	NA	NA
NA	Q3E820	NA	NA
NA	P0C5K9	NA	NA
NA	Q3E755	NA	NA
NA	P38220	NA	NA
NA	Q3E7Z7	NA	NA
NA	O13529	NA	NA
NA	Q02786	NA	NA
NA	P32633	NA	NA
NA	P38192	NA	NA
NA	Q07829	NA	NA
NA	Q12312	NA	NA
NA	Q04897	NA	NA
NA	Q03675	NA	NA
NA	Q08321	NA	NA
NA	O13587	NA	NA
NA	Q3E809	NA	NA
NA	P53910	NA	NA
NA	Q08504	NA	NA
NA	Q3E751	NA	NA
NA	Q02826	NA	NA
NA	Q12210	NA	NA
NA	P32616	NA	NA
NA	P0C5M8	NA	NA
NA	P0C5N6	NA	NA
NA	P38752	NA	NA
NA	P40448	NA	NA
NA	Q3E775	NA	NA
NA	P47157	NA	NA
NA	Q8TGT2	NA	NA
NA	P0C5P2	NA	NA
NA	Q12130	NA	NA
NA	Q05898	NA	NA
NA	Q3E7B9	NA	NA
NA	Q3E7Y9	NA	NA
NA	P38831	NA	NA
NA	P0C5P0	NA	NA
NA	Q3E814	NA	NA
NA	O13544	NA	NA
NA	Q3E742	NA	NA
NA	Q04436	NA	NA
NA	Q12506	NA	NA
NA	Q3E806	NA	NA
NA	Q8TGS2	NA	NA
NA	Q12169	NA	NA
NA	Q3E805	NA	NA
NA	Q04597	NA	NA
NA	Q05451	NA	NA
NA	P53307	NA	NA
NA	P53071	NA	NA
NA	Q3E7Z3	NA	NA
NA	Q8TGN5	NA	NA
NA	P40575	NA	NA
NA	Q3E7B5	NA	NA
NA	P53876	NA	NA
NA	Q3E807	NA	NA
NA	Q08734	NA	NA
NA	Q8TGJ0	NA	NA
NA	Q12492	NA	NA
NA	P40323	NA	NA
NA	Q06594	NA	NA
NA	Q3E818	NA	NA
NA	P43578	NA	NA
NA	Q3E7Z6	NA	NA
NA	P53089	NA	NA
NA	P47174	NA	NA
NA	O13578	NA	NA
NA	O13574	NA	NA
NA	Q04838	NA	NA
NA	Q8TGQ7	NA	NA
NA	Q3E787	NA	NA
NA	Q3E819	NA	NA
NA	Q12111	NA	NA
NA	Q3E6R4	NA	NA
NA	P0C5M9	NA	NA
NA	P0CX93	NA	NA
NA	Q3E739	NA	NA
NA	Q3E767	NA	NA
NA	Q3E7Z2	NA	NA
NA	Q12484	NA	NA
NA	Q3E7Z9	NA	NA
NA	Q3E7Y8	NA	NA
NA	Q3E7Y7	NA	NA
NA	Q8TGR9	NA	NA
NA	Q3E763	NA	NA
NA	P0C5M0	NA	NA
NA	Q3E817	NA	NA
NA	P53132	NA	NA
NA	Q3E815	NA	NA
NA	P38730	NA	NA
NA	P47162	NA	NA
NA	Q7LIF2	NA	NA
NA	I2HB70	NA	NA
NA	Q8TGS1	NA	NA
NA	Q12243	NA	NA
NA	Q6Q5F3	NA	NA
NA	Q3E7B3	NA	NA
NA	Q6B0W2	NA	NA
NA	Q08245	NA	NA
NA	P0C1Z1	NA	NA
NA	P39978	NA	NA
NA	P53291	NA	NA
NA	Q3E746	NA	NA
NA	P47062	NA	NA
NA	P47126	NA	NA
NA	Q8TGN3	NA	NA
NA	Q8TGT3	NA	NA
NA	P47022	NA	NA
NA	Q3E765	NA	NA
NA	P34245	NA	NA
NA	Q3E732	NA	NA
NA	Q8TGS7	NA	NA
NA	Q8TGT0	NA	NA
NA	Q3E782	NA	NA
NA	P0C5Q3	NA	NA
NA	Q8TGS9	NA	NA
NA	P0CF20	NA	NA
NA	Q3E804	NA	NA
NA	Q08486	NA	NA
NA	Q08900	NA	NA
NA	A0A023PZF2	NA	NA
NA	P40082	NA	NA
NA	P40503	NA	NA
NA	P36127	NA	NA
NA	Q8TGS5	NA	NA
NA	Q8TGS4	NA	NA
NA	Q8TGT1	NA	NA
NA	Q3E7A6	NA	NA
NA	P0C5P6	NA	NA
NA	Q3E7Z1	NA	NA
NA	Q99345	NA	NA
NA	P0C5R4	NA	NA
NA	Q3E7A5	NA	NA
NA	Q3E735	NA	NA
NA	Q08976	NA	NA
NA	P0C5L7	NA	NA
NA	P25347	NA	NA
NA	Q8TGT7	NA	NA
NA	Q3E758	NA	NA
NA	Q8TGT4	NA	NA
NA	Q07074	NA	NA
NA	P42947	NA	NA
NA	P0C5Q1	NA	NA
NA	Q8TGJ7	NA	NA
NA	O13565	NA	NA
NA	Q3E760	NA	NA
NA	Q8TGS0	NA	NA
NA	Q08259	NA	NA
NA	Q02781	NA	NA
NA	Q04276	NA	NA
NA	Q3E7Z0	NA	NA
NA	P0C271	NA	NA
NA	Q3E7B4	NA	NA
NA	P0C5S1	NA	NA
NA	A0A023PYF4	NA	NA
NA	P43537	NA	NA
NA	P40326	NA	NA
NA	Q3E750	NA	NA
NA	P47078	NA	NA
NA	Q3E801	NA	NA
NA	Q12528	NA	NA
NA	Q3E771	NA	NA
NA	P0CD97	NA	NA
NA	P38357	NA	NA
NA	P0C5L4	NA	NA
NA	I2HB52	NA	NA
NA	Q3E7Z8	NA	NA
NA	P0C5L6	NA	NA
NA	P25350	NA	NA
NA	P25657	NA	NA
NA	Q3E774	NA	NA
NA	Q3E789	NA	NA
NA	P43608	NA	NA
NA	P53186	NA	NA
NA	P53287	NA	NA
NA	P0C269	NA	NA
NA	Q3E781	NA	NA
NA	Q8TGU5	NA	NA
NA	Q8TGK4	NA	NA
NA	P38311	NA	NA
NA	Q12240	NA	NA
NA	Q8TGU4	NA	NA
NA	Q3E7A2	NA	NA
NA	P0C5N4	NA	NA
NA	P38253	NA	NA
NA	P53151	NA	NA
NA	P0C5N7	NA	NA
NA	Q45U18	NA	NA
NA	P25650	NA	NA
NA	Q6Q5X2	NA	NA
NA	P39999	NA	NA
NA	Q05612	NA	NA
NA	Q3E786	NA	NA
NA	P25572	NA	NA
NA	P34215	NA	NA
NA	P43576	NA	NA
NA	P38834	NA	NA
NA	P40551	NA	NA
NA	Q07967	NA	NA
NA	Q3E766	NA	NA
NA	Q8TGS6	NA	NA
NA	Q06235	NA	NA
NA	P87283	NA	NA
NA	P34249	NA	NA
NA	Q3E813	NA	NA
NA	A0A023PZG4	NA	NA
NA	P40211	NA	NA
NA	Q03864	NA	NA
NA	Q8TGT6	NA	NA
NA	Q3E7Z4	NA	NA
NA	P40524	NA	NA
NA	Q3E7A0	NA	NA
NA	A2P2R3	NA	NA
NA	Q8TGS8	NA	NA
NA	P53097	NA	NA
NA	O13536	NA	NA
NA	Q8TGK0	NA	NA
NA	P53116	NA	NA
NA	Q3E837	NA	NA
NA	P0C5P3	NA	NA
NA	Q3E810	NA	NA
NA	Q05510	NA	NA
NA	Q12426	NA	NA
NA	P0C5N0	NA	NA
NA	P25585	NA	NA
NA	Q08559	NA	NA
NA	Q3E808	NA	NA
NA	P47033	NA	NA
NA	Q12459	NA	NA
NA	P32858	NA	NA
NA	P29589	NA	NA
NA	Q04413	NA	NA
OG0002463	P20051	4	Root
OG0000927	P14126	5	Root
OG0001674	P28519	4	Root
OG0002483	P48567	4	Root
OG0002568	P31244	4	Root
OG0004479	Q04231	2	Root
OG0004787	Q99359	2	Root
OG0002064	P10862	4	Root
OG0001332	P12753	5	Root
OG0001925	P32849	4	Root
OG0001440	P06778	4	Root
OG0003349	P25301	4	Root
OG0001823	P32864	4	Root
OG0000673	P25332	5	Root
OG0001001	P53721	4	Root
OG0001877	Q03446	3	Root
OG0002846	P38086	4	Root
OG0002859	P19541	4	Root
OG0000116	P14291	5	Root
OG0002998	Q12021	4	Root
OG0001364	P14736	4	Root
OG0001648	P39729	4	Root
OG0001533	P21827	4	Root
OG0004254	P42073	2	Root
OG0001819	P12689	4	Root
OG0001310	P30775	5	Root
OG0000906	P06839	5	Root
OG0002130	Q12495	4	Root
OG0001389	Q00816	4	Root
OG0008233	P03872	1	Root
OG0002361	Q08237	4	Root
OG0002872	P26754	4	Root
OG0004308	P26755	2	Root
OG0004748	Q08003	2	Root
OG0002743	P36517	4	Root
OG0000208	P22353	5	Root
OG0000929	P31334	5	Root
OG0001232	P53875	5	Root
OG0002531	P53881	4	Root
OG0002043	P14063	4	Root
OG0002302	P32387	4	Root
OG0003399	P19956	4	Root
OG0003406	P32388	4	Root
OG0000920	P0CX28	5	Root
OG0000527	P28272	5	Root
OG0000518	P13298	5	Root
OG0002587	P06779	4	Root
OG0001787	Q04418	4	Root
OG0003177	Q12270	4	Root
OG0001291	Q04779	4	Root
OG0001934	Q03713	4	Root
OG0000403	Q12305	5	Root
OG0000680	P21538	4	Root
OG0002597	Q06835	4	Root
OG0002415	P25560	4	Root
OG0001352	P38630	5	Root
OG0000246	P38206	5	Root
OG0003965	Q12192	2	Root
OG0001658	P00128	4	Root
OG0004437	Q12044	2	Root
OG0003710	Q08904	4	Root
OG0005161	P40893	3	Root
OG0008234	P38232	1	Root
OG0000473	P38344	4	Root
OG0002935	P53331	4	Root
OG0000459	Q00453	4	Root
OG0000207	Q12300	5	Root
OG0002191	P36516	4	Root
OG0001483	P32904	5	Root
OG0001342	P36519	5	Root
OG0004426	Q02204	2	Root
OG0003639	P38064	5	Root
OG0003466	P22354	4	Root
OG0003457	P06781	4	Root
OG0000515	P01119	4	Root
OG0002981	Q08760	4	Root
OG0006888	P03871	2	Root
OG0004223	P38927	2	Root
OG0000295	P35196	5	Root
OG0000056	P38629	5	Root
OG0000056	P40339	5	Root
OG0002592	P38251	4	Root
OG0002474	P48743	4	Root
OG0002488	Q00245	4	Root
OG0003272	P32445	4	Root
OG0003281	Q05672	4	Root
OG0003618	Q03530	4	Root
OG0001905	P25611	2	Root
OG0003550	P40188	2	Root
OG0004762	Q99188	2	Root
OG0001222	Q99258	5	Root
OG0001004	P33312	5	Root
OG0002621	P38127	4	Root
OG0001731	Q08273	4	Root
OG0005855	P38622	1	Root
OG0002163	P39531	4	Root
OG0001329	Q12090	4	Root
OG0000793	P39083	4	Root
OG0000132	Q12362	5	Root
OG0002036	P36520	5	Root
OG0002134	P36523	4	Root
OG0002176	P36528	4	Root
OG0002264	Q06624	4	Root
OG0001294	Q12487	5	Root
OG0002137	P25378	4	Root
OG0001962	P36525	4	Root
OG0001243	P23369	4	Root
OG0002705	P36526	4	Root
OG0000220	P36527	4	Root
OG0003331	P36534	4	Root
OG0001013	P06780	4	Root
OG0002555	Q03778	4	Root
OG0004112	P40395	2	Root
OG0001397	Q12196	5	Root
OG0000467	P0CX41	5	Root
OG0000974	P14120	5	Root
OG0001361	P22336	5	Root
OG0002366	P43556	4	Root
OG0000343	Q04599	5	Root
OG0004393	P38883	2	Root
OG0003603	Q12504	4	Root
OG0003540	Q12367	4	Root
OG0000467	P0CX42	5	Root
OG0003770	P04650	5	Root
OG0000411	P51401	5	Root
OG0000849	P0CX23	4	Root
OG0002079	Q05468	4	Root
OG0000600	P0CX46	5	Root
OG0000724	Q08961	4	Root
OG0001217	P02406	5	Root
OG0003000	P51534	4	Root
OG0004740	Q12212	2	Root
OG0003928	Q08457	3	Root
OG0001089	P54867	4	Root
OG0002409	P38705	4	Root
OG0001228	P38989	5	Root
OG0001781	P38128	4	Root
OG0003010	Q04174	4	Root
OG0002828	Q12306	4	Root
OG0000400	P46950	4	Root
OG0000404	P43544	5	Root
OG0004697	Q07549	2	Root
OG0001196	P39990	5	Root
OG0004766	Q03782	2	Root
OG0002040	P53127	4	Root
OG0002508	Q08826	4	Root
OG0004421	Q04477	2	Root
OG0002506	P36126	4	Root
OG0005794	Q04359	1	Root
OG0003712	P40511	4	Root
OG0005177	Q3E752	2	Root
OG0004719	Q01684	2	Root
OG0002614	P32558	4	Root
OG0003073	Q03770	3	Root
OG0001469	Q06010	4	Root
OG0002166	P06783	4	Root
OG0000220	Q00947	4	Root
OG0003608	P25604	4	Root
OG0000357	P54000	4	Root
OG0001328	P46675	4	Root
OG0003921	P33757	2	Root
OG0005141	Q06134	2	Root
OG0000136	Q04921	4	Root
OG0002187	P23255	4	Root
OG0003166	P35177	4	Root
OG0000689	Q03707	4	Root
OG0000590	P32867	4	Root
OG0004266	P38871	2	Root
OG0002553	P40468	4	Root
OG0004465	P50104	3	Root
OG0003271	P39015	4	Root
OG0000071	P39932	4	Root
OG0002965	Q03868	4	Root
OG0001810	P40031	4	Root
OG0003927	P06843	3	Root
OG0000152	P25380	4	Root
OG0003253	P25648	4	Root
OG0000558	P53866	4	Root
OG0002051	Q07084	4	Root
OG0000962	P38789	4	Root
OG0003790	P53072	4	Root
OG0001473	P47154	5	Root
OG0003562	P15705	4	Root
OG0000384	P32597	4	Root
OG0002261	P38637	4	Root
OG0000864	P39007	5	Root
OG0002920	P23201	4	Root
OG0001645	P38863	4	Root
OG0003408	P23179	4	Root
OG0002241	P11747	4	Root
OG0003565	P32342	4	Root
OG0000153	P20424	5	Root
OG0004279	Q08646	3	Root
OG0003066	P38931	4	Root
OG0003756	P47002	3	Root
OG0002067	P38788	4	Root
OG0004144	P42845	2	Root
OG0002934	P25344	4	Root
OG0001661	P32583	4	Root
OG0003355	P36077	4	Root
OG0000682	P53599	4	Root
OG0003274	P10080	3	Root
OG0004480	P38353	2	Root
OG0001003	P32579	5	Root
OG0003426	P31377	4	Root
OG0000270	P38359	5	Root
OG0003410	P32580	4	Root
OG0005476	P38634	2	Root
OG0002055	P13188	4	Root
OG0004180	Q3E784	3	Root
OG0002543	P47037	4	Root
OG0001460	P32908	4	Root
OG0004757	P38956	2	Root
OG0000127	P56508	4	Root
OG0003414	Q12368	4	Root
OG0001509	P40317	4	Root
OG0000647	P00447	5	Root
OG0000149	P04801	5	Root
OG0004155	P42933	3	Root
OG0005840	P17123	1	Root
OG0002740	P35189	4	Root
OG0005140	P50088	2	Root
OG0003559	P40092	4	Root
OG0006583	Q06160	1	Root
OG0004722	P23624	2	Root
OG0002243	P27692	4	Root
OG0000308	P53538	4	Root
OG0000463	P41930	5	Root
OG0001393	Q05937	3	Root
OG0001988	P39706	4	Root
OG0001119	P36150	5	Root
OG0003209	P31376	4	Root
OG0002379	P37297	4	Root
OG0003016	P38326	4	Root
OG0004307	P43554	2	Root
OG0000817	P04802	5	Root
OG0002552	Q03497	4	Root
OG0000708	P32584	4	Root
OG0000332	P38699	4	Root
OG0001140	P36085	4	Root
OG0000001	P12866	5	Root
OG0006587	Q12254	1	Root
OG0003973	Q6WNK7	4	Root
OG0001188	P53852	5	Root
OG0003314	P37299	4	Root
OG0003420	P08525	4	Root
OG0000717	P0CX25	5	Root
OG0003362	P22216	4	Root
OG0001530	P38953	5	Root
OG0004120	Q12223	2	Root
OG0008235	Q06891	1	Root
OG0002477	P06777	4	Root
OG0002975	P32628	4	Root
OG0002223	P32641	4	Root
OG0002449	P47104	4	Root
OG0004338	Q03956	2	Root
OG0002372	Q12465	4	Root
OG0003521	P22289	4	Root
OG0004130	P07256	2	Root
OG0002440	P40352	4	Root
OG0001468	P07276	4	Root
OG0001179	P53037	5	Root
OG0000828	Q07800	4	Root
OG0003543	P43606	3	Root
OG0000320	P04161	5	Root
OG0000920	P0CX27	5	Root
OG0002633	P03962	4	Root
OG0002387	P07257	4	Root
OG0003157	P00127	4	Root
OG0000110	P40474	5	Root
OG0001375	P38227	4	Root
OG0002227	P38230	4	Root
OG0002224	P30620	4	Root
OG0000513	P25044	4	Root
OG0000694	P32857	4	Root
OG0000344	Q04373	4	Root
OG0001766	P40359	4	Root
OG0000803	P27616	5	Root
OG0001782	Q12488	4	Root
OG0001738	P40555	4	Root
OG0002019	P22141	4	Root
OG0000081	Q12335	5	Root
OG0004377	P47065	2	Root
OG0003205	P32522	4	Root
OG0004799	Q12318	2	Root
OG0004286	P08468	2	Root
OG0003556	P36002	2	Root
OG0002280	Q06132	4	Root
OG0004765	P38272	2	Root
OG0004140	P21691	2	Root
OG0003509	P33338	4	Root
OG0002152	P34252	4	Root
OG0000453	Q03148	5	Root
OG0001515	Q06836	4	Root
OG0000213	P50278	4	Root
OG0000213	P38858	4	Root
OG0000117	P53148	4	Root
OG0004225	P36094	2	Root
OG0008236	P40014	1	Root
OG0003080	O94742	4	Root
OG0001108	P16658	5	Root
OG0001535	P33330	5	Root
OG0003430	P25554	4	Root
OG0002088	P40210	4	Root
OG0001587	Q00772	4	Root
OG0003901	P53207	3	Root
OG0002208	Q06411	4	Root
OG0002453	P25808	4	Root
OG0004808	P39723	2	Root
OG0001976	P25582	4	Root
OG0004256	Q03954	2	Root
OG0000362	Q12074	5	Root
OG0002035	P39707	4	Root
OG0004769	Q12507	2	Root
OG0004035	Q03067	4	Root
OG0003075	Q03656	4	Root
OG0004483	P36169	2	Root
OG0004257	P32900	2	Root
OG0000022	P39980	4	Root
OG0001027	P07284	5	Root
OG0004315	P18888	2	Root
OG0001985	P39929	4	Root
OG0000860	P53628	4	Root
OG0000404	Q03144	5	Root
OG0005768	P33419	1	Root
OG0002806	Q07534	4	Root
OG0003935	P14693	3	Root
OG0004287	P40090	2	Root
OG0003548	P34758	3	Root
OG0000637	P32915	5	Root
OG0003374	P35179	4	Root
OG0002956	Q03323	4	Root
OG0000091	P40479	4	Root
OG0000661	P53078	4	Root
OG0001414	P11075	4	Root
OG0003014	P89102	4	Root
OG0001411	P48526	5	Root
OG0001733	Q08446	4	Root
OG0001405	Q12118	5	Root
OG0001802	P53965	4	Root
OG0004352	Q02100	2	Root
OG0000931	P40485	4	Root
OG0001828	Q03406	4	Root
OG0001446	Q08204	4	Root
OG0003077	Q06217	4	Root
OG0003745	Q04964	2	Root
OG0000841	P33328	4	Root
OG0003949	Q04007	2	Root
OG0002503	Q12483	4	Root
OG0001808	P36048	4	Root
OG0000499	Q04053	4	Root
OG0002322	Q02774	4	Root
OG0004243	P46954	2	Root
OG0003450	Q02775	4	Root
OG0006562	Q02651	1	Root
OG0003925	P53251	3	Root
OG0004382	Q08581	2	Root
OG0002017	Q12267	4	Root
OG0002124	Q12749	5	Root
OG0000129	Q12078	5	Root
OG0004115	P48232	2	Root
OG0004413	Q12420	2	Root
OG0002222	P25357	4	Root
OG0004145	P38337	2	Root
OG0004742	P38751	2	Root
OG0002412	P22579	4	Root
OG0001456	P22213	4	Root
OG0002350	P22215	4	Root
OG0002255	P43321	4	Root
OG0004781	P41808	2	Root
OG0001675	P32566	4	Root
OG0000129	P38925	5	Root
OG0002797	Q02608	5	Root
OG0000706	P40962	4	Root
OG0003132	P53064	4	Root
OG0003022	Q12330	4	Root
OG0003471	P54999	4	Root
OG0000672	P17121	4	Root
OG0003969	P38352	4	Root
OG0000943	P15625	5	Root
OG0000526	Q08985	5	Root
OG0001078	P11655	4	Root
OG0001136	P24280	4	Root
OG0000826	P40482	4	Root
OG0003134	P17065	4	Root
OG0001997	P14906	4	Root
OG0002628	P29478	5	Root
OG0003005	P38166	4	Root
OG0000002	P33335	5	Root
OG0002301	P53165	4	Root
OG0002254	P36136	4	Root
OG0004200	P38957	2	Root
OG0000398	P34226	4	Root
OG0000321	P52286	4	Root
OG0001406	P35735	4	Root
OG0001537	Q05567	5	Root
OG0002864	P40073	4	Root
OG0001320	P35207	4	Root
OG0001047	P32578	4	Root
OG0000947	Q04195	4	Root
OG0002955	P38283	4	Root
OG0004454	P42900	2	Root
OG0001982	P38241	4	Root
OG0002182	P38324	4	Root
OG0004680	P40167	1	Root
OG0004318	P32828	2	Root
OG0002259	P40072	4	Root
OG0000643	Q02260	4	Root
OG0002297	P43589	4	Root
OG0002717	P45978	4	Root
OG0001929	P53313	4	Root
OG0002687	Q04401	4	Root
OG0000442	Q00711	5	Root
OG0000799	P15367	5	Root
OG0001565	P15303	4	Root
OG0002837	P33754	4	Root
OG0001346	P40541	4	Root
OG0003343	Q12334	4	Root
OG0001743	P08425	4	Root
OG0001056	P53012	4	Root
OG0003239	Q3E785	4	Root
OG0001030	P33421	4	Root
OG0002518	P49955	4	Root
OG0003691	Q08490	3	Root
OG0000503	P35187	5	Root
OG0000953	P39954	5	Root
OG0002119	Q08986	2	Root
OG0002215	Q12158	4	Root
OG0001608	P25303	4	Root
OG0002685	P40528	4	Root
OG0000997	P40075	4	Root
OG0001715	P53009	4	Root
OG0002426	P30619	4	Root
OG0003365	P28791	4	Root
OG0003633	P22214	4	Root
OG0001806	P32602	4	Root
OG0001987	P18759	4	Root
OG0002252	P38968	4	Root
OG0001447	P40357	4	Root
OG0004174	Q04279	2	Root
OG0006554	Q01589	1	Root
OG0001893	Q02825	4	Root
OG0000392	P40510	5	Root
OG0001321	Q00416	4	Root
OG0001238	P39709	4	Root
OG0002219	P46995	4	Root
OG0000605	P38890	4	Root
OG0002073	P32432	4	Root
OG0000083	Q12314	5	Root
OG0003522	P43682	4	Root
OG0000612	P38345	4	Root
OG0001092	Q07953	5	Root
OG0003129	Q04491	4	Root
OG0003136	P22224	4	Root
OG0003811	P39742	4	Root
OG0002776	P53011	4	Root
OG0004290	P50110	2	Root
OG0001660	Q12136	4	Root
OG0002973	P40963	4	Root
OG0003303	P38814	2	Root
OG0002293	P28707	4	Root
OG0001445	P11792	4	Root
OG0003111	P38804	4	Root
OG0004329	Q12745	2	Root
OG0002287	P07560	4	Root
OG0001973	P40204	4	Root
OG0001486	P53969	4	Root
OG0001840	P06105	4	Root
OG0000205	Q03940	5	Root
OG0003260	P22470	4	Root
OG0003578	P39735	2	Root
OG0000626	P53324	4	Root
OG0003062	P36056	4	Root
OG0003950	P38165	3	Root
OG0002390	P32368	4	Root
OG0000258	P38990	4	Root
OG0003946	Q99314	2	Root
OG0000792	P53334	4	Root
OG0000330	Q08230	4	Root
OG0003032	P21801	4	Root
OG0002304	Q06245	4	Root
OG0001965	P21825	4	Root
OG0000851	P07263	5	Root
OG0003286	P34228	3	Root
OG0005809	P34250	1	Root
OG0001950	P38810	4	Root
OG0001024	P36124	4	Root
OG0003741	Q12529	3	Root
OG0003403	P40505	4	Root
OG0001801	P33332	4	Root
OG0002400	P20048	5	Root
OG0003456	Q01590	4	Root
OG0002972	P33303	4	Root
OG0000623	P40363	4	Root
OG0001683	Q06168	4	Root
OG0001952	Q99287	4	Root
OG0000027	P38889	5	Root
OG0004122	P42843	2	Root
OG0002850	P47057	4	Root
OG0004700	Q05676	2	Root
OG0004248	P39543	2	Root
OG0001689	Q04969	4	Root
OG0002338	Q12133	4	Root
OG0002707	Q02521	4	Root
OG0001111	P32573	5	Root
OG0002642	P06844	4	Root
OG0001158	P23615	5	Root
OG0005765	Q12020	1	Root
OG0002811	P36057	4	Root
OG0000796	P38163	4	Root
OG0000699	P25567	4	Root
OG0001711	P39073	4	Root
OG0004186	P32343	2	Root
OG0001386	P11972	4	Root
OG0001534	P23561	4	Root
OG0003308	Q12427	4	Root
OG0003330	P13574	4	Root
OG0002714	D6VTK4	4	Root
OG0004304	P32917	2	Root
OG0000065	P36024	5	Root
OG0002001	P32790	4	Root
OG0002065	Q02793	4	Root
OG0000068	P06782	5	Root
OG0004260	P40548	2	Root
OG0000453	P43545	5	Root
OG0001285	P00445	5	Root
OG0005478	P32380	2	Root
OG0005814	P38839	1	Root
OG0003514	P09937	3	Root
OG0000401	P35208	4	Root
OG0002443	P46677	4	Root
OG0002954	Q12516	4	Root
OG0005170	P17122	2	Root
OG0004126	P45819	2	Root
OG0002613	P18410	4	Root
OG0002830	Q03012	4	Root
OG0003243	P38904	4	Root
OG0000244	P32603	4	Root
OG0005816	Q08673	1	Root
OG0005149	Q03085	2	Root
OG0001986	P25638	4	Root
OG0002250	Q04673	4	Root
OG0002554	P47821	4	Root
