genes	orthology
YALI1_E38050g	Non-Core
YALI1_B24129g	Non-Core
YALI1_A01905g	Non-Core
YALI1_C28997g	Non-Core
YALI1_E39210g	Non-Core
YALI1_B24185g	Non-Core
YALI1_E34015g	Non-Core
YALI1_C04490g	Non-Core
YALI1_E29959g	Non-Core
YALI1_B03807g	Non-Core
YALI1_B27662g	Non-Core
YALI1_E15629g	Non-Core
YALI1_A13041g	Non-Core
YALI1_E24487g	Non-Core
YALI1_E01463g	Non-Core
YALI1_C23028g	Non-Core
YALI1_B28357g	Non-Core
YALI1_F18979g	Non-Core
YALI1_F27304g	Non-Core
YALI1_C09009g	Non-Core
YALI1_E26551g	Non-Core
YALI1_D30249g	Non-Core
YALI1_C13910g	Non-Core
YALI1_E14080g	Non-Core
YALI1_D13071g	Non-Core
YALI1_C13919g	Non-Core
YALI1_F01659g	Non-Core
YALI1_D13545g	Non-Core
YALI1_F38450g	Non-Core
YALI1_F14827g	Non-Core
YALI1_B15440g	Non-Core
YALI1_F23095g	Non-Core
YALI1_B03225g	Non-Core
YALI1_B23744g	Non-Core
YALI1_F15352g	Non-Core
YALI1_A22192g	Non-Core
YALI1_C15540g	Non-Core
YALI1_D07930g	Non-Core
YALI1_C07423g	Non-Core
YALI1_B11878g	Non-Core
YALI1_F00099g	Non-Core
YALI1_F29253g	Non-Core
YALI1_E37095g	Non-Core
YALI1_E27313g	Non-Core
YALI1_A03137g	Non-Core
YALI1_C05347g	Non-Core
YALI1_A03907g	Non-Core
YALI1_B12154g	Non-Core
YALI1_D01905g	Non-Core
YALI1_C29529g	Non-Core
YALI1_B17990g	Non-Core
YALI1_D20844g	Non-Core
YALI1_D29626g	Non-Core
YALI1_A11500g	Non-Core
YALI1_A05701g	Non-Core
YALI1_D32880g	Non-Core
YALI1_F04106g	Non-Core
YALI1_D22568g	Non-Core
YALI1_B29844g	Non-Core
YALI1_C12941g	Non-Core
YALI1_F38056g	Non-Core
YALI1_B25963g	Non-Core
YALI1_C02044g	Non-Core
YALI1_C32294g	Non-Core
YALI1_D00798g	Non-Core
YALI1_E32077g	Non-Core
YALI1_D20968g	Non-Core
YALI1_D17507g	Non-Core
YALI1_E32411g	Non-Core
YALI1_A07681g	Non-Core
YALI1_A05884g	Non-Core
YALI1_A02096g	Non-Core
YALI1_A10039g	Non-Core
YALI1_D02345g	Non-Core
YALI1_A17957g	Non-Core
YALI1_E30561g	Non-Core
YALI1_F21504g	Non-Core
YALI1_D23612g	Non-Core
YALI1_C29302g	Non-Core
YALI1_F23867g	Non-Core
YALI1_C00331g	Non-Core
YALI1_E13495g	Non-Core
YALI1_D26978g	Non-Core
YALI1_C21353g	Non-Core
YALI1_E30431g	Non-Core
YALI1_A17085g	Non-Core
YALI1_E08689g	Non-Core
YALI1_D35870g	Non-Core
YALI1_E38266g	Non-Core
YALI1_A19515g	Non-Core
YALI1_C28686g	Non-Core
YALI1_D10668g	Non-Core
YALI1_F38538g	Non-Core
YALI1_C04778g	Non-Core
YALI1_F35029g	Non-Core
YALI1_C18750g	Non-Core
YALI1_D04556g	Non-Core
YALI1_F10660g	Non-Core
YALI1_E09769g	Non-Core
YALI1_A14368g	Non-Core
YALI1_E11181g	Non-Core
YALI1_D01910g	Non-Core
YALI1_D13013g	Non-Core
YALI1_C16712g	Non-Core
YALI1_B01065g	Non-Core
YALI1_B17773g	Non-Core
YALI1_B18347g	Non-Core
YALI1_E26742g	Non-Core
YALI1_A14024g	Non-Core
YALI1_D11934g	Non-Core
YALI1_E04341g	Non-Core
YALI1_E30815g	Non-Core
YALI1_F16735g	Non-Core
YALI1_B25087g	Non-Core
YALI1_F20123g	Non-Core
YALI1_B28789g	Non-Core
YALI1_C11100g	Non-Core
YALI1_D27934g	Non-Core
YALI1_A04415g	Non-Core
YALI1_F19579g	Non-Core
YALI1_B19217g	Non-Core
YALI1_D34106g	Non-Core
YALI1_E33934g	Non-Core
YALI1_C18837g	Non-Core
YALI1_D10102g	Non-Core
YALI1_A01864g	Non-Core
YALI1_B11593g	Non-Core
YALI1_B17724g	Non-Core
YALI1_E30520g	Non-Core
YALI1_F03883g	Non-Core
YALI1_F16715g	Non-Core
YALI1_D21667g	Non-Core
YALI1_E08043g	Non-Core
YALI1_F36882g	Non-Core
YALI1_E37812g	Non-Core
YALI1_B14804g	Non-Core
YALI1_E14164g	Non-Core
YALI1_D16471g	Non-Core
YALI1_A12437g	Non-Core
YALI1_E06220g	Non-Core
YALI1_D29109g	Non-Core
YALI1_D04128g	Non-Core
YALI1_C32721g	Non-Core
YALI1_F19007g	Non-Core
YALI1_F02481g	Non-Core
YALI1_D26006g	Non-Core
YALI1_E09395g	Non-Core
YALI1_A05737g	Non-Core
YALI1_D22053g	Non-Core
YALI1_F23047g	Non-Core
YALI1_E31717g	Non-Core
YALI1_E40864g	Non-Core
YALI1_F30061g	Non-Core
YALI1_F27716g	Non-Core
YALI1_E28545g	Non-Core
YALI1_D24626g	Non-Core
YALI1_F22402g	Non-Core
YALI1_F16199g	Non-Core
YALI1_B15792g	Non-Core
YALI1_F37400g	Non-Core
YALI1_A21089g	Non-Core
YALI1_D20007g	Non-Core
YALI1_C20078g	Non-Core
YALI1_F17522g	Non-Core
YALI1_E03877g	Non-Core
YALI1_B21042g	Non-Core
YALI1_A20937g	Non-Core
YALI1_F03269g	Non-Core
YALI1_E24052g	Non-Core
YALI1_A09422g	Non-Core
YALI1_F15038g	Non-Core
YALI1_E24719g	Non-Core
YALI1_C31047g	Non-Core
YALI1_C03696g	Non-Core
YALI1_B06866g	Non-Core
YALI1_F16527g	Non-Core
YALI1_E06535g	Non-Core
YALI1_D30705g	Non-Core
YALI1_F13908g	Non-Core
YALI1_C03887g	Non-Core
YALI1_B27570g	Non-Core
YALI1_F34236g	Non-Core
YALI1_D08884g	Non-Core
YALI1_B14013g	Non-Core
YALI1_E03973g	Non-Core
YALI1_D09534g	Non-Core
YALI1_F01430g	Non-Core
YALI1_F32764g	Non-Core
YALI1_C33270g	Non-Core
YALI1_A21175g	Non-Core
YALI1_D01548g	Non-Core
YALI1_E14749g	Non-Core
YALI1_F22115g	Non-Core
YALI1_D33289g	Non-Core
YALI1_C19898g	Non-Core
YALI1_A09010g	Non-Core
YALI1_A18557g	Non-Core
YALI1_B11034g	Non-Core
YALI1_F10552g	Non-Core
YALI1_D29951g	Non-Core
YALI1_D17930g	Non-Core
YALI1_F13691g	Non-Core
YALI1_D10316g	Non-Core
YALI1_B25322g	Non-Core
YALI1_F12312g	Non-Core
YALI1_E14451g	Non-Core
YALI1_F34818g	Non-Core
YALI1_D27235g	Non-Core
YALI1_E06737g	Non-Core
YALI1_E06712g	Non-Core
YALI1_B23933g	Non-Core
YALI1_B08868g	Non-Core
YALI1_C09137g	Non-Core
YALI1_A12688g	Non-Core
YALI1_C04853g	Non-Core
YALI1_B27460g	Non-Core
YALI1_F31672g	Non-Core
YALI1_A15497g	Non-Core
YALI1_D27324g	Non-Core
YALI1_A01122g	Non-Core
YALI1_F07246g	Non-Core
YALI1_F05118g	Non-Core
YALI1_F38013g	Non-Core
YALI1_F06393g	Non-Core
YALI1_E13899g	Non-Core
YALI1_E09652g	Non-Core
YALI1_E01057g	Non-Core
YALI1_F23963g	Non-Core
YALI1_B30337g	Non-Core
YALI1_F39314g	Non-Core
YALI1_A21021g	Non-Core
YALI1_E26377g	Non-Core
YALI1_B08401g	Non-Core
YALI1_E09779g	Non-Core
YALI1_D11272g	Non-Core
YALI1_A22137g	Non-Core
YALI1_C13410g	Non-Core
YALI1_A04864g	Non-Core
YALI1_F07510g	Non-Core
YALI1_F11277g	Non-Core
YALI1_A16944g	Non-Core
YALI1_D18392g	Non-Core
YALI1_E27649g	Non-Core
YALI1_A02335g	Non-Core
YALI1_A07538g	Non-Core
YALI1_A05527g	Non-Core
YALI1_C00258g	Non-Core
YALI1_A04715g	Non-Core
YALI1_A02653g	Non-Core
YALI1_E19316g	Non-Core
YALI1_E10899g	Non-Core
YALI1_D34840g	Non-Core
YALI1_E29046g	Non-Core
YALI1_C13500g	Non-Core
YALI1_E37982g	Non-Core
YALI1_B29711g	Non-Core
YALI1_A03937g	Non-Core
YALI1_D26084g	Non-Core
YALI1_B14752g	Non-Core
YALI1_C30859g	Non-Core
YALI1_C20255g	Non-Core
YALI1_A01074g	Non-Core
YALI1_F02199g	Non-Core
YALI1_C04031g	Non-Core
YALI1_D23668g	Non-Core
YALI1_C10318g	Non-Core
YALI1_F10530g	Non-Core
YALI1_F33123g	Non-Core
YALI1_F14090g	Non-Core
YALI1_E29005g	Non-Core
YALI1_D28993g	Non-Core
YALI1_E09835g	Non-Core
YALI1_C13726g	Non-Core
YALI1_C10345g	Non-Core
YALI1_B29637g	Non-Core
YALI1_F38918g	Non-Core
YALI1_A09100g	Non-Core
YALI1_B30036g	Non-Core
YALI1_C10086g	Non-Core
YALI1_C03374g	Non-Core
YALI1_E27622g	Non-Core
YALI1_A21835g	Non-Core
YALI1_B25107g	Non-Core
YALI1_E36079g	Non-Core
YALI1_B21946g	Non-Core
YALI1_F36204g	Non-Core
YALI1_A20242g	Non-Core
YALI1_C30474g	Non-Core
YALI1_E05074g	Non-Core
YALI1_C25452g	Non-Core
YALI1_E04968g	Non-Core
YALI1_E41421g	Non-Core
YALI1_E28428g	Non-Core
YALI1_E00963g	Non-Core
YALI1_E31897g	Non-Core
YALI1_E33421g	Non-Core
YALI1_F34351g	Non-Core
YALI1_E11491g	Non-Core
YALI1_A15528g	Non-Core
YALI1_E21200g	Non-Core
YALI1_C06328g	Non-Core
YALI1_B27360g	Non-Core
YALI1_B08094g	Non-Core
YALI1_C31510g	Non-Core
YALI1_A08424g	Non-Core
YALI1_F07401g	Non-Core
YALI1_F24408g	Non-Core
YALI1_E04107g	Non-Core
YALI1_A17348g	Non-Core
YALI1_E39820g	Non-Core
YALI1_C18365g	Non-Core
YALI1_D19252g	Non-Core
YALI1_C02611g	Non-Core
YALI1_E19916g	Non-Core
YALI1_E24028g	Non-Core
YALI1_A11439g	Non-Core
YALI1_E05811g	Non-Core
YALI1_A06488g	Non-Core
YALI1_A18315g	Non-Core
YALI1_A12492g	Non-Core
YALI1_A05366g	Non-Core
YALI1_E38164g	Non-Core
YALI1_E14584g	Non-Core
YALI1_F16568g	Non-Core
YALI1_B26205g	Non-Core
YALI1_E30590g	Non-Core
YALI1_E00358g	Non-Core
YALI1_A00468g	Non-Core
YALI1_B30162g	Non-Core
YALI1_F39891g	Non-Core
YALI1_D23094g	Non-Core
YALI1_D03805g	Non-Core
YALI1_D16151g	Non-Core
YALI1_B01325g	Non-Core
YALI1_F36492g	Non-Core
YALI1_B28454g	Non-Core
YALI1_C14709g	Non-Core
YALI1_C11843g	Non-Core
YALI1_D02661g	Non-Core
YALI1_C25512g	Non-Core
YALI1_C21513g	Non-Core
YALI1_E07950g	Non-Core
YALI1_E02678g	Non-Core
YALI1_C28093g	Non-Core
YALI1_A22105g	Non-Core
YALI1_F17547g	Non-Core
YALI1_F26474g	Non-Core
YALI1_E05416g	Non-Core
YALI1_C30665g	Non-Core
YALI1_F19938g	Non-Core
YALI1_D13976g	Non-Core
YALI1_D33879g	Non-Core
YALI1_F33603g	Non-Core
YALI1_D09068g	Non-Core
YALI1_E20569g	Non-Core
YALI1_B29867g	Non-Core
YALI1_E31540g	Non-Core
YALI1_E13683g	Non-Core
YALI1_D29457g	Non-Core
YALI1_F30841g	Non-Core
YALI1_B30024g	Non-Core
YALI1_D03329g	Non-Core
YALI1_B03299g	Non-Core
YALI1_D32958g	Non-Core
YALI1_D22759g	Non-Core
YALI1_C17524g	Non-Core
YALI1_C05296g	Non-Core
YALI1_C15610g	Non-Core
YALI1_B04540g	Non-Core
YALI1_B03168g	Non-Core
YALI1_A07309g	Non-Core
YALI1_B02011g	Non-Core
YALI1_E05584g	Non-Core
YALI1_E29074g	Non-Core
YALI1_E28648g	Non-Core
YALI1_E32693g	Non-Core
YALI1_E38479g	Non-Core
YALI1_E01689g	Non-Core
YALI1_F14625g	Non-Core
YALI1_A04620g	Non-Core
YALI1_F38806g	Non-Core
YALI1_A08546g	Non-Core
YALI1_F16839g	Non-Core
YALI1_F16218g	Non-Core
YALI1_A13131g	Non-Core
YALI1_B02035g	Non-Core
YALI1_F16234g	Non-Core
YALI1_F12052g	Non-Core
YALI1_C32392g	Non-Core
YALI1_E01947g	Non-Core
YALI1_F39923g	Non-Core
YALI1_B15706g	Non-Core
YALI1_D05692g	Non-Core
YALI1_B09476g	Non-Core
YALI1_B18845g	Non-Core
YALI1_C00098g	Non-Core
YALI1_E22383g	Non-Core
YALI1_F08597g	Non-Core
YALI1_A18443g	Non-Core
YALI1_E03999g	Non-Core
YALI1_F16165g	Non-Core
YALI1_F16158g	Non-Core
YALI1_F27395g	Non-Core
YALI1_F38629g	Non-Core
YALI1_F19853g	Non-Core
YALI1_B00675g	Non-Core
YALI1_E11976g	Non-Core
YALI1_A03857g	Non-Core
YALI1_E24824g	Non-Core
YALI1_F30116g	Non-Core
YALI1_C21171g	Non-Core
YALI1_B07538g	Non-Core
YALI1_E00527g	Non-Core
YALI1_C11581g	Non-Core
YALI1_F38280g	Non-Core
YALI1_C15492g	Non-Core
YALI1_A10105g	Non-Core
YALI1_F09846g	Non-Core
YALI1_D31402g	Non-Core
YALI1_F12504g	Non-Core
YALI1_F38954g	Non-Core
YALI1_A21841g	Non-Core
YALI1_A08931g	Non-Core
YALI1_A15846g	Non-Core
YALI1_F08585g	Non-Core
YALI1_F02403g	Non-Core
YALI1_A19214g	Non-Core
YALI1_C31389g	Non-Core
YALI1_D23224g	Non-Core
YALI1_E34042g	Non-Core
YALI1_A00204g	Non-Core
YALI1_C01843g	Non-Core
YALI1_E13402g	Non-Core
YALI1_D17970g	Non-Core
YALI1_F33381g	Non-Core
YALI1_D02636g	Non-Core
YALI1_E30053g	Non-Core
YALI1_D28842g	Non-Core
YALI1_F29301g	Non-Core
YALI1_F24742g	Non-Core
YALI1_F02275g	Non-Core
YALI1_D13403g	Non-Core
YALI1_C13186g	Non-Core
YALI1_B15560g	Non-Core
YALI1_C30632g	Non-Core
YALI1_D27748g	Non-Core
YALI1_F09088g	Non-Core
YALI1_F35776g	Non-Core
YALI1_E41393g	Non-Core
YALI1_F22940g	Non-Core
YALI1_E34397g	Non-Core
YALI1_E38349g	Non-Core
YALI1_A01577g	Non-Core
YALI1_A20221g	Non-Core
YALI1_D24127g	Non-Core
YALI1_C11954g	Non-Core
YALI1_A11182g	Non-Core
YALI1_E20070g	Non-Core
YALI1_E39983g	Non-Core
YALI1_B24280g	Non-Core
YALI1_A00375g	Non-Core
YALI1_F00366g	Non-Core
YALI1_E35689g	Non-Core
YALI1_E24428g	Non-Core
YALI1_C02639g	Non-Core
YALI1_D10243g	Non-Core
YALI1_A02037g	Non-Core
YALI1_C30058g	Non-Core
YALI1_E31498g	Non-Core
YALI1_B19326g	Non-Core
YALI1_E28680g	Non-Core
YALI1_E18212g	Non-Core
YALI1_E38744g	Non-Core
YALI1_C25171g	Non-Core
YALI1_E31005g	Non-Core
YALI1_B16922g	Non-Core
YALI1_E06573g	Non-Core
YALI1_F24247g	Non-Core
YALI1_D33307g	Non-Core
YALI1_F15053g	Non-Core
YALI1_B25319g	Non-Core
YALI1_E37687g	Non-Core
YALI1_C02291g	Non-Core
YALI1_F29596g	Non-Core
YALI1_A11654g	Non-Core
YALI1_B26550g	Non-Core
YALI1_E34163g	Non-Core
YALI1_A03669g	Non-Core
YALI1_B20276g	Non-Core
YALI1_E24956g	Non-Core
YALI1_D13686g	Non-Core
YALI1_A04309g	Non-Core
YALI1_C12121g	Non-Core
YALI1_D28033g	Non-Core
YALI1_F07093g	Non-Core
YALI1_F34963g	Non-Core
YALI1_A21696g	Non-Core
YALI1_A04495g	Non-Core
YALI1_D21173g	Non-Core
YALI1_A00715g	Non-Core
YALI1_D18442g	Non-Core
YALI1_E21683g	Non-Core
YALI1_C23040g	Non-Core
YALI1_F11417g	Non-Core
YALI1_A06735g	Non-Core
YALI1_D26320g	Non-Core
YALI1_F31183g	Non-Core
YALI1_A18817g	Non-Core
YALI1_E11497g	Non-Core
YALI1_D05450g	Non-Core
YALI1_C05204g	Non-Core
YALI1_D11844g	Non-Core
YALI1_B03198g	Non-Core
YALI1_C24533g	Non-Core
YALI1_D05244g	Non-Core
YALI1_F11481g	Non-Core
YALI1_E07259g	Non-Core
YALI1_A12989g	Non-Core
YALI1_B19485g	Non-Core
YALI1_C13506g	Non-Core
YALI1_D00724g	Non-Core
YALI1_D08749g	Non-Core
YALI1_A00504g	Non-Core
YALI1_A05592g	Non-Core
YALI1_F00866g	Non-Core
YALI1_B08817g	Non-Core
YALI1_D28630g	Non-Core
YALI1_D21501g	Non-Core
YALI1_E14856g	Non-Core
YALI1_B22905g	Non-Core
YALI1_F04938g	Non-Core
YALI1_C19909g	Non-Core
YALI1_E35982g	Non-Core
YALI1_A07632g	Non-Core
YALI1_A17419g	Non-Core
YALI1_B02717g	Non-Core
YALI1_E39579g	Non-Core
YALI1_D29966g	Non-Core
YALI1_A06640g	Non-Core
YALI1_C29158g	Non-Core
YALI1_E36805g	Non-Core
YALI1_E15421g	Non-Core
YALI1_B00133g	Non-Core
YALI1_A03900g	Non-Core
YALI1_F03205g	Non-Core
YALI1_D34119g	Non-Core
YALI1_D15288g	Non-Core
YALI1_F02868g	Non-Core
YALI1_D32462g	Non-Core
YALI1_C00167g	Non-Core
YALI1_D32024g	Non-Core
YALI1_E04807g	Non-Core
YALI1_D24069g	Non-Core
YALI1_D08648g	Non-Core
YALI1_E32315g	Non-Core
YALI1_A09787g	Non-Core
YALI1_E32512g	Non-Core
YALI1_B12443g	Non-Core
YALI1_C30936g	Non-Core
YALI1_F26186g	Non-Core
YALI1_A12475g	Non-Core
YALI1_A18196g	Non-Core
YALI1_E10055g	Non-Core
YALI1_E00680g	Non-Core
YALI1_E35417g	Non-Core
YALI1_D34980g	Non-Core
YALI1_F04690g	Non-Core
YALI1_F36415g	Non-Core
YALI1_E22364g	Non-Core
YALI1_A09218g	Non-Core
YALI1_D36215g	Non-Core
YALI1_E28397g	Non-Core
YALI1_D01796g	Non-Core
YALI1_A16178g	Non-Core
YALI1_E37950g	Non-Core
YALI1_F33008g	Non-Core
YALI1_D17844g	Non-Core
YALI1_E06406g	Non-Core
YALI1_D29203g	Non-Core
YALI1_D35718g	Non-Core
YALI1_E00389g	Non-Core
YALI1_F34029g	Non-Core
YALI1_C07109g	Non-Core
YALI1_F07573g	Non-Core
YALI1_F09833g	Non-Core
YALI1_E22159g	Non-Core
YALI1_C17519g	Non-Core
YALI1_F36742g	Non-Core
YALI1_A09789g	Non-Core
YALI1_E21832g	Non-Core
YALI1_E36036g	Non-Core
YALI1_F16844g	Non-Core
YALI1_E11565g	Non-Core
YALI1_E28903g	Non-Core
YALI1_A00252g	Non-Core
YALI1_D20413g	Non-Core
YALI1_B01771g	Non-Core
YALI1_D18833g	Non-Core
YALI1_E08915g	Non-Core
YALI1_B27857g	Non-Core
YALI1_B01711g	Non-Core
YALI1_B25988g	Non-Core
YALI1_C29497g	Non-Core
YALI1_B03673g	Non-Core
YALI1_C29382g	Non-Core
YALI1_F01034g	Non-Core
YALI1_B04589g	Non-Core
YALI1_E18713g	Non-Core
YALI1_F06131g	Non-Core
YALI1_E07578g	Non-Core
YALI1_E35384g	Non-Core
YALI1_E31050g	Non-Core
YALI1_D05705g	Non-Core
YALI1_F04236g	Non-Core
YALI1_B27984g	Non-Core
YALI1_E27939g	Non-Core
YALI1_A13713g	Non-Core
YALI1_F03573g	Non-Core
YALI1_F31687g	Non-Core
YALI1_A12465g	Non-Core
YALI1_A10798g	Non-Core
YALI1_C11552g	Non-Core
YALI1_E24567g	Non-Core
YALI1_F02378g	Non-Core
YALI1_B17105g	Non-Core
YALI1_F02434g	Non-Core
YALI1_E06843g	Non-Core
YALI1_C13389g	Non-Core
YALI1_F13134g	Non-Core
YALI1_D08323g	Non-Core
YALI1_E13541g	Non-Core
YALI1_A05774g	Non-Core
YALI1_F31416g	Non-Core
YALI1_E29221g	Non-Core
YALI1_F16817g	Non-Core
YALI1_D12252g	Non-Core
YALI1_E03672g	Non-Core
YALI1_A09996g	Non-Core
YALI1_D16843g	Non-Core
YALI1_E02799g	Non-Core
YALI1_D02085g	Non-Core
YALI1_E19845g	Non-Core
YALI1_C32106g	Non-Core
YALI1_E05446g	Non-Core
YALI1_A02568g	Non-Core
YALI1_E08035g	Non-Core
YALI1_A14513g	Non-Core
YALI1_D29630g	Non-Core
YALI1_E15093g	Non-Core
YALI1_E30173g	Non-Core
YALI1_A21620g	Non-Core
YALI1_E14967g	Non-Core
YALI1_E19060g	Non-Core
YALI1_B21816g	Non-Core
YALI1_D15506g	Non-Core
YALI1_F38140g	Non-Core
YALI1_F15827g	Non-Core
YALI1_C33427g	Non-Core
YALI1_F16717g	Non-Core
YALI1_B05964g	Non-Core
YALI1_C30749g	Non-Core
YALI1_B11495g	Non-Core
YALI1_D00888g	Non-Core
YALI1_D30826g	Non-Core
YALI1_E21890g	Non-Core
YALI1_A07201g	Non-Core
YALI1_F14201g	Non-Core
YALI1_D25178g	Non-Core
YALI1_F11141g	Non-Core
YALI1_C02686g	Non-Core
YALI1_F33445g	Non-Core
YALI1_A06473g	Non-Core
YALI1_B09837g	Non-Core
YALI1_B02162g	Non-Core
YALI1_A15482g	Non-Core
YALI1_A20631g	Non-Core
YALI1_E11402g	Non-Core
YALI1_B14492g	Non-Core
YALI1_C02215g	Non-Core
YALI1_A01888g	Non-Core
YALI1_B15905g	Non-Core
YALI1_D22043g	Non-Core
YALI1_F19764g	Non-Core
YALI1_D04653g	Non-Core
YALI1_E20453g	Non-Core
YALI1_D30161g	Non-Core
YALI1_E16900g	Non-Core
YALI1_E19871g	Non-Core
YALI1_B07295g	Non-Core
YALI1_E16531g	Non-Core
YALI1_D07089g	Non-Core
YALI1_F03830g	Non-Core
YALI1_D13865g	Non-Core
YALI1_C15115g	Non-Core
YALI1_F19370g	Non-Core
YALI1_E01778g	Non-Core
YALI1_A18010g	Non-Core
YALI1_F16058g	Non-Core
YALI1_E12027g	Non-Core
YALI1_D32455g	Non-Core
YALI1_C29066g	Non-Core
YALI1_C32786g	Non-Core
YALI1_E40274g	Non-Core
YALI1_E33540g	Non-Core
YALI1_C02441g	Non-Core
YALI1_B20887g	Non-Core
YALI1_D01780g	Non-Core
YALI1_D04370g	Non-Core
YALI1_E25189g	Non-Core
YALI1_A17234g	Non-Core
YALI1_E32118g	Non-Core
YALI1_F20616g	Non-Core
YALI1_F10977g	Non-Core
YALI1_A18426g	Non-Core
YALI1_D28003g	Non-Core
YALI1_A03883g	Non-Core
YALI1_F34779g	Non-Core
YALI1_E37749g	Non-Core
YALI1_E22117g	Non-Core
YALI1_C32914g	Non-Core
YALI1_F22674g	Non-Core
YALI1_B04781g	Non-Core
YALI1_D25529g	Non-Core
YALI1_F28123g	Non-Core
YALI1_A03153g	Non-Core
YALI1_E03723g	Non-Core
YALI1_D22274g	Non-Core
YALI1_E05854g	Non-Core
YALI1_C06724g	Non-Core
YALI1_C05494g	Non-Core
YALI1_F10866g	Non-Core
YALI1_D22145g	Non-Core
YALI1_C09150g	Non-Core
YALI1_B24018g	Non-Core
YALI1_D29768g	Non-Core
YALI1_A04815g	Non-Core
YALI1_A16095g	Non-Core
YALI1_C21497g	Non-Core
YALI1_F06353g	Non-Core
YALI1_F28490g	Non-Core
YALI1_E36619g	Non-Core
YALI1_C18099g	Non-Core
YALI1_F30289g	Non-Core
YALI1_B27615g	Non-Core
YALI1_F05574g	Non-Core
YALI1_D10160g	Non-Core
YALI1_E08782g	Non-Core
YALI1_F21396g	Non-Core
YALI1_C07894g	Non-Core
YALI1_E11136g	Non-Core
YALI1_A05355g	Non-Core
YALI1_C27996g	Non-Core
YALI1_E17643g	Non-Core
YALI1_E26916g	Non-Core
YALI1_D03320g	Non-Core
YALI1_F39022g	Non-Core
YALI1_F01929g	Non-Core
YALI1_F14009g	Non-Core
YALI1_F08392g	Non-Core
YALI1_F31493g	Non-Core
YALI1_C19369g	Non-Core
YALI1_D11177g	Non-Core
YALI1_B06776g	Non-Core
YALI1_E24797g	Non-Core
YALI1_D15965g	Non-Core
YALI1_B28735g	Non-Core
YALI1_A14099g	Non-Core
YALI1_F38859g	Non-Core
YALI1_C00841g	Non-Core
YALI1_C13856g	Non-Core
YALI1_E16982g	Non-Core
YALI1_E36692g	Non-Core
YALI1_D28064g	Non-Core
YALI1_F23214g	Non-Core
YALI1_C32352g	Non-Core
YALI1_D22997g	Non-Core
YALI1_C07534g	Non-Core
YALI1_B23467g	Non-Core
YALI1_D24387g	Non-Core
YALI1_A17289g	Non-Core
YALI1_A16392g	Non-Core
YALI1_A02150g	Non-Core
YALI1_C05757g	Non-Core
YALI1_C01129g	Non-Core
YALI1_C15947g	Non-Core
YALI1_C08893g	Non-Core
YALI1_B27150g	Non-Core
YALI1_C32667g	Non-Core
YALI1_F17265g	Non-Core
YALI1_D02682g	Non-Core
YALI1_C24419g	Non-Core
YALI1_F31126g	Non-Core
YALI1_A13737g	Non-Core
YALI1_F12478g	Non-Core
YALI1_A20398g	Non-Core
YALI1_B27144g	Non-Core
YALI1_B11388g	Non-Core
YALI1_F18357g	Non-Core
YALI1_D36035g	Non-Core
YALI1_B25223g	Non-Core
YALI1_F17066g	Non-Core
YALI1_F11866g	Non-Core
YALI1_F04626g	Non-Core
YALI1_F09314g	Non-Core
YALI1_D30474g	Non-Core
YALI1_A00032g	Non-Core
YALI1_D24770g	Non-Core
YALI1_D17462g	Non-Core
YALI1_C01596g	Non-Core
YALI1_D15983g	Non-Core
YALI1_C09181g	Non-Core
YALI1_A14510g	Non-Core
YALI1_B05639g	Non-Core
YALI1_F32685g	Non-Core
YALI1_F38339g	Non-Core
YALI1_C14725g	Non-Core
YALI1_E17889g	Non-Core
YALI1_F02903g	Non-Core
YALI1_D05139g	Non-Core
YALI1_E02102g	Non-Core
YALI1_B19429g	Non-Core
YALI1_E00340g	Non-Core
YALI1_A17450g	Non-Core
YALI1_D27251g	Non-Core
YALI1_E34100g	Non-Core
YALI1_C17419g	Non-Core
YALI1_D14910g	Non-Core
YALI1_A16145g	Non-Core
YALI1_F34304g	Non-Core
YALI1_E32054g	Non-Core
YALI1_C00766g	Non-Core
YALI1_E40995g	Non-Core
YALI1_D32316g	Non-Core
YALI1_D17564g	Non-Core
YALI1_E04531g	Non-Core
YALI1_B13150g	Non-Core
YALI1_C12834g	Non-Core
YALI1_B12150g	Non-Core
YALI1_C18161g	Non-Core
YALI1_F08590g	Non-Core
YALI1_E37392g	Non-Core
YALI1_B06635g	Non-Core
YALI1_E39193g	Non-Core
YALI1_A07405g	Non-Core
YALI1_B29436g	Non-Core
YALI1_E03183g	Non-Core
YALI1_F09051g	Non-Core
YALI1_F31947g	Non-Core
YALI1_F31001g	Non-Core
YALI1_A08467g	Non-Core
YALI1_E31592g	Non-Core
YALI1_F17797g	Non-Core
YALI1_C29080g	Non-Core
YALI1_D12091g	Non-Core
YALI1_C12755g	Non-Core
YALI1_F29876g	Non-Core
YALI1_E24128g	Non-Core
YALI1_C02588g	Non-Core
YALI1_A15515g	Non-Core
YALI1_D13341g	Non-Core
YALI1_F19805g	Non-Core
YALI1_A03170g	Non-Core
YALI1_F28031g	Non-Core
YALI1_C09639g	Non-Core
YALI1_E14698g	Non-Core
YALI1_E15256g	Non-Core
YALI1_A01628g	Non-Core
YALI1_A15017t	Non-Core
YALI1_A14109g	Non-Core
YALI1_D17543g	Non-Core
YALI1_C09606g	Non-Core
YALI1_D09712g	Non-Core
YALI1_E29894g	Non-Core
YALI1_D02936g	Non-Core
