Orthogroup	A_s288c	A.niger	F.veneatum	S.pombe
OG0002137		tr|A2QAA8|A2QAA8_ASPNC, tr|E2PT18|E2PT18_ASPNC	tr|A0A2L2TQC7|A0A2L2TQC7_9HYPO, tr|A0A2L2TTM3|A0A2L2TTM3_9HYPO	
OG0002138	P33330	tr|A2QBQ7|A2QBQ7_ASPNC	tr|A0A2L2TG70|A0A2L2TG70_9HYPO	sp|Q10349|SERC_SCHPO
OG0002139	P25639	tr|A2QSH6|A2QSH6_ASPNC	tr|A0A2L2T4C5|A0A2L2T4C5_9HYPO	sp|O59714|YBH6_SCHPO
OG0002140	Q04651	tr|A2QGY6|A2QGY6_ASPNC	tr|A0A2L2T8Y2|A0A2L2T8Y2_9HYPO	sp|O94283|ERV41_SCHPO
OG0002141	P38865	tr|A2QEN7|A2QEN7_ASPNC	tr|A0A2L2SUB8|A0A2L2SUB8_9HYPO	sp|Q9USV7|CTR6_SCHPO
OG0002142	P47017	tr|A2QCK1|A2QCK1_ASPNC	tr|A0A2L2TJI0|A0A2L2TJI0_9HYPO	sp|P87173|LSM1_SCHPO
OG0002143		tr|A2QKA0|A2QKA0_ASPNC, tr|A2R857|A2R857_ASPNC	tr|A0A2L2TLQ4|A0A2L2TLQ4_9HYPO, tr|A0A2L2TR00|A0A2L2TR00_9HYPO	
OG0002144	P23724	tr|A2RBH1|A2RBH1_ASPNC	tr|A0A2L2T2M5|A0A2L2T2M5_9HYPO	sp|Q9UQY2|PSB6_SCHPO
OG0002145	P14906	tr|A2QAX0|A2QAX0_ASPNC	tr|A0A2L2TAX3|A0A2L2TAX3_9HYPO	sp|Q9HGN7|SEC63_SCHPO
OG0002146	P21951	tr|A2R7C6|A2R7C6_ASPNC	tr|A0A2L2TV04|A0A2L2TV04_9HYPO	sp|P87154|DPOE_SCHPO
OG0002147	P69850	tr|A2RAI2|A2RAI2_ASPNC	tr|A0A2L2TIS0|A0A2L2TIS0_9HYPO	sp|P62505|DAD3_SCHPO
OG0002148	P12887	tr|A2QFJ7|A2QFJ7_ASPNC	tr|A0A2L2T4C7|A0A2L2T4C7_9HYPO	sp|O74834|UNG_SCHPO
OG0002149	P53292	tr|A2QGV8|A2QGV8_ASPNC	tr|A0A2L2T1A6|A0A2L2T1A6_9HYPO	sp|O60096|RT35_SCHPO
OG0002150	Q12050	tr|A2QK40|A2QK40_ASPNC	tr|A0A2L2T763|A0A2L2T763_9HYPO	sp|O43086|ELG1_SCHPO
OG0002151	Q03880	tr|A2QWI2|A2QWI2_ASPNC	tr|A0A2L2T597|A0A2L2T597_9HYPO	sp|Q9P7Y3|PKR1_SCHPO
OG0002152	P21592	tr|A2QID3|A2QID3_ASPNC	tr|A0A2L2SPD9|A0A2L2SPD9_9HYPO	sp|Q9Y7Y4|COX10_SCHPO
OG0002153	P07347	tr|A2QQ41|A2QQ41_ASPNC	tr|A0A2L2TTC6|A0A2L2TTC6_9HYPO	sp|Q9UTI3|ARD1_SCHPO
OG0002154	P36052	tr|A2R8K9|A2R8K9_ASPNC	tr|A0A2L2T1X7|A0A2L2T1X7_9HYPO	sp|O14138|NDUF7_SCHPO
OG0002155	P53723	tr|A2QJH3|A2QJH3_ASPNC	tr|A0A2L2SN25|A0A2L2SN25_9HYPO	sp|O94280|YGX1_SCHPO
OG0002156	P32656	tr|A2QEU3|A2QEU3_ASPNC	tr|A0A2L2TI60|A0A2L2TI60_9HYPO	sp|P87305|CHAC_SCHPO
OG0002157	P42841	tr|A2QZ48|A2QZ48_ASPNC	tr|A0A2L2T0Y1|A0A2L2T0Y1_9HYPO	sp|Q9UTN4|PFS2_SCHPO
OG0002158	P51998	tr|A2R423|A2R423_ASPNC	tr|A0A2L2SS18|A0A2L2SS18_9HYPO	sp|O74801|RL4P_SCHPO
OG0002159	P52488	tr|A2QVB1|A2QVB1_ASPNC	tr|A0A2L2TUX7|A0A2L2TUX7_9HYPO	sp|O42939|UBA2_SCHPO
OG0002160		tr|A2QAR3|A2QAR3_ASPNC, tr|A2QF38|A2QF38_ASPNC	tr|A0A2L2SMU5|A0A2L2SMU5_9HYPO, tr|A0A2L2TIL4|A0A2L2TIL4_9HYPO	
OG0002161	P38682	tr|A2R803|A2R803_ASPNC	tr|A0A2L2T8B6|A0A2L2T8B6_9HYPO	sp|Q10367|GLO3_SCHPO
OG0002162	Q08649	tr|A2QFA7|A2QFA7_ASPNC	tr|A0A2L2TIP0|A0A2L2TIP0_9HYPO	sp|O94446|ESA1_SCHPO
OG0002163	P47122	tr|A2Q990|A2Q990_ASPNC	tr|A0A2L2TBC1|A0A2L2TBC1_9HYPO	sp|O42906|GPN1_SCHPO
OG0002164	P46683	tr|A2QMU7|A2QMU7_ASPNC	tr|A0A2L2THH3|A0A2L2THH3_9HYPO	sp|Q9HFE7|YNW5_SCHPO
OG0002165	Q12697	tr|A2R9R3|A2R9R3_ASPNC	tr|A0A2L2SP89|A0A2L2SP89_9HYPO	sp|O74431|ATC9_SCHPO
OG0002166	P27344	tr|A2R3F1|A2R3F1_ASPNC	tr|A0A2L2TTL9|A0A2L2TTL9_9HYPO	sp|C6Y4D0|YCGV_SCHPO
OG0002167	P25333	tr|A2R9M2|A2R9M2_ASPNC	tr|A0A2L2T551|A0A2L2T551_9HYPO	sp|O14019|HAL4_SCHPO
OG0002168	P46672	tr|A2R611|A2R611_ASPNC	tr|A0A2L2TSM4|A0A2L2TSM4_9HYPO	sp|Q9P6K7|ARC1_SCHPO
OG0002169	P47061	tr|A2Q8G8|A2Q8G8_ASPNC	tr|A0A2L2TTH4|A0A2L2TTH4_9HYPO	sp|P87129|VPS53_SCHPO
OG0002170	P17967	tr|A2QFJ8|A2QFJ8_ASPNC	tr|A0A2L2TUE0|A0A2L2TUE0_9HYPO	sp|Q10057|PDI1_SCHPO
OG0002171	P36121	tr|A2R5W4|A2R5W4_ASPNC	tr|A0A2L2SSX9|A0A2L2SSX9_9HYPO	sp|O74883|RPC5_SCHPO
OG0002172	P36143, P47011	tr|A2RAV0|A2RAV0_ASPNC	tr|A0A2L2T7J9|A0A2L2T7J9_9HYPO	
OG0002173	P38064	tr|A2QCP6|A2QCP6_ASPNC	tr|A0A2L2T0F1|A0A2L2T0F1_9HYPO	sp|Q9Y822|RM16_SCHPO
OG0002174	P18408	tr|A5ABM8|A5ABM8_ASPNC	tr|A0A2L2STP9|A0A2L2STP9_9HYPO	sp|Q10270|MET16_SCHPO
OG0002175	Q05874	tr|A2QU63|A2QU63_ASPNC	tr|A0A2L2TMV6|A0A2L2TMV6_9HYPO	sp|Q9UT28|EFM7_SCHPO
OG0002176	P40537	tr|A2QUE8|A2QUE8_ASPNC	tr|A0A2L2SQ76|A0A2L2SQ76_9HYPO	sp|O13769|ULP2_SCHPO
OG0002177	P35177	tr|A2QDC6|A2QDC6_ASPNC	tr|A0A2L2TTR9|A0A2L2TTR9_9HYPO	sp|P87152|SPT7_SCHPO
OG0002178	P38747	tr|A2Q9W3|A2Q9W3_ASPNC	tr|A0A2L2T821|A0A2L2T821_9HYPO	sp|Q9UUK3|OTU2_SCHPO
OG0002179	Q12296	tr|A5ABM0|A5ABM0_ASPNC	tr|A0A2L2T5F6|A0A2L2T5F6_9HYPO	sp|Q9USJ3|YJ23_SCHPO
OG0002180	Q08979	tr|A2QWC6|A2QWC6_ASPNC, tr|A2QWC7|A2QWC7_ASPNC	tr|A0A2L2T5I8|A0A2L2T5I8_9HYPO	
OG0002181	P53327	tr|A2R365|A2R365_ASPNC	tr|A0A2L2TG52|A0A2L2TG52_9HYPO	sp|O60072|MUG81_SCHPO
OG0002182	Q08446	tr|A2QUR3|A2QUR3_ASPNC	tr|A0A2L2TMF3|A0A2L2TMF3_9HYPO	sp|O59709|GIT7_SCHPO
OG0002183	Q12157	tr|A2QYJ9|A2QYJ9_ASPNC	tr|A0A2L2TXA1|A0A2L2TXA1_9HYPO	sp|Q9UT86|APC11_SCHPO
OG0002184	P38961	tr|A2QCF7|A2QCF7_ASPNC	tr|A0A2L2TMY9|A0A2L2TMY9_9HYPO	sp|Q10257|RRP8_SCHPO
OG0002185	P41910	tr|A2QGY4|A2QGY4_ASPNC	tr|A0A2L2TPV8|A0A2L2TPV8_9HYPO	sp|O14109|MAF1_SCHPO
OG0002186	Q04049	tr|A2QN22|A2QN22_ASPNC	tr|A0A2L2SWQ1|A0A2L2SWQ1_9HYPO	sp|O42917|ESO1_SCHPO
OG0002187	Q06708	tr|A2QSF8|A2QSF8_ASPNC	tr|A0A2L2SS87|A0A2L2SS87_9HYPO	sp|P87145|VAC14_SCHPO
OG0002188	Q03497	tr|A2QW94|A2QW94_ASPNC	tr|A0A2L2SQX6|A0A2L2SQX6_9HYPO	sp|P50527|STE20_SCHPO
OG0002189	Q05021	tr|A2R5B7|A2R5B7_ASPNC	tr|A0A2L2T287|A0A2L2T287_9HYPO	sp|O13701|TAF7_SCHPO
OG0002190	P53901	tr|A2QNE8|A2QNE8_ASPNC	tr|A0A2L2TSU9|A0A2L2TSU9_9HYPO	sp|O94701|INN1_SCHPO
OG0002191	P20435	tr|A2Q8H6|A2Q8H6_ASPNC	tr|A0A2L2STF3|A0A2L2STF3_9HYPO	sp|P36595|RPAB2_SCHPO
OG0002192	Q03124	tr|A2QVU4|A2QVU4_ASPNC	tr|A0A2L2STA4|A0A2L2STA4_9HYPO	sp|Q9P7W8|RSC9_SCHPO
OG0002193	P32464	tr|A2QDV3|A2QDV3_ASPNC	tr|A0A2L2TU24|A0A2L2TU24_9HYPO	sp|Q9P7Q8|PMO25_SCHPO
OG0002194	O94742	tr|A2QQE7|A2QQE7_ASPNC	tr|A0A2L2TPG3|A0A2L2TPG3_9HYPO	sp|O14140|SEM1_SCHPO
OG0002195	P06779	tr|A2R177|A2R177_ASPNC	tr|A0A2L2TH26|A0A2L2TH26_9HYPO	sp|O74999|RAD7_SCHPO
OG0002196	Q04031	tr|A2R1C8|A2R1C8_ASPNC	tr|A0A2L2TGX6|A0A2L2TGX6_9HYPO	sp|O14012|RRP17_SCHPO
OG0002197	P53037	tr|A2QU82|A2QU82_ASPNC	tr|A0A2L2TSR4|A0A2L2TSR4_9HYPO	sp|O14111|PSD3_SCHPO
OG0002198	P22434	tr|A2QAW4|A2QAW4_ASPNC	tr|A0A2L2SPW0|A0A2L2SPW0_9HYPO	sp|P36599|PDE1_SCHPO
OG0002199	P22517, P27466	tr|A2QD16|A2QD16_ASPNC	tr|A0A2L2SZC5|A0A2L2SZC5_9HYPO	
OG0002200	P54858	tr|A2QWB2|A2QWB2_ASPNC	tr|A0A2L2TNN8|A0A2L2TNN8_9HYPO	sp|O13905|YF3E_SCHPO
OG0002201	P36142	tr|A2QD41|A2QD41_ASPNC	tr|A0A2L2T556|A0A2L2T556_9HYPO	sp|Q09906|TM184_SCHPO
OG0002202	P29478	tr|A2QA37|A2QA37_ASPNC	tr|A0A2L2TG42|A0A2L2TG42_9HYPO	sp|O94407|SEC65_SCHPO
OG0002203	P38013	tr|A2R0G9|A2R0G9_ASPNC, tr|A2R6R3|A2R6R3_ASPNC	tr|A0A2L2SU21|A0A2L2SU21_9HYPO	
OG0002204		tr|A2QRZ9|A2QRZ9_ASPNC, tr|A2R9T4|A2R9T4_ASPNC	tr|A0A2L2TBP4|A0A2L2TBP4_9HYPO	sp|Q9C0V0|YQD2_SCHPO
OG0002205	P15565	tr|A2Q7B7|A2Q7B7_ASPNC	tr|A0A2L2T8C2|A0A2L2T8C2_9HYPO	sp|Q9P804|TRM1_SCHPO
OG0002206	P43132	tr|A2Q7C8|A2Q7C8_ASPNC	tr|A0A2L2SQS8|A0A2L2SQS8_9HYPO	sp|O60070|ASH2_SCHPO
OG0002207	P53911	tr|A2QRD0|A2QRD0_ASPNC	tr|A0A2L2SSP7|A0A2L2SSP7_9HYPO	sp|O42924|EAF7_SCHPO
OG0002208	P38876	tr|A2R9M5|A2R9M5_ASPNC	tr|A0A2L2TYE7|A0A2L2TYE7_9HYPO	sp|O74806|PTH_SCHPO
OG0002209	Q06680	tr|A5AAI3|A5AAI3_ASPNC	tr|A0A2L2TRU5|A0A2L2TRU5_9HYPO	sp|Q10429|CND3_SCHPO
OG0002210	Q12297	tr|A2R5B6|A2R5B6_ASPNC	tr|A0A2L2T4Y8|A0A2L2T4Y8_9HYPO	sp|Q9P6P0|TAF3_SCHPO
OG0002211	Q03920	tr|A2QWE4|A2QWE4_ASPNC	tr|A0A2L2T394|A0A2L2T394_9HYPO	sp|Q9UT94|MTQ2_SCHPO
OG0002212	Q05521	tr|A2QWI8|A2QWI8_ASPNC	tr|A0A2L2TKX7|A0A2L2TKX7_9HYPO	sp|Q9UUA6|DPP1_SCHPO
OG0002213	P38198	tr|A2QRB8|A2QRB8_ASPNC	tr|A0A2L2U435|A0A2L2U435_9HYPO	sp|O42874|STU1_SCHPO
OG0002214	P41814	tr|A2R6X7|A2R6X7_ASPNC	tr|A0A2L2TV73|A0A2L2TV73_9HYPO	sp|Q9HGL4|TRM6_SCHPO
OG0002215	P53720	tr|A2QES0|A2QES0_ASPNC	tr|A0A2L2STV4|A0A2L2STV4_9HYPO	sp|O74731|DUS2_SCHPO
OG0002216	P26448	tr|A2Q8P6|A2Q8P6_ASPNC	tr|A0A2L2T2F3|A0A2L2T2F3_9HYPO	sp|P36618|CDC16_SCHPO
OG0002217	P34243	tr|A2QUZ8|A2QUZ8_ASPNC	tr|A0A2L2T1G5|A0A2L2T1G5_9HYPO	sp|O94247|HCS1_SCHPO
OG0002218	P40460	tr|A2R7M0|A2R7M0_ASPNC	tr|A0A2L2TKB2|A0A2L2TKB2_9HYPO	sp|Q10198|NDC80_SCHPO
OG0002219	Q99321	tr|A2QC00|A2QC00_ASPNC	tr|A0A2L2U304|A0A2L2U304_9HYPO	sp|Q09790|APS1_SCHPO
OG0002220	P53854	tr|A2R7T3|A2R7T3_ASPNC	tr|A0A2L2T2C4|A0A2L2T2C4_9HYPO	sp|Q9Y805|CWC25_SCHPO
OG0002221	Q07878	tr|A2QIW3|A2QIW3_ASPNC	tr|A0A2L2TYZ8|A0A2L2TYZ8_9HYPO	sp|P87319|VP13A_SCHPO
OG0002222	P46682	tr|A2RAW7|A2RAW7_ASPNC	tr|A0A2L2TFN2|A0A2L2TFN2_9HYPO	sp|O13939|AP3B_SCHPO
OG0002223	Q04119	tr|A2QQT2|A2QQT2_ASPNC	tr|A0A2L2THN1|A0A2L2THN1_9HYPO	sp|Q9C1W8|PPN1_SCHPO
OG0002224	P40352	tr|A2R2K5|A2R2K5_ASPNC	tr|A0A2L2TX73|A0A2L2TX73_9HYPO	sp|Q9UR24|RHP26_SCHPO
OG0002225	P47172	tr|A2R718|A2R718_ASPNC	tr|A0A2L2T9U4|A0A2L2T9U4_9HYPO	sp|O74751|YHFA_SCHPO
OG0002226	P38691	tr|A2R9F5|A2R9F5_ASPNC	tr|A0A2L2TZ33|A0A2L2TZ33_9HYPO	sp|O14328|KSP1_SCHPO
OG0002227	P53954	tr|A2RB90|A2RB90_ASPNC	tr|A0A2L2TGQ4|A0A2L2TGQ4_9HYPO	sp|O74878|ALG11_SCHPO
OG0002228	P38217	tr|A2QB85|A2QB85_ASPNC	tr|A0A2L2TM50|A0A2L2TM50_9HYPO	sp|O14089|IMB2_SCHPO
OG0002229	Q07915	tr|A2QNU1|A2QNU1_ASPNC	tr|A0A2L2TB61|A0A2L2TB61_9HYPO	sp|Q10353|RLP24_SCHPO
OG0002230	P48837	tr|A2QR62|A2QR62_ASPNC	tr|A0A2L2SWY8|A0A2L2SWY8_9HYPO	sp|O42963|NUP44_SCHPO
OG0002231	P38852	tr|A2Q8W2|A2Q8W2_ASPNC	tr|A0A2L2TII0|A0A2L2TII0_9HYPO	sp|O94693|LIN1_SCHPO
OG0002232	P40454	tr|A2QWM8|A2QWM8_ASPNC	tr|A0A2L2SRH8|A0A2L2SRH8_9HYPO	sp|O36016|PTPA1_SCHPO
OG0002233	P01097, P01098	tr|A5AAX9|A5AAX9_ASPNC	tr|A0A2L2TEY1|A0A2L2TEY1_9HYPO	
OG0002234	P38909	tr|A2R4G5|A2R4G5_ASPNC	tr|A0A2L2TLJ9|A0A2L2TLJ9_9HYPO	sp|O13809|YE0C_SCHPO
OG0002235		tr|A2QZJ5|A2QZJ5_ASPNC, tr|A2R4J7|A2R4J7_ASPNC	tr|A0A2L2SP10|A0A2L2SP10_9HYPO	sp|O94459|SCC4_SCHPO
OG0002236	Q01080	tr|E2PSX5|E2PSX5_ASPNC	tr|A0A2L2TVQ1|A0A2L2TVQ1_9HYPO	sp|O14086|RPA49_SCHPO
OG0002237	P54860	tr|A5AAM7|A5AAM7_ASPNC	tr|A0A2L2T688|A0A2L2T688_9HYPO	sp|Q9HE05|UFD2_SCHPO
OG0002238	P38757	tr|A2QQ21|A2QQ21_ASPNC	tr|A0A2L2TBF3|A0A2L2TBF3_9HYPO	sp|O59718|NEM1_SCHPO
OG0002239	Q04603	tr|A2QQH1|A2QQH1_ASPNC	tr|A0A2L2TKE9|A0A2L2TKE9_9HYPO	sp|P87174|DPB4_SCHPO
OG0002240		tr|A2QHG6|A2QHG6_ASPNC, tr|A2QQV9|A2QQV9_ASPNC	tr|A0A2L2TDJ3|A0A2L2TDJ3_9HYPO, tr|A0A2L2TU68|A0A2L2TU68_9HYPO	
OG0002241	P49960	tr|A2QNE2|A2QNE2_ASPNC	tr|A0A2L2TA52|A0A2L2TA52_9HYPO	sp|Q9USY2|YOW4_SCHPO
OG0002242	P50077	tr|A2QQR0|A2QQR0_ASPNC	tr|A0A2L2T660|A0A2L2T660_9HYPO	sp|O14234|CCH1_SCHPO
OG0002243	P35194	tr|A2QVL5|A2QVL5_ASPNC	tr|A0A2L2TST5|A0A2L2TST5_9HYPO	sp|O60055|UTP20_SCHPO
OG0002244	P28495	tr|A2QWJ9|A2QWJ9_ASPNC	tr|A0A2L2SW04|A0A2L2SW04_9HYPO	sp|Q10434|CAPZA_SCHPO
OG0002245		tr|A2R1G8|A2R1G8_ASPNC	tr|A0A2L2TK16|A0A2L2TK16_9HYPO	sp|O59679|GEF3_SCHPO, sp|Q09763|GEF1_SCHPO
OG0002246	Q06168	tr|A2QHM4|A2QHM4_ASPNC	tr|A0A2L2T8P3|A0A2L2T8P3_9HYPO	sp|Q9USM3|SFH1_SCHPO
OG0002247	Q01476	tr|A2QLI7|A2QLI7_ASPNC	tr|A0A2L2U272|A0A2L2U272_9HYPO	sp|Q9P3U0|UBP2_SCHPO
OG0002248	Q07381	tr|A2QBX9|A2QBX9_ASPNC	tr|A0A2L2TSX1|A0A2L2TSX1_9HYPO	sp|O13956|TSR1_SCHPO
OG0002249	Q02260	tr|A2QWE5|A2QWE5_ASPNC	tr|A0A2L2TSE6|A0A2L2TSE6_9HYPO	sp|O42661|SMD1_SCHPO
OG0002250		tr|A2QLP7|A2QLP7_ASPNC	tr|A0A2L2SWD2|A0A2L2SWD2_9HYPO, tr|A0A2L2TL91|A0A2L2TL91_9HYPO, tr|A0A2L2TZ02|A0A2L2TZ02_9HYPO	
OG0002251	Q99210	tr|A2QB54|A2QB54_ASPNC	tr|A0A2L2T970|A0A2L2T970_9HYPO	sp|O14141|YEW3_SCHPO
OG0002252	Q03941	tr|A2QEI6|A2QEI6_ASPNC	tr|A0A2L2TR38|A0A2L2TR38_9HYPO	sp|O74414|YJL1_SCHPO
OG0002253	P53769	tr|A2QCY6|A2QCY6_ASPNC	tr|A0A2L2TDR0|A0A2L2TDR0_9HYPO	sp|Q9P6R8|CWC24_SCHPO
OG0002254	P38207	tr|A5ABR8|A5ABR8_ASPNC	tr|A0A2L2SUI4|A0A2L2SUI4_9HYPO	sp|P87175|APN2_SCHPO
OG0002255	Q06512	tr|A2R8I8|A2R8I8_ASPNC	tr|A0A2L2T2V0|A0A2L2T2V0_9HYPO	sp|O94372|YG06_SCHPO
OG0002256	P38758	tr|A2R4S3|A2R4S3_ASPNC	tr|A0A2L2TMX6|A0A2L2TMX6_9HYPO	sp|Q10058|YAM3_SCHPO
OG0002257	P19956	tr|A2QER7|A2QER7_ASPNC	tr|A0A2L2T8G7|A0A2L2T8G7_9HYPO	sp|P62506|RM44_SCHPO
OG0002258	Q04121	tr|A2R9I5|A2R9I5_ASPNC	tr|A0A2L2TF86|A0A2L2TF86_9HYPO	sp|O13726|YDO6_SCHPO
OG0002259	P47027	tr|A2R3M9|A2R3M9_ASPNC	tr|A0A2L2TSB0|A0A2L2TSB0_9HYPO	sp|P32372|RAD4_SCHPO
OG0002260	Q02771	tr|A2QYB4|A2QYB4_ASPNC	tr|A0A2L2TLZ3|A0A2L2TLZ3_9HYPO	sp|C6Y4C1|PT117_SCHPO
OG0002261	P09798	tr|A5AAC4|A5AAC4_ASPNC	tr|A0A2L2THN4|A0A2L2THN4_9HYPO	sp|P41889|CUT9_SCHPO
OG0002262	P33327	tr|A2QFH7|A2QFH7_ASPNC	tr|A0A2L2TEA6|A0A2L2TEA6_9HYPO	sp|Q9USN5|GDH2_SCHPO
OG0002263	P21825	tr|A2QBX1|A2QBX1_ASPNC	tr|A0A2L2TTG4|A0A2L2TTG4_9HYPO	sp|O13787|SEC62_SCHPO
OG0002264	Q12527	tr|A2QDK1|A2QDK1_ASPNC	tr|A0A2L2TF37|A0A2L2TF37_9HYPO	sp|O14261|ATG11_SCHPO
OG0002265		tr|A2QJ26|A2QJ26_ASPNC	tr|A0A2L2TF64|A0A2L2TF64_9HYPO, tr|A0A2L2TT67|A0A2L2TT67_9HYPO	sp|Q9USG8|MU190_SCHPO
OG0002266	Q04511	tr|A2QRV3|A2QRV3_ASPNC	tr|A0A2L2T578|A0A2L2T578_9HYPO	sp|Q9P7W4|POF10_SCHPO
OG0002267	P39965	tr|A2QQK7|A2QQK7_ASPNC	tr|A0A2L2T334|A0A2L2T334_9HYPO	sp|O74765|SYPM_SCHPO
OG0002268	P34247	tr|A2QAS5|A2QAS5_ASPNC	tr|A0A2L2TVB3|A0A2L2TVB3_9HYPO	sp|Q10106|UTP11_SCHPO
OG0002269	Q03290	tr|A2QIK1|A2QIK1_ASPNC	tr|A0A2L2SRM4|A0A2L2SRM4_9HYPO	sp|O94684|TFB3_SCHPO
OG0002270	P53946	tr|A2R359|A2R359_ASPNC	tr|A0A2L2TG37|A0A2L2TG37_9HYPO	sp|Q9Y7X8|ARP5_SCHPO
OG0002271		tr|E2PSX8|E2PSX8_ASPNC	tr|A0A2L2SY72|A0A2L2SY72_9HYPO, tr|A0A2L2T1X0|A0A2L2T1X0_9HYPO, tr|A0A2L2TNB6|A0A2L2TNB6_9HYPO	
OG0002272	P32773	tr|A2QAU3|A2QAU3_ASPNC	tr|A0A2L2TFX4|A0A2L2TFX4_9HYPO	sp|Q9USU9|TOA1_SCHPO
OG0002273	P32495	tr|A2QRN4|A2QRN4_ASPNC	tr|A0A2L2TNF8|A0A2L2TNF8_9HYPO	sp|Q9P7H0|NHP2_SCHPO
OG0002274	P53735	tr|A2QR12|A2QR12_ASPNC	tr|A0A2L2TDG5|A0A2L2TDG5_9HYPO	sp|O14329|ZRG17_SCHPO
OG0002275	P39526	tr|A2R4R4|A2R4R4_ASPNC	tr|A0A2L2TF41|A0A2L2TF41_9HYPO	sp|O42998|SIP1_SCHPO
OG0002276		tr|A2QM44|A2QM44_ASPNC, tr|A2R2J1|A2R2J1_ASPNC	tr|A0A2L2T7Q3|A0A2L2T7Q3_9HYPO, tr|A0A2L2TEK0|A0A2L2TEK0_9HYPO	
OG0002277	P23287	tr|A2QMX2|A2QMX2_ASPNC	tr|A0A2L2TTA0|A0A2L2TTA0_9HYPO	sp|Q12705|PP2B_SCHPO
OG0002278	Q03957	tr|A2QUE5|A2QUE5_ASPNC	tr|A0A2L2SZ57|A0A2L2SZ57_9HYPO	sp|O14098|CTK1_SCHPO
OG0002279	P89105	tr|A2R9N2|A2R9N2_ASPNC	tr|A0A2L2SQ53|A0A2L2SQ53_9HYPO	sp|O42668|TPR1_SCHPO
OG0002280	P41819	tr|A2QFI4|A2QFI4_ASPNC	tr|A0A2L2TSP9|A0A2L2TSP9_9HYPO	sp|Q9USU2|DIM1_SCHPO
OG0002281	P38987	tr|A2QVG4|A2QVG4_ASPNC	tr|A0A2L2TL69|A0A2L2TL69_9HYPO	sp|P87027|SPG1_SCHPO
OG0002282	P08425	tr|A2QBZ5|A2QBZ5_ASPNC	tr|A0A2L2TX67|A0A2L2TX67_9HYPO	sp|O74952|SYFM_SCHPO
OG0002283	P23180	tr|A2R5A1|A2R5A1_ASPNC	tr|A0A2L2TEP3|A0A2L2TEP3_9HYPO, tr|A0A2L2TZT0|A0A2L2TZT0_9HYPO	
OG0002284	P40362	tr|A2QFF6|A2QFF6_ASPNC	tr|A0A2L2T0U4|A0A2L2T0U4_9HYPO	sp|P78750|UTP18_SCHPO
OG0002285	P42837	tr|A2QGC5|A2QGC5_ASPNC	tr|A0A2L2SY53|A0A2L2SY53_9HYPO	sp|Q7Z9H9|FIG4_SCHPO
OG0002286	Q06511	tr|A2QUP3|A2QUP3_ASPNC	tr|A0A2L2TF73|A0A2L2TF73_9HYPO	sp|Q9UTD7|RRP15_SCHPO
OG0002287	P32562	tr|A2R5J4|A2R5J4_ASPNC	tr|A0A2L2TKN1|A0A2L2TKN1_9HYPO	sp|P50528|PLO1_SCHPO
OG0002288	P40318	tr|A2QZ85|A2QZ85_ASPNC	tr|A0A2L2SMS9|A0A2L2SMS9_9HYPO	sp|O60103|DOA10_SCHPO
OG0002289	P38293	tr|A2R3D7|A2R3D7_ASPNC	tr|A0A2L2TIX3|A0A2L2TIX3_9HYPO	sp|O74416|UMP1_SCHPO
OG0002290	Q06412	tr|A2R570|A2R570_ASPNC	tr|A0A2L2TKC4|A0A2L2TKC4_9HYPO	sp|Q9Y7U5|RGF3_SCHPO
OG0002291	Q03525	tr|A2QAT1|A2QAT1_ASPNC	tr|A0A2L2TTL0|A0A2L2TTL0_9HYPO	sp|Q9UUK4|YLO2_SCHPO
OG0002292	P53881	tr|A2QND9|A2QND9_ASPNC	tr|A0A2L2TMD0|A0A2L2TMD0_9HYPO	sp|O74464|RM22_SCHPO
OG0002293	P38764	tr|A2RAF9|A2RAF9_ASPNC	tr|A0A2L2SSC9|A0A2L2SSC9_9HYPO	sp|P87048|RPN1_SCHPO
OG0002294	Q03323	tr|A2QMQ8|A2QMQ8_ASPNC	tr|A0A2L2SQC4|A0A2L2SQC4_9HYPO	sp|O74861|SDC1_SCHPO
OG0002295	P42844	tr|A2QVL6|A2QVL6_ASPNC	tr|A0A2L2TFM7|A0A2L2TFM7_9HYPO	sp|Q09759|YA72_SCHPO
OG0002296		tr|A2QC19|A2QC19_ASPNC	tr|A0A2L2SU81|A0A2L2SU81_9HYPO, tr|A0A2L2TJS1|A0A2L2TJS1_9HYPO	sp|P87241|RIB2_SCHPO
OG0002297	P47114, Q04705	tr|A2QW01|A2QW01_ASPNC	tr|A0A2L2SX43|A0A2L2SX43_9HYPO	
OG0002298	Q04740	tr|A2QPK3|A2QPK3_ASPNC	tr|A0A2L2T6E3|A0A2L2T6E3_9HYPO	sp|Q9UST8|RNH1_SCHPO
OG0002299	Q07688	tr|A2QJC5|A2QJC5_ASPNC	tr|A0A2L2TCA6|A0A2L2TCA6_9HYPO	sp|O94321|MPR1_SCHPO
OG0002300	P53129	tr|A2QWD2|A2QWD2_ASPNC	tr|A0A2L2SNL7|A0A2L2SNL7_9HYPO	sp|Q10150|MON1_SCHPO
OG0002301	P25554	tr|A2QRK5|A2QRK5_ASPNC	tr|A0A2L2TFG9|A0A2L2TFG9_9HYPO	sp|Q9USW9|SGF29_SCHPO
