Orthogroup	DMKU3-1042	W29	s288c
OG0005683		tr|A0A1D8NEJ7|A0A1D8NEJ7_YARLL	
OG0005684		tr|A0A1D8N932|A0A1D8N932_YARLL	
OG0005685		tr|A0A1D8N7S4|A0A1D8N7S4_YARLL	
OG0005686		tr|A0A1D8N4L5|A0A1D8N4L5_YARLL	
OG0005687		tr|A0A1D8N4W4|A0A1D8N4W4_YARLL	
OG0005688		tr|A0A1H6PR44|A0A1H6PR44_YARLL	
OG0005689		tr|A0A1D8NCF3|A0A1D8NCF3_YARLL	
OG0005690		tr|A0A1D8NLJ0|A0A1D8NLJ0_YARLL	
OG0005691		tr|A0A1D8NH74|A0A1D8NH74_YARLL	
OG0005692		tr|A0A1D8NHH0|A0A1D8NHH0_YARLL	
OG0005693		tr|A0A1D8N3K5|A0A1D8N3K5_YARLL	
OG0005694		tr|A0A1D8NF04|A0A1D8NF04_YARLL	
OG0005695		tr|A0A1D8NNK2|A0A1D8NNK2_YARLL	
OG0005696		tr|A0A1D8NND9|A0A1D8NND9_YARLL	
OG0005697		tr|A0A1D8N6F3|A0A1D8N6F3_YARLL	
OG0005698		tr|A0A1D8NCB0|A0A1D8NCB0_YARLL	
OG0005699		tr|A0A1D8NGT1|A0A1D8NGT1_YARLL	
OG0005700		tr|A0A1D8NLL0|A0A1D8NLL0_YARLL	
OG0005701		tr|A0A1D8N586|A0A1D8N586_YARLL	
OG0005702		tr|A0A1D8N5B3|A0A1D8N5B3_YARLL	
OG0005703		tr|A0A1D8N9K6|A0A1D8N9K6_YARLL	
OG0005704		tr|A0A1D8NB44|A0A1D8NB44_YARLL	
OG0005705		tr|A0A1D8NHT3|A0A1D8NHT3_YARLL	
OG0005706		tr|A0A1D8N5B8|A0A1D8N5B8_YARLL	
OG0005707		tr|A0A1D8NI01|A0A1D8NI01_YARLL	
OG0005708		tr|A0A1D8NB05|A0A1D8NB05_YARLL	
OG0005709		tr|A0A1D8N978|A0A1D8N978_YARLL	
OG0005710		tr|A0A1D8NEA6|A0A1D8NEA6_YARLL	
OG0005711		tr|A0A1D8NFK7|A0A1D8NFK7_YARLL	
OG0005712		tr|A0A1D8NFX6|A0A1D8NFX6_YARLL	
OG0005713		tr|A0A1D8NPX9|A0A1D8NPX9_YARLL	
OG0005714		tr|A0A1H6PW06|A0A1H6PW06_YARLL	
OG0005715		tr|A0A1D8NQF3|A0A1D8NQF3_YARLL	
OG0005716		tr|A0A1D8NLB8|A0A1D8NLB8_YARLL	
OG0005717		tr|A0A1D8NMN0|A0A1D8NMN0_YARLL	
OG0005718		tr|A0A1D8N8Y7|A0A1D8N8Y7_YARLL	
OG0005719		tr|A0A1D8N4T3|A0A1D8N4T3_YARLL	
OG0005720		tr|A0A1H6Q2W3|A0A1H6Q2W3_YARLL	
OG0005721		tr|A0A1D8N4V4|A0A1D8N4V4_YARLL	
OG0005722		tr|A0A1D8NJR7|A0A1D8NJR7_YARLL	
OG0005723		tr|A0A1D8N961|A0A1D8N961_YARLL	
OG0005724		tr|A0A1H6PUZ2|A0A1H6PUZ2_YARLL	
OG0005725		tr|A0A1H6QCR3|A0A1H6QCR3_YARLL	
OG0005726		tr|A0A1D8NBN6|A0A1D8NBN6_YARLL	
OG0005727		tr|A0A1D8NG47|A0A1D8NG47_YARLL	
OG0005728		tr|A0A1D8NJT8|A0A1D8NJT8_YARLL	
OG0005729		tr|A0A1H6PS10|A0A1H6PS10_YARLL	
OG0005730		tr|A0A1D8N9B6|A0A1D8N9B6_YARLL	
OG0005731		tr|A0A1D8NAE8|A0A1D8NAE8_YARLL	
OG0005732		tr|A0A1D8NP56|A0A1D8NP56_YARLL	
OG0005733		tr|A0A1D8NP98|A0A1D8NP98_YARLL	
OG0005734		tr|A0A1D8N4U8|A0A1D8N4U8_YARLL	
OG0005735		tr|A0A1H6PSZ6|A0A1H6PSZ6_YARLL	
OG0005736		tr|A0A1D8N4U9|A0A1D8N4U9_YARLL	
OG0005737		tr|A0A1H6PYM3|A0A1H6PYM3_YARLL	
OG0005738		tr|A0A1D8NHY3|A0A1D8NHY3_YARLL	
OG0005739		tr|A0A1D8N9Q1|A0A1D8N9Q1_YARLL	
OG0005740		tr|A0A1D8NNR8|A0A1D8NNR8_YARLL	
OG0005741		tr|A0A1H6PX03|A0A1H6PX03_YARLL	
OG0005742		tr|A0A1H6PZ50|A0A1H6PZ50_YARLL	
OG0005743		tr|A0A1D8NLG3|A0A1D8NLG3_YARLL	
OG0005744		tr|A0A1H6PJU0|A0A1H6PJU0_YARLL	
OG0005745		tr|A0A1D8N475|A0A1D8N475_YARLL	
OG0005746		tr|A0A1D8NJA7|A0A1D8NJA7_YARLL	
OG0005747		tr|A0A1D8NK29|A0A1D8NK29_YARLL	
OG0005748		tr|A0A1D8N5Q4|A0A1D8N5Q4_YARLL	
OG0005749		tr|A0A1D8N9F6|A0A1D8N9F6_YARLL	
OG0005750		tr|A0A1D8NE28|A0A1D8NE28_YARLL	
OG0005751		tr|A0A1D8NLG9|A0A1D8NLG9_YARLL	
OG0005752		tr|A0A1D8NN09|A0A1D8NN09_YARLL	
OG0005753		tr|A0A1D8NM14|A0A1D8NM14_YARLL	
OG0005754		tr|A0A1D8N6T0|A0A1D8N6T0_YARLL	
OG0005755		tr|A0A1D8NI88|A0A1D8NI88_YARLL	
OG0005756		tr|A0A1D8NAS3|A0A1D8NAS3_YARLL	
OG0005757		tr|A0A1H6PX04|A0A1H6PX04_YARLL	
OG0005758		tr|A0A1D8NI30|A0A1D8NI30_YARLL	
OG0005759		tr|A0A1D8NAU4|A0A1D8NAU4_YARLL	
OG0005760		tr|A0A1D8NB66|A0A1D8NB66_YARLL	
OG0005761		tr|A0A1D8NLS8|A0A1D8NLS8_YARLL	
OG0005762		tr|A0A1D8NH21|A0A1D8NH21_YARLL	
OG0005763		tr|A0A1D8NB51|A0A1D8NB51_YARLL	
OG0005764		tr|A0A1H6PW89|A0A1H6PW89_YARLL	
OG0005765		tr|A0A1D8NIN8|A0A1D8NIN8_YARLL	
OG0005766		tr|A0A1D8N981|A0A1D8N981_YARLL	
OG0005767		tr|A0A1H6PYM4|A0A1H6PYM4_YARLL	
OG0005768		tr|A0A1H6PZ31|A0A1H6PZ31_YARLL	
OG0005769		tr|A0A1D8NA35|A0A1D8NA35_YARLL	
OG0005770		tr|A0A1D8NDZ6|A0A1D8NDZ6_YARLL	
OG0005771		tr|A0A1D8NHT6|A0A1D8NHT6_YARLL	
OG0005772		tr|A0A1D8NEN1|A0A1D8NEN1_YARLL	
OG0005773		tr|A0A1D8ND30|A0A1D8ND30_YARLL	
OG0005774		tr|A0A1D8NLD2|A0A1D8NLD2_YARLL	
OG0005775		tr|A0A1D8N7A2|A0A1D8N7A2_YARLL	
OG0005776		tr|A0A1D8N7A8|A0A1D8N7A8_YARLL	
OG0005777		tr|A0A1D8NND5|A0A1D8NND5_YARLL	
OG0005778		tr|A0A1D8N6X9|A0A1D8N6X9_YARLL	
OG0005779		tr|A0A1D8NA63|A0A1D8NA63_YARLL	
OG0005780		tr|A0A1H6PTW0|A0A1H6PTW0_YARLL	
OG0005781		tr|A0A1H6PXR8|A0A1H6PXR8_YARLL	
OG0005782		tr|A0A1D8N9D6|A0A1D8N9D6_YARLL	
OG0005783		tr|A0A1H6Q696|A0A1H6Q696_YARLL	
OG0005784		tr|A0A1H6PHJ0|A0A1H6PHJ0_YARLL	
OG0005785		tr|A0A1H6PK34|A0A1H6PK34_YARLL	
OG0005786		tr|A0A1D8NJS6|A0A1D8NJS6_YARLL	
OG0005787		tr|A0A1D8NI61|A0A1D8NI61_YARLL	
OG0005788		tr|A0A1D8N4Y5|A0A1D8N4Y5_YARLL	
OG0005789		tr|A0A1D8N550|A0A1D8N550_YARLL	
OG0005790		tr|A0A1D8NQ32|A0A1D8NQ32_YARLL	
OG0005791		tr|A0A1D8N3D3|A0A1D8N3D3_YARLL	
OG0005792		tr|A0A1D8NBD3|A0A1D8NBD3_YARLL	
OG0005793		tr|A0A1D8NQL5|A0A1D8NQL5_YARLL	
OG0005794		tr|A0A1H6Q0N5|A0A1H6Q0N5_YARLL	
OG0005795		tr|A0A1D8N6N9|A0A1D8N6N9_YARLL	
OG0005796		tr|A0A1D8NIC8|A0A1D8NIC8_YARLL	
OG0005797		tr|A0A1D8N6V2|A0A1D8N6V2_YARLL	
OG0005798		tr|A0A1D8NH39|A0A1D8NH39_YARLL	
OG0005799		tr|A0A1D8N829|A0A1D8N829_YARLL	
OG0005800		tr|A0A1D8NA80|A0A1D8NA80_YARLL	
OG0005801		tr|A0A1D8NAB3|A0A1D8NAB3_YARLL	
OG0005802		tr|A0A1D8NBL7|A0A1D8NBL7_YARLL	
OG0005803		tr|A0A1D8NHC8|A0A1D8NHC8_YARLL	
OG0005804		tr|A0A1D8N674|A0A1D8N674_YARLL	
OG0005805		tr|A0A1D8NBH8|A0A1D8NBH8_YARLL	
OG0005806		tr|A0A1D8NFF2|A0A1D8NFF2_YARLL	
OG0005807		tr|A0A1D8NH22|A0A1D8NH22_YARLL	
OG0005808		tr|A0A1D8NIR3|A0A1D8NIR3_YARLL	
OG0005809		tr|A0A1D8N8Q3|A0A1D8N8Q3_YARLL	
OG0005810		tr|A0A1D8NIB6|A0A1D8NIB6_YARLL	
OG0005811		tr|A0A1D8N4M6|A0A1D8N4M6_YARLL	
OG0005812		tr|A0A1D8N4S4|A0A1D8N4S4_YARLL	
OG0005813		tr|A0A1D8NFK1|A0A1D8NFK1_YARLL	
OG0005814		tr|A0A1D8NPE6|A0A1D8NPE6_YARLL	
OG0005815		tr|A0A1D8NQ86|A0A1D8NQ86_YARLL	
OG0005816		tr|A0A1H6QAD0|A0A1H6QAD0_YARLL	
OG0005817		tr|A0A1D8NGH1|A0A1D8NGH1_YARLL	
OG0005818		tr|A0A1D8N935|A0A1D8N935_YARLL	
OG0005819		tr|A0A1D8N974|A0A1D8N974_YARLL	
OG0005820		tr|A0A1D8NNN1|A0A1D8NNN1_YARLL	
OG0005821		tr|A0A1D8N5N2|A0A1D8N5N2_YARLL	
OG0005822		tr|A0A1D8NMF7|A0A1D8NMF7_YARLL	
OG0005823		tr|A0A1D8NAU5|A0A1D8NAU5_YARLL	
OG0005824		tr|A0A1D8NJR2|A0A1D8NJR2_YARLL	
OG0005825		tr|A0A1D8NPX0|A0A1D8NPX0_YARLL	
OG0005826		tr|A0A1D8N5G4|A0A1D8N5G4_YARLL	
OG0005827		tr|A0A1D8NBK2|A0A1D8NBK2_YARLL	
OG0005828		tr|A0A1D8NLD9|A0A1D8NLD9_YARLL	
OG0005829		tr|A0A1D8NFX7|A0A1D8NFX7_YARLL	
OG0005830		tr|A0A1D8NKV5|A0A1D8NKV5_YARLL	
OG0005831		tr|A0A1D8NM29|A0A1D8NM29_YARLL	
OG0005832		tr|A0A1D8NMA7|A0A1D8NMA7_YARLL	
OG0005833		tr|A0A1D8N372|A0A1D8N372_YARLL	
OG0005834		tr|A0A1D8N3A0|A0A1D8N3A0_YARLL	
OG0005835		tr|A0A1D8NG34|A0A1D8NG34_YARLL	
OG0005836		tr|A0A1D8NID6|A0A1D8NID6_YARLL	
OG0005837		tr|A0A1H6PZS2|A0A1H6PZS2_YARLL	
OG0005838		tr|A0A1D8NQH7|A0A1D8NQH7_YARLL	
OG0005839		tr|A0A1D8N8A4|A0A1D8N8A4_YARLL	
OG0005840		tr|A0A1D8N8Z3|A0A1D8N8Z3_YARLL	
OG0005841		tr|A0A1D8NAX7|A0A1D8NAX7_YARLL	
OG0005842		tr|A0A1D8NCF6|A0A1D8NCF6_YARLL	
OG0005843		tr|A0A1D8N6U1|A0A1D8N6U1_YARLL	
OG0005844		tr|A0A1D8N4A6|A0A1D8N4A6_YARLL	
OG0005845		tr|A0A1D8N5D8|A0A1D8N5D8_YARLL	
OG0005846		tr|A0A1D8N5J8|A0A1D8N5J8_YARLL	
OG0005847		tr|A0A1D8N798|A0A1D8N798_YARLL	
OG0005848		tr|A0A1D8NJA3|A0A1D8NJA3_YARLL	
OG0005849		tr|A0A1D8N4Y6|A0A1D8N4Y6_YARLL	
OG0005850		tr|A0A1D8N612|A0A1D8N612_YARLL	
OG0005851		tr|A0A1D8NN00|A0A1D8NN00_YARLL	
OG0005852		tr|A0A1D8N3A6|A0A1D8N3A6_YARLL	
OG0005853		tr|A0A1D8N724|A0A1D8N724_YARLL	
OG0005854		tr|A0A1H6PW25|A0A1H6PW25_YARLL	
OG0005855		tr|A0A1D8NIZ5|A0A1D8NIZ5_YARLL	
OG0005856		tr|A0A1D8NJT2|A0A1D8NJT2_YARLL	
OG0005857		tr|A0A1D8NJU0|A0A1D8NJU0_YARLL	
OG0005858		tr|A0A1D8N9G9|A0A1D8N9G9_YARLL	
OG0005859		tr|A0A1D8NEH7|A0A1D8NEH7_YARLL	
OG0005860		tr|A0A1D8NFR3|A0A1D8NFR3_YARLL	
OG0005861		tr|A0A1D8N6H7|A0A1D8N6H7_YARLL	
OG0005862		tr|A0A1D8NEY7|A0A1D8NEY7_YARLL	
OG0005863		tr|A0A1D8NN33|A0A1D8NN33_YARLL	
OG0005864		tr|A0A1D8N5Z6|A0A1D8N5Z6_YARLL	
OG0005865		tr|A0A1D8N663|A0A1D8N663_YARLL	
OG0005866		tr|A0A1D8N5S8|A0A1D8N5S8_YARLL	
OG0005867		tr|A0A1D8NAY4|A0A1D8NAY4_YARLL	
OG0005868		tr|A0A1D8NMT4|A0A1D8NMT4_YARLL	
OG0005869		tr|A0A1D8NJR6|A0A1D8NJR6_YARLL	
OG0005870		tr|A0A1D8NKZ2|A0A1D8NKZ2_YARLL	
OG0005871		tr|A0A1D8NBI6|A0A1D8NBI6_YARLL	
OG0005872		tr|A0A1D8NGD9|A0A1D8NGD9_YARLL	
OG0005873		tr|A0A1D8NNB2|A0A1D8NNB2_YARLL	
OG0005874		tr|A0A1H6PSX6|A0A1H6PSX6_YARLL	
OG0005875		tr|A0A1D8ND06|A0A1D8ND06_YARLL	
OG0005876		tr|A0A1D8N3N1|A0A1D8N3N1_YARLL	
OG0005877		tr|A0A1D8NA65|A0A1D8NA65_YARLL	
OG0005878		tr|A0A1D8NBD6|A0A1D8NBD6_YARLL	
OG0005879		tr|A0A1D8ND38|A0A1D8ND38_YARLL	
OG0005880		tr|A0A1D8NKC9|A0A1D8NKC9_YARLL	
OG0005881		tr|A0A1D8NMW2|A0A1D8NMW2_YARLL	
OG0005882		tr|A0A1H6Q2Y0|A0A1H6Q2Y0_YARLL	
OG0005883		tr|A0A1D8NKI5|A0A1D8NKI5_YARLL	
OG0005884		tr|A0A1H6PQC3|A0A1H6PQC3_YARLL	
OG0005885		tr|A0A1H6Q885|A0A1H6Q885_YARLL	
OG0005886		tr|A0A1D8NAE7|A0A1D8NAE7_YARLL	
OG0005887		tr|A0A1D8NJS7|A0A1D8NJS7_YARLL	
OG0005888		tr|A0A1D8NKG9|A0A1D8NKG9_YARLL	
OG0005889		tr|A0A1D8NLN7|A0A1D8NLN7_YARLL	
OG0005890		tr|A0A1D8NAB8|A0A1D8NAB8_YARLL	
OG0005891		tr|A0A1D8NK71|A0A1D8NK71_YARLL	
OG0005892		tr|A0A1D8N9G5|A0A1D8N9G5_YARLL	
OG0005893		tr|A0A1D8N8V6|A0A1D8N8V6_YARLL	
OG0005894		tr|A0A1D8NLZ6|A0A1D8NLZ6_YARLL	
OG0005895		tr|A0A1D8N6A2|A0A1D8N6A2_YARLL	
OG0005896		tr|A0A1D8N3L0|A0A1D8N3L0_YARLL	
OG0005897		tr|A0A1D8N7E6|A0A1D8N7E6_YARLL	
OG0005898		tr|A0A1D8N996|A0A1D8N996_YARLL	
OG0005899		tr|A0A1D8NN20|A0A1D8NN20_YARLL	
OG0005900		tr|A0A1H6QAQ6|A0A1H6QAQ6_YARLL	
OG0005901		tr|A0A1D8NFA0|A0A1D8NFA0_YARLL	
OG0005902		tr|A0A1H6PH43|A0A1H6PH43_YARLL	
OG0005903		tr|A0A1H6Q6B7|A0A1H6Q6B7_YARLL	
OG0005904		tr|A0A1D8N4B3|A0A1D8N4B3_YARLL	
OG0005905		tr|A0A1D8NEM6|A0A1D8NEM6_YARLL	
OG0005906		tr|A0A1D8NJQ9|A0A1D8NJQ9_YARLL	
OG0005907		tr|A0A1D8NP50|A0A1D8NP50_YARLL	
OG0005908		tr|A0A1D8NPL1|A0A1D8NPL1_YARLL	
OG0005909		tr|A0A1D8N5U2|A0A1D8N5U2_YARLL	
OG0005910		tr|A0A1D8NE94|A0A1D8NE94_YARLL	
OG0005911		tr|A0A1D8NM72|A0A1D8NM72_YARLL	
OG0005912		tr|A0A1H6Q2S6|A0A1H6Q2S6_YARLL	
OG0005913		tr|A0A1D8NN18|A0A1D8NN18_YARLL	
OG0005914		tr|A0A1D8N4Z8|A0A1D8N4Z8_YARLL	
OG0005915		tr|A0A1D8NC11|A0A1D8NC11_YARLL	
OG0005916		tr|A0A1H6Q3A5|A0A1H6Q3A5_YARLL	
OG0005917		tr|A0A1D8NEN5|A0A1D8NEN5_YARLL	
OG0005918		tr|A0A1D8NG59|A0A1D8NG59_YARLL	
OG0005919		tr|A0A1D8NK34|A0A1D8NK34_YARLL	
OG0005920		tr|A0A1D8NAW4|A0A1D8NAW4_YARLL	
OG0005921		tr|A0A1D8NBM0|A0A1D8NBM0_YARLL	
OG0005922		tr|A0A1H6PLW3|A0A1H6PLW3_YARLL	
OG0005923		tr|A0A1D8N431|A0A1D8N431_YARLL	
OG0005924		tr|A0A1D8NEK1|A0A1D8NEK1_YARLL	
OG0005925		tr|A0A1D8NLQ5|A0A1D8NLQ5_YARLL	
OG0005926		tr|A0A1H6Q4M6|A0A1H6Q4M6_YARLL	
OG0005927		tr|A0A1D8N945|A0A1D8N945_YARLL	
OG0005928		tr|A0A1D8NJC5|A0A1D8NJC5_YARLL	
OG0005929		tr|A0A1H6PZW3|A0A1H6PZW3_YARLL	
OG0005930		tr|A0A1D8NFL0|A0A1D8NFL0_YARLL	
OG0005931		tr|A0A1D8N813|A0A1D8N813_YARLL	
OG0005932		tr|A0A1D8NKX9|A0A1D8NKX9_YARLL	
OG0005933		tr|A0A1D8N6G7|A0A1D8N6G7_YARLL	
OG0005934		tr|A0A1D8N3H5|A0A1D8N3H5_YARLL	
OG0005935		tr|A0A1D8N5N6|A0A1D8N5N6_YARLL	
OG0005936		tr|A0A1D8NG38|A0A1D8NG38_YARLL	
OG0005937		tr|A0A1D8NL88|A0A1D8NL88_YARLL	
OG0005938		tr|A0A1H6PX14|A0A1H6PX14_YARLL	
OG0005939		tr|A0A1D8NDT6|A0A1D8NDT6_YARLL	
OG0005940		tr|A0A1D8NEX2|A0A1D8NEX2_YARLL	
OG0005941		tr|A0A1D8NLY9|A0A1D8NLY9_YARLL	
OG0005942		tr|A0A1H6Q1J5|A0A1H6Q1J5_YARLL	
OG0005943		tr|A0A1D8NJ17|A0A1D8NJ17_YARLL	
OG0005944		tr|A0A1D8NMQ5|A0A1D8NMQ5_YARLL	
OG0005945		tr|A0A1H6PU74|A0A1H6PU74_YARLL	
OG0005946		tr|A0A1D8N6F8|A0A1D8N6F8_YARLL	
OG0005947		tr|A0A1D8N504|A0A1D8N504_YARLL	
OG0005948		tr|A0A1D8NPI2|A0A1D8NPI2_YARLL	
OG0005949		tr|A0A1D8NPW9|A0A1D8NPW9_YARLL	
OG0005950		tr|A0A1D8NER0|A0A1D8NER0_YARLL	
OG0005951		tr|A0A1D8NMA5|A0A1D8NMA5_YARLL	
OG0005952		tr|A0A1D8NNC4|A0A1D8NNC4_YARLL	
OG0005953		tr|A0A1H6PIY9|A0A1H6PIY9_YARLL	
OG0005954		tr|A0A1D8NII6|A0A1D8NII6_YARLL	
OG0005955		tr|A0A1H6PMF7|A0A1H6PMF7_YARLL	
OG0005956		tr|A0A1H6PRA8|A0A1H6PRA8_YARLL	
OG0005957		tr|A0A1D8N9J7|A0A1D8N9J7_YARLL	
OG0005958		tr|A0A1D8NCE8|A0A1D8NCE8_YARLL	
OG0005959		tr|A0A1D8NNI5|A0A1D8NNI5_YARLL	
OG0005960		tr|A0A1D8N380|A0A1D8N380_YARLL	
OG0005961		tr|A0A1D8N4R2|A0A1D8N4R2_YARLL	
OG0005962		tr|A0A1D8N6S8|A0A1D8N6S8_YARLL	
OG0005963		tr|A0A1D8NFA8|A0A1D8NFA8_YARLL	
OG0005964		tr|A0A1D8NIB5|A0A1D8NIB5_YARLL	
OG0005965		tr|A0A1D8NAD0|A0A1D8NAD0_YARLL	
OG0005966		tr|A0A1D8NFY3|A0A1D8NFY3_YARLL	
OG0005967		tr|A0A1H6PUK4|A0A1H6PUK4_YARLL	
OG0005968		tr|A0A1D8NM32|A0A1D8NM32_YARLL	
OG0005969		tr|A0A1D8NDW5|A0A1D8NDW5_YARLL	
OG0005970		tr|A0A1D8NPT9|A0A1D8NPT9_YARLL	
OG0005971		tr|A0A1D8NA55|A0A1D8NA55_YARLL	
OG0005972		tr|A0A1D8N5B6|A0A1D8N5B6_YARLL	
OG0005973		tr|A0A1D8N623|A0A1D8N623_YARLL	
OG0005974		tr|A0A1D8N4F9|A0A1D8N4F9_YARLL	
OG0005975		tr|A0A1D8N9M7|A0A1D8N9M7_YARLL	
OG0005976		tr|A0A1D8NN21|A0A1D8NN21_YARLL	
OG0005977		tr|A0A1D8N477|A0A1D8N477_YARLL	
OG0005978		tr|A0A1D8N557|A0A1D8N557_YARLL	
OG0005979		tr|A0A1D8N596|A0A1D8N596_YARLL	
OG0005980		tr|A0A1H6PRW2|A0A1H6PRW2_YARLL	
OG0005981		tr|A0A1D8N3D2|A0A1D8N3D2_YARLL	
OG0005982		tr|A0A1D8N4E4|A0A1D8N4E4_YARLL	
OG0005983		tr|A0A1D8N5E2|A0A1D8N5E2_YARLL	
OG0005984		tr|A0A1D8N8I8|A0A1D8N8I8_YARLL	
OG0005985		tr|A0A1D8NFV3|A0A1D8NFV3_YARLL	
OG0005986		tr|A0A1D8N392|A0A1D8N392_YARLL	
OG0005987		tr|A0A1D8N6K2|A0A1D8N6K2_YARLL	
OG0005988		tr|A0A1H6PQB9|A0A1H6PQB9_YARLL	
OG0005989		tr|A0A1D8NAN7|A0A1D8NAN7_YARLL	
OG0005990		tr|A0A1D8NE64|A0A1D8NE64_YARLL	
OG0005991		tr|A0A1D8NLE8|A0A1D8NLE8_YARLL	
OG0005992		tr|A0A1D8NLY2|A0A1D8NLY2_YARLL	
OG0005993		tr|A0A1H6PL67|A0A1H6PL67_YARLL	
OG0005994		tr|A0A1H6PYQ7|A0A1H6PYQ7_YARLL	
OG0005995		tr|A0A1D8N5U6|A0A1D8N5U6_YARLL	
OG0005996		tr|A0A1D8N5C8|A0A1D8N5C8_YARLL	
OG0005997		tr|A0A1D8N6G6|A0A1D8N6G6_YARLL	
OG0005998		tr|A0A1D8N6S0|A0A1D8N6S0_YARLL	
OG0005999		tr|A0A1H6PLV1|A0A1H6PLV1_YARLL	
OG0006000		tr|A0A1H6PM14|A0A1H6PM14_YARLL	
OG0006001		tr|A0A1D8NAF8|A0A1D8NAF8_YARLL	
OG0006002		tr|A0A1D8NQ62|A0A1D8NQ62_YARLL	
OG0006003		tr|A0A1D8NFX9|A0A1D8NFX9_YARLL	
OG0006004		tr|A0A1D8NQE5|A0A1D8NQE5_YARLL	
OG0006005		tr|A0A1H6Q5C7|A0A1H6Q5C7_YARLL	
OG0006006		tr|A0A1H6PJC3|A0A1H6PJC3_YARLL	
OG0006007		tr|A0A1D8NH88|A0A1D8NH88_YARLL	
OG0006008		tr|A0A1D8NPT7|A0A1D8NPT7_YARLL	
OG0006009		tr|A0A1D8NEL0|A0A1D8NEL0_YARLL	
OG0006010		tr|A0A1D8NH82|A0A1D8NH82_YARLL	
OG0006011		tr|A0A1D8NAM9|A0A1D8NAM9_YARLL	
OG0006012		tr|A0A1D8NPZ7|A0A1D8NPZ7_YARLL	
OG0006013		tr|A0A1D8NQ25|A0A1D8NQ25_YARLL	
OG0006014		tr|A0A1H6PWA0|A0A1H6PWA0_YARLL	
OG0006015		tr|A0A1D8NB41|A0A1D8NB41_YARLL	
OG0006016		tr|A0A1D8NG95|A0A1D8NG95_YARLL	
OG0006017		tr|A0A1D8N3D6|A0A1D8N3D6_YARLL	
OG0006018		tr|A0A1D8N425|A0A1D8N425_YARLL	
OG0006019		tr|A0A1D8N6W5|A0A1D8N6W5_YARLL	
OG0006020		tr|A0A1D8NJX7|A0A1D8NJX7_YARLL	
OG0006021		tr|A0A1D8NAH3|A0A1D8NAH3_YARLL	
OG0006022		tr|A0A1D8NE47|A0A1D8NE47_YARLL	
OG0006023		tr|A0A1D8NQ81|A0A1D8NQ81_YARLL	
OG0006024		tr|A0A1H6PXH1|A0A1H6PXH1_YARLL	
OG0006025		tr|A0A1D8NEW1|A0A1D8NEW1_YARLL	
OG0006026		tr|A0A1D8NK50|A0A1D8NK50_YARLL	
OG0006027		tr|A0A1D8NFE6|A0A1D8NFE6_YARLL	
OG0006028		tr|A0A1D8NBD8|A0A1D8NBD8_YARLL	
OG0006029		tr|A0A1D8NCT5|A0A1D8NCT5_YARLL	
OG0006030		tr|A0A1D8NHG6|A0A1D8NHG6_YARLL	
OG0006031		tr|A0A1D8N3L8|A0A1D8N3L8_YARLL	
OG0006032		tr|A0A1D8NCG3|A0A1D8NCG3_YARLL	
OG0006033		tr|A0A1D8NNH2|A0A1D8NNH2_YARLL	
OG0006034		tr|A0A1D8N9B0|A0A1D8N9B0_YARLL	
OG0006035		tr|A0A1D8NMM3|A0A1D8NMM3_YARLL	
OG0006036		tr|A0A1H6PXT6|A0A1H6PXT6_YARLL	
OG0006037		tr|A0A1D8N3G0|A0A1D8N3G0_YARLL	
OG0006038		tr|A0A1D8NEE7|A0A1D8NEE7_YARLL	
OG0006039		tr|A0A1D8NDT3|A0A1D8NDT3_YARLL	
OG0006040		tr|A0A1D8NFQ3|A0A1D8NFQ3_YARLL	
OG0006041		tr|A0A1D8NNX3|A0A1D8NNX3_YARLL	
OG0006042		tr|A0A1D8NQR3|A0A1D8NQR3_YARLL	
OG0006043		tr|A0A1H6PYQ2|A0A1H6PYQ2_YARLL	
OG0006044		tr|A0A1D8NG50|A0A1D8NG50_YARLL	
OG0006045		tr|A0A1D8NHE7|A0A1D8NHE7_YARLL	
OG0006046		tr|A0A1D8NAY7|A0A1D8NAY7_YARLL	
OG0006047		tr|A0A1D8NLG4|A0A1D8NLG4_YARLL	
OG0006048		tr|A0A1D8N9X7|A0A1D8N9X7_YARLL	
OG0006049		tr|A0A1D8NBN4|A0A1D8NBN4_YARLL	
OG0006050		tr|A0A1D8NHS4|A0A1D8NHS4_YARLL	
OG0006051		tr|A0A1D8NNS4|A0A1D8NNS4_YARLL	
OG0006052		tr|A0A1D8N3Y4|A0A1D8N3Y4_YARLL	
OG0006053		tr|A0A1D8NKG8|A0A1D8NKG8_YARLL	
OG0006054		tr|A0A1D8NKR1|A0A1D8NKR1_YARLL	
OG0006055		tr|A0A1D8N3Q6|A0A1D8N3Q6_YARLL	
OG0006056		tr|A0A1D8NC16|A0A1D8NC16_YARLL	
OG0006057		tr|A0A1D8NDJ2|A0A1D8NDJ2_YARLL	
OG0006058		tr|A0A1D8NEH0|A0A1D8NEH0_YARLL	
OG0006059		tr|A0A1D8NI42|A0A1D8NI42_YARLL	
OG0006060		tr|A0A1D8NAK8|A0A1D8NAK8_YARLL	
OG0006061		tr|A0A1D8NH29|A0A1D8NH29_YARLL	
OG0006062		tr|A0A1D8NIY3|A0A1D8NIY3_YARLL	
OG0006063		tr|A0A1D8NJU6|A0A1D8NJU6_YARLL	
OG0006064		tr|A0A1H6PVK8|A0A1H6PVK8_YARLL	
