uniprotID_CENPK	GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
N1P7Y9	CENPK1137D_990	P30902	YKL016C	7.478057481	7.479372809	7.579815102	7.500405102	7.526093792	7.567422905	7.60173014	7.653324864	7.678658143	7.734644959	7.782394906	7.813532428
N1P832	CENPK1137D_4509	P00560	YCR012W	9.247640139	9.225611517	9.239216852	9.397940745	9.384398617	9.386373307	9.380574063	9.378476739	9.368514129	9.519198516	9.514726085	9.500901372
N1P2G6	CENPK1137D_5151	P40483	YIL108W	6.555826279	6.584656755	6.615513	6.639562397	6.646300691	6.685443203	6.655915635	6.693828224	6.635785357	6.924646467	6.979619876	6.986507457
N1NYN1	CENPK1137D_71	P54000	YMR039C	6.14305305	6.202325424	6.288474533	6.482552386	6.577600707	6.553153697	6.300973969	6.260962865	6.289138635	6.599563337	6.600961853	6.612898325
N1NWR9	CENPK1137D_2220	P06634	YOR204W	7.454103926	7.494474192	7.53842136	7.348056446	7.379548158	7.387775437	7.493602525	7.492557227	7.585160603	7.559778126	7.570290149	7.618512132
N1NZC0	CENPK1137D_528	P21801	YLL041C	7.578952091	7.591492442	7.604228306	7.661304819	7.655840676	7.637568992	7.584172338	7.564226325	7.549508672	7.836452951	7.740990282	7.767744335
N1NYS4	CENPK1137D_136	P37012	YMR105C	6.902501636	6.897218436	6.889990066	7.249765666	7.243809723	7.229026542	7.128229564	7.131655784	7.091426282	6.864302318	6.862054154	6.820844395
N1P9D3	CENPK1137D_5205	P38787	YHR063C	6.883195431	6.884422379	6.982357154	6.782233124	6.728491103	6.792457315	6.911386627	6.911993369	6.985868018	6.985433297	6.978719976	7.052739626
N1NXN7	CENPK1137D_289	Q04792	YMR250W	6.275072082	6.448938451	6.503199446	6.750227588	6.72584731	6.809896881	6.518276409	6.583560489	6.589983849	6.110670785	6.267656654	6.1896222
N1P6W6	CENPK1137D_4054	Q04935	YDR231C	7.38032779	7.445177466	7.352657254	7.241608553	7.264126937	7.221934523	7.166744573	7.185795443	7.123472251	7.178172121	7.205808268	7.192452399
N1NVN4	CENPK1137D_1921	P06245	YPL203W	6.492238639	6.55692262	6.602370536	6.605761739	6.622189086	6.681487965	6.625855237	6.623059769	6.647946839	6.328273628	6.387959829	6.396829457
N1NXC1	CENPK1137D_139	P07342	YMR108W	8.233925397	8.246748136	8.273315257	8.057556304	8.128594487	8.091473774	8.199754119	8.217700373	8.250658136	8.154832405	8.182713812	8.165450049
N1NYP2	CENPK1137D_2239	Q99297	YOR222W	7.070447252	7.107583768	7.136092263	6.976713177	6.957029077	6.965113834	7.100666081	7.115948763	7.159649309	6.913192018	6.867779989	6.910021474
N1P2S8	CENPK1137D_1987	Q08202	YOL032W	6.162111208	6.269913287	6.211998563	6.335583016	6.424664019	6.446705889	6.295535362	6.392210907	6.386305796	6.500773324	6.621702839	6.58721008
N1PAC3	CENPK1137D_3873	Q12355	YDR055W	7.581927112	7.541914676	7.555643928	7.425505877	7.555193493	7.465993154	7.542766976	7.544984472	7.614794185	7.116075195	7.088154556	7.122303331
N1P2K6	CENPK1137D_1902	Q08969	YPL223C	7.376891096	7.471744659	7.423996165	7.340465518	7.340147669	7.333331215	7.280520581	7.34612377	7.28829017	6.675230325	6.740378664	6.624563269
N1NYF6	CENPK1137D_609	Q05979	YLR231C	6.790838919	6.826908979	6.906719945	7.128480541	7.156889963	7.195988128	7.034890354	7.070512151	7.057833975	6.96016021	7.025376397	7.033651075
N1P5R2	CENPK1137D_4307	P11491	YDR481C	5.760364428	5.84161737	5.850217882	5.844387071	5.838387072	5.876704324	5.951491637	5.924533123	5.99346915	6.0209702	6.033036598	6.108671591
N1PA22	CENPK1137D_3368	P22943	YFL014W	8.684572751	8.677931548	8.606890892	8.879501495	8.8588832	8.787712338	8.790040703	8.779237806	8.716030366	7.909024002	7.880217197	7.786249102
N1P8P5	CENPK1137D_4769	P38314	YBR214W	6.871201135	6.97384425	6.98333184	6.826862719	7.034603216	6.902921455	6.746515299	6.816221765	6.838382305	6.442387527	6.488905031	6.455948648
N1P326	CENPK1137D_2107	P36017	YOR089C	7.118648665	7.219721045	7.231484786	7.299782432	7.275841402	7.325518413	7.177867381	7.259739884	7.254117881	7.011487981	7.054262907	7.10769531
N1P4G1	CENPK1137D_3224	P53319	YGR256W	7.846105211	7.901106323	7.900103218	8.037649703	8.040938306	8.069687614	8.063480007	8.092085783	8.080037813	7.688618611	7.696199244	7.654850982
N1NWQ1	CENPK1137D_2190	Q12123	YOR173W	6.669532297	6.7014863	6.698219742	6.900016166	6.898932421	6.894599329	6.846213494	6.868015298	6.804964261	6.484295962	6.526032751	6.444842134
N1NYI8	CENPK1137D_208	P50263	YMR175W	6.594311223	6.727321365	6.740055389	6.712824215	6.829748752	6.844540704	6.647113841	6.776548856	6.798220101	5.727412504	5.835742168	5.812830394
N1P5F2	CENPK1137D_4207	Q3E785	YDR379C-A	6.911602956	6.828227655	6.828271549	6.708988997	6.759521627	6.76691498	6.765897462	6.860279564	6.882779352	7.114992079	7.227046851	7.267480274
N1NVL8	CENPK1137D_1841	Q12207	YPR149W	7.268907592	7.295190027	7.327387556	7.366412739	7.479971923	7.406645449	7.244433208	7.390723763	7.458715919	6.969447571	7.034689025	7.061508866
N1P4E5	CENPK1137D_3209	P53311	YGR243W	6.747686298	6.751607365	6.775679874	6.954681736	7.018231368	7.015697371	6.837337129	6.908346501	6.924262666	7.226810741	7.227390826	7.301515242
N1P5S7	CENPK1137D_235	P38427	YML100W	6.795464607	6.822176173	6.819523033	7.022234132	7.016107522	6.996734134	6.885625782	6.871925373	6.844365589	6.774623813	6.778462917	6.736475554
N1P6T8	CENPK1137D_4116	Q05567	YDR294C	6.893760545	6.941980891	6.960962593	6.93112387	6.997457518	6.921044166	6.94304348	6.930369771	6.957917162	6.680665742	6.721448635	6.775867195
N1NZ13	CENPK1137D_2389	P46367	YOR374W	8.566889118	8.519803742	8.515938834	8.641194378	8.5667934	8.581766578	8.5613932	8.533751647	8.585556375	8.455032043	8.384235084	8.344886356
N1NVW9	CENPK1137D_2266	Q08686	YOR251C	6.579937658	6.57704292	6.622103435	6.72550995	6.725671278	6.735546474	6.621598991	6.609658208	6.577223747	6.493103764	6.467528433	6.437412564
N1P8J7	CENPK1137D_1270	Q00618	YJL031C	6.666157249	6.692409589	6.703526281	6.788466443	6.739077403	6.754017683	6.770533781	6.767960262	6.731398805	6.886537676	6.912246056	6.9369593
N1NX35	CENPK1137D_2198	Q08558	YOR180C	6.626980037	6.708048652	6.730346994	6.842685382	6.84911145	6.854167689	6.637649325	6.700372689	6.668456082	6.837908242	6.862785226	6.917398363
N1NWH1	CENPK1137D_2521	P38616	YNL160W	7.592014663	7.525667767	7.646133907	7.825865822	7.743301616	7.770323072	7.786902452	7.826233001	7.725960491	7.394158464	7.373108064	7.25282923
N1P452	CENPK1137D_2482	P40165	YNL200C	6.757663257	6.785724156	6.853715037	7.105759276	7.097336646	7.160890297	6.961977587	6.964576467	6.891836778	6.691855745	6.700602296	6.671971378
N1P9G0	CENPK1137D_5285	P38741	YHL024W	7.233255804	7.219246005	7.403511331	7.334826279	7.408539916	7.48243937	7.337222377	7.31574153	7.311037383	6.845229691	6.88134814	6.933851224
N1P3L6	CENPK1137D_2919	P21147	YGL055W	7.406068273	7.440467653	7.435453061	7.015819794	7.167272122	7.145756942	7.352564803	7.368781109	7.413243183	7.241438997	7.214981187	7.300602045
N1PA45	CENPK1137D_3483	P09232	YEL060C	6.646125723	6.672528815	6.593780558	6.587775414	6.560161475	6.613526845	6.615495974	6.604129375	6.596272249	6.245751372	6.263005456	6.244590827
N1P540	CENPK1137D_3444	P39954	YER043C	8.568529905	8.581007281	8.563703926	8.295068888	8.316340763	8.285857753	8.401680839	8.399455217	8.416540205	8.447473893	8.440262271	8.448114689
N1P8Q3	CENPK1137D_4185	Q06338	YDR361C	6.162114556	6.185250208	6.257453225	6.286631181	6.174929427	6.238508958	6.197680939	6.220480169	6.237279642	6.590310928	6.620289386	6.638640586
N1NX15	CENPK1137D_1554	P35844	YPL145C	7.540013776	7.584499436	7.620262751	7.606425078	7.680992912	7.660774008	7.533056154	7.56267317	7.623059096	7.692320943	7.738106997	7.748469245
N1NZP4	CENPK1137D_728	Q05911	YLR359W	7.067157493	7.072054095	7.078313207	6.971992348	7.006092253	6.959633563	6.992358958	7.009992193	6.999401033	7.182550756	7.198349248	7.141240943
N1P9M6	CENPK1137D_4815	P38145	YBR256C	7.449247619	7.360503097	7.34187842	7.364465665	7.386961805	7.390541534	7.423274078	7.34079296	7.257602756	7.072208485	7.084335117	6.962834209
N1NYY3	CENPK1137D_378	P38911	YML074C	7.512922506	7.486508809	7.542586731	7.483378931	7.513871525	7.503989087	7.519185439	7.581056822	7.599946956	7.704230094	7.725119675	7.721095247
N1P0F8	CENPK1137D_207	P01094	YMR174C	6.386609648	6.388920503	6.374250141	6.566700763	6.537491626	6.547973233	6.506831279	6.538979697	6.499265914	6.141359266	6.142029847	6.012023204
N1NW27	CENPK1137D_1588	P00812	YPL111W	6.811940717	6.776113709	6.824876966	7.087662818	7.050256189	7.090328675	6.922859489	6.905108109	6.828093782	7.047191546	7.116247083	7.134022876
N1P5K1	CENPK1137D_3701	Q07551	YDL124W	7.80245441	7.797188455	7.737283134	7.953245483	7.94955567	7.887398337	7.777260146	7.770273812	7.715498656	7.473864038	7.455517519	7.372265342
N1P176	CENPK1137D_5294	P38845	YHR146W	7.01687285	6.993462271	7.04146038	7.19703996	7.16487785	7.20114475	7.082071813	7.073352913	7.0334713	6.858357739	6.872080236	6.831653106
N1P4K3	CENPK1137D_3867	P32347	YDR047W	6.911153257	6.871067397	6.805114987	6.492276882	6.457549073	6.348101479	6.649959137	6.652322944	6.704437401	6.478110537	6.417441209	6.427060505
N1NWE8	CENPK1137D_2476	P40159	YNL208W	8.205748171	8.134610682	8.191600113	8.521750932	8.433017253	8.485510247	8.560077991	8.51365118	8.432548621	8.185735743	8.112451566	8.092712233
N1P7G4	CENPK1137D_4927	P39708	YAL062W	6.103534557	6.081253208	6.140033315	6.581859772	6.546899844	6.581376608	6.873401053	6.864984496	6.833526524	6.339508532	6.349213063	6.318137714
N1NZT4	CENPK1137D_1214	P05150	YJL088W	6.490787056	6.607660046	6.50574904	6.307058609	6.324127869	6.324099578	6.431252585	6.470897087	6.433859239	6.158153019	6.194479895	6.17701805
N1P8W0	CENPK1137D_4951	P31109	YAL030W	6.892448781	6.90058011	6.889486149	6.842674199	6.947127847	6.908221872	6.754146167	6.783908907	6.898453475	6.582318479	6.564296866	6.622485924
N1P2B6	CENPK1137D_3092	P49090	YGR124W	7.742469755	7.771113797	7.80572433	7.522225115	7.587665168	7.576836182	7.581903059	7.62076863	7.687454242	7.701008789	7.720333141	7.778854843
N1P0N1	CENPK1137D_302	P38426	YMR261C	6.637871056	6.665985037	6.729461636	6.807356639	6.8007934	6.794160849	6.655659087	6.66391557	6.666365249	6.792848977	6.818994923	6.833487195
N1NYQ1	CENPK1137D_2249	P38523	YOR232W	7.384719666	7.420520403	7.426938147	7.377341518	7.416030965	7.392790022	7.357095744	7.351065452	7.400590492	7.490136485	7.564478755	7.524222182
N1NW05	CENPK1137D_1528	Q12091	YPL170W	7.108458976	7.169709362	7.214623846	6.98057314	7.004191759	7.033581876	7.112155419	7.151883839	7.17272911	6.650242606	6.705861263	6.695633776
N1P447	CENPK1137D_2477	P40160	YNL207W	6.636550895	6.693402331	6.755397335	6.757419521	6.768353573	6.786743127	6.681433595	6.715030462	6.773780626	6.919484303	6.947728057	6.922443763
N1P662	CENPK1137D_380	Q03640	YML072C	6.592182661	6.622998764	6.607854587	6.497064228	6.524107017	6.490761763	6.501752644	6.576370885	6.61386512	6.376592232	6.395641585	6.377511318
N1NVM7	CENPK1137D_1886	Q06592	YPR193C	6.724219201	6.602611991	6.750250139	6.443058756	6.47956791	6.581372801	6.787615336	6.845215718	6.856538137	6.516811317	6.541127866	6.568219568
N1P9E8	CENPK1137D_4625	P18759	YBR080C	7.019836856	7.112841955	7.133858119	7.007821349	7.075522516	7.076546071	6.943160635	7.023329504	7.072210493	7.165197767	7.222359584	7.269953477
N1PAX0	CENPK1137D_4858	P38158	YBR299W	6.411469247	6.297448474	6.563350933	6.574488941	6.394208707	6.637156053	6.552419752	6.53154753	6.653244703	7.097057577	7.165446249	7.106996629
N1P4E6	CENPK1137D_2582	P48164	YNL096C	8.195434945	8.193342257	8.22109221	8.171476649	8.213712543	8.187976492	8.244339783	8.261064406	8.275501605	8.328657552	8.339025128	8.336164959
N1P1X2	CENPK1137D_1702	P43635	YPR001W	6.660553031	6.773420875	6.792630395	7.02225549	7.024316443	6.998391382	6.863666121	6.86155744	6.828561501	6.61935949	6.672105395	6.706637992
N1P3S6	CENPK1137D_2989	P17649	YGR019W	7.294107364	7.344545801	7.392654089	7.520866901	7.530775864	7.571436754	7.356297273	7.394925425	7.389614108	7.361387385	7.408359431	7.424336175
N1NZV9	CENPK1137D_2759	P53834	YNL281W	6.140814668	6.147619881	6.175543881	6.575587078	6.594488196	6.608164021	6.333293792	6.357307413	6.349784034	6.254459206	6.261634745	6.213789001
N1P050	CENPK1137D_898	P14742	YKL104C	6.908824344	6.931041382	6.951294825	6.949037578	6.954272347	6.950972105	6.907469066	6.899172477	6.908992825	6.732609159	6.757234395	6.78739195
N1NXW5	CENPK1137D_2568	P40312	YNL111C	7.097634383	7.085941577	7.065163105	6.891187864	6.856358614	6.880017269	7.081301351	7.081322639	7.062611907	6.807841125	6.883006857	6.847374405
N1P7D3	CENPK1137D_4877	P07256	YBL045C	8.496257761	8.525387349	8.55559577	8.473406363	8.514665298	8.513032122	8.495255962	8.539750565	8.575949224	8.701936555	8.731007771	8.745841864
N1P2S2	CENPK1137D_5413	P38708	YHR020W	7.440055616	7.436765936	7.451878325	7.405470769	7.370953806	7.390878537	7.474322858	7.463529643	7.447963454	7.348421999	7.342350398	7.34531387
N1P1U2	CENPK1137D_5103	P40581	YIR037W	7.687085017	7.710111733	7.686282718	7.773232981	7.760676321	7.708850698	7.672058844	7.643646542	7.596650242	7.480261526	7.415282047	7.374214496
N1P813	CENPK1137D_4601	P38081	YBR056W	6.647979581	6.687323213	6.697151858	6.70237192	6.709641221	6.76356568	6.72145135	6.758904431	6.692271455	6.490509417	6.51075317	6.500186178
N1P791	CENPK1137D_735	Q05926	YLR364W	6.456908829	6.451463406	6.470204435	6.885004052	6.857925346	6.886262388	6.588885064	6.565161632	6.510399015	6.434601456	6.430555251	6.365494983
N1NZZ0	CENPK1137D_666	P32502	YLR291C	6.847656602	6.811671585	6.861629841	6.950636825	6.993333196	6.958208425	6.856605518	6.915641159	6.908679337	6.748202077	6.66670795	6.679506105
N1NXG3	CENPK1137D_2575	P06208	YNL104C	8.086947037	8.123985266	8.087108956	7.922322352	7.930423977	7.898505719	8.022615895	8.001083288	8.028965573	7.870380297	7.87059124	7.85855092
N1P8C7	CENPK1137D_4624	P38249	YBR079C	7.015158415	7.060379682	7.087498689	6.91130286	6.960511815	6.973424297	7.006801551	7.0312943	7.073395332	7.106212621	7.125919758	7.152104217
N1P167	CENPK1137D_5284	P38840	YHR137W	7.066367287	7.035548951	6.994674223	7.094864453	7.084180201	7.056527034	6.88786298	6.853777539	6.79697825	6.652547612	6.677950547	6.655149329
N1NWL3	CENPK1137D_1888	P19097	YPL231W	8.025887134	8.019624729	8.03147444	7.898537099	7.892942647	7.905502668	8.117073706	8.113115136	8.115769753	8.042379231	8.04014336	8.050986257
N1P9R2	CENPK1137D_4905	P07251	YBL099W	8.877092368	8.88807602	8.922207359	8.898412541	8.907116634	8.923291344	8.977452885	8.9903284	9.000756717	9.07922587	9.092681061	9.095260138
N1P011	CENPK1137D_1314	P39522	YJR016C	7.492551536	7.520433711	7.529984071	7.367528819	7.376127107	7.386875401	7.54589472	7.547828976	7.523997535	7.482973678	7.522343375	7.509634028
N1NZI6	CENPK1137D_461	P41805	YLR075W	7.516695853	7.470425788	7.344806132	7.363601374	7.344251475	7.176753404	7.274312592	7.224436535	7.122980694	7.386586989	7.296362985	7.144262273
N1P657	CENPK1137D_3856	P14843	YDR035W	7.446045014	7.520703482	7.488112105	7.283527763	7.32547591	7.301174622	7.24851324	7.284190723	7.309006501	7.156752249	7.187071533	7.181650161
N1P6H0	CENPK1137D_3305	P22855	YGL156W	6.535159829	6.51576587	6.583583715	6.645576231	6.622877749	6.66736232	6.535590341	6.574544747	6.557431835	6.381235071	6.393692166	6.359791919
N1NYA2	CENPK1137D_2074	Q08438	YOR054C	6.093416269	6.06286479	6.147479965	6.448637151	6.456991186	6.525571886	6.334291933	6.36565099	6.269541922	6.499551767	6.58590385	6.50642061
N1P2N8	CENPK1137D_5388	P38753	YHL002W	6.318457273	6.44775385	6.45552316	6.604870495	6.623306187	6.659282625	6.488613967	6.496775754	6.486662882	6.286835138	6.32647676	6.367942381
N1P1H0	CENPK1137D_5399	P10614	YHR007C	6.770487598	6.711530548	6.656310449	6.398517583	6.313431689	6.385608102	6.676698504	6.625990993	6.575917847	6.303165165	6.257047095	6.292080722
N1NZP0	CENPK1137D_723	P15019	YLR354C	7.115720624	7.154815388	7.138736398	6.889337222	6.951438572	6.914683267	7.066018958	7.09958322	7.121260191	7.194210138	7.221535031	7.209464328
N1NW18	CENPK1137D_1563	Q03020	YPL135W	6.209249931	6.294751117	6.207674964	6.490435536	6.422143478	6.408423079	6.432201405	6.292440168	6.283042926	6.619909979	6.70091409	6.686686701
N1P1W8	CENPK1137D_5133	P20967	YIL125W	6.521860381	6.544012511	6.58523656	6.63282874	6.650101179	6.667286047	6.59571919	6.621725809	6.626465857	6.745038596	6.776726943	6.790334998
N1NYR9	CENPK1137D_2269	P14906	YOR254C	6.406232579	6.478793946	6.49012713	6.369489696	6.414810771	6.436848028	6.532837281	6.514190492	6.548465797	6.551223151	6.578766664	6.639049415
N1NZN7	CENPK1137D_718	Q06143	YLR348C	6.907311945	6.923157248	6.98266569	6.878280398	6.848274738	6.937498373	7.231841422	7.244220188	7.222714033	7.212874127	7.255717703	7.284944005
N1P6Z9	CENPK1137D_645	Q06151	YLR270W	7.401716153	7.433226732	7.427525246	7.499872625	7.497775129	7.506206911	7.418006222	7.474478672	7.453819999	7.56975287	7.584355553	7.587258408
N1NYU8	CENPK1137D_333	Q03532	YMR290C	6.182100945	6.097580196	6.176321986	6.286335762	6.309700448	6.352042816	6.385467032	6.372142374	6.330934737	6.342266701	6.371587468	6.377989312
N1P1B1	CENPK1137D_5334	P38720	YHR183W	7.686486153	7.673077277	7.68954084	7.552753572	7.5299404	7.542173905	7.785763475	7.769207721	7.767820945	7.819235643	7.809041707	7.817138627
N1NW71	CENPK1137D_1880	P20435	YPR187W	6.980437009	7.014334236	7.062789824	7.055492787	7.132472809	7.173444155	7.19683339	7.186347666	7.198103902	7.23924313	7.300900609	7.251751755
N1P3W1	CENPK1137D_2372	Q08822	YOR356W	7.632752068	7.65562912	7.657430475	7.490838313	7.508781109	7.501189017	7.583817587	7.575320533	7.609745781	7.473617805	7.496505083	7.473284139
N1NZZ8	CENPK1137D_2799	P11412	YNL241C	7.811838651	7.85565954	7.896205168	7.751919618	7.835134993	7.813462233	7.855415479	7.867618936	7.904753566	7.968907715	7.975455925	7.989460072
N1NX01	CENPK1137D_2153	P28241	YOR136W	7.33755012	7.378611449	7.343304635	7.339962644	7.336508647	7.295629435	7.294695885	7.271879355	7.298745395	7.622932976	7.605288738	7.604244371
N1P4L4	CENPK1137D_3361			6.526328326	6.48405675	6.514160383	6.54182059	6.50956309	6.423911055	6.517961256	6.458689942	6.578815043	6.932054408	6.886327582	6.913403449
N1NXP6	CENPK1137D_1799	P02829	YPL240C	8.611498674	8.61009028	8.599476078	8.886585661	8.878917736	8.870310024	8.738166783	8.74130148	8.714430058	8.829473984	8.838671828	8.817405106
N1P561	CENPK1137D_3469	P40106	YER062C	6.684663124	6.749769136	6.777268915	6.563557452	6.627048525	6.641936886	6.613492808	6.673596541	6.703390425	7.40403369	7.417091572	7.415792181
N1NZY1	CENPK1137D_1274	P09938	YJL026W	7.791208225	7.719558456	7.714657822	7.807436909	7.750297805	7.759427451	7.77674619	7.735099023	7.694122205	7.402006418	7.360866302	7.346228501
N1PA77	CENPK1137D_3643			8.227646038	8.234806926	8.207458953	8.056623085	7.900264969	8.108178397	8.130280352	8.160535565	8.183215892	7.734305172	7.734446129	7.766782365
N1P359	CENPK1137D_5396	P08539	YHR005C	6.442621232	6.524862532	6.627873916	6.628538971	6.669783468	6.70420372	6.618718502	6.703048251	6.702087619	6.372791905	6.512705162	6.52764474
N1NY54	CENPK1137D_2009	Q12692	YOL012C	7.744493887	7.784355363	7.732836584	7.733450738	7.725586903	7.710528285	7.676468137	7.61837986	7.635964355	7.573801418	7.546168372	7.554608676
N1P3U1	CENPK1137D_1462	P27614	YJL172W	7.227801929	7.236558905	7.314968622	7.481237107	7.470610893	7.535479852	7.43489615	7.456435229	7.454255766	7.235778299	7.254497688	7.282197575
N1P1C8	CENPK1137D_597	Q05812	YLR219W	6.568886834	6.667886106	6.758316372	6.708654704	6.814502166	6.829715733	6.601100279	6.687547882	6.760832543	6.415356883	6.550017952	6.509240655
N1PAR0	CENPK1137D_4558	P38068	YBR014C	6.715754845	6.80915156	6.815186277	6.659811702	6.702708765	6.784005086	6.854805544	6.917200629	6.925153311	7.027877209	6.973433582	7.043366057
N1NY56	CENPK1137D_28	P32939	YML001W	7.448339284	7.398998894	7.398838893	7.412064016	7.453158487	7.420138868	7.346295572	7.364398583	7.350292252	7.222933678	7.255969271	7.266176228
N1PA37	CENPK1137D_3443	P40029	YER042W	7.731986685	7.695364698	7.696984453	7.911234082	7.862977138	7.859570622	7.806489319	7.775241565	7.746693057	7.47199414	7.405710509	7.35963766
N1P2X6	CENPK1137D_2826	P28777	YGL148W	6.973002576	6.895500459	6.835182594	6.843775323	6.75087219	6.70023181	6.78050033	6.683910539	6.665311282	6.682189387	6.612651963	6.545162751
N1P9S1	CENPK1137D_2933	P53184	YGL037C	7.837000509	7.835704841	7.884463603	8.113633973	8.102506553	8.127725509	7.958687637	7.942288256	7.902170265	8.008223962	8.000541319	7.955583054
N1P0M8	CENPK1137D_1128	P07149	YKL182W	6.935837494	6.830962602	6.932319156	6.911442957	6.889863101	7.044420077	6.911227483	6.927423126	7.087452693	6.515934813	6.574176391	6.537860087
N1NYY1	CENPK1137D_2334	P30624	YOR317W	6.547960899	6.573861291	6.478202148	6.557473172	6.552478124	6.497446444	6.404538189	6.403261274	6.371313007	6.340346567	6.323238343	6.310641233
N1P284	CENPK1137D_5253	P32468	YHR107C	7.405793063	7.445480504	7.432571754	7.4667982	7.44781479	7.480765099	7.451941428	7.411190882	7.392731475	7.286355653	7.271143217	7.271837715
N1P3V3	CENPK1137D_2362	P52489	YOR347C	6.170782844	6.296982826	6.364763444	6.530369979	6.543206812	6.619324819	6.310014956	6.321972698	6.320226059	6.11287032	6.273694575	6.258490803
N1P785	CENPK1137D_4837	P38351	YBR279W	6.138437875	6.252679931	6.343969992	6.429798789	6.488130819	6.470866848	6.358213635	6.420134924	6.378027458	6.468420488	6.550844166	6.560084233
N1P456	CENPK1137D_2487	P40168	YNL195C	6.433500863	6.56781904	6.562386215	7.00364543	6.925253951	7.008443289	6.653762184	6.703140531	6.747412397	6.221063184	6.308952192	NA
N1P0E7	CENPK1137D_876	P54113	YLR028C	6.492094845	6.469351409	6.540941151	6.61542797	6.613247327	6.627718371	6.516786103	6.544115843	6.513871372	6.39763675	6.432369466	6.451375674
N1P0N4	CENPK1137D_1138	P36049	YKL172W	6.724032622	6.725391973	6.809391346	6.793466509	6.771006337	6.817782035	6.958435218	6.951399772	6.978088138	6.941545806	6.964857116	6.982644835
N1P6T1	CENPK1137D_3400	P43598	YFR017C	6.208066043	6.287981439	6.295564344	6.570201422	6.588381653	6.592098977	6.422070699	6.451659719	6.47170129	6.147275026	6.157849674	6.128352802
N1P1N6	CENPK1137D_5028	P07278	YIL033C	6.948234903	7.004586329	7.000213692	7.102203412	7.12726422	7.126992309	6.983313715	7.005945869	7.014268089	6.870646121	6.894096021	6.817941786
N1P1J3	CENPK1137D_5424	P38765	YHR029C	7.191507	7.201261408	7.188627697	7.119459068	7.132901022	7.153482894	7.224171522	7.193425343	7.199772882	6.924437241	6.975574563	6.857952211
N1P1I5	CENPK1137D_1572	P53551	YPL127C	6.574237385	6.586646323	6.615198095	6.499303605	6.455474758	6.530639998	6.680760907	6.705346928	6.628503226	6.15980973	6.131745887	6.215070738
N1P7X1	CENPK1137D_3820	Q12165	YDL004W	7.868438104	7.906118296	7.944680488	7.883628546	7.879643801	7.83849348	7.874269436	7.868478422	7.953117014	8.061482738	8.074871304	8.093639413
N1P179	CENPK1137D_1398	P00445	YJR104C	6.762753232	6.740512132	6.690561612	7.031433731	7.002999375	6.958839211	6.924649232	6.901738042	6.840618237	6.485351202	6.453843116	6.379562928
N1NZ88	CENPK1137D_361	Q04869	YMR315W	7.735014897	7.699100578	7.663619862	7.627512393	7.679898367	7.607638235	7.745029134	7.713722139	7.729852051	7.566433449	7.484654073	7.520920236
N1P5J5	CENPK1137D_2935	P53066	YGL242C	6.423131644	6.475282214	6.51840177	6.660791979	6.649578875	6.635446844	6.526761414	6.519109111	6.49267997	6.434290509	6.410688325	6.387091725
N1P2H7	CENPK1137D_3157	P00359	YGR192C	6.69115775	6.620698543	6.658424741	6.773494488	6.710907418	6.671768765	6.805090265	6.82378988	6.81161605	6.970478668	6.916669003	6.89511126
N1P7G9	CENPK1137D_4932	P39724	YAL046C	6.342458795	6.254689537	6.346663498	6.054977288	5.95105595	5.939884222	6.189391291	6.287935345	6.443724693	6.582788285	6.685341769	6.656841314
N1PAU8	CENPK1137D_4748	P12709	YBR196C	6.915984919	6.811347512	6.718814784	7.133266367	6.92199299	6.939648982	6.995117254	6.903124786	6.769669324	7.139531537	7.070929116	6.952111038
N1P9M1	CENPK1137D_5435	P38694	YHR039C	7.063213267	7.115940782	7.116715616	6.917905767	6.928471624	6.940242892	7.013356838	7.042584202	7.054613917	7.049425783	7.02315784	7.052248389
N1NXS1	CENPK1137D_1819	Q06494	YPR127W	7.517246659	7.548614167	7.572854803	7.788078168	7.812686519	7.828712584	7.751170687	7.777527067	7.782773966	7.360412622	7.378579559	7.371824966
N1NZA9	CENPK1137D_984	P20484	YKL021C	7.860978775	7.80358677	7.836576827	7.681357185	7.720375896	7.826263097	7.954852552	7.978787875	7.963142448	8.035443247	8.061647068	8.104056093
N1PAF8	CENPK1137D_4048	P04911	YDR225W	9.052705277	8.967894569	8.91345823	9.06635583	8.95666589	8.873754785	8.966841229	8.945101849	8.823677627	8.752360263	8.71863267	8.682958977
N1NVL9	CENPK1137D_1846	Q06449	YPR154W	7.135348	7.190909037	7.185653356	7.332518604	7.374467333	7.332205419	7.101654684	7.158273022	7.1636904	7.120932731	7.164782494	7.192132253
N1NZE3	CENPK1137D_583	Q05785	YLR206W	6.003772332	6.034044446	6.103381281	6.253778568	6.226577908	6.199234652	6.114356551	6.122975796	6.111542147	5.925465925	5.830001351	5.897086632
N1P5C7	CENPK1137D_3636	P39994	YEL020C	6.512754415	6.523570311	6.58062505	6.632272188	6.572497753	6.382800857	6.787739553	6.740084518	6.655774026	7.061511705	7.084544959	7.060611445
N1NZ36	CENPK1137D_899	P14904	YKL103C	6.94576719	6.97831135	6.98638332	6.883761748	6.906733432	6.90664933	6.751829975	6.765720708	6.83125073	6.57922566	6.56877549	6.600936622
