GeneName_CENPK	GeneName_S288C	uniprotID_S288c	Standard_A	Standard_B	Standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	ec_number	Protein_name
CENPK1137D_1821	YPL237W	P09064	3.641588834	7.576958986	10.65914401	6.356422545	14.84893192	4.411695265	5.309573445	5.309573445	5.309573445	9	10.65914401	20.5443469		Eukaryotic translation initiation factor 2 subunit beta - SUI3
CENPK1137D_3683	YER025W	P32481	5.449466771	4.779692884	4.179474679	3.159562163	3.159562163	4.179474679	2.72759372	1.993577295	2.340484984	7.030857221	5.449466771	4.179474679		Eukaryotic translation initiation factor 2 subunit gamma - GCD11
CENPK1137D_899	YKL103C	P14904	3.806380863	6.305271543	5.579332247	2.898603703	5.579332247	2.898603703	2.16227766	2.898603703	2.898603703	1.848035868	1.565020906	1.3101297	3.4.11.22	Vacuolar aminopeptidase 1 - APE1
CENPK1137D_4524	YCR028C-A	P32445	999	99	680.2920691	214.443469	463.1588834	30.6227766	67.12920691	45.41588834	67.12920691	1466.799268	315.227766	463.1588834		"Single-stranded DNA-binding protein RIM1, mitochondrial - RIM1"
CENPK1137D_1	YML131W	Q03102	6.017038287	13.2510267	10.93776642	3.124626383	4.878016072	2.455107295	19.30917621	16.0125428	23.24462017	48.23882632	48.23882632	57.78016072		Uncharacterized membrane protein YML131W - YML131W
CENPK1137D_2277	YOR261C	Q08723	9	10.4504757	9	7.733261624	4.080218047	1.955209235	10.4504757	5.660846291	6.626985859	6.626985859	6.626985859	4.817091329		26S proteasome regulatory subunit RPN8 - RPN8
CENPK1137D_3459	YER055C	P00498	10.93776642	16.0125428	19.30917621	9	13.2510267	9	13.2510267	27.94266125	10.93776642	4.878016072	7.376776401	7.376776401	2.4.2.17	ATP phosphoribosyltransferase - HIS1
CENPK1137D_706	YLR335W	P32499	0.802245515	1.005975301	1.355553775	1.62183074	1.918208238	1.005975301	1.485128427	0.901383704	1.116320288	1.232735149	0.901383704	0.802245515		Nucleoporin NUP2 - NUP2
CENPK1137D_2062	YOR042W	Q08412	5.493816316	6.498942093	5.493816316	19.53525026	9	9	3.869675252	2.16227766	6.498942093	6.498942093	4.623413252	6.498942093		Ubiquitin-binding protein CUE5 - CUE5
CENPK1137D_2661	YNL015W	P0CT04	397.1071706	629.9573445	250.1886432	15847.93192	3980.071706	250.1886432	3980.071706	99	999	397.1071706	62.09573445	24.11886432		Protease B inhibitor 2 - PBI2
CENPK1137D_178	YMR146C	P40217	4.994842503	4.994842503	4.994842503	4.274997064	4.994842503	4.994842503	5.812920691	4.274997064	3.084238653	7.799225436	3.641588834	4.994842503		Eukaryotic translation initiation factor 3 subunit I - TIF34
CENPK1137D_3328	YFR052W	P32496	13.2510267	13.2510267	9	19.30917621	10.93776642	7.376776401	10.93776642	6.017038287	9	13.2510267	13.2510267	10.93776642		26S proteasome regulatory subunit RPN12 - RPN12
CENPK1137D_2961	YGL011C	P21243	5.660846291	5.660846291	2.87467512	5.660846291	5.660846291	4.080218047	5.660846291	4.817091329	2.87467512	7.733261624	4.080218047	5.660846291	3.4.25.1	Proteasome subunit alpha type-1 - SCL1
CENPK1137D_4255	YDR427W	Q04062	4.274997064	6.742636827	4.274997064	4.994842503	3.641588834	4.274997064	9	4.274997064	4.274997064	4.994842503	4.274997064	6.742636827		26S proteasome regulatory subunit RPN9 - RPN9
CENPK1137D_633	YLR258W	P27472	0.930697729	1.275845926	1.682695795	2.16227766	1.682695795	1.275845926	2.16227766	1.470911228	1.682695795	0.637893707	0.930697729	0.389495494	2.4.1.11	Glycogen [starch] synthase isoform 2 - GSY2
CENPK1137D_3398	YFR015C	P23337	0.737800829	1.089296131	0.905460718	0.905460718	0.445439771	0.737800829	0.905460718	0.737800829	0.445439771	0.318256739	0.096478196	0	2.4.1.11	Glycogen [starch] synthase isoform 1 - GSY1
CENPK1137D_312	YML092C	P23639	34.11191734	22.101297	27.48035868	11.32846739	14.19911083	7.111308308	11.32846739	9	11.32846739	14.19911083	17.73817423	11.32846739	3.4.25.1	Proteasome subunit alpha type-2 - PRE8
CENPK1137D_4115	YDR293C	P24276	0.598467106	0.816599788	0.978318883	1.248287531	1.346228848	0.668100537	0.816599788	0.668100537	0.895735652	0.740767383	0.816599788	0.816599788		Protein SSD1 - SSD1
CENPK1137D_1518	YJL111W	P42943	2.16227766	2.16227766	2.16227766	3.047089951	2.16227766	1.912632655	2.16227766	2.433320018	2.16227766	3.047089951	2.433320018	2.433320018		T-complex protein 1 subunit eta - CCT7
CENPK1137D_1302	YJR007W	P20459	4.817091329	9	4.817091329	7.733261624	9	4.817091329	7.733261624	6.626985859	3.436687331	6.626985859	5.660846291	4.080218047		Eukaryotic translation initiation factor 2 subunit alpha - SUI2
CENPK1137D_1875	YPR183W	P14020	5.812920691	16.7827941	9	5.812920691	9	13.67799268	11.11527659	16.7827941	9	13.67799268	13.67799268	16.7827941	2.4.1.83	Dolichol-phosphate mannosyltransferase - DPM1
CENPK1137D_3537	YER125W	P39940	0.883649089	0.995262315	1.371373706	1.66072506	1.818382931	1.238721139	1.511886432	1.238721139	0.883649089	1.11348904	0.995262315	0.678804018	2.3.2.26	E3 ubiquitin-protein ligase RSP5 - RSP5
CENPK1137D_4778	YBR222C	P38137	4.336699231	2.898603703	1.565020906	0.687612476	1.3101297	1.080567538	6.305271543	2.898603703	1.565020906	15.87612476	7.111308308	9	6.-.-.-	Peroxisomal-coenzyme A synthetase - PCS60
CENPK1137D_3530 CENPK1137D_4643	YER117W YBL087C	P0CX42 P0CX41	58.94842503	26.82559402	20.5443469	26.82559402	15.68100537	4.994842503	6.742636827	15.68100537	26.82559402	20.5443469	15.68100537	15.68100537		Rpl23bp
CENPK1137D_3817	YDL007W	P40327	4.179474679	4.179474679	3.159562163	4.179474679	4.179474679	3.159562163	3.641588834	2.340484984	4.779692884	7.961505019	3.641588834	4.179474679		26S proteasome regulatory subunit 4 homolog - RPT2
CENPK1137D_446	YLR060W	P15624	1.424462017	3.124626383	2.775053205	2.775053205	3.923882632	1.218982341	1.894266125	2.16227766	1.648969288	1.894266125	1.894266125	2.775053205	6.1.1.20	Phenylalanine--tRNA ligase beta subunit - FRS1
CENPK1137D_1234	YJL066C	P40364	9	9	14.19911083	42.28761281	52.36699231	9	9	14.19911083	17.73817423	5.579332247	22.101297	11.32846739		Mitochondrial peculiar membrane protein 1 - MPM1
CENPK1137D_4259	YDR432W	Q01560	14.19911083	14.19911083	22.101297	27.48035868	11.32846739	9	14.19911083	17.73817423	22.101297	17.73817423	14.19911083	7.111308308		Nucleolar protein 3 - NPL3
CENPK1137D_1569	YPL260W	Q08977	1.610157216	3.641588834	3.216965034	3.641588834	3.641588834	1.610157216	2.83118685	1.610157216	2.83118685	4.623413252	2.480700588	3.641588834		UPF0662 protein YPL260W - YPL260W
CENPK1137D_1388	YJR095W	P33303	22.101297	80.11308308	34.11191734	34.11191734	80.11308308	9	27.48035868	17.73817423	34.11191734	27.48035868	11.32846739	42.28761281		Succinate/fumarate mitochondrial transporter - SFC1
CENPK1137D_3679	YER021W	P40016	0.823348001	3.489251258	2.324597932	2.324597932	3.061585988	2.674661941	3.489251258	2.674661941	2.324597932	5.700187504	3.489251258	3.961947603		26S proteasome regulatory subunit RPN3 - RPN3
CENPK1137D_5249	YHR104W	P38715	2.383855153	7.733261624	3.436687331	7.733261624	12.11133937	4.817091329	5.660846291	4.080218047	4.817091329	16.19072202	21.53933905	10.4504757	1.1.1.21; 1.1.1.-	NADPH-dependent aldose reductase GRE3 - GRE3
CENPK1137D_383	YML069W	Q04636	2.16227766	2.72759372	2.16227766	3.047089951	2.433320018	1.682695795	1.682695795	2.433320018	2.433320018	2.16227766	2.16227766	1.275845926		FACT complex subunit POB3 - POB3
CENPK1137D_2826	YGL148W	P28777	6.079457844	3.466835922	2.16227766	2.548133892	2.548133892	2.981071706	4.623413252	2.981071706	2.981071706	3.466835922	2.548133892	2.548133892	4.2.3.5	Chorismate synthase - ARO2
CENPK1137D_1544	YPL154C	P07267	12.89495494	15.37893707	5.105402297	15.37893707	6.19685673	5.105402297	18.30697729	9	7.483428982	6.19685673	5.105402297	4.179474679	3.4.23.25	Saccharopepsin - PEP4
CENPK1137D_5253	YHR107C	P32468	3.061585988	3.961947603	3.489251258	3.489251258	3.489251258	1.462092401	3.961947603	2.007882518	3.061585988	3.061585988	1.462092401	2.324597932		Cell division control protein 12 - CDC12
CENPK1137D_3020	YGR054W	P53235	1.721338768	3.961947603	1.462092401	3.061585988	3.061585988	1.721338768	3.061585988	2.324597932	2.007882518	3.961947603	2.674661941	2.674661941		Eukaryotic translation initiation factor 2A - YGR054W
CENPK1137D_5330	YHL021C	P23180	2.87467512	3.436687331	4.080218047	4.080218047	4.080218047	6.626985859	6.626985859	4.817091329	4.080218047	4.080218047	5.660846291	3.436687331	1.14.11.-	Probable oxidoreductase AIM17 - AIM17
CENPK1137D_4057	YDR233C	Q04947	7.733261624	6.626985859	4.817091329	3.436687331	7.733261624	4.817091329	4.817091329	3.436687331	4.817091329	3.436687331	2.87467512	3.436687331		Reticulon-like protein 1 - RTN1
CENPK1137D_2066	YOR046C	P20449	2.83118685	3.641588834	4.108969775	4.108969775	2.16227766	2.16227766	1.371373706	2.16227766	2.83118685	3.641588834	3.216965034	2.480700588	3.6.4.13	ATP-dependent RNA helicase DBP5 - DBP5
CENPK1137D_1009	YKL001C	Q02196	99	55.23413252	41.16965034	22.71373706	55.23413252	16.7827941	73.98942093	6.498942093	73.98942093	73.98942093	55.23413252	55.23413252	2.7.1.25	Adenylyl-sulfate kinase - MET14
CENPK1137D_5104	YIR038C	P40582	30.6227766	62.09573445	38.81071706	24.11886432	24.11886432	18.95262315	99	62.09573445	49.11872336	5.309573445	2.981071706	2.981071706	2.5.1.18	Glutathione S-transferase 1 - GTT1
CENPK1137D_668	YLR293C	P32835	42.28761281	11.32846739	11.32846739	11.32846739	11.32846739	7.111308308	4.336699231	5.579332247	9	11.32846739	9	9		GTP-binding nuclear protein GSP1/CNR1 - GSP1
CENPK1137D_2201	YOR185C	P32836	27.48035868	7.111308308	9	9	9	7.111308308	3.328761281	4.336699231	7.111308308	9	7.111308308	9		GTP-binding nuclear protein GSP2/CNR2 - GSP2
CENPK1137D_3659	YER004W	P40008	22.101297	42.28761281	42.28761281	11.32846739	22.101297	5.579332247	14.19911083	14.19911083	22.101297	27.48035868	9	22.101297		"Protein FMP52, mitochondrial - FMP52"
CENPK1137D_3231	YGR264C	P00958	0.730195739	1.15443469	0.730195739	0.827699369	1.15443469	0.637893707	1.15443469	1.039500469	0.730195739	1.539580038	1.15443469	1.039500469	6.1.1.10	"Methionine--tRNA ligase, cytoplasmic - MES1"
CENPK1137D_3915	YDR091C	Q03195	2.480700588	3.641588834	2.16227766	3.216965034	1.872984833	1.872984833	3.216965034	2.83118685	2.16227766	2.83118685	1.872984833	1.872984833		Translation initiation factor RLI1 - RLI1
CENPK1137D_4062	YDR238C	P41810	1.11348904	1.818382931	1.238721139	0.995262315	0.678804018	0.883649089	1.238721139	0.995262315	0.883649089	1.11348904	0.995262315	1.371373706		Coatomer subunit beta - SEC26
CENPK1137D_4499	YCR004C	P25349	11.32846739	34.11191734	11.32846739	17.73817423	17.73817423	14.19911083	34.11191734	7.111308308	22.101297	9	7.111308308	7.111308308		Flavoprotein-like protein YCP4 - YCP4
CENPK1137D_5150	YIL109C	P40482	0.501310729	1.253933905	1.4118647	1.58086154	1.4118647	0.839525796	1.58086154	1.4118647	1.253933905	1.761699813	1.761699813	1.253933905		Protein transport protein SEC24 - SEC24
CENPK1137D_5414			4640.588834	463.1588834	999	463.1588834	214.443469	463.1588834	999	463.1588834	463.1588834	999	463.1588834	463.1588834		specific  40S ribosomal protein S27
CENPK1137D_2933	YGL037C	P53184	11.32846739	9	11.32846739	9	42.28761281	17.73817423	7.111308308	7.111308308	11.32846739	9	11.32846739	5.579332247	3.5.1.19	Nicotinamidase - PNC1
CENPK1137D_925	YKL211C	P00937	4.455594781	3.832930239	6.847599704	6.847599704	2.792690191	1.335721469	5.951927962	2.359818286	3.832930239	4.455594781	3.832930239	2.792690191	4.1.3.27; 4.1.1.48	Multifunctional tryptophan biosynthesis protein - TRP3
CENPK1137D_3407	YFR024C-A	P43603	1.993577295	4.179474679	2.340484984	1.682695795	1.682695795	0.930697729	2.72759372	1.993577295	3.159562163	1.993577295	1.682695795	2.72759372		LAS seventeen-binding protein 3 - LSB3
CENPK1137D_5409	YHR016C	P32793	0.501310729	0.719072202	1.955209235	0.311133937	0.719072202	0.501310729	0.968419447	0.719072202	0.719072202	0.311133937	0.501310729	0.14504757		Protein YSC84 - YSC84
CENPK1137D_1163	YKL217W	P36035	5.812920691	5.812920691	7.799225436	4.994842503	3.641588834	2.593813664	4.994842503	4.274997064	4.994842503	1.15443469	4.274997064	2.16227766		Carboxylic acid transporter protein homolog - JEN1
CENPK1137D_2063	YOR043W	P12611	0.122018454	0.122018454	0.122018454	0	0.122018454	0.258925412	0.412537545	0.412537545	0.258925412	0	0.258925412	0.122018454		Growth regulation protein - WHI2
CENPK1137D_3624	YEL031W	P39986	0.42510267	0.77827941	0.4896249	0.77827941	0.4896249	0.4896249	0.627565448	0.4896249	0.627565448	1.424462017	0.858791891	0.77827941	3.6.3.-	Manganese-transporting ATPase 1 - SPF1
CENPK1137D_1028	YKR018C	P36114	1.424462017	2.455107295	2.16227766	1.894266125	3.506570338	2.455107295	1.894266125	1.648969288	2.16227766	1.424462017	1.218982341	1.424462017		Mitochondrial outer membrane protein YKR018C - YKR018C
CENPK1137D_4257	YDR429C	Q04067	7.111308308	11.32846739	14.19911083	9	3.328761281	9	11.32846739	9	17.73817423	22.101297	14.19911083	11.32846739		Eukaryotic translation initiation factor 3 subunit G - TIF35
CENPK1137D_4949	YAL060W	P39714	6.19685673	4.179474679	4.179474679	9	5.105402297	5.105402297	5.105402297	2.72759372	4.179474679	6.19685673	4.179474679	3.393970561	1.1.1.4	"(R,R)-butanediol dehydrogenase - BDH1"
CENPK1137D_2548	YNL131W	P49334	250.1886432	99	99	250.1886432	157.4893192	38.81071706	99	99	157.4893192	157.4893192	99	250.1886432		Mitochondrial import receptor subunit TOM22 - TOM22
CENPK1137D_3143	YGR178C	P53297	1.438354098	1.438354098	1.438354098	1.626363528	1.828869435	0.951293423	1.438354098	0.681924325	1.101748011	1.828869435	1.626363528	1.438354098		PAB1-binding protein 1 - PBP1
CENPK1137D_1357	YJR064W	P40413	1.462092401	2.674661941	2.007882518	2.324597932	2.324597932	2.674661941	3.489251258	2.324597932	1.721338768	3.489251258	3.061585988	3.061585988		T-complex protein 1 subunit epsilon - CCT5
CENPK1137D_378	YML074C	P38911	25.82695795	36.2759372	12.89495494	4.179474679	2.72759372	9	36.2759372	6.19685673	9	50.79474679	99	12.89495494	5.2.1.8	FK506-binding nuclear protein - FPR3
CENPK1137D_820	YLR449W	Q06205	2.72759372	2.72759372	9	6.19685673	2.72759372	4.179474679	2.72759372	12.89495494	2.72759372	2.72759372	4.179474679	9	5.2.1.8	FK506-binding protein 4 - FPR4
CENPK1137D_4656	YBR109C	P06787	12.33521432	22.71373706	16.7827941	41.16965034	16.7827941	41.16965034	55.23413252	30.6227766	41.16965034	16.7827941	30.6227766	73.98942093		Calmodulin - CMD1
CENPK1137D_4432	YCR084C	P16649	1.371373706	1.053525026	1.206734069	1.548296748	1.206734069	1.206734069	1.942727176	1.548296748	0.910952975	2.398208329	1.738419634	1.371373706		General transcriptional corepressor TUP1 - TUP1
CENPK1137D_4460	YCL037C	P25567	1.976351442	3.281332399	3.281332399	3.281332399	4.455594781	1.335721469	4.455594781	3.832930239	2.359818286	4.455594781	5.951927962	4.455594781		RNA-binding protein SRO9 - SRO9
CENPK1137D_3325	YFR050C	P30657	30.6227766	145.7799268	30.6227766	214.443469	99	67.12920691	20.5443469	145.7799268	99	99	67.12920691	214.443469	3.4.25.1	Proteasome subunit beta type-7 - PRE4
CENPK1137D_2249	YOR232W	P38523	9	4.878016072	6.017038287	7.376776401	6.017038287	3.124626383	3.923882632	6.017038287	6.017038287	7.376776401	9	7.376776401		"GrpE protein homolog, mitochondrial - MGE1"
CENPK1137D_1554	YPL145C	P35844	4.011872336	5.309573445	4.623413252	2.16227766	2.981071706	2.16227766	2.16227766	1.818382931	2.981071706	4.623413252	3.466835922	2.548133892		Oxysterol-binding protein homolog 4 - KES1
CENPK1137D_1877	YPL232W	P32867	3.641588834	15.68100537	11.91549665	4.994842503	9	2.593813664	1.15443469	3.641588834	9	1.782559402	2.593813664	2.593813664		Protein SSO1 - SSO1
CENPK1137D_218	YMR183C	P39926	4.994842503	9	6.742636827	9	9	4.994842503	3.641588834	3.641588834	2.593813664	4.994842503	2.593813664	1.15443469		Protein SSO2 - SSO2
CENPK1137D_4579	YBR035C	P38075	27.48035868	9	11.32846739	14.19911083	14.19911083	11.32846739	14.19911083	11.32846739	9	9	14.19911083	5.579332247	1.4.3.5	'Pyridoxamine 5''-phosphate oxidase - PDX3'
CENPK1137D_952	YKL054C	P35732	11.91549665	15.68100537	11.91549665	20.5443469	45.41588834	11.91549665	20.5443469	6.742636827	20.5443469	26.82559402	45.41588834	15.68100537		RNA polymerase II degradation factor 1 - DEF1
CENPK1137D_3490	YER080W	P40053	1.069138081	1.801356761	1.976351442	1.069138081	0.832980711	1.335721469	1.198392649	1.198392649	1.069138081	1.198392649	1.335721469	0.94748304		"Altered inheritance of mitochondria protein 9, mitochondrial - AIM9"
CENPK1137D_3196	YGR231C	P50085	11.32846739	22.101297	9	27.48035868	11.32846739	9	9	11.32846739	14.19911083	14.19911083	11.32846739	11.32846739		Prohibitin-2 - PHB2
CENPK1137D_3006	YGR037C	P31787	1466.799268	1466.799268	463.1588834	2153.43469	214.443469	214.443469	680.2920691	315.227766	145.7799268	30.6227766	13.67799268	9		Acyl-CoA-binding protein - ACB1
CENPK1137D_4497	YCR002C	P25342	9	12.89495494	12.89495494	6.19685673	7.483428982	4.179474679	5.105402297	2.72759372	6.19685673	6.19685673	5.105402297	3.393970561		Cell division control protein 10 - CDC10
CENPK1137D_476	YLR089C	P52893	3.061585988	1.462092401	2.324597932	3.961947603	2.674661941	0.823348001	3.489251258	2.007882518	2.007882518	2.674661941	2.007882518	2.007882518	2.6.1.2	"Probable alanine aminotransferase, mitochondrial - ALT1"
CENPK1137D_3776	YDL226C	P35197	2.324597932	3.061585988	3.061585988	1.721338768	3.061585988	1.462092401	2.007882518	2.674661941	1.462092401	2.324597932	2.324597932	3.061585988		ADP-ribosylation factor GTPase-activating protein GCS1 - GCS1
CENPK1137D_3954	YDR129C	P32599	1.592943797	1.592943797	2.290344562	1.592943797	2.039195382	1.043359718	1.592943797	1.043359718	1.212216291	1.212216291	0.887391822	1.39502662		Fimbrin - SAC6
CENPK1137D_3857			3.806380863	5.579332247	3.328761281	2.898603703	5.579332247	1.848035868	1.848035868	2.16227766	3.328761281	3.806380863	3.328761281	2.898603703	3.1.2.4	"specific  3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
CENPK1137D_2140	YOR122C	P07274	315.227766	999	561.3413252	561.3413252	176.827941	176.827941	561.3413252	315.227766	999	315.227766	176.827941	55.23413252		Profilin - PFY1
CENPK1137D_282	YMR241W	Q04013	5.309573445	14.84893192	14.84893192	5.309573445	18.95262315	4.011872336	24.11886432	14.84893192	11.58925412	24.11886432	14.84893192	14.84893192		Citrate/oxoglutarate carrier protein - YHM2
CENPK1137D_2459	YOL061W	Q12265	3.806380863	2.898603703	1.848035868	2.511191734	1.848035868	2.16227766	2.511191734	2.16227766	1.848035868	2.898603703	2.16227766	1.565020906	2.7.6.1	Ribose-phosphate pyrophosphokinase 5 - PRS5
CENPK1137D_3700	YDL125C	Q04344	267.2695795	192.0697729	70.9685673	50.79474679	371.759372	25.82695795	9	12.89495494	99	192.0697729	25.82695795	18.30697729	3.-.-.-	Hit family protein 1 - HNT1
CENPK1137D_4131	YDL192W	P11076	30.6227766	30.6227766	12.33521432	30.6227766	9	9	9	16.7827941	12.33521432	12.33521432	6.498942093	9		ADP-ribosylation factor 1 - ARF1
CENPK1137D_4396	YDL137W	P19146	12.33521432	16.7827941	16.7827941	12.33521432	9	9	9	12.33521432	16.7827941	22.71373706	6.498942093	9		ADP-ribosylation factor 2 - ARF2
CENPK1137D_914	YKL212W	P32368	0.951293423	0.951293423	0.951293423	1.438354098	1.101748011	0.951293423	1.828869435	1.438354098	0.681924325	1.26380341	1.26380341	0.951293423	3.1.3.-	Phosphoinositide phosphatase SAC1 - SAC1
CENPK1137D_2989	YGR019W	P17649	2.16227766	2.83118685	2.16227766	3.641588834	3.641588834	1.610157216	2.16227766	1.371373706	1.610157216	1.610157216	2.16227766	0.957341781	2.6.1.19	4-aminobutyrate aminotransferase - UGA1
CENPK1137D_3726	YDL100C	Q12154	5.812920691	9	9	13.67799268	13.67799268	9	16.7827941	9	4.623413252	4.623413252	7.254041853	7.254041853	3.6.-.-	ATPase GET3 - GET3
CENPK1137D_360	YMR314W	P40302	5.493816316	6.498942093	6.498942093	5.493816316	4.623413252	3.216965034	5.493816316	3.869675252	2.16227766	6.498942093	4.623413252	1.738419634	3.4.25.1	Proteasome subunit alpha type-6 - PRE5
CENPK1137D_4400	YCL057W	P25375	1.477076356	1.15443469	1.009233003	1.3101297	0.7475284	0.519911083	1.3101297	1.15443469	0.629750835	2.511191734	2.274549163	1.848035868	3.4.24.37	Saccharolysin - PRD1
CENPK1137D_4013	YDR188W	P39079	3.159562163	3.641588834	2.340484984	3.159562163	2.72759372	0.930697729	1.993577295	1.404099184	1.404099184	3.159562163	4.779692884	3.159562163		T-complex protein 1 subunit zeta - CCT6
CENPK1137D_1876	YPR184W	Q06625	0.536174947	0.59731228	0.536174947	1.09910372	0.941491946	0.726983291	0.726983291	0.59731228	0.477377653	0.168951816	0.168951816	0.081180751	2.4.1.25; 3.2.1.33	Glycogen debranching enzyme - GDB1
CENPK1137D_1574	YPL125W	Q02932	0.165914401	0	0.079775162	0.165914401	0.258925412	0.079775162	0.165914401	0.079775162	0.079775162	0.079775162	0.079775162	0		Importin beta-like protein KAP120 - KAP120
CENPK1137D_3158	YGR193C	P16451	3.436687331	4.817091329	4.080218047	2.383855153	6.626985859	4.080218047	3.436687331	2.383855153	1.58086154	4.817091329	2.383855153	2.87467512		"Pyruvate dehydrogenase complex protein X component, mitochondrial - PDX1"
CENPK1137D_1737	YPR035W	P32288	4.878016072	9	6.017038287	3.124626383	1.894266125	1.424462017	9	13.2510267	9	16.0125428	13.2510267	4.878016072	6.3.1.2	Glutamine synthetase - GLN1
CENPK1137D_1076	YKR066C	P00431	4.817091329	4.080218047	3.436687331	6.626985859	5.660846291	4.080218047	4.080218047	2.87467512	4.080218047	5.660846291	4.080218047	2.87467512	1.11.1.5	"Cytochrome c peroxidase, mitochondrial - CCP1"
CENPK1137D_5017	YIL043C	P38626	1.955209235	4.817091329	4.817091329	2.383855153	2.87467512	1.955209235	2.87467512	1.955209235	2.87467512	5.660846291	3.436687331	2.87467512	1.6.2.2	NADH-cytochrome b5 reductase 1 - CBR1
CENPK1137D_3729	YDL097C	Q12377	3.436687331	4.817091329	4.080218047	9	6.626985859	1.955209235	5.660846291	4.817091329	2.383855153	2.87467512	3.436687331	2.87467512		26S proteasome regulatory subunit RPN6 - RPN6
CENPK1137D_1321	YJR025C	P47096	20.5443469	34.93813664	34.93813664	20.5443469	9	6.742636827	6.742636827	6.742636827	15.68100537	15.68100537	9	6.742636827	1.13.11.6	"3-hydroxyanthranilate 3,4-dioxygenase - BNA1"
CENPK1137D_3220	YGR253C	P32379	9	11.11527659	11.11527659	5.812920691	11.11527659	5.812920691	2.83118685	5.812920691	4.623413252	13.67799268	9	9	3.4.25.1	Proteasome subunit alpha type-5 - PUP2
CENPK1137D_4219	YDL181W	P01097	4640.588834	4640.588834	999	21543.3469	99999	999	4640.588834	999	4640.588834	4640.588834	9999	999		"ATPase inhibitor, mitochondrial - INH1"
CENPK1137D_2541	YNL138W	P17555	7.858667904	4.455594781	3.832930239	5.951927962	3.832930239	2.792690191	2.792690191	2.359818286	1.335721469	1.069138081	3.281332399	4.455594781		Adenylyl cyclase-associated protein - SRV2
CENPK1137D_1510	YJL123C	P47018	0.445439771	1.754228703	1.511886432	1.754228703	2.311311215	2.311311215	1.754228703	1.511886432	1.754228703	0.584893192	1.511886432	1.754228703		Maintenance of telomere capping protein 1 - MTC1
CENPK1137D_2793	YNL247W	P53852	1.069138081	1.481628923	1.335721469	0.623776739	0.623776739	0.438449888	0.623776739	0.832980711	0.832980711	1.801356761	0.72521055	1.801356761	6.1.1.16	Cysteine--tRNA ligase - YNL247W
CENPK1137D_318	YMR276W	P48510	14.84893192	14.84893192	18.95262315	14.84893192	14.84893192	4.011872336	18.95262315	5.309573445	9	18.95262315	11.58925412	5.309573445		Ubiquitin domain-containing protein DSK2 - DSK2
CENPK1137D_374	YML078W	P25719	58.94842503	45.41588834	26.82559402	26.82559402	15.68100537	11.91549665	15.68100537	9	15.68100537	34.93813664	11.91549665	15.68100537	5.2.1.8	"Peptidyl-prolyl cis-trans isomerase C, mitochondrial - CPR3"
CENPK1137D_2167	YOR151C	P08518	0.333521432	0.694988151	1.053525026	0.77827941	0.77827941	0.615598098	0.615598098	1.053525026	0.77827941	0.694988151	0.865663579	0.539926526	2.7.7.6	DNA-directed RNA polymerase II subunit RPB2 - RPB2
CENPK1137D_1742	YPR041W	P38431	3.159562163	2.72759372	3.159562163	1.404099184	2.72759372	0.930697729	2.340484984	1.15443469	1.404099184	3.159562163	3.641588834	3.159562163		Eukaryotic translation initiation factor 5 - TIF5
CENPK1137D_109	YMR079W	P24280	4.994842503	3.641588834	3.641588834	2.593813664	3.641588834	2.593813664	3.084238653	2.593813664	2.16227766	2.16227766	1.782559402	1.448436747		SEC14 cytosolic factor - SEC14
CENPK1137D_5282	YHR135C	P23291	1.636650899	1.335721469	1.069138081	1.636650899	1.335721469	1.069138081	1.335721469	1.335721469	0.832980711	1.335721469	1.335721469	1.069138081	2.7.11.1	Casein kinase I homolog 1 - YCK1
CENPK1137D_1920	YPL204W	P29295	0.412537545	0.77827941	0.584893192	0.77827941	0.412537545	0.122018454	0.77827941	0.122018454	0.258925412	0.584893192	0.412537545	0.412537545	2.7.11.1	Casein kinase I homolog HRR25 - HRR25
CENPK1137D_3535	YER123W	P39962	0.110336318	0.110336318	0.232846739	0.110336318	0.36887451	0.110336318	0.110336318	0.232846739	0	0.232846739	0.110336318	0.110336318	2.7.11.1	Casein kinase I homolog 3 - YCK3
CENPK1137D_4150	YDR322C-A	P81449	20.5443469	145.7799268	214.443469	20.5443469	45.41588834	30.6227766	9	30.6227766	99	99	145.7799268	145.7799268		"ATP synthase subunit e, mitochondrial - TIM11"
CENPK1137D_3777	YDL051W	P33399	4.336699231	11.32846739	9	11.32846739	9	9	7.111308308	5.579332247	11.32846739	11.32846739	9	11.32846739		La protein homolog - LHP1
CENPK1137D_2930	YGL040C	P05373	2.981071706	5.309573445	4.411695265	3.641588834	5.309573445	1.928644565	3.641588834	1.15443469	2.981071706	4.411695265	6.356422545	5.309573445	4.2.1.24	Delta-aminolevulinic acid dehydratase - HEM2
CENPK1137D_2285	YOR270C	P32563	1.212216291	1.592943797	1.807216204	1.212216291	0.610262028	1.39502662	1.592943797	0.887391822	1.592943797	1.39502662	0.743328822	0.373823796		"V-type proton ATPase subunit a, vacuolar isoform - VPH1"
CENPK1137D_4481			31621.7766	316226.766	9999	316226.766	99999	9999	31621.7766	3161.27766	3161.27766	999999	31621.7766	3161.27766		specific  Leu2p
