OG_ID	CLIB122	W29
OG0002024	YALI0_D17086g	YALI1_D21031g
OG0002025	YALI0_A14740g	YALI1_A14670g
OG0002026	YALI0_A08019g	YALI1_A07538g
OG0002027	YALI0_D02607g	YALI1_D03167g
OG0002028	YALI0_D15268g	YALI1_D18577g
OG0002029	YALI0_E23969g	YALI1_E28490g
OG0002030	YALI0_F25707g	YALI1_F33061g
OG0002031	YALI0_B21406g	YALI1_B27857g
OG0002032	YALI0_E22044g	YALI1_E26021g
OG0002033	YALI0_E12991g	YALI1_E15939g
OG0002034	YALI0_E18161g	YALI1_E21615g
OG0002035	YALI0_A09405g	YALI1_A09100g
OG0002036	YALI0_B20460g	YALI1_B26763g
OG0002037	YALI0_C18073g	YALI1_C25244g
OG0002038	YALI0_A20790g	YALI1_A21835g
OG0002039	YALI0_B02178g	YALI1_B03198g
OG0002040	YALI0_D23837g	YALI1_D30899g
OG0002041	YALI0_C15092g	YALI1_C21298g
OG0002042	YALI0_E00682g	YALI1_E01057g
OG0002043	YALI0_D01089g	YALI1_D01188g
OG0002044	YALI0_F26521g	YALI1_F33951g
OG0002045	YALI0_D25256g	YALI1_D33504g
OG0002046	YALI0_E08822g	YALI1_E10712g
OG0002047	YALI0_B16632g	YALI1_B21675g
OG0002048	YALI0_A20680g	YALI1_A21711g
OG0002049	YALI0_E08932g	YALI1_E10899g
OG0002050	YALI0_D21560g	YALI1_D27181g
OG0002051	YALI0_C05104g	YALI1_C06532g
OG0002052	YALI0_D21538g	YALI1_D27163g
OG0002053	YALI0_F24013g	YALI1_F31439g
OG0002054	YALI0_C19063g	YALI1_C26222g
OG0002055	YALI0_C01397g	YALI1_C01876g
OG0002056	YALI0_B21516g	YALI1_B28017g
OG0002057	YALI0_B10065g	YALI1_B13586g
OG0002058	YALI0_E05203g	YALI1_E06056g
OG0002059	YALI0_D26125g	YALI1_D34508g
OG0002060	YALI0_C22836g	YALI1_C31549g
OG0002061	YALI0_D01551g	YALI1_D01819g
OG0002062	YALI0_C17875g	YALI1_C25053g
OG0002063	YALI0_C08220g	YALI1_C11100g
OG0002064	YALI0_D22770g	YALI1_D29279g
OG0002065	YALI0_F18403g	YALI1_F24408g
OG0002066	YALI0_C14960g	YALI1_C20953g
OG0002067	YALI0_F27599g	YALI1_F35003g
OG0002068	YALI0_E29733g	YALI1_E35181g
OG0002069	YALI0_B18546g	YALI1_B24051g
OG0002070	YALI0_D21648g	YALI1_D27324g
OG0002071	YALI0_E28743g	YALI1_E34042g
OG0002072	YALI0_D18634g	YALI1_D23337g
OG0002073	YALI0_E03938g	YALI1_E04719g
OG0002074	YALI0_B09845g	YALI1_B13179g
OG0002075	YALI0_C18161g	YALI1_C25307g
OG0002076	YALI0_C02805g	YALI1_C03874g
OG0002077	YALI0_B22836g	YALI1_B29779g
OG0002078	YALI0_B04356g	YALI1_B05891g
OG0002079	YALI0_F30547g	YALI1_F38191g
OG0002080	YALI0_D20900g	YALI1_D26511g
OG0002081	YALI0_F21549g	YALI1_F28490g
OG0002082	YALI0_B00638g	YALI1_B01325g
OG0002083	YALI0_D03696g	YALI1_D04653g
OG0002084	YALI0_B02310g	YALI1_B03610g
OG0002085	YALI0_A20350g	YALI1_A21372g
OG0002086	YALI0_F08657g	YALI1_F12080g
OG0002087	YALI0_E28204g	YALI1_E33234g
OG0002088	YALI0_C02409g	YALI1_C03378g
OG0002089	YALI0_E20823g	YALI1_E24735g
OG0002090	YALI0_E13574g	YALI1_E16556g
OG0002091	YALI0_D12793g	YALI1_D15963g
OG0002092	YALI0_A19778g	YALI1_A20855g
OG0002093	YALI0_C06281g	YALI1_C08173g
OG0002094	YALI0_A12111g	YALI1_A12356g
OG0002095	YALI0_D24728g	YALI1_D32695g
OG0002096	YALI0_A15972g	YALI1_A15925g
OG0002097	YALI0_B12760g	YALI1_B16922g
OG0002098	YALI0_E09845g	YALI1_E12244g
OG0002099	YALI0_A06974g	YALI1_A06640g
OG0002100	YALI0_F06424g	YALI1_F09542g
OG0002101	YALI0_D25674g	YALI1_D33988g
OG0002102	YALI0_F19096g	YALI1_F25496g
OG0002103	YALI0_F11605g	YALI1_F15352g
OG0002104	YALI0_D02255g	YALI1_D02563g
OG0002105	YALI0_C19096g	YALI1_C26332g
OG0002106	YALI0_D18359g	YALI1_D22961g
OG0002107	YALI0_A10571g	YALI1_A10529g
OG0002108	YALI0_A19822g	YALI1_A20902g
OG0002109	YALI0_A00847g	YALI1_A01122g
OG0002110	YALI0_D18788g	YALI1_D23693g
OG0002111	YALI0_E14058g	YALI1_E17100g
OG0002112	YALI0_E01320g	YALI1_E01885g
OG0002113	YALI0_D11396g	YALI1_D14276g
OG0002114	YALI0_D05665g	YALI1_D07271g
OG0002115	YALI0_E22781g	YALI1_E26930g
OG0002116	YALI0_C24299g	YALI1_C33332g
OG0002117	YALI0_F14267g	YALI1_F19126g
OG0002118	YALI0_F05874g	YALI1_F08705g
OG0002119	YALI0_E27005g	YALI1_E31947g
OG0002120	YALI0_E11583g	YALI1_E14451g
OG0002121	YALI0_E10131g	YALI1_E12711g
OG0002122	YALI0_B13882g	YALI1_B18384g
OG0002123	YALI0_D26488g	YALI1_D35025g
OG0002124	YALI0_E12463g	YALI1_E15452g
OG0002125	YALI0_E08602g	YALI1_E10455g
OG0002126	YALI0_B03916g	YALI1_B05295g
OG0002127	YALI0_A00781g	YALI1_A00983g
OG0002128	YALI0_F05852g	YALI1_F08683g
OG0002129	YALI0_D26301g	YALI1_D34758g
OG0002130	YALI0_A02288g	YALI1_A02728g
OG0002131	YALI0_C19682g	YALI1_C27012g
OG0002132	YALI0_D12837g	YALI1_D15974g
OG0002133	YALI0_D11726g	YALI1_D14560g
OG0002134	YALI0_B17666g	YALI1_B22853g
OG0002135	YALI0_E06809g	YALI1_E08176g
OG0002136	YALI0_B10934g	YALI1_B14615g
OG0002137	YALI0_F24673g	YALI1_F32010g
OG0002138	YALI0_B19228g	YALI1_B25223g
OG0002139	YALI0_F17556g	YALI1_F23368g
OG0002140	YALI0_D09735g	YALI1_D12315g
OG0002141	YALI0_B11088g	YALI1_B14793g
OG0002142	YALI0_C13442g	YALI1_C18750g
OG0002143	YALI0_C02871g	YALI1_C03933g
OG0002144	YALI0_B03982g	YALI1_B05364g
OG0002145	YALI0_A04345g	YALI1_A04561g
OG0002146	YALI0_E10197g	YALI1_E12847g
OG0002147	YALI0_F19382g	YALI1_F25792g
OG0002148	YALI0_E23111g	YALI1_E27229g
OG0002149	YALI0_C03399g	YALI1_C04490g
OG0002150	YALI0_A11847g	YALI1_A12085g
OG0002151	YALI0_F25531g	YALI1_F32792g
OG0002152	YALI0_F10541g	YALI1_F14213g
OG0002153	YALI0_F03663g	YALI1_F05415g
OG0002154	YALI0_A16588g	YALI1_A16509g
OG0002155	YALI0_B23474g	YALI1_B30337g
OG0002156	YALI0_A10362g	YALI1_A10318g
OG0002157	YALI0_F07447g	YALI1_F10760g
OG0002158	YALI0_A05181g	YALI1_A05254g
OG0002159	YALI0_F04686g	YALI1_F07246g
OG0002160	YALI0_E32989g	YALI1_E39193g
OG0002161	YALI0_A03905g	YALI1_A04119g
OG0002162	YALI0_C05665g	YALI1_C07239g
OG0002163	YALI0_F10153g	YALI1_F13719g
OG0002164	YALI0_B09009g	YALI1_B12101g
OG0002165	YALI0_B13860g	YALI1_B18368g
OG0002166	YALI0_B06688g	YALI1_B08721g
OG0002167	YALI0_F00682g	YALI1_F01078g
OG0002168	YALI0_B05830g	YALI1_B07853g
OG0002169	YALI0_A07865g	YALI1_A07405g
OG0002170	YALI0_F21923g	YALI1_F28995g
OG0002171	YALI0_A10120g	YALI1_A09996g
OG0002172	YALI0_D24519g	YALI1_D32435g
OG0002173	YALI0_A19118g	YALI1_A20113g
OG0002174	YALI0_D16313g	YALI1_D20164g
OG0002175	YALI0_F17974g	YALI1_F23867g
OG0002176	YALI0_D22220g	YALI1_D28033g
OG0002177	YALI0_B13486g	YALI1_B17964g
OG0002178	YALI0_F23265g	YALI1_F30496g
OG0002179	YALI0_C07821g	YALI1_C10385g
OG0002180	YALI0_E28358g	YALI1_E33485g
OG0002181	YALI0_E22913g	YALI1_E27077g
OG0002182	YALI0_D19602g	YALI1_D24918g
OG0002183	YALI0_C14388g	YALI1_C20078g
OG0002184	YALI0_B22286g	YALI1_B29108g
OG0002185	YALI0_A17380g	YALI1_A17511g
OG0002186	YALI0_A10032g	YALI1_A09911g
OG0002187	YALI0_A15708g	YALI1_A15722g
OG0002188	YALI0_F25773g	YALI1_F33143g
OG0002189	YALI0_A07755g	YALI1_A07309g
OG0002190	YALI0_F05280g	YALI1_F07884g
OG0002191	YALI0_C10901g	YALI1_C15297g
OG0002192	YALI0_C13354g	YALI1_C18590g
OG0002193	YALI0_C12496g	YALI1_C17700g
OG0002194	YALI0_F30613g	YALI1_F38263g
OG0002195	YALI0_E32208g	YALI1_E38178g
OG0002196	YALI0_F27049g	YALI1_F34397g
OG0002197	YALI0_F07513g	YALI1_F10839g
OG0002198	YALI0_D05269g	YALI1_D06805g
OG0002199	YALI0_C23408g	YALI1_C32276g
OG0002200	YALI0_B18084g	YALI1_B23385g
OG0002201	YALI0_D08316g	YALI1_D10668g
OG0002202	YALI0_F12793g	YALI1_F17138g
OG0002203	YALI0_B09955g	YALI1_B13328g
OG0002204	YALI0_E19404g	YALI1_E23229g
OG0002205	YALI0_D15642g	YALI1_D19134g
OG0002206	YALI0_C01155g	YALI1_C01576g
OG0002207	YALI0_D20504g	YALI1_D26036g
OG0002208	YALI0_F11231g	YALI1_F14882g
OG0002209	YALI0_E02398g	YALI1_E03039g
OG0002210	YALI0_F27423g	YALI1_F34798g
OG0002211	YALI0_B19910g	YALI1_B25997g
OG0002212	YALI0_D21164g	YALI1_D26759g
OG0002213	YALI0_E09020g	YALI1_E11136g
OG0002214	YALI0_F28545g	YALI1_F36267g
OG0002215	YALI0_B21384g	YALI1_B27837g
OG0002216	YALI0_B16742g	YALI1_B21798g
OG0002217	YALI0_C05775g	YALI1_C07451g
OG0002218	YALI0_B20966g	YALI1_B27399g
OG0002219	YALI0_A11099g	YALI1_A11218g
OG0002220	YALI0_A14784g	YALI1_A14721g
OG0002221	YALI0_F01474g	YALI1_F02299g
OG0002222	YALI0_E12089g	YALI1_E14925g
OG0002223	YALI0_A09702g	YALI1_A09467g
OG0002224	YALI0_F04125g	YALI1_F06262g
OG0002225	YALI0_B00286g	YALI1_B00273g
OG0002226	YALI0_F06270g	YALI1_F09335g
OG0002227	YALI0_F03025g	YALI1_F04238g
OG0002228	YALI0_A03597g	YALI1_A03837g
OG0002229	YALI0_F26455g	YALI1_F33861g
OG0002230	YALI0_B11242g	YALI1_B14924g
OG0002231	YALI0_D08492g	YALI1_D10886g
OG0002232	YALI0_C10428g	YALI1_C14709g
OG0002233	YALI0_E03102g	YALI1_E03672g
OG0002234	YALI0_D20218g	YALI1_D25606g
OG0002235	YALI0_C01573g	YALI1_C02152g
OG0002236	YALI0_A02981g	YALI1_A03396g
OG0002237	YALI0_E16885g	YALI1_E20142g
OG0002238	YALI0_F05126g	YALI1_F07747g
OG0002239	YALI0_C01969g	YALI1_C02639g
OG0002240	YALI0_D23815g	YALI1_D30866g
OG0002241	YALI0_C06754g	YALI1_C09009g
OG0002242	YALI0_E11385g	YALI1_E14153g
OG0002243	YALI0_E26345g	YALI1_E31229g
OG0002244	YALI0_E19162g	YALI1_E22902g
OG0002245	YALI0_E28153g	YALI1_E33150g
OG0002246	YALI0_B05676g	YALI1_B07735g
OG0002247	YALI0_F11935g	YALI1_F15781g
OG0002248	YALI0_B14729g	YALI1_B19348g
OG0002249	YALI0_E33055g	YALI1_E39228g
OG0002250	YALI0_F18876g	YALI1_F25164g
OG0002251	YALI0_A14366g	YALI1_A14189g
OG0002252	YALI0_D03157g	YALI1_D03990g
OG0002253	YALI0_C00231g	YALI1_C00258g
OG0002254	YALI0_E18788g	YALI1_E22543g
OG0002255	YALI0_C07909g	YALI1_C10497g
OG0002256	YALI0_D04741g	YALI1_D05873g
OG0002257	YALI0_E01738g	YALI1_E02287g
OG0002258	YALI0_E00792g	YALI1_E01193g
OG0002259	YALI0_C20449g	YALI1_C28513g
OG0002260	YALI0_C01826g	YALI1_C02521g
OG0002261	YALI0_E06193g	YALI1_E07506g
OG0002262	YALI0_D17380g	YALI1_D21385g
OG0002263	YALI0_D18436g	YALI1_D23094g
OG0002264	YALI0_F29513g	YALI1_F37100g
OG0002265	YALI0_C05236g	YALI1_C06655g
OG0002266	YALI0_F04796g	YALI1_F07401g
OG0002267	YALI0_A16797g	YALI1_A16770g
OG0002268	YALI0_B05720g	YALI1_B07769g
OG0002269	YALI0_E07513g	YALI1_E08915g
OG0002270	YALI0_E02442g	YALI1_E03088g
OG0002271	YALI0_B02816g	YALI1_B04248g
OG0002272	YALI0_B02728g	YALI1_B04138g
OG0002273	YALI0_D27104g	YALI1_D35718g
OG0002274	YALI0_D12661g	YALI1_D15848g
OG0002275	YALI0_B21098g	YALI1_B27500g
OG0002276	YALI0_B22682g	YALI1_B29562g
OG0002277	YALI0_F16401g	YALI1_F21875g
OG0002278	YALI0_E17831g	YALI1_E21183g
OG0002279	YALI0_C10802g	YALI1_C15186g
OG0002280	YALI0_B07447g	YALI1_B09592g
OG0002281	YALI0_E20053g	YALI1_E23945g
OG0002282	YALI0_E13640g	YALI1_E16675g
OG0002283	YALI0_E28314g	YALI1_E33421g
OG0002284	YALI0_F11487g	YALI1_F15218g
OG0002285	YALI0_A09900g	YALI1_A09766g
OG0002286	YALI0_C17017g	YALI1_C24400g
OG0002287	YALI0_F11055g	YALI1_F14712g
OG0002288	YALI0_F30855g	YALI1_F38522g
OG0002289	YALI0_C01925g	YALI1_C02611g
OG0002290	YALI0_C00275g	YALI1_C00331g
OG0002291	YALI0_A16082g	YALI1_A16028g
OG0002292	YALI0_E31559g	YALI1_E37234g
OG0002293	YALI0_F24519g	YALI1_F31875g
OG0002294	YALI0_F11429g	YALI1_F15141g
OG0002295	YALI0_B03190g	YALI1_B04747g
OG0002296	YALI0_D16962g	YALI1_D20904g
OG0002297	YALI0_B10241g	YALI1_B13828g
OG0002298	YALI0_E07623g	YALI1_E09128g
OG0002299	YALI0_B03938g	YALI1_B05313g
OG0002300	YALI0_E14124g	YALI1_E17171g
OG0002301	YALI0_D05995g	YALI1_D07665g
OG0002302	YALI0_B00660g	YALI1_B01317g
OG0002303	YALI0_E20581g	YALI1_E24442g
OG0002304	YALI0_E06787g	YALI1_E08157g
OG0002305	YALI0_E34287g	YALI1_E40691g
OG0002306	YALI0_F00814g	YALI1_F01275g
OG0002307	YALI0_B10978g	YALI1_B14658g
OG0002308	YALI0_B00616g	YALI1_B00675g
OG0002309	YALI0_F26675g	YALI1_F34095g
OG0002310	YALI0_D01507g	YALI1_D01786g
OG0002311	YALI0_E11979g	YALI1_E14762g
OG0002312	YALI0_C03586g	YALI1_C04771g
OG0002313	YALI0_D10989g	YALI1_D13788g
OG0002314	YALI0_D21208g	YALI1_D26808g
OG0002315	YALI0_C14674g	YALI1_C20417g
OG0002316	YALI0_E30349g	YALI1_E35734g
OG0002317	YALI0_E32542g	YALI1_E38593g
OG0002318	YALI0_E12331g	YALI1_E15256g
OG0002319	YALI0_F20240g	YALI1_F26915g
OG0002320	YALI0_C00671g	YALI1_C00913g
OG0002321	YALI0_A12067g	YALI1_A12302g
OG0002322	YALI0_D14058g	YALI1_D17355g
OG0002323	YALI0_E11165g	YALI1_E14003g
OG0002324	YALI0_D07920g	YALI1_D10192g
OG0002325	YALI0_A18524g	YALI1_A19398g
OG0002326	YALI0_F07601g	YALI1_F10938g
OG0002327	YALI0_F15763g	YALI1_F21224g
OG0002328	YALI0_D07634g	YALI1_D09870g
OG0002329	YALI0_A02871g	YALI1_A03289g
OG0002330	YALI0_D01694g	YALI1_D02000g
OG0002331	YALI0_E28578g	YALI1_E33843g
OG0002332	YALI0_E16819g	YALI1_E20070g
OG0002333	YALI0_D19228g	YALI1_D24375g
OG0002334	YALI0_B02838g	YALI1_B04274g
OG0002335	YALI0_D02937g	YALI1_D03756g
OG0002336	YALI0_B20768g	YALI1_B27144g
OG0002337	YALI0_F15015g	YALI1_F20059g
OG0002338	YALI0_C10736g	YALI1_C15105g
OG0002339	YALI0_F20372g	YALI1_F27041g
OG0002340	YALI0_E07337g	YALI1_E08725g
OG0002341	YALI0_E13860g	YALI1_E16854g
OG0002342	YALI0_C09845g	YALI1_C13726g
OG0002343	YALI0_F09647g	YALI1_F13211g
OG0002344	YALI0_F03619g	YALI1_F05253g
OG0002345	YALI0_E23650g	YALI1_E27997g
OG0002346	YALI0_F18744g	YALI1_F24963g
OG0002347	YALI0_C17633g	YALI1_C24942g
OG0002348	YALI0_F00484g	YALI1_F00654g
OG0002349	YALI0_E23859g	YALI1_E28300g
OG0002350	YALI0_A17853g	YALI1_A18036g
OG0002351	YALI0_E03256g	YALI1_E03918g
OG0002352	YALI0_C03223g	YALI1_C04302g
OG0002353	YALI0_A07821g	YALI1_A07349g
OG0002354	YALI0_E18139g	YALI1_E21552g
OG0002355	YALI0_E10923g	YALI1_E13787g
OG0002356	YALI0_D25696g	YALI1_D34022g
OG0002357	YALI0_B13926g	YALI1_B18460g
OG0002358	YALI0_D15048g	YALI1_D18274g
OG0002359	YALI0_B03322g	YALI1_B04803g
OG0002360	YALI0_C16478g	YALI1_C23548g
OG0002361	YALI0_D15400g	YALI1_D18845g
OG0002362	YALI0_F13651g	YALI1_F18239g
OG0002363	YALI0_B04378g	YALI1_B05947g
OG0002364	YALI0_C23166g	YALI1_C31989g
OG0002365	YALI0_D18150g	YALI1_D22704g
OG0002366	YALI0_B03630g	YALI1_B05072g
OG0002367	YALI0_D07942g	YALI1_D10197g
OG0002368	YALI0_D13442g	YALI1_D16609g
OG0002369	YALI0_B09273g	YALI1_B12409g
OG0002370	YALI0_C22792g	YALI1_C31510g
OG0002371	YALI0_D14520g	YALI1_D17710g
OG0002372	YALI0_F15169g	YALI1_F20378g
OG0002373	YALI0_F07040g	YALI1_F10296g
OG0002374	YALI0_F24783g	YALI1_F32167g
OG0002375	YALI0_C06149g	YALI1_C07979g
OG0002376	YALI0_A06996g	YALI1_A06666g
OG0002377	YALI0_F17886g	YALI1_F23784g
OG0002378	YALI0_D10307g	YALI1_D12996g
OG0002379	YALI0_E17149g	YALI1_E20453g
OG0002380	YALI0_E18634g	YALI1_E22303g
OG0002381	YALI0_F23947g	YALI1_F31405g
OG0002382	YALI0_D01573g	YALI1_D01890g
OG0002383	YALI0_B00770g	YALI1_B00977g
OG0002384	YALI0_D03179g	YALI1_D04055g
OG0002385	YALI0_E20625g	YALI1_E24479g
OG0002386	YALI0_A14762g	YALI1_A14703g
OG0002387	YALI0_F21406g	YALI1_F28274g
OG0002388	YALI0_E20229g	YALI1_E24052g
OG0002389	YALI0_D25784g	YALI1_D34106g
OG0002390	YALI0_F24299g	YALI1_F31689g
OG0002391	YALI0_E17083g	YALI1_E20312g
OG0002392	YALI0_E09042g	YALI1_E11154g
OG0002393	YALI0_D03938g	YALI1_D04910g
OG0002394	YALI0_A05995g	YALI1_A05821g
OG0002395	YALI0_F08965g	YALI1_F12535g
OG0002396	YALI0_B20790g	YALI1_B27150g
OG0002397	YALI0_E34199g	YALI1_E40571g
OG0002398	YALI0_D03311g	YALI1_D04204g
OG0002399	YALI0_B16544g	YALI1_B21562g
OG0002400	YALI0_F20680g	YALI1_F27529g
OG0002401	YALI0_E01562g	YALI1_E02143g
OG0002402	YALI0_D09801g	YALI1_D12403g
OG0002403	YALI0_B23078g	YALI1_B29995g
OG0002404	YALI0_D03531g	YALI1_D04469g
OG0002405	YALI0_E12309g	YALI1_E15229g
OG0002406	YALI0_E24783g	YALI1_E29611g
OG0002407	YALI0_E18458g	YALI1_E22117g
OG0002408	YALI0_A06831g	YALI1_A06488g
OG0002409	YALI0_D07480g	YALI1_D09566g
OG0002410	YALI0_D12496g	YALI1_D15597g
OG0002411	YALI0_D04807g	YALI1_D06043g
OG0002412	YALI0_F17512g	YALI1_F23351g
OG0002413	YALI0_E11209g	YALI1_E14028g
OG0002414	YALI0_B15598g	YALI1_B20462g
OG0002415	YALI0_F22033g	YALI1_F29168g
OG0002416	YALI0_B03146g	YALI1_B04637g
OG0002417	YALI0_C08140g	YALI1_C10990g
OG0002418	YALI0_C23771g	YALI1_C32786g
OG0002419	YALI0_B01364g	YALI1_B02345g
OG0002420	YALI0_F13211g	YALI1_F17657g
OG0002421	YALI0_E18238g	YALI1_E21915g
OG0002422	YALI0_E02838g	YALI1_E03507g
OG0002423	YALI0_D00781g	YALI1_D00824g
OG0002424	YALI0_F23903g	YALI1_F31381g
OG0002425	YALI0_E34672g	YALI1_E41148g
OG0002426	YALI0_E24013g	YALI1_E28575g
OG0002427	YALI0_D03135g	YALI1_D03952g
OG0002428	YALI0_B06919g	YALI1_B09002g
OG0002429	YALI0_C21318g	YALI1_C29402g
OG0002430	YALI0_E34815g	YALI1_E41325g
OG0002431	YALI0_B18150g	YALI1_B23440g
OG0002432	YALI0_F17072g	YALI1_F22867g
OG0002433	YALI0_C23837g	YALI1_C32838g
OG0002434	YALI0_A02651g	YALI1_A03153g
OG0002435	YALI0_E13728g	YALI1_E16750g
OG0002436	YALI0_C18425g	YALI1_C25598g
OG0002437	YALI0_B00154g	YALI1_B00133g
OG0002438	YALI0_E31383g	YALI1_E36937g
OG0002439	YALI0_F12111g	YALI1_F15990g
OG0002440	YALI0_E16214g	YALI1_E19371g
OG0002441	YALI0_C09394g	YALI1_C13038g
OG0002442	YALI0_D25652g	YALI1_D33978g
OG0002443	YALI0_A14927g	YALI1_A14989g
OG0002444	YALI0_C04455g	YALI1_C05931g
OG0002445	YALI0_B19206g	YALI1_B25187g
OG0002446	YALI0_D15312g	YALI1_D18673g
OG0002447	YALI0_E33803g	YALI1_E40089g
OG0002448	YALI0_A10098g	YALI1_A09949g
OG0002449	YALI0_B01980g	YALI1_B02931g
OG0002450	YALI0_E19536g	YALI1_E23389g
OG0002451	YALI0_D26510g	YALI1_D35061g
OG0002452	YALI0_C07282g	YALI1_C09667g
OG0002453	YALI0_A20922g	YALI1_A21970g
OG0002454	YALI0_A19448g	YALI1_A20398g
OG0002455	YALI0_D14564g	YALI1_D17795g
OG0002456	YALI0_F05346g	YALI1_F07990g
OG0002457	YALI0_E07425g	YALI1_E08828g
OG0002458	YALI0_F23463g	YALI1_F30754g
OG0002459	YALI0_F07260g	YALI1_F10633g
OG0002460	YALI0_C19129g	YALI1_C26408g
OG0002461	YALI0_B14773g	YALI1_B19390g
OG0002462	YALI0_C24233g	YALI1_C33270g
OG0002463	YALI0_B09339g	YALI1_B12451g
OG0002464	YALI0_F16874g	YALI1_F22525g
OG0002465	YALI0_B16280g	YALI1_B21250g
OG0002466	YALI0_F20724g	YALI1_F27574g
OG0002467	YALI0_E04136g	YALI1_E04968g
OG0002468	YALI0_C06446g	YALI1_C08548g
OG0002469	YALI0_B09625g	YALI1_B12966g
OG0002470	YALI0_F02563g	YALI1_F03842g
OG0002471	YALI0_F02607g	YALI1_F03883g
OG0002472	YALI0_E07315g	YALI1_E08709g
OG0002473	YALI0_A09680g	YALI1_A09444g
OG0002474	YALI0_E10329g	YALI1_E13011g
OG0002475	YALI0_D16687g	YALI1_D20651g
OG0002476	YALI0_D12144g	YALI1_D15114g
OG0002477	YALI0_E26169g	YALI1_E31034g
OG0002478	YALI0_A01485g	YALI1_A01905g
OG0002479	YALI0_F20812g	YALI1_F27692g
OG0002480	YALI0_D11132g	YALI1_D14004g
OG0002481	YALI0_C00363g	YALI1_C00422g
OG0002482	YALI0_D26191g	YALI1_D34621g
OG0002483	YALI0_D11352g	YALI1_D14224g
OG0002484	YALI0_F20746g	YALI1_F27663g
OG0002485	YALI0_F30371g	YALI1_F37929g
OG0002486	YALI0_D19822g	YALI1_D25137g
OG0002487	YALI0_C10076g	YALI1_C14125g
OG0002488	YALI0_F13365g	YALI1_F17912g
OG0002489	YALI0_B03476g	YALI1_B04937g
OG0002490	YALI0_A20438g	YALI1_A21477g
OG0002491	YALI0_A07733g	YALI1_A07290g
OG0002492	YALI0_C19822g	YALI1_C27182g
OG0002493	YALI0_D00275g	YALI1_D00273g
OG0002494	YALI0_F04191g	YALI1_F06393g
OG0002495	YALI0_A12837g	YALI1_A12868g
OG0002496	YALI0_A18271g	YALI1_A18752g
OG0002497	YALI0_F06490g	YALI1_F09608g
OG0002498	YALI0_E08888g	YALI1_E10836g
OG0002499	YALI0_B16610g	YALI1_B21628g
OG0002500	YALI0_E14146g	YALI1_E17184g
OG0002501	YALI0_F31251g	YALI1_F38954g
OG0002502	YALI0_C13992g	YALI1_C19775g
OG0002503	YALI0_C00473g	YALI1_C00615g
OG0002504	YALI0_D25454g	YALI1_D33735g
OG0002505	YALI0_E16555g	YALI1_E19736g
OG0002506	YALI0_B13288g	YALI1_B17660g
OG0002507	YALI0_D07018g	YALI1_D09000g
OG0002508	YALI0_E02266g	YALI1_E02850g
OG0002509	YALI0_C16731g	YALI1_C23881g
OG0002510	YALI0_E24475g	YALI1_E29150g
OG0002511	YALI0_F02673g	YALI1_F03948g
OG0002512	YALI0_E03806g	YALI1_E04590g
OG0002513	YALI0_F01518g	YALI1_F02378g
OG0002514	YALI0_B05346g	YALI1_B07331g
OG0002515	YALI0_F12661g	YALI1_F17004g
OG0002516	YALI0_B11902g	YALI1_B15706g
OG0002517	YALI0_E13255g	YALI1_E16202g
OG0002518	YALI0_E29667g	YALI1_E35082g
OG0002519	YALI0_F13354g	YALI1_F17907g
OG0002520	YALI0_F13343g	YALI1_F17836g
OG0002521	YALI0_E00176g	YALI1_E00510g
OG0002522	YALI0_A00616g	YALI1_A00789g
OG0002523	YALI0_E16368g	YALI1_E19603g
OG0002524	YALI0_D09933g	YALI1_D12567g
OG0002525	YALI0_F06006g	YALI1_F08930g
OG0002526	YALI0_F18502g	YALI1_F24667g
OG0002527	YALI0_D26576g	YALI1_D35126g
OG0002528	YALI0_B01144g	YALI1_B01903g
OG0002529	YALI0_D23309g	YALI1_D30161g
OG0002530	YALI0_B10219g	YALI1_B13800g
OG0002531	YALI0_D26315g	YALI1_D34785g
OG0002532	YALI0_D15092g	YALI1_D18383g
OG0002533	YALI0_A05203g	YALI1_A05259g
OG0002534	YALI0_E13684g	YALI1_E16701g
OG0002535	YALI0_E00462g	YALI1_E00824g
OG0002536	YALI0_B00462g	YALI1_B00448g
OG0002537	YALI0_C23224g	YALI1_C32034g
OG0002538	YALI0_C13530g	YALI1_C18806g
OG0002539	YALI0_F29711g	YALI1_F37272g
OG0002540	YALI0_D00297g	YALI1_D00311g
OG0002541	YALI0_F25223g	YALI1_F32546g
OG0002542	YALI0_C17193g	YALI1_C24526g
OG0002543	YALI0_E06457g	YALI1_E07676g
OG0002544	YALI0_E05027g	YALI1_E05929g
OG0002545	YALI0_D10175g	YALI1_D12880g
OG0002546	YALI0_A03773g	YALI1_A03964g
OG0002547	YALI0_B19646g	YALI1_B25744g
OG0002548	YALI0_B18172g	YALI1_B23467g
OG0002549	YALI0_C05082g	YALI1_C06511g
OG0002550	YALI0_E32109g	YALI1_E38056g
OG0002551	YALI0_C11825g	YALI1_C16515g
OG0002552	YALI0_D15906g	YALI1_D19623g
OG0002553	YALI0_A10681g	YALI1_A10784g
OG0002554	YALI0_E16841g	YALI1_E20099g
OG0002555	YALI0_D21406g	YALI1_D27057g
OG0002556	YALI0_C09262g	YALI1_C12900g
OG0002557	YALI0_D06567g	YALI1_D08402g
OG0002558	YALI0_B22308g	YALI1_B29133g
OG0002559	YALI0_E25696g	YALI1_E30462g
OG0002560	YALI0_B02200g	YALI1_B03225g
