Orthogroup	CLIB122 Uniprot	Combined W29 annotations
OG0001631	Q6C9P5	YALI1_D12028g
OG0001632	Q6CDF7	YALI1_C01244g
OG0001633	Q6C9Z5	YALI1_D09103g
OG0001634	Q6C6C7	YALI1_E13428g
OG0001635	Q6CB96	YALI1_C28895g
OG0001636	Q6CC62	YALI1_C17078g
OG0001637	Q6C7A3	YALI1_E03067g
OG0001638	Q6CEX7	YALI1_B15928g
OG0001639	Q6C8A0	YALI1_D27074g
OG0001640	Q6CAV1	YALI1_C33193g
OG0001641	Q6CBP7	YALI1_C23873g
OG0001642	Q6BZS7	YALI1_F38882g
OG0001643	Q6CG70	YALI1_B00329g
OG0001644	Q6CG90	YALI1_A22157g
OG0001645	Q6CI77	YALI1_A01198g
OG0001646	Q6C316	YALI1_F04818g
OG0001647	Q6CF38	YALI1_B14187g
OG0001648	Q6C7C4	YALI1_E02438g
OG0001649	Q6CAR0	YALI1_D00747g
OG0001650	Q6C593	YALI1_E23899g
OG0001651	Q6C3N2	YALI1_E39579g
OG0001652	Q6C9J4	YALI1_D13403g
OG0001653	Q6C4Y1	YALI1_E26971g
OG0001654	Q6BZS6	YALI1_F38918g
OG0001655	Q6C052	YALI1_F35274g
OG0001656	Q6C6B7	YALI1_E13683g
OG0001657	Q6C2Z5	YALI1_F05695g
OG0001658	Q6CC20	YALI1_C18668g
OG0001659	Q6C3R7	YALI1_E38692g
OG0001660	Q6C688	YALI1_E14385g
OG0001661	Q6CCR7	YALI1_C09489g
OG0001662	Q6CGJ9	YALI1_A19549g
OG0001663	Q6CB70	YALI1_C29584g
OG0001664	Q6CEZ1	YALI1_B15521g
OG0001665	Q6C632	YALI1_E15865g
OG0001666	Q6C7U6	YALI1_D33465g
OG0001667	Q6C6B5	YALI1_E13718g
OG0001668	Q6CC35	YALI1_C17995g
OG0001669	Q6CEQ9	YALI1_B18265g
OG0001670	Q6CGB0	YALI1_A21797g
OG0001671	Q6CHY8	YALI1_A03669g
OG0001672	Q6CAF9	YALI1_D03904g
OG0001673	Q6CAH2	YALI1_D03561g
OG0001674	Q6C4T6	YALI1_E28170g
OG0001675	Q6C0C9	YALI1_F33189g
OG0001676	Q6C0Y3	YALI1_F27686g
OG0001677	Q6C4N1	YALI1_E30028g
OG0001678	Q6CDU7	YALI1_B27485g
OG0001679	Q6CDP0	YALI1_B29266g
OG0001680	Q6CF94	YALI1_B12204g
OG0001681	Q6CDE4	YALI1_C01596g
OG0001682	Q6CE18	YALI1_B25360g
OG0001683	Q6C610	YALI1_E16433g
OG0001684	Q6C0P3	YALI1_F30106g
OG0001685	Q6CBB4	YALI1_C28434g
OG0001686	Q6CEP3	YALI1_B18687g
OG0001687	Q6C258	YALI1_F14342g
OG0001688	Q6CCA1	YALI1_C15610g
OG0001689	Q6C6E6	YALI1_E12730g
OG0001690	Q6CBY1	YALI1_C20224g
OG0001691	Q6C1V1	YALI1_F17603g
OG0001692	Q6C4I1	YALI1_E31529g
OG0001693	Q6CDH9	YALI1_C00442g
OG0001694	Q6C1G2	YALI1_F22115g
OG0001695	Q6C445	YALI1_E35249g
OG0001696	Q6CH95	YALI1_A11141g
OG0001697	Q6C2W5	YALI1_F06991g
OG0001698	Q6CCE5	YALI1_C14106g
OG0001699	Q6CI31	YALI1_A02568g
OG0001700	Q6CBG8	YALI1_C26138g
OG0001701	Q6C623	YALI1_E16076g
OG0001702	Q6CI29	YALI1_A02653g
OG0001703	Q6CFI2	YALI1_B08817g
OG0001704	Q6CAR7	YALI1_D00537g
OG0001705	Q6C932	YALI1_D17885g
OG0001706	Q6CEM5	YALI1_B19079g
OG0001707	Q6C4K2	YALI1_E30943g
OG0001708	Q6CH35	YALI1_A13046g
OG0001709	Q6CDL5	YALI1_B29941g
OG0001710	Q6C1R8	YALI1_F18897g
OG0001711	Q6C807	YALI1_D30843g
OG0001712	Q6C9N6	YALI1_D12271g
OG0001713	Q6C9B1	YALI1_D15734g
OG0001714	Q6C409	YALI1_E36103g
OG0001715	Q6CDQ6	YALI1_B28735g
OG0001716	Q6C3K6	YALI1_E40394g
OG0001717	Q6CFY5	YALI1_B03853g
OG0001718	Q6CFS3	YALI1_B05798g
OG0001719	Q6CI96	YALI1_A00504g
OG0001720	Q6CAK5	YALI1_D02221g
OG0001721	Q6CCS8	YALI1_C09200g
OG0001722	Q6C1V9	YALI1_F17431g
OG0001723	Q6C9Y5	YALI1_D09404g
OG0001724	Q6C0J5	YALI1_F31531g
OG0001725	Q6CH94	YALI1_A11182g
OG0001726	Q6C511	YALI1_E25964g
OG0001727	Q6C6I9	YALI1_E11323g
OG0001728	Q6CC63	YALI1_C17050g
OG0001729	Q6C7Y8	YALI1_D31914g
OG0001730	Q6C8K0	YALI1_D24095g
OG0001731	Q6C9Z6	YALI1_D09068g
OG0001732	Q6C134	YALI1_F26039g
OG0001733	Q6CEY1	YALI1_B15792g
OG0001734	Q6C269	YALI1_F14024g
OG0001735	Q6CAB9	YALI1_D05244g
OG0001736	Q6C6A2	YALI1_E13963g
OG0001737	Q6CGQ3	YALI1_A17450g
OG0001738	Q6C1K2	YALI1_F20914g
OG0001739	Q6CG75	YALI1_B00198g
OG0001740	Q6CEY6	YALI1_B15655g
OG0001741	Q6C822	YALI1_D30285g
OG0001742	Q6C6H7	YALI1_E11630g
OG0001743	Q6C8K7	YALI1_D23785g
OG0001744	Q6CE17	YALI1_B25395g
OG0001745	Q6C204	YALI1_F15769g
OG0001746	Q6C7A9	YALI1_E02885g
OG0001747	Q6C5W8	YALI1_E17484g
OG0001748	Q6CFC5	YALI1_B11200g
OG0001749	Q6C9J8	YALI1_D13298g
OG0001750	Q6C285	YALI1_F13476g
OG0001751	Q6CC10	YALI1_C19005g
OG0001752	Q6C0U5	YALI1_F28633g
OG0001753	Q6C3Y6	YALI1_E36789g
OG0001754	Q6C0J1	YALI1_F31672g
OG0001755	Q6CAR1	YALI1_D00724g
OG0001756	Q6C3E6	YALI1_F00436g
OG0001757	Q6C615	YALI1_E16305g
OG0001758	Q6C9R5	YALI1_D11437g
OG0001759	Q6C3Y0	YALI1_E36900g
OG0001760	Q6CAI6	YALI1_D02936g
OG0001761	Q6CA10	YALI1_D08734g
OG0001762	Q6CG44	YALI1_B01698g
OG0001763	Q6CCU9	YALI1_C08218g
OG0001764	Q6CGG2	YALI1_A20611g
OG0001765	Q6C4L6	YALI1_E30520g
OG0001766	Q6CH51	YALI1_A12502g
OG0001767	Q6CEF5	YALI1_B21030g
OG0001768	Q6C2R6	YALI1_F08544g
OG0001769	Q6CA27	YALI1_D08251g
OG0001770	Q6C5L1	YALI1_E20423g
OG0001771	Q6C051	YALI1_F35329g
OG0001772	Q6C9Q2	YALI1_D11686g
OG0001773	Q6CGJ1	YALI1_A19829g
OG0001774	Q6C4W3	YALI1_E27367g
OG0001775	Q6C8Q2	YALI1_D22157g
OG0001776	Q6C7C6	YALI1_E02415g
OG0001777	Q6C3L1	YALI1_E40282g
OG0001778	Q6C6W6	YALI1_E06697g
OG0001779	Q6C6D2	YALI1_E13280g
OG0001780	Q6C3A6	YALI1_F02074g
OG0001781	Q6CDA6	YALI1_C03335g
OG0001782	Q6C369	YALI1_F03407g
OG0001783	Q6C824	YALI1_D30230g
OG0001784	Q6C418	YALI1_E35888g
OG0001785	Q6CHX4	YALI1_A04006g
OG0001786	Q6C478	YALI1_E34322g
OG0001787	Q6C4N8	YALI1_E29776g
OG0001788	Q6CH33	YALI1_A13100g
OG0001789	Q6C865	YALI1_D28221g
OG0001790	Q6C3I3	YALI1_E41061g
OG0001791	Q6BZP4	YALI1_F39645g
OG0001792	Q6C1U8	YALI1_F17706g
OG0001793	Q6CE49	YALI1_B24185g
OG0001794	Q6CDF0	YALI1_C01433g
OG0001795	F2Z6I0	YALI1_D14695g
OG0001796	Q6C518	YALI1_E25826g
OG0001797	Q6C3J4	YALI1_E40744g
OG0001798	Q6CGP1	YALI1_A17720g
OG0001799	Q6CA36	YALI1_D08000g
OG0001800	Q6CD95	YALI1_C03615g
OG0001801	Q6C3R4	YALI1_E38744g
OG0001802	Q6C879	YALI1_D27780g
OG0001803	Q6CAL0	YALI1_D02137g
OG0001804	Q6CC94	YALI1_C15832g
OG0001805	Q6C984	YALI1_D16314g
OG0001806	Q6CF08	YALI1_B14993g
OG0001807	Q6C0Y9	YALI1_F27470g
OG0001808	Q6CBU2	YALI1_C21924g
OG0001809	Q6C002	YALI1_F36794g
OG0001810	Q6C2I8	YALI1_F10900g
OG0001811	Q6C7P7	YALI1_D34933g
OG0001812	Q6CH23	YALI1_A13555g
OG0001813	Q6CB34	YALI1_C30632g
OG0001814	Q6C4J3	YALI1_E31186g
OG0001815	Q6CFY2	YALI1_B03979g
OG0001816	Q6C8C2	YALI1_D26496g
OG0001817	Q6CAN0	YALI1_D01548g
OG0001818	Q6C361	YALI1_F03573g
OG0001819	Q6C4X2	YALI1_E27182g
OG0001820	Q6C2C9	YALI1_F12478g
OG0001821	Q6C587	YALI1_E23967g
OG0001822	Q6C0G7	YALI1_F32232g
OG0001823	Q6C3P7	YALI1_E39295g
OG0001824	Q6C513	YALI1_E25932g
OG0001825	Q6C7E2	YALI1_E02121g
OG0001826	Q6CHV8	YALI1_A04620g
OG0001827	Q6CD33	YALI1_C05570g
OG0001828	Q6C7X6	YALI1_D32468g
OG0001829	Q6C863	YALI1_D28351g
OG0001830	Q6C766	YALI1_E04023g
OG0001831	Q6C1F5	YALI1_F22376g
OG0001832	Q6CGM4	YALI1_A18344g
OG0001833	Q6C092	YALI1_F34127g
OG0001834	Q6C2N5	YALI1_F09481g
OG0001835	Q6CC24	YALI1_C18541g
OG0001836	Q6C1I1	YALI1_F21540g
OG0001837	Q6C737	YALI1_E04823g
OG0001838	Q6C871	YALI1_D28003g
OG0001839	Q6C942	YALI1_D17564g
OG0001840	Q6CEN4	YALI1_B18854g
OG0001841	Q6CFD9	YALI1_B10449g
OG0001842	Q6C5K7	YALI1_E20510g
OG0001843	Q6C745	YALI1_E04672g
OG0001844	Q6CB44	YALI1_C30392g
OG0001845	Q6CG87	YALI1_A22236g
OG0001846	Q6CGX4	YALI1_A15274g
OG0001847	Q6C753	YALI1_E04437g
OG0001848	Q6CFI8	YALI1_B08650g
OG0001849	Q6CBI1	YALI1_C25782g
OG0001850	Q6CDF4	YALI1_C01338g
OG0001851	Q6C9L9	YALI1_D12750g
OG0001852	Q6C5H6	YALI1_E21345g
OG0001853	Q6C6S2	YALI1_E08104g
OG0001854	Q6CAS0	YALI1_D00474g
OG0001855	Q6C1Q0	YALI1_F19218g
OG0001856	Q6C387	YALI1_F02758g
OG0001857	Q6CC52	YALI1_C17609g
OG0001858	Q6C8W0	YALI1_D20381g
OG0001859	Q6C9Z7	YALI1_D09055g
OG0001860	Q6CGD5	YALI1_A21265g
OG0001861	Q6C9G3	YALI1_D14304g
OG0001862	Q6C2A0	YALI1_F13088g
OG0001863	Q6CA34	YALI1_D08050g
OG0001864	Q6CBA7	YALI1_C28593g
OG0001865	Q6CAG8	YALI1_D03663g
OG0001866	Q6CAI5	YALI1_D02990g
OG0001867	Q6C6R6	YALI1_E08228g
OG0001868	Q6C9T7	YALI1_D10865g
OG0001869	Q6C4K9	YALI1_E30725g
OG0001870	Q6C1S9	YALI1_F18276g
OG0001871	Q6C2B3	YALI1_F12917g
OG0001872	Q6C5F6	YALI1_E22159g
OG0001873	Q6C9E3	YALI1_D14725g
OG0001874	Q6C8C9	YALI1_D26263g
OG0001875	Q6CB24	YALI1_C30884g
OG0001876	Q6C485	YALI1_E34205g
OG0001877	Q6CFF5	YALI1_B09708g
OG0001878	Q6CE85	YALI1_B22905g
OG0001879	Q6C2G5	YALI1_F11417g
OG0001880	Q6C6W9	YALI1_E06583g
OG0001881	Q6CH48	YALI1_A12617g
OG0001882	Q6CFE9	YALI1_B10094g
OG0001883	Q6C091	YALI1_F34141g
OG0001884	Q6C9Y7	YALI1_D09308g
OG0001885	Q6CA22	YALI1_D08382g
OG0001886	Q6CHW4	YALI1_A04415g
OG0001887	Q6C9L8	YALI1_D12760g
OG0001888	Q6CHG9	YALI1_A08787g
OG0001889	B5FVH2	YALI1_E09817g
OG0001890	Q6CI58	YALI1_A01888g
OG0001891	Q6BZT0	YALI1_F38856g
OG0001892	Q6C290	YALI1_F13373g
OG0001893	Q6C333	YALI1_F04236g
OG0001894	Q6CAS5	YALI1_D00352g
OG0001895	Q6C8T9	YALI1_D21022g
OG0001896	Q6CBM2	YALI1_C24707g
OG0001897	Q6CF27	YALI1_B14492g
OG0001898	Q6CAG0	YALI1_D03888g
OG0001899	Q6C439	YALI1_E35388g
OG0001900	Q6CCJ5	YALI1_C12121g
OG0001901	Q6CFM2	YALI1_B07762g
OG0001902	Q6CHC3	YALI1_A10199g
OG0001903	Q6C881	YALI1_D27748g
OG0001904	Q6CGK3	YALI1_A19459g
OG0001905	Q6C5Q3	YALI1_E19337g
OG0001906	Q6C4N6	YALI1_E29840g
OG0001907	Q6CDK9	YALI1_B30066g
OG0001908	Q6CA14	YALI1_D08621g
OG0001909	Q6CFD3	YALI1_B10635g
OG0001910	Q6C005	YALI1_F36733g
OG0001911	Q6CEG3	YALI1_B20834g
OG0001912	Q6C516	YALI1_E25866g
OG0001913	Q6CEA7	YALI1_B22372g
OG0001914	Q6CG15	YALI1_B02672g
OG0001915	Q6CCP6	YALI1_C10232g
OG0001916	Q6CDE2	YALI1_C01720g
OG0001917	Q6C1B6	YALI1_F23446g
OG0001918	Q6CFK7	YALI1_B08156g
OG0001919	Q6CI76	YALI1_A01240g
OG0001920	Q6CHL6	YALI1_A07201g
OG0001921	Q6C716	YALI1_E05538g
OG0001922	Q6CAT2	YALI1_D00221g
OG0001923	Q6C6B2	YALI1_E13765g
OG0001924	Q6CF45	YALI1_B13973g
OG0001925	Q6C7W6	YALI1_D32832g
OG0001926	Q6C2G7	YALI1_F11363g
OG0001927	Q6C433	YALI1_E35520g
OG0001928	Q6CDU3	YALI1_B27570g
OG0001929	Q6CC09	YALI1_C19123g
OG0001930	Q6CD09	YALI1_C06298g
OG0001931	Q6C571	YALI1_E24391g
OG0001932	Q6CEL2	YALI1_B19429g
OG0001933	Q6C7R8	YALI1_D34258g
OG0001934	Q6C918	YALI1_D18373g
OG0001935	Q6C2L9	YALI1_F09896g
OG0001936	Q6C415	YALI1_E35982g
OG0001937	Q6C336	YALI1_F04157g
OG0001938	Q6CEV7	YALI1_B16504g
OG0001939	Q6CAL8	YALI1_D01960g
OG0001940	Q6CIA0	YALI1_A00375g
OG0001941	Q6CAZ8	YALI1_C31888g
OG0001942	Q6C5K0	YALI1_E20677g
OG0001943	Q6CD94	YALI1_C03674g
OG0001944	Q6C0J7	YALI1_F31493g
OG0001945	Q6CGJ6	YALI1_A19675g
OG0001946	Q6C4Q3	YALI1_E29263g
OG0001947	Q6C2D2	YALI1_F12365g
OG0001948	Q6C6T3	YALI1_E07790g
OG0001949	Q6C5D1	YALI1_E22859g
OG0001950	Q6CDF2	YALI1_C01393g
OG0001951	Q6CFB5	YALI1_B11607g
OG0001952	Q6CCS3	YALI1_C09343g
OG0001953	Q6CC58	YALI1_C17187g
OG0001954	Q6CGU9	YALI1_A15978g
OG0001955	Q6C845	YALI1_D29457g
OG0001956	Q6C337	YALI1_F04130g
OG0001957	B5RSM3	YALI1_F37248g
OG0001958	Q6CG12	YALI1_B02781g
OG0001959	Q6CAB6	YALI1_D05320g
OG0001960	Q6C544	YALI1_E25189g
OG0001961	Q6C728	YALI1_E05158g
OG0001962	Q6CBI5	YALI1_C25621g
OG0001963	Q6CCH1	YALI1_C13093g
OG0001964	Q6CBP3	YALI1_C23948g
OG0001965	Q6CF15	YALI1_B14804g
OG0001966	Q6C4K1	YALI1_E30958g
OG0001967	Q6C2V6	YALI1_F07384g
OG0001968	Q6CFQ7	YALI1_B06447g
OG0001969	Q6CFL1	YALI1_B07983g
OG0001970	Q6CB21	YALI1_C30946g
OG0001971	Q6C4Q5	YALI1_E29221g
OG0001972	Q6CHM7	YALI1_A06778g
OG0001973	Q6CFJ3	YALI1_B08531g
OG0001974	Q6CFX8	YALI1_B04123g
OG0001975	Q6CHX7	YALI1_A03907g
OG0001976	Q6CBC9	YALI1_C27922g
OG0001977	Q6C860	YALI1_D28537g
OG0001978	Q6C5C4	YALI1_E23014g
OG0001979	Q6C2S6	YALI1_F08260g
OG0001980	Q6C470	YALI1_E34525g
OG0001981	Q6CEI8	YALI1_B20153g
OG0001982	Q6CB18	YALI1_C31086g
OG0001983	Q6C694	YALI1_E14164g
OG0001984	Q6C4T2	YALI1_E28465g
OG0001985	Q6C2S8	YALI1_F08183g
OG0001986	Q6C4N9	YALI1_E29719g
OG0001987	Q6C4S1	YALI1_E28808g
OG0001988	Q6C1S8	YALI1_F18357g
OG0001989	Q6CCD7	YALI1_C14500g
OG0001990	Q6C2B9	YALI1_F12757g
OG0001991	Q6CAA7	YALI1_D05538g
OG0001992	Q6C9L4	YALI1_D12858g
OG0001993	Q6CGP3	YALI1_A17651g
OG0001994	Q6CE02	YALI1_B25868g
OG0001995	Q6CES8	YALI1_B17695g
OG0001996	Q6CF68	YALI1_B13150g
OG0001997	Q6CI71	YALI1_A01468g
OG0001998	Q6C321	YALI1_F04594g
OG0001999	Q6C7R4	YALI1_D34395g
OG0002000	Q6CCD2	YALI1_C14774g
OG0002001	Q6C3S7	YALI1_E38443g
OG0002002	Q6C540	YALI1_E25317g
OG0002003	Q6C367	YALI1_F03452g
OG0002004	Q6C9K8	YALI1_D13019g
OG0002005	Q6C3Z3	YALI1_E36568g
OG0002006	Q6CH10	YALI1_A14079g
OG0002007	Q6C8A6	YALI1_D26956g
OG0002008	Q6C9U5	YALI1_D10623g
OG0002009	Q6CBM7	YALI1_C24533g
OG0002010	Q6CDU9	YALI1_B27454g
OG0002011	Q6CFY1	YALI1_B04007g
OG0002012	Q6CF47	YALI1_B13917g
OG0002013	Q6CA41	YALI1_D07788g
OG0002014	Q6C1N2	YALI1_F19764g
OG0002015	Q6C7J7	YALI1_E00574g
OG0002016	Q6CEZ9	YALI1_B15275g
OG0002017	Q6CFL3	YALI1_B07937g
OG0002018	Q6CFF3	YALI1_B09837g
OG0002019	Q6C113	YALI1_F26737g
OG0002020	Q6C118	YALI1_F26620g
OG0002021	Q6CC27	YALI1_C18268g
OG0002022	Q6C9J2	YALI1_D13496g
OG0002023	Q6C3S3	YALI1_E38561g
OG0002024	Q6C8T7	YALI1_D21031g
OG0002025	Q6CGZ2	YALI1_A14670g
OG0002026	Q6CHK2	YALI1_A07538g
OG0002027	Q6CAI0	YALI1_D03167g
OG0002028	Q6C909	YALI1_D18577g
OG0002029	Q6C4T1	YALI1_E28490g
OG0002030	Q6C0D3	YALI1_F33061g
OG0002031	Q6CDT2	YALI1_B27857g
OG0002032	Q6C508	YALI1_E26021g
OG0002033	Q6C630	YALI1_E15939g
OG0002034	W0TYM3	YALI1_E21615g
OG0002035	Q6CHG0	YALI1_A09100g
OG0002036	Q6CDX5	YALI1_B26763g
OG0002037	Q6CBK2	YALI1_C25244g
OG0002038	Q6CGA9	YALI1_A21835g
OG0002039	Q6CFZ7	YALI1_B03198g
OG0002040	Q6C805	YALI1_D30899g
OG0002041	Q6CBV9	YALI1_C21298g
OG0002042	Q6C7I0	YALI1_E01057g
OG0002043	Q6CAP2	YALI1_D01188g
OG0002044	Q6C0A1	YALI1_F33951g
OG0002045	Q6C7U5	YALI1_D33504g
OG0002046	Q6C6K6	YALI1_E10712g
OG0002047	Q6CED0	YALI1_B21675g
OG0002048	Q6CGB4	YALI1_A21711g
OG0002049	Q6C6K1	YALI1_E10899g
OG0002050	Q6C895	YALI1_D27181g
OG0002051	Q6CD01	YALI1_C06532g
OG0002052	Q6C896	YALI1_D27163g
OG0002053	Q6C0K0	YALI1_F31439g
OG0002054	Q6CBG5	YALI1_C26222g
OG0002055	Q6CDD4	YALI1_C01876g
OG0002056	Q6CDS7	YALI1_B28017g
OG0002057	Q6CF59	YALI1_B13586g
OG0002058	Q6C6Y8	YALI1_E06056g
OG0002059	Q6C7R1	YALI1_D34508g
OG0002060	Q6CB08	YALI1_C31549g
OG0002061	Q6CAM1	YALI1_D01819g
OG0002062	Q6CBK9	YALI1_C25053g
OG0002063	Q6CCM4	YALI1_C11100g
OG0002064	W0TYN3	YALI1_D29279g
OG0002065	B5RSL8	YALI1_F24408g
OG0002066	Q6CBW4	YALI1_C20953g
OG0002067	Q6C058	YALI1_F35003g
OG0002068	Q6C447	YALI1_E35181g
OG0002069	Q6CE50	YALI1_B24051g
OG0002070	Q6C891	YALI1_D27324g
OG0002071	Q6C491	YALI1_E34042g
OG0002072	Q6C8L7	YALI1_D23337g
OG0002073	Q6C742	YALI1_E04719g
OG0002074	Q6CF67	YALI1_B13179g
OG0002075	Q6CBJ8	YALI1_C25307g
OG0002076	Q6CD89	YALI1_C03874g
OG0002077	Q6CDM3	YALI1_B29779g
OG0002078	Q6CFS1	YALI1_B05891g
OG0002079	Q6BZV7	YALI1_F38191g
OG0002080	Q6C8C1	YALI1_D26511g
OG0002081	Q6C0U9	YALI1_F28490g
OG0002082	Q6CG60	YALI1_B01325g
OG0002083	Q6CAD7	YALI1_D04653g
OG0002084	Q6CFZ1	YALI1_B03610g
OG0002085	F2Z685	YALI1_A21372g
OG0002086	Q6C2E1	YALI1_F12080g
OG0002087	Q6C4B7	YALI1_E33234g
OG0002088	Q6CDA4	YALI1_C03378g
OG0002089	Q6C558	YALI1_E24735g
OG0002090	Q6C605	YALI1_E16556g
OG0002091	Q6C9A1	YALI1_D15963g
OG0002092	Q6CGF5	YALI1_A20855g
OG0002093	Q6CCV1	YALI1_C08173g
OG0002094	Q6CH59	YALI1_A12356g
OG0002095	Q6C7W9	YALI1_D32695g
OG0002096	Q6CGV1	YALI1_A15925g
OG0002097	Q6CEU9	YALI1_B16922g
OG0002098	Q6C6G0	YALI1_E12244g
OG0002099	Q6CHN2	YALI1_A06640g
OG0002100	Q6C2N3	YALI1_F09542g
OG0002101	Q6C7S8	YALI1_D33988g
OG0002102	Q6C156	YALI1_F25496g
OG0002103	Q6C218	YALI1_F15352g
OG0002104	Q6CAJ4	YALI1_D02563g
OG0002105	B5FVD0	YALI1_C26332g
OG0002106	Q6C8N0	YALI1_D22961g
OG0002107	Q6CHB3	YALI1_A10529g
OG0002108	Q6CGF3	YALI1_A20902g
OG0002109	Q6CI80	YALI1_A01122g
OG0002110	Q6C8L0	YALI1_D23693g
OG0002111	Q6C5Y5	YALI1_E17100g
OG0002112	Q6C7F1	YALI1_E01885g
OG0002113	Q6C9G5	YALI1_D14276g
OG0002114	Q6CA59	YALI1_D07271g
OG0002115	Q6C4Y2	YALI1_E26930g
OG0002116	Q6CAU3	YALI1_C33332g
OG0002117	Q6C1Q7	YALI1_F19126g
OG0002118	Q6C2Q9	YALI1_F08705g
OG0002119	Q6C4G4	YALI1_E31947g
OG0002120	Q6C686	YALI1_E14451g
OG0002121	Q6C6E7	YALI1_E12711g
OG0002122	Q6CEQ4	YALI1_B18384g
OG0002123	Q6C7P3	YALI1_D35025g
OG0002124	Q6C648	YALI1_E15452g
OG0002125	Q6C6L0	YALI1_E10455g
OG0002126	Q6CFU0	YALI1_B05295g
OG0002127	Q6CI83	YALI1_A00983g
OG0002128	Q6C2R0	YALI1_F08683g
OG0002129	Q6C7Q3	YALI1_D34758g
OG0002130	Q6CI27	YALI1_A02728g
OG0002131	Q6CBE1	YALI1_C27012g
OG0002132	Q6C999	YALI1_D15974g
OG0002133	Q6C9F0	YALI1_D14560g
OG0002134	Q6CE87	YALI1_B22853g
OG0002135	Q6C6R9	YALI1_E08176g
OG0002136	Q6CF23	YALI1_B14615g
OG0002137	Q6C0H4	YALI1_F32010g
OG0002138	Q6CE21	YALI1_B25223g
OG0002139	Q6C1C1	YALI1_F23368g
OG0002140	Q6C9N4	YALI1_D12315g
OG0002141	Q6CF16	YALI1_B14793g
OG0002142	Q6CC19	YALI1_C18750g
OG0002143	Q6CD86	YALI1_C03933g
OG0002144	Q6CFT7	YALI1_B05364g
OG0002145	Q6CHW0	YALI1_A04561g
OG0002146	Q6C6E3	YALI1_E12847g
OG0002147	Q6C144	YALI1_F25792g
OG0002148	Q6C4W8	YALI1_E27229g
OG0002149	Q6CD66	YALI1_C04490g
OG0002150	Q6CH68	YALI1_A12085g
OG0002151	Q6C0E1	YALI1_F32792g
OG0002152	Q6C262	YALI1_F14213g
OG0002153	Q6C304	YALI1_F05415g
OG0002154	Q6CGS6	YALI1_A16509g
OG0002155	Q6CDJ4	YALI1_B30337g
OG0002156	Q6CHC0	YALI1_A10318g
OG0002157	Q6C2J3	YALI1_F10760g
OG0002158	Q6CHT5	YALI1_A05254g
OG0002159	Q6C2W0	YALI1_F07246g
OG0002160	Q6C3Q4	YALI1_E39193g
OG0002161	Q6CHX0	YALI1_A04119g
OG0002162	F2Z5Y1	YALI1_C07239g
OG0002163	Q6C275	YALI1_F13719g
OG0002164	Q6CF97	YALI1_B12101g
OG0002165	Q6CEQ5	YALI1_B18368g
OG0002166	Q6CFI6	YALI1_B08721g
OG0002167	Q6C3D2	YALI1_F01078g
OG0002168	Q6CFL6	YALI1_B07853g
OG0002169	Q6CHK5	YALI1_A07405g
OG0002170	Q6C0T4	YALI1_F28995g
OG0002171	Q6CHD1	YALI1_A09996g
OG0002172	Q6C7X7	YALI1_D32435g
OG0002173	Q6CGI1	YALI1_A20113g
OG0002174	Q6C8W7	YALI1_D20164g
OG0002175	Q6C1A4	YALI1_F23867g
OG0002176	Q6C870	YALI1_D28033g
OG0002177	Q6CES0	YALI1_B17964g
OG0002178	Q6C0N1	YALI1_F30496g
OG0002179	Q6CCP0	YALI1_C10385g
OG0002180	Q6C4A9	YALI1_E33485g
OG0002181	Q6C4X7	YALI1_E27077g
OG0002182	Q6C8H3	YALI1_D24918g
OG0002183	Q6CBY7	YALI1_C20078g
OG0002184	Q6CDP7	YALI1_B29108g
OG0002185	Q6CGQ0	YALI1_A17511g
OG0002186	Q6CHD4	YALI1_A09911g
OG0002187	Q6CGV8	YALI1_A15722g
OG0002188	Q6C0D0	YALI1_F33143g
OG0002189	Q6CHL0	YALI1_A07309g
OG0002190	Q6C2T6	YALI1_F07884g
OG0002191	Q6CCB3	YALI1_C15297g
OG0002192	Q6CC22	YALI1_C18590g
OG0002193	Q6CC49	YALI1_C17700g
OG0002194	Q6BZV4	YALI1_F38263g
OG0002195	B5FVG4	YALI1_E38178g
OG0002196	Q6C081	YALI1_F34397g
OG0002197	Q6C2J0	YALI1_F10839g
OG0002198	Q6CA75	YALI1_D06805g
OG0002199	Q6CAY2	YALI1_C32276g
OG0002200	Q6CE70	YALI1_B23385g
OG0002201	Q6C9U4	YALI1_D10668g
OG0002202	Q6C1W8	YALI1_F17138g
OG0002203	Q6CF64	YALI1_B13328g
OG0002204	Q6C5B8	YALI1_E23229g
OG0002205	Q6C8Z2	YALI1_D19134g
OG0002206	Q6CDE5	YALI1_C01576g
OG0002207	Q6C8D7	YALI1_D26036g
OG0002208	Q6C234	YALI1_F14882g
OG0002209	Q6C7A4	YALI1_E03039g
OG0002210	Q6C066	YALI1_F34798g
OG0002211	Q6CDZ6	YALI1_B25997g
OG0002212	Q6C8B0	YALI1_D26759g
OG0002213	Q6C6J5	YALI1_E11136g
OG0002214	Q6C017	YALI1_F36267g
OG0002215	Q6CDT3	YALI1_B27837g
OG0002216	Q6CEC5	YALI1_B21798g
OG0002217	Q6CCX4	YALI1_C07451g
OG0002218	Q6CDV2	YALI1_B27399g
OG0002219	Q6CH93	YALI1_A11218g
OG0002220	Q6CGZ0	YALI1_A14721g
OG0002221	Q6C3A0	YALI1_F02299g
OG0002222	Q6C664	YALI1_E14925g
