genes	orthology
YALI1_D01094g	GroupIII
YALI1_A00406g	GroupIII
YALI1_F18943g	GroupIII
YALI1_B21134g	GroupIII
YALI1_C08834g	GroupIII
YALI1_E09568g	GroupIII
YALI1_B12781g	GroupIII
YALI1_A15132g	GroupIII
YALI1_D18890g	GroupIII
YALI1_C02248g	GroupIII
YALI1_E27161g	GroupIII
YALI1_E32868g	GroupIII
YALI1_F32659g	GroupIII
YALI1_A22275g	GroupIII
YALI1_D12282g	GroupIII
YALI1_C19943g	GroupIII
YALI1_D34353g	GroupIII
YALI1_E00588g	GroupIII
YALI1_C04093g	GroupIII
YALI1_A19650g	GroupIII
YALI1_A22137g	GroupIII
YALI1_D18089g	GroupIII
YALI1_E19060g	GroupIII
YALI1_E26916g	GroupIII
YALI1_C16572g	GroupIII
YALI1_E03183g	GroupIII
YALI1_C09606g	GroupIII
YALI1_A14414g	GroupIII
YALI1_F03337g	GroupIII
YALI1_D25233g	GroupIII
YALI1_B20337g	GroupIII
YALI1_F10585g	GroupIII
YALI1_D00474g	GroupIII
YALI1_D04277g	GroupIII
YALI1_D29728g	GroupIII
YALI1_D00487g	GroupIII
YALI1_F01486g	GroupIII
YALI1_A20201g	GroupIII
YALI1_B04523g	GroupIII
YALI1_E39618g	GroupIII
YALI1_E30677g	GroupIII
YALI1_E40251g	GroupIII
YALI1_C32461g	GroupIII
YALI1_A19025g	GroupIII
YALI1_F03215g	GroupIII
YALI1_A05168g	GroupIII
YALI1_F25701g	GroupIII
YALI1_F12330g	GroupIII
YALI1_B06928g	GroupIII
YALI1_B16645g	GroupIII
YALI1_C05022g	GroupIII
YALI1_D05901g	GroupIII
YALI1_D22804g	GroupIII
YALI1_E28490g	GroupIII
YALI1_D24508g	GroupIII
YALI1_A20822g	GroupIII
YALI1_E21053g	GroupIII
YALI1_B24351g	GroupIII
YALI1_F15641g	GroupIII
YALI1_C18478g	GroupIII
YALI1_D18251g	GroupIII
YALI1_E29557g	GroupIII
YALI1_C10121g	GroupIII
YALI1_C26377g	GroupIII
YALI1_F00261g	GroupIII
YALI1_A00538g	GroupIII
YALI1_B20634g	GroupIII
YALI1_E20099g	GroupIII
YALI1_D06736g	GroupIII
YALI1_E02767g	GroupIII
YALI1_E22697g	GroupIII
YALI1_B13536g	GroupIII
YALI1_E36494g	GroupIII
YALI1_D01632g	GroupIII
YALI1_F32716g	GroupIII
YALI1_D02625g	GroupIII
YALI1_C09200g	GroupIII
YALI1_C04490g	GroupIII
YALI1_A13041g	GroupIII
YALI1_C17078g	GroupIII
YALI1_E02046g	GroupIII
YALI1_D11666g	GroupIII
YALI1_C09451g	GroupIII
YALI1_E08228g	GroupIII
YALI1_E17484g	GroupIII
YALI1_F31822g	GroupIII
YALI1_B24129g	GroupIII
YALI1_E36937g	GroupIII
YALI1_D11343g	GroupIII
YALI1_F13452g	GroupIII
YALI1_A19515g	GroupIII
YALI1_E34156g	GroupIII
YALI1_F20123g	GroupIII
YALI1_B12375g	GroupIII
YALI1_E09769g	GroupIII
YALI1_E08043g	GroupIII
YALI1_F19579g	GroupIII
YALI1_E14749g	GroupIII
YALI1_F35029g	GroupIII
YALI1_E37095g	GroupIII
YALI1_D09534g	GroupIII
YALI1_E33934g	GroupIII
YALI1_D29109g	GroupIII
YALI1_D13545g	GroupIII
YALI1_A02653g	GroupIII
YALI1_F06393g	GroupIII
YALI1_F23191g	GroupIII
YALI1_D26084g	GroupIII
YALI1_F37400g	GroupIII
YALI1_F39789g	GroupIII
YALI1_F38918g	GroupIII
YALI1_B27662g	GroupIII
YALI1_D06489g	GroupIII
YALI1_E09779g	GroupIII
YALI1_B08401g	GroupIII
YALI1_F01430g	GroupIII
YALI1_B27460g	GroupIII
YALI1_F01614g	GroupIII
YALI1_E31446g	GroupIII
YALI1_E29046g	GroupIII
YALI1_D10102g	GroupIII
YALI1_F32764g	GroupIII
YALI1_F10530g	GroupIII
YALI1_C10345g	GroupIII
YALI1_E07950g	GroupIII
YALI1_A15497g	GroupIII
YALI1_B14959g	GroupIII
YALI1_B27360g	GroupIII
YALI1_E36079g	GroupIII
YALI1_F14625g	GroupIII
YALI1_F30116g	GroupIII
YALI1_A10105g	GroupIII
YALI1_F38013g	GroupIII
YALI1_E10899g	GroupIII
YALI1_B20276g	GroupIII
YALI1_E30053g	GroupIII
YALI1_F34236g	GroupIII
YALI1_D23094g	GroupIII
YALI1_A18315g	GroupIII
YALI1_F03269g	GroupIII
YALI1_E13683g	GroupIII
YALI1_C10318g	GroupIII
YALI1_E30590g	GroupIII
YALI1_D28842g	GroupIII
YALI1_F17805g	GroupIII
YALI1_B06866g	GroupIII
YALI1_E38479g	GroupIII
YALI1_C29382g	GroupIII
YALI1_F33764g	GroupIII
YALI1_A03900g	GroupIII
YALI1_E24428g	GroupIII
YALI1_A09010g	GroupIII
YALI1_E21832g	GroupIII
YALI1_D24127g	GroupIII
YALI1_E00527g	GroupIII
YALI1_A03857g	GroupIII
YALI1_B15560g	GroupIII
YALI1_B00675g	GroupIII
YALI1_D05450g	GroupIII
YALI1_C11581g	GroupIII
YALI1_E05584g	GroupIII
YALI1_E38349g	GroupIII
YALI1_F36742g	GroupIII
YALI1_E02143g	GroupIII
YALI1_E35417g	GroupIII
YALI1_E04672g	GroupIII
YALI1_C31389g	GroupIII
YALI1_B00133g	GroupIII
YALI1_B24280g	GroupIII
YALI1_C06724g	GroupIII
YALI1_A10798g	GroupIII
YALI1_E18713g	GroupIII
YALI1_D29457g	GroupIII
YALI1_F04690g	GroupIII
YALI1_F19370g	GroupIII
YALI1_E14967g	GroupIII
YALI1_B01711g	GroupIII
YALI1_D29966g	GroupIII
YALI1_D05692g	GroupIII
YALI1_E41393g	GroupIII
YALI1_D15965g	GroupIII
YALI1_E06406g	GroupIII
YALI1_E08035g	GroupIII
YALI1_F04626g	GroupIII
YALI1_C24419g	GroupIII
YALI1_A16095g	GroupIII
YALI1_A08828g	GroupIII
YALI1_F11141g	GroupIII
YALI1_E21478g	GroupIII
YALI1_D14866g	GroupIII
YALI1_E04807g	GroupIII
YALI1_F26612g	GroupIII
YALI1_F23391g	GroupIII
YALI1_F10977g	GroupIII
YALI1_E11136g	GroupIII
YALI1_F31493g	GroupIII
YALI1_C08893g	GroupIII
YALI1_A01888g	GroupIII
YALI1_D05705g	GroupIII
YALI1_F17265g	GroupIII
YALI1_F31875g	GroupIII
YALI1_C00766g	GroupIII
YALI1_E29894g	GroupIII
YALI1_B08758g	GroupIII
YALI1_B09837g	GroupIII
YALI1_F37808g	GroupIII
YALI1_F38296g	GroupIII
YALI1_A10015g	GroupIII
YALI1_E33943g	GroupIII
YALI1_F01929g	GroupIII
YALI1_F13793g	GroupIII
YALI1_B29037g	GroupIII
YALI1_D01796g	GroupIII
YALI1_B19485g	GroupIII
YALI1_E38692g	GroupIII
YALI1_D31155g	GroupIII
YALI1_A18036g	GroupIII
YALI1_D01066g	GroupIII
YALI1_B17660g	GroupIII
YALI1_D33321g	GroupIII
YALI1_D32468g	GroupIII
YALI1_D27599g	GroupIII
YALI1_E03396g	GroupIII
YALI1_B15475g	GroupIII
YALI1_F09289g	GroupIII
YALI1_B04559g	GroupIII
YALI1_E10134g	GroupIII
YALI1_E07984g	GroupIII
YALI1_D25255g	GroupIII
YALI1_D01676g	GroupIII
YALI1_F30367g	GroupIII
YALI1_B22055g	GroupIII
YALI1_B02991g	GroupIII
YALI1_D33835g	GroupIII
YALI1_E28213g	GroupIII
YALI1_D12815g	GroupIII
YALI1_E21183g	GroupIII
YALI1_C03615g	GroupIII
YALI1_E14733g	GroupIII
YALI1_B05005g	GroupIII
YALI1_B16863g	GroupIII
YALI1_D15245g	GroupIII
YALI1_B29779g	GroupIII
YALI1_F08392g	GroupIII
YALI1_C03948g	GroupIII
YALI1_E08725g	GroupIII
YALI1_E02121g	GroupIII
YALI1_D17090g	GroupIII
YALI1_D34594g	GroupIII
YALI1_B22512g	GroupIII
YALI1_C18073g	GroupIII
YALI1_E14234g	GroupIII
YALI1_B04032g	GroupIII
YALI1_D26844g	GroupIII
YALI1_D23169g	GroupIII
YALI1_E36057g	GroupIII
YALI1_E26472g	GroupIII
YALI1_C03036g	GroupIII
YALI1_F39159g	GroupIII
YALI1_D04594g	GroupIII
YALI1_D08186g	GroupIII
YALI1_E38389g	GroupIII
YALI1_C00442g	GroupIII
YALI1_B18260g	GroupIII
YALI1_E06697g	GroupIII
YALI1_C19872g	GroupIII
YALI1_E09501g	GroupIII
YALI1_E16556g	GroupIII
YALI1_C13026g	GroupIII
YALI1_E32946g	GroupIII
YALI1_B21275g	GroupIII
YALI1_B25484g	GroupIII
YALI1_E09128g	GroupIII
YALI1_B04901g	GroupIII
YALI1_D29910g	GroupIII
YALI1_E26223g	GroupIII
YALI1_F03075g	GroupIII
YALI1_C05178g	GroupIII
YALI1_D32435g	GroupIII
YALI1_A20884g	GroupIII
YALI1_F28868g	GroupIII
YALI1_F15878g	GroupIII
YALI1_F36710g	GroupIII
YALI1_F32204g	GroupIII
YALI1_D19228g	GroupIII
YALI1_B18472g	GroupIII
YALI1_F29905g	GroupIII
YALI1_C21401g	GroupIII
YALI1_D13201g	GroupIII
YALI1_C28611g	GroupIII
YALI1_E36395g	GroupIII
YALI1_F28995g	GroupIII
YALI1_B21737g	GroupIII
YALI1_B22677g	GroupIII
YALI1_E01081g	GroupIII
YALI1_D32519g	GroupIII
YALI1_F25496g	GroupIII
YALI1_E39333g	GroupIII
YALI1_A19428g	GroupIII
YALI1_F22481g	GroupIII
YALI1_E24078g	GroupIII
YALI1_A20229g	GroupIII
YALI1_A01198g	GroupIII
YALI1_A09166g	GroupIII
YALI1_E13329g	GroupIII
YALI1_F35163g	GroupIII
YALI1_F15886g	GroupIII
YALI1_D14431g	GroupIII
YALI1_A10267g	GroupIII
YALI1_E32361g	GroupIII
YALI1_E26076g	GroupIII
YALI1_C13302g	GroupIII
YALI1_E18025g	GroupIII
YALI1_A14305g	GroupIII
YALI1_D18982g	GroupIII
YALI1_F11186g	GroupIII
YALI1_D23337g	GroupIII
YALI1_D29371g	GroupIII
YALI1_C07239g	GroupIII
YALI1_F29828g	GroupIII
YALI1_D30653g	GroupIII
YALI1_D19562g	GroupIII
YALI1_F24115g	GroupIII
YALI1_B10182g	GroupIII
YALI1_E01163g	GroupIII
YALI1_F03909g	GroupIII
YALI1_D20931g	GroupIII
YALI1_E34942g	GroupIII
YALI1_D05099g	GroupIII
YALI1_E40640g	GroupIII
YALI1_F34095g	GroupIII
YALI1_C07495g	GroupIII
YALI1_E38136g	GroupIII
YALI1_F22794g	GroupIII
YALI1_E35503g	GroupIII
YALI1_B01578g	GroupIII
YALI1_E27229g	GroupIII
YALI1_B15592g	GroupIII
YALI1_E39862g	GroupIII
YALI1_B20992g	GroupIII
YALI1_D21385g	GroupIII
YALI1_D23688g	GroupIII
YALI1_F24343g	GroupIII
YALI1_D20904g	GroupIII
YALI1_D21986g	GroupIII
YALI1_B14882g	GroupIII
YALI1_D04789g	GroupIII
YALI1_D22888g	GroupIII
YALI1_A00829g	GroupIII
YALI1_C06032g	GroupIII
YALI1_E25617g	GroupIII
YALI1_A09325g	GroupIII
YALI1_B22667g	GroupIII
YALI1_D27844g	GroupIII
YALI1_D03718g	GroupIII
YALI1_C26616g	GroupIII
YALI1_A01093g	GroupIII
YALI1_D21044g	GroupIII
YALI1_B22372g	GroupIII
YALI1_D11810g	GroupIII
YALI1_D22313g	GroupIII
YALI1_A02552g	GroupIII
YALI1_D28404g	GroupIII
YALI1_F10839g	GroupIII
YALI1_E03651g	GroupIII
YALI1_F19140g	GroupIII
YALI1_A20739g	GroupIII
YALI1_F34712g	GroupIII
YALI1_C13817g	GroupIII
YALI1_C04818g	GroupIII
YALI1_E03507g	GroupIII
YALI1_F36059g	GroupIII
YALI1_C19395g	GroupIII
YALI1_D09897g	GroupIII
YALI1_E27339g	GroupIII
YALI1_F34264g	GroupIII
YALI1_F08930g	GroupIII
YALI1_E14535g	GroupIII
YALI1_D20381g	GroupIII
YALI1_E36847g	GroupIII
YALI1_E25955g	GroupIII
YALI1_D14915g	GroupIII
YALI1_E32722g	GroupIII
YALI1_B16968g	GroupIII
YALI1_F00976g	GroupIII
YALI1_E29512g	GroupIII
YALI1_A20370g	GroupIII
YALI1_D30249g	GroupIII
YALI1_C11100g	GroupIII
YALI1_A09372g	GroupIII
YALI1_A05527g	GroupIII
YALI1_F19938g	GroupIII
YALI1_E28545g	GroupIII
YALI1_A20484g	GroupIII
YALI1_F07655g	GroupIII
YALI1_B15792g	GroupIII
YALI1_E38744g	GroupIII
YALI1_C33055g	GroupIII
YALI1_A01468g	GroupIII
YALI1_B27280g	GroupIII
YALI1_D03167g	GroupIII
YALI1_F09314g	GroupIII
YALI1_E14489g	GroupIII
YALI1_E32054g	GroupIII
YALI1_B04391g	GroupIII
YALI1_A22330g	GroupIII
YALI1_D05195g	GroupIII
YALI1_F02942g	GroupIII
YALI1_C08983g	GroupIII
YALI1_E33843g	GroupIII
YALI1_B18645g	GroupIII
YALI1_E31034g	GroupIII
YALI1_E14505g	GroupIII
YALI1_E04590g	GroupIII
YALI1_B09299g	GroupIII
YALI1_F24079g	GroupIII
YALI1_F33791g	GroupIII
YALI1_C30078g	GroupIII
YALI1_D08402g	GroupIII
YALI1_F13875g	GroupIII
YALI1_D06828g	GroupIII
YALI1_F29765g	GroupIII
YALI1_F02309g	GroupIII
YALI1_D34739g	GroupIII
YALI1_B04747g	GroupIII
YALI1_A22496g	GroupIII
YALI1_C08922g	GroupIII
YALI1_E29939g	GroupIII
YALI1_F26012g	GroupIII
YALI1_F18152g	GroupIII
YALI1_E20995g	GroupIII
YALI1_E40282g	GroupIII
YALI1_D01036g	GroupIII
YALI1_F33403g	GroupIII
YALI1_B05404g	GroupIII
YALI1_E00869g	GroupIII
YALI1_D20968g	GroupIII
YALI1_D10316g	GroupIII
YALI1_F24564g	GroupIII
YALI1_F29253g	GroupIII
YALI1_D20018g	GroupIII
YALI1_F17547g	GroupIII
YALI1_C21544g	GroupIII
YALI1_F37068g	GroupIII
YALI1_E31717g	GroupIII
YALI1_E29005g	GroupIII
YALI1_E19316g	GroupIII
YALI1_D01890g	GroupIII
YALI1_C32609g	GroupIII
YALI1_E28680g	GroupIII
YALI1_D27748g	GroupIII
YALI1_B26235g	GroupIII
YALI1_A21449g	GroupIII
YALI1_B02717g	GroupIII
YALI1_E18212g	GroupIII
YALI1_F11583g	GroupIII
YALI1_E32908g	GroupIII
YALI1_F27132g	GroupIII
YALI1_D13388g	GroupIII
YALI1_F27968g	GroupIII
YALI1_E07522g	GroupIII
YALI1_B03404g	GroupIII
YALI1_E17829g	GroupIII
YALI1_D00273g	GroupIII
YALI1_B02637g	GroupIII
YALI1_E27059g	GroupIII
YALI1_C06681g	GroupIII
YALI1_F21426g	GroupIII
YALI1_C11707g	GroupIII
YALI1_F26620g	GroupIII
YALI1_F07907g	GroupIII
YALI1_E28150g	GroupIII
YALI1_B29753g	GroupIII
YALI1_B22499g	GroupIII
YALI1_F07504g	GroupIII
YALI1_D11203g	GroupIII
YALI1_B06110g	GroupIII
YALI1_C03969g	GroupIII
YALI1_F24332g	GroupIII
YALI1_C11096g	GroupIII
YALI1_D11623g	GroupIII
YALI1_F14746g	GroupIII
YALI1_C09552g	GroupIII
YALI1_F37770g	GroupIII
YALI1_D09623g	GroupIII
YALI1_E35012g	GroupIII
YALI1_B18687g	GroupIII
YALI1_A09139g	GroupIII
YALI1_F29691g	GroupIII
YALI1_E32357g	GroupIII
YALI1_C13038g	GroupIII
YALI1_E05403g	GroupIII
YALI1_D19087g	GroupIII
YALI1_C30653g	GroupIII
YALI1_E24287g	GroupIII
YALI1_D19365g	GroupIII
YALI1_F11020g	GroupIII
YALI1_C30524g	GroupIII
YALI1_F17215g	GroupIII
YALI1_C07721g	GroupIII
YALI1_E13963g	GroupIII
YALI1_F19841g	GroupIII
YALI1_D03245g	GroupIII
YALI1_A01717g	GroupIII
YALI1_C26276g	GroupIII
YALI1_E23525g	GroupIII
YALI1_B25734g	GroupIII
YALI1_D34213g	GroupIII
YALI1_E40327g	GroupIII
YALI1_F12254g	GroupIII
YALI1_C33245g	GroupIII
YALI1_E10455g	GroupIII
YALI1_F38386g	GroupII
YALI1_B16544g	GroupII
YALI1_E01589g	GroupII
YALI1_C33458g	GroupII
YALI1_F27356g	GroupII
YALI1_C14787g	GroupII
YALI1_F26793g	GroupII
YALI1_A11439g	GroupII
YALI1_B16022g	GroupII
YALI1_E00389g	GroupII
YALI1_B21935g	GroupII
YALI1_E24532g	GroupII
YALI1_D24918g	GroupII
YALI1_A17957g	GroupII
YALI1_E39210g	GroupII
YALI1_A20221g	GroupII
YALI1_F26234g	GroupII
YALI1_C32392g	GroupII
YALI1_D14500g	GroupII
YALI1_A18188g	GroupII
YALI1_D02563g	GroupII
YALI1_F05958g	GroupII
YALI1_B17964g	GroupII
YALI1_E12793g	GroupII
YALI1_E18095g	GroupII
YALI1_E09817g	GroupII
YALI1_F23922g	GroupII
YALI1_A21594g	GroupII
YALI1_D33820g	GroupII
YALI1_F02265g	GroupII
YALI1_C05931g	GroupII
YALI1_A02443g	GroupII
YALI1_F11449g	GroupII
YALI1_F01132g	GroupII
YALI1_A22192g	GroupII
YALI1_C23175g	GroupII
YALI1_F17522g	GroupII
YALI1_D21667g	GroupII
YALI1_E26742g	GroupII
YALI1_B21042g	GroupII
YALI1_B14752g	GroupII
YALI1_E33372g	GroupII
YALI1_F23047g	GroupII
YALI1_F34818g	GroupII
YALI1_D08884g	GroupII
YALI1_F39164g	GroupII
YALI1_D24069g	GroupII
YALI1_C11954g	GroupII
YALI1_E34397g	GroupII
YALI1_B17569g	GroupII
YALI1_D29951g	GroupII
YALI1_E21683g	GroupII
YALI1_C30632g	GroupII
YALI1_F24742g	GroupII
YALI1_F19764g	GroupII
YALI1_D29203g	GroupII
YALI1_E36805g	GroupII
YALI1_A06473g	GroupII
YALI1_F00866g	GroupII
YALI1_F31126g	GroupII
YALI1_C32786g	GroupII
YALI1_C12755g	GroupII
YALI1_F12504g	GroupII
YALI1_E33540g	GroupII
YALI1_B28735g	GroupII
YALI1_E07571g	GroupII
YALI1_B22905g	GroupII
YALI1_E15843g	GroupII
YALI1_E31592g	GroupII
YALI1_F38859g	GroupII
YALI1_C07670g	GroupII
YALI1_B07915g	GroupII
YALI1_D35484g	GroupII
YALI1_E37392g	GroupII
YALI1_B07220g	GroupII
YALI1_D14333g	GroupII
YALI1_F04818g	GroupII
YALI1_A17671g	GroupII
YALI1_E30234g	GroupII
YALI1_D13450g	GroupII
YALI1_C03513g	GroupII
YALI1_F09788g	GroupII
YALI1_B23794g	GroupII
YALI1_F22841g	GroupII
YALI1_B05891g	GroupII
YALI1_F12635g	GroupII
YALI1_B11183g	GroupII
YALI1_D07788g	GroupII
YALI1_E34367g	GroupII
YALI1_E39579g	GroupII
YALI1_F12176g	GroupII
YALI1_D30003g	GroupII
YALI1_B20493g	GroupII
YALI1_E10852g	GroupII
YALI1_C06994g	GroupII
YALI1_E21222g	GroupII
YALI1_F39058g	GroupII
YALI1_F16270g	GroupII
YALI1_F32067g	GroupII
YALI1_D08910g	GroupII
YALI1_D24138g	GroupII
YALI1_F15418g	GroupII
YALI1_E15521g	GroupII
YALI1_D11368g	GroupII
YALI1_C01810g	GroupII
YALI1_F22171g	GroupII
YALI1_F26058g	GroupII
YALI1_F16005g	GroupII
YALI1_D00232g	GroupII
YALI1_E40442g	GroupII
YALI1_F16702g	GroupII
YALI1_F04130g	GroupII
YALI1_E22902g	GroupII
YALI1_B12966g	GroupII
YALI1_D17666g	GroupII
YALI1_D30285g	GroupII
YALI1_E38020g	GroupII
YALI1_D02316g	GroupII
YALI1_A11500g	GroupII
YALI1_F28146g	GroupII
YALI1_D12342g	GroupII
YALI1_A17433g	GroupII
YALI1_B17773g	GroupII
YALI1_E18622g	GroupII
YALI1_E37812g	GroupII
YALI1_B17805g	GroupII
YALI1_F05979g	GroupII
YALI1_E29074g	GroupII
YALI1_B04138g	GroupII
YALI1_F31854g	GroupII
YALI1_E34042g	GroupII
YALI1_C16275g	GroupII
YALI1_A09996g	GroupII
YALI1_D15362g	GroupII
YALI1_A07649g	GroupII
YALI1_E14805g	GroupII
YALI1_B20935g	GroupII
YALI1_F11308g	GroupII
YALI1_B13888g	GroupII
YALI1_C05757g	GroupII
YALI1_F17930g	GroupII
YALI1_E12987g	GroupII
YALI1_A04815g	GroupII
YALI1_A18817g	GroupII
YALI1_C28434g	GroupII
YALI1_E14925g	GroupII
YALI1_E16097g	GroupII
YALI1_E40995g	GroupII
YALI1_C19866g	GroupII
YALI1_E01251g	GroupII
YALI1_F21192g	GroupII
YALI1_E08021g	GroupII
YALI1_E25675g	GroupII
YALI1_A14670g	GroupII
YALI1_C29148g	GroupII
YALI1_E20729g	GroupII
YALI1_C15201g	GroupII
YALI1_E17760g	GroupII
YALI1_E01392g	GroupII
YALI1_B01317g	GroupII
YALI1_A00983g	GroupII
YALI1_F23719g	GroupII
YALI1_E14604g	GroupII
YALI1_E16820g	GroupII
YALI1_E20885g	GroupII
YALI1_B29742g	GroupII
YALI1_F25999g	GroupII
YALI1_F35610g	GroupII
YALI1_D15937g	GroupII
YALI1_F11261g	GroupII
YALI1_D15848g	GroupII
YALI1_B20834g	GroupII
YALI1_B29266g	GroupII
YALI1_A20149g	GroupII
YALI1_F25570g	GroupII
YALI1_E19757g	GroupII
YALI1_A02546g	GroupII
YALI1_D13108g	GroupII
YALI1_F31934g	GroupII
YALI1_D13788g	GroupII
YALI1_F15817g	GroupII
YALI1_A20320g	GroupII
YALI1_B16687g	GroupII
YALI1_E27406g	GroupII
YALI1_D32002g	GroupII
YALI1_B23420g	GroupII
YALI1_E07874g	GroupII
YALI1_A05229g	GroupII
YALI1_A16461g	GroupII
YALI1_A14703g	GroupII
YALI1_B02533g	GroupII
YALI1_F15859g	GroupII
YALI1_F39645g	GroupII
YALI1_F33426g	GroupII
YALI1_F31689g	GroupII
YALI1_A10619g	GroupII
YALI1_F33587g	GroupII
YALI1_F06236g	GroupII
YALI1_E06441g	GroupII
YALI1_C08040g	GroupII
YALI1_E30707g	GroupII
YALI1_E31805g	GroupII
YALI1_F22568g	GroupII
YALI1_F29944g	GroupII
YALI1_F31587g	GroupII
YALI1_F07819g	GroupII
YALI1_E04278g	GroupII
YALI1_D03412g	GroupII
YALI1_F37540g	GroupII
YALI1_F38869g	GroupII
YALI1_E29776g	GroupII
YALI1_A15722g	GroupII
YALI1_E05145g	GroupII
YALI1_F03481g	GroupII
YALI1_C24124g	GroupII
YALI1_B16087g	GroupII
YALI1_C33270g	GroupII
YALI1_B30182g	GroupII
YALI1_B14804g	GroupII
YALI1_B10891g	GroupII
YALI1_B11983g	GroupII
YALI1_D07299g	GroupII
YALI1_B06607g	GroupII
YALI1_D24626g	GroupII
YALI1_C16305g	GroupII
YALI1_E02468g	GroupII
YALI1_E13132g	GroupII
YALI1_E19826g	GroupII
YALI1_C03674g	GroupII
YALI1_F38551g	GroupII
YALI1_C33193g	GroupII
YALI1_E33234g	GroupII
YALI1_C18750g	GroupII
YALI1_D23224g	GroupII
YALI1_C23359g	GroupII
YALI1_D09488g	GroupII
YALI1_D02416g	GroupII
YALI1_A19759g	GroupII
YALI1_A07381g	GroupII
YALI1_F34472g	GroupII
YALI1_E38491g	GroupII
YALI1_A21565g	GroupII
YALI1_B30123g	GroupII
YALI1_C03378g	GroupII
YALI1_D27995g	GroupII
YALI1_D35394g	GroupII
YALI1_D03278g	GroupII
YALI1_B15852g	GroupII
YALI1_F03974g	GroupII
YALI1_D02085g	GroupII
YALI1_F36996g	GroupII
YALI1_F29640g	GroupII
YALI1_D03144g	GroupII
YALI1_B20777g	GroupII
YALI1_D35435g	GroupII
YALI1_E05329g	GroupII
YALI1_B09310g	GroupII
YALI1_C30541g	GroupII
YALI1_F09317g	GroupII
YALI1_E25400g	GroupII
YALI1_C05710g	GroupII
YALI1_F27834g	GroupII
YALI1_D05370g	GroupII
YALI1_C32137g	GroupII
YALI1_E02102g	GroupII
YALI1_F24126g	GroupII
YALI1_F23399g	GroupII
YALI1_F04763g	GroupII
YALI1_E08176g	GroupII
YALI1_E05285g	GroupII
YALI1_D34508g	GroupII
YALI1_E12103g	GroupII
YALI1_E37419g	GroupII
YALI1_D17564g	GroupII
YALI1_F39183g	GroupII
YALI1_D26610g	GroupII
YALI1_E31131g	GroupII
YALI1_E24633g	GroupII
YALI1_E04033g	GroupII
YALI1_B04466g	GroupII
YALI1_D35119g	GroupII
YALI1_B13150g	GroupII
YALI1_E37063g	GroupII
YALI1_C03774g	GroupII
YALI1_A16988g	GroupII
YALI1_E10712g	GroupII
YALI1_E15606g	GroupII
YALI1_B25062g	GroupII
YALI1_F39665g	GroupII
YALI1_D20695g	GroupII
YALI1_B05226g	GroupII
YALI1_E24174g	GroupII
YALI1_A02561g	GroupII
YALI1_E23945g	GroupII
YALI1_C15186g	GroupII
YALI1_D12880g	GroupII
YALI1_D27547g	GroupII
YALI1_C29920g	GroupII
YALI1_B07500g	GroupII
YALI1_D06408g	GroupII
YALI1_C01876g	GroupII
YALI1_A00558g	GroupII
YALI1_B19713g	GroupII
YALI1_E01885g	GroupII
YALI1_F37248g	GroupII
YALI1_D10022g	GroupII
YALI1_E23555g	GroupII
YALI1_F39620g	GroupII
YALI1_B18460g	GroupII
YALI1_E14003g	GroupII
YALI1_E20423g	GroupII
YALI1_E02305g	GroupII
YALI1_D31387g	GroupII
YALI1_A06149g	GroupII
YALI1_D29852g	GroupII
YALI1_C21298g	GroupII
YALI1_F09456g	GroupII
YALI1_F17520g	GroupII
YALI1_F02289g	GroupII
YALI1_E36365g	GroupII
YALI1_F32330g	GroupII
YALI1_E02454g	GroupII
YALI1_E34711g	GroupII
YALI1_E05681g	GroupII
YALI1_E11289g	GroupII
YALI1_B01962g	GroupII
YALI1_E20635g	GroupII
YALI1_D00995g	GroupII
YALI1_E37198g	GroupII
YALI1_D14156g	GroupII
YALI1_F10342g	GroupII
YALI1_B10130g	GroupII
YALI1_E26860g	GroupII
YALI1_B22266g	GroupII
YALI1_D20359g	GroupII
YALI1_F00286g	GroupII
YALI1_B25744g	GroupII
YALI1_B06015g	GroupII
YALI1_C00615g	GroupII
YALI1_C28396g	GroupII
YALI1_A11231g	GroupII
YALI1_F10122g	GroupII
YALI1_E02239g	GroupII
YALI1_C19005g	GroupII
YALI1_F32989g	GroupII
YALI1_D12447g	GroupII
YALI1_F33331g	GroupI
YALI1_C15964g	GroupI
YALI1_B15587g	GroupI
YALI1_D13013g	GroupI
YALI1_E28903g	GroupI
YALI1_E07578g	GroupI
YALI1_F36321g	GroupI
YALI1_A01249g	GroupI
YALI1_E02744g	GroupI
YALI1_F08784g	GroupI
YALI1_E24479g	GroupI
YALI1_D26671g	GroupI
YALI1_C10385g	GroupI
YALI1_C01161g	GroupI
YALI1_D10721g	GroupI
YALI1_D22568g	GroupI
YALI1_D21145g	GroupI
YALI1_C14709g	GroupI
YALI1_A03937g	GroupI
YALI1_F33381g	GroupI
YALI1_E24824g	GroupI
YALI1_F13134g	GroupI
YALI1_F33008g	GroupI
YALI1_E31679g	GroupI
YALI1_A00504g	GroupI
YALI1_D02936g	GroupI
YALI1_E16531g	GroupI
YALI1_C06394g	GroupI
YALI1_A14189g	GroupI
YALI1_F38998g	GroupI
YALI1_F11396g	GroupI
YALI1_E13926g	GroupI
YALI1_B06809g	GroupI
YALI1_D34643g	GroupI
YALI1_B02149g	GroupI
YALI1_D11115g	GroupI
YALI1_E23994g	GroupI
YALI1_F19610g	GroupI
YALI1_F05312g	GroupI
YALI1_B07413g	GroupI
