genes	logFC	logCPM	PValue	FDR	Portein_names
KLMA_50449	-0.216227724	4.588116097	0.069618895	0.174137091	uncharacterized protein KLMA_50449
KLMA_40411	-0.215583767	3.732216284	0.149792759	0.302016612	meiosis-specific protein HOP1
KLMA_60400	-0.215515756	2.95270795	0.206000646	0.372743493	SAGA-associated factor 11
KLMA_60426	-0.215284324	0.043506449	0.471588669	0.638403772	uncharacterized protein KLMA_60426
KLMA_10664	-0.215115616	7.257419896	0.000618229	0.004552159	uncharacterized protein KLMA_10664
KLMA_40350	-0.214939983	6.04136075	0.012189966	0.048034124	cohesin subunit SCC3
KLMA_50233	-0.214897695	7.480021392	0.002111325	0.012383491	uncharacterized protein KLMA_50233
KLMA_10297	-0.213887875	6.85435461	0.00354675	0.018497313	uridine nucleosidase
KLMA_40316	-0.213132315	5.228362417	0.024416591	0.081810777	serine/threonine protein kinase family protein
KLMA_40572	-0.212941394	7.503102734	0.021409928	0.073777456	uncharacterized protein KLMA_40572
KLMA_50502	-0.212648293	6.488976	0.018946536	0.067736535	DNA-directed RNA polymerase I subunit RPA14
KLMA_60382	-0.212642088	5.644734479	0.027630769	0.089605806	probable gluconokinase
KLMA_70100	-0.21228206	5.423797373	0.022093462	0.075595215	kinetochore-associated protein NNF1
KLMA_80195	-0.212191737	9.416416264	0.002704103	0.015007304	"beta-1,3-glucanosyltransferase"
KLMA_60468	-0.212052789	6.655997807	0.012468561	0.048796591	tRNA-dihydrouridine synthase 2
KLMA_20768	-0.211027451	7.697695358	0.062555446	0.162335905	glucosamine 6-phosphate N-acetyltransferase
KLMA_10421	-0.21091864	5.556649901	0.01334292	0.051470101	pre-mRNA-processing factor 39
KLMA_10780	-0.210884682	6.753079313	0.003720363	0.019134989	elongator complex protein 3
KLMA_80299	-0.210612954	9.420577963	0.002178663	0.012687047	L-aminoadipate-semialdehyde dehydrogenase
KLMA_50014	-0.210372716	6.599742648	0.005623268	0.026222073	protein ECM1
KLMA_60477	-0.209769666	5.681008324	0.047157814	0.132528776	protein AIR2
KLMA_60357	-0.209728863	6.375494472	0.004515255	0.022030623	NADH kinase POS5
KLMA_10024	-0.209719982	8.528704872	0.004539729	0.022127754	uncharacterized protein KLMA_10024
KLMA_30612	-0.209534065	6.295958823	0.009590392	0.03996767	protein SUA5
KLMA_60205	-0.208944322	4.7583098	0.033304079	0.103180217	conserved hypothetical phospatase and actin regulator 2
KLMA_20731	-0.208755388	6.989943187	0.000901731	0.006182179	mitochondrial import inner membrane translocase subunit TIM22
KLMA_70366	-0.208422153	7.186413983	0.001518017	0.009490053	transcriptional activator SPT7
KLMA_50622	-0.207796423	6.036411648	0.007718795	0.033843949	exosome complex component CSL4
KLMA_60115	-0.207778212	5.822645939	0.012311735	0.048339023	dehydrodolichyl diphosphate synthetase
KLMA_10218	-0.20755043	6.014277352	0.052640662	0.143848849	uncharacterized protein KLMA_10218
KLMA_40520	-0.207519373	4.598375635	0.044286611	0.126663892	hypothetical protein KLMA_40520
KLMA_10101	-0.20742507	6.320991291	0.015133739	0.056927769	topoisomerase 1-associated factor 1
KLMA_30666	-0.207341255	4.933510433	0.045473848	0.129144662	DNA polymerase eta
KLMA_20373	-0.206865057	7.237577814	0.000477294	0.003676456	5\'-3\' exoribonuclease 2
KLMA_70087	-0.206185888	10.06398782	0.002933445	0.016023158	superoxide dismutase
KLMA_30258	-0.205852558	6.63811218	0.015461337	0.0578904	anaphase spindle elongation protein
KLMA_40048	-0.205806668	6.288948509	0.066268496	0.16845271	U1 small nuclear ribonucleoprotein component SNU71
KLMA_10730	-0.205203276	5.447740273	0.02444942	0.081864161	uncharacterized protein KLMA_10730
KLMA_70301	-0.205187504	5.801327385	0.008895656	0.037740328	peroxisomal adenine nucleotide transporter 1
KLMA_10190	-0.204992944	7.692293133	0.029011649	0.092902472	bud site selection protein 14
KLMA_40034	-0.204939269	5.689558206	0.010760646	0.043591415	methyl methanesulfonate-sensitivity protein 22
KLMA_60028	-0.204928294	7.675282595	0.002143724	0.012498609	sm-like protein LSm1
KLMA_30231	-0.204811365	5.072877957	0.02590995	0.085747067	maintenance of mitochondrial morphology protein 1
KLMA_40222	-0.204713174	5.202290231	0.024042295	0.08078011	uncharacterized protein KLMA_40222
KLMA_20788	-0.204036899	5.439463416	0.01770442	0.064510404	COMPASS component SPP1
KLMA_30387	-0.203900018	7.661882146	0.018620527	0.066943537	acyl-coenzyme A thioesterase 10
KLMA_40524	-0.203640076	8.067808734	0.004102031	0.020523988	ribose-phosphate pyrophosphokinase 1
KLMA_70154	-0.203608283	6.069500598	0.021711588	0.074499041	serine/threonine-protein kinase TEL1
KLMA_40098	-0.203487493	7.57266048	0.003521859	0.018407129	iron sulfur assembly-related protein
KLMA_60143	-0.203430126	9.84844185	0.029631195	0.094449434	tropomyosin-2
KLMA_20644	-0.203328745	6.263250915	0.004903267	0.023516439	hypothetical protein KLMA_20644
KLMA_50288	-0.20314147	10.51702633	0.015550064	0.058177653	40S ribosomal protein S10-A
KLMA_80372	-0.202920068	5.277467467	0.021518919	0.07410033	autophagy-related protein 8
KLMA_20211	-0.202636676	5.446206694	0.025610125	0.085045274	WD repeat-containing protein PAC11
KLMA_40039	-0.202236349	10.09622029	0.010127649	0.04165404	60S ribosomal protein L38
KLMA_10139	-0.202104055	6.448161619	0.023301274	0.078837063	pre-mRNA-splicing factor CWC25
KLMA_40362	-0.202094193	5.771513984	0.009204862	0.038780485	urea amidolyase
KLMA_30657	-0.202054318	6.072695518	0.015921085	0.059200045	protein ERD1
KLMA_30486	-0.201407787	7.181766902	0.003304871	0.017576401	mitochondrial inner membrane protease ATP23
KLMA_40335	-0.201203922	6.430240263	0.004885397	0.023481891	pyruvate dehydrogenase kinase
KLMA_10503	-0.201159961	7.980934861	0.000508064	0.003870392	RNA exonuclease 1
KLMA_20486	-0.200445778	5.320120578	0.043718012	0.125333592	sister chromatid cohesion protein DCC1
KLMA_40384	-0.200416578	5.829121924	0.009822521	0.040696612	tRNA modification GTPase MSS1
KLMA_70186	-0.200203767	8.513084391	0.059540579	0.156779404	purine-cytosine permease FCY2
KLMA_30188	-0.200129324	6.763879687	0.006326611	0.0287939	sister chromatid cohesion protein 1
KLMA_60191	-0.199673552	6.976307692	0.006828596	0.030492669	uncharacterized protein KLMA_60191
KLMA_30068	-0.199352504	8.292428948	0.003322048	0.01764838	37S ribosomal protein MRP17
KLMA_10667	-0.199277177	5.135012068	0.036810807	0.110590989	small nuclear ribonucleoprotein Sm D1
KLMA_20606	-0.197933982	4.183965039	0.09378047	0.215237508	hypothetical protein KLMA_20606
KLMA_40255	-0.197882687	7.016467088	0.003151074	0.016925671	translation machinery-associated protein 22
KLMA_10734	-0.197834171	7.747632997	0.007757429	0.03395189	Sm-like family protein
KLMA_80360	-0.197678092	7.301485007	0.005128584	0.024360774	ubiquitin carboxyl-terminal hydrolase 13
KLMA_30673	-0.19761161	7.199227485	0.006098287	0.027952886	vacuolar morphogenesis protein 7
KLMA_50400	-0.19747611	5.092059189	0.043305284	0.124592697	ubiquitin-related modifier 1
KLMA_70141	-0.197294379	6.874134429	0.026955402	0.088094064	cyclin CCL1
KLMA_20750	-0.197155696	5.646678935	0.023174338	0.078517251	anaphase-promoting complex subunit 1
KLMA_20216	-0.197039893	6.120692283	0.01911478	0.068196692	DUF1748 super family
KLMA_50578	-0.197032607	6.523556264	0.005570309	0.026000142	dephospho-CoA kinase CAB5
KLMA_80259	-0.196326935	4.260816885	0.249209225	0.42276565	DASH complex subunit ASK1
KLMA_80173	-0.196166504	7.815920464	0.00292	0.015970776	mitochondrial protein import protein MAS5
KLMA_30195	-0.195721134	6.221766328	0.006648431	0.029947199	DNA polymerase delta small subunit
KLMA_30152	-0.19565952	1.790429951	0.323244359	0.501800358	putative meiotic phospholipase SPO1
KLMA_60196	-0.19543191	6.984655095	0.004243676	0.021109455	ras-related protein RSR1
KLMA_60008	-0.195360593	6.020265225	0.018436088	0.06646045	probable E3 ubiquitin-protein ligase HUL5
KLMA_30583	-0.195046135	6.987559636	0.00851333	0.036503006	manganese transporter SMF1
KLMA_30176	-0.194889264	4.886845226	0.119816529	0.257661377	pre-mRNA-splicing factor SLU7
KLMA_80269	-0.194841859	4.773097789	0.057168198	0.152270435	tRNA 2\'-phosphotransferase
KLMA_10221	-0.194721846	5.179395352	0.030956729	0.097329886	DNA damage checkpoint control protein MEC3
KLMA_20199	-0.194642018	4.592377213	0.05526199	0.14882954	autophagy protein 5
KLMA_80038	-0.194512163	8.236440231	0.004133632	0.020646851	pirin-like protein
KLMA_40258	-0.194235444	6.661854393	0.004021866	0.020234621	elongator complex protein 2
KLMA_50323	-0.193904079	4.725419118	0.159797325	0.315107057	conserved hypothetical membrane protein
KLMA_20509	-0.19379273	5.095180231	0.097282062	0.220632005	pre-mRNA-splicing factor SYF2
KLMA_50320	-0.193629981	8.406952105	0.029870428	0.09502444	uncharacterized protein KLMA_50320
KLMA_60371	-0.193592019	5.312669642	0.036122124	0.109220546	DNA damage checkpoint protein 1
KLMA_10309	-0.193229944	4.700996764	0.109567161	0.241516331	family of serine hydrolases 2
KLMA_10037	-0.19318955	3.989662006	0.133227489	0.278467292	uncharacterized protein KLMA_10037
KLMA_80313	-0.192945601	3.752946557	0.100312762	0.225843556	spliceosomal protein DIB1
KLMA_20118	-0.192850114	6.117396855	0.008240338	0.035551591	uncharacterized protein KLMA_20118
KLMA_20322	-0.192629418	6.325116438	0.028785271	0.092238518	U4/U6.U5 small nuclear ribonucleoprotein
KLMA_50512	-0.192535245	5.907778551	0.009419774	0.039411747	RNA polymerase I-specific transcription initiation factor RRN5
KLMA_50268	-0.192438777	3.309652851	0.216815966	0.385636328	hypothetical protein KLMA_50268
KLMA_80364	-0.192245749	3.628931061	0.191774904	0.356679235	diphthamide biosynthesis protein 3
KLMA_20655	-0.192129627	5.150606253	0.054307257	0.146911592	polynucleotide 3\'-phosphatase
KLMA_60363	-0.191993965	5.985942252	0.028447493	0.091580135	hypothetical protein KLMA_60363
KLMA_10222	-0.191622848	6.917771399	0.005307359	0.025062527	GTP-binding protein GUF1
KLMA_60081	-0.19116511	4.778561557	0.049238686	0.136789813	mvb12 super family protein
KLMA_10156	-0.191154064	7.253074531	0.001578729	0.009776823	ubiquitin carboxyl-terminal hydrolase 12
KLMA_50345	-0.190734645	6.82847909	0.041213822	0.120507523	L-asparaginase 1
KLMA_70431	-0.190722259	8.073365297	0.011340211	0.045482883	hypothetical protein KLMA_70431
KLMA_50441	-0.190419479	4.837732226	0.055704679	0.149523086	uncharacterized protein KLMA_50441
KLMA_10426	-0.190277914	5.458646885	0.035751575	0.108531568	hypothetical protein KLMA_10426
KLMA_10535	-0.190201305	6.344233816	0.013159376	0.050924264	uncharacterized protein KLMA_10535
KLMA_20274	-0.190187654	7.535692241	0.005811549	0.026892985	mitochondrial clpX-like chaperone MCX1
KLMA_70128	-0.190165729	7.171501431	0.003951553	0.01998463	uncharacterized protein KLMA_70128
KLMA_20601	-0.190131734	8.324277393	0.004701334	0.022777964	rho-type GTPase-activating protein 1
KLMA_20267	-0.189921198	8.027284979	0.003379641	0.017915055	nuclear polyadenylated RNA-binding protein NAB2
KLMA_10330	-0.189906356	5.649108784	0.161649858	0.317210839	uncharacterized protein KLMA_10330
KLMA_10191	-0.189259328	6.895970456	0.011921107	0.047264944	importin subunit beta-2
KLMA_60096	-0.189163394	5.544328837	0.146583461	0.297651664	exodeoxyribonuclease 1
KLMA_10806	-0.188996125	6.53602962	0.005378845	0.025237124	hypothetical protein KLMA_10806
KLMA_40567	-0.18896828	7.056513884	0.114324984	0.248724207	probable E3 ubiquitin-protein ligase TOM1
KLMA_20410	-0.188927895	5.062315017	0.069428512	0.173840384	protein transport protein USE1
KLMA_30039	-0.188747077	7.099597245	0.024926903	0.083290237	GTPase NPA3
KLMA_20711	-0.188740215	4.229994119	0.142175179	0.291880822	uncharacterized protein KLMA_20711
KLMA_20048	-0.188517318	6.761419251	0.004040179	0.020305674	mannosyl-oligosaccharide glucosidase
KLMA_20709	-0.188152294	5.042519563	0.055976856	0.15000435	autophagy-related protein 14
KLMA_10656	-0.188080907	7.742684523	0.001940729	0.011508974	chitin synthase 3
KLMA_40429	-0.187730687	5.832747446	0.062739744	0.162478169	pre-mRNA-splicing factor CEF1
KLMA_20692	-0.187502509	3.8836017	0.153992583	0.308430784	pre-mRNA leakage protein 1
KLMA_70346	-0.187445524	5.887949645	0.037191211	0.111297971	DNA polymerase alpha subunit B
KLMA_20146	-0.187445179	4.533156899	0.086173354	0.202864612	DNA replication regulator SLD2
KLMA_10316	-0.187410567	5.077662887	0.054707607	0.147741386	uroporphyrinogen-III synthase
KLMA_10657	-0.1873551	4.440930461	0.135377183	0.281745039	uncharacterized protein KLMA_10657
KLMA_60050	-0.186705373	6.566301774	0.00511278	0.024309536	phosphate system positive regulatory protein PHO81
KLMA_50171	-0.186655939	7.522443834	0.038543811	0.11428688	THO complex subunit MFT1
KLMA_20404	-0.186455307	6.179550474	0.046380763	0.130724139	uncharacterized protein KLMA_20404
KLMA_70131	-0.186453695	6.154097714	0.012865861	0.049988049	uncharacterized protein KLMA_70131
KLMA_60270	-0.186215825	6.059776982	0.033390919	0.103373163	hypothetical protein KLMA_60270
KLMA_50158	-0.18552638	6.221434126	0.019440949	0.069105939	chromatin structure-remodeling complex protein RSC14
KLMA_30128	-0.185366639	7.313856466	0.011069884	0.04454617	proteasome activator BLM10
KLMA_40478	-0.185281296	6.286838988	0.035533535	0.108005006	DNA-directed RNA polymerase III subunit RPC3
KLMA_30692	-0.185162407	5.716491013	0.084805356	0.200528038	ER membrane protein complex subunit 4
KLMA_10284	-0.185084507	5.028494513	0.092406001	0.213221777	hypothetical protein KLMA_10284
KLMA_40143	-0.18489226	7.331819447	0.008190953	0.035370023	54S ribosomal protein L34
KLMA_20260	-0.184700819	6.947309333	0.002752017	0.015220915	carboxypeptidase KEX1
KLMA_30273	-0.184583464	4.972157421	0.08160446	0.194477919	TRAPP-associated protein TCA17
KLMA_20045	-0.184134391	5.722664624	0.067966993	0.171689302	mediator of RNA polymerase II transcription subunit 3
KLMA_70421	-0.183955086	4.731323211	0.094484432	0.216234719	DNA-directed RNA polymerase III subunit RPC8
KLMA_30320	-0.183607542	7.759905653	0.006354838	0.028882918	glycolipid 2-alpha-mannosyltransferase domain-containing protein
KLMA_20385	-0.183565252	6.149242844	0.020521324	0.071791472	protein LUC7
KLMA_70011	-0.183396626	9.667666075	0.005320828	0.025101669	uncharacterized protein KLMA_70011
KLMA_30590	-0.183254304	6.821831473	0.060185427	0.15787677	uncharacterized protein KLMA_30590
KLMA_10563	-0.183193131	5.097452796	0.058805165	0.155519119	e3 SUMO-protein ligase MMS21
KLMA_10707	-0.183113629	7.860875098	0.00345109	0.018174488	mannan polymerase II complex ANP1 subunit
KLMA_20759	-0.183023921	5.859972216	0.0169277	0.062321204	protein IBD2
KLMA_40119	-0.182963998	5.370958751	0.067853575	0.171689302	hypothetical protein KLMA_40119
KLMA_40171	-0.182213556	5.602390419	0.032984018	0.102506457	uncharacterized protein KLMA_40171
KLMA_20804	-0.18211488	7.732841007	0.033151077	0.102893639	uncharacterized protein KLMA_20804
KLMA_20817	-0.181800705	6.675637313	0.013467453	0.051867893	amino-acid acetyltransferase
KLMA_30724	-0.181714882	11.76676258	0.03080663	0.096920858	probable pyridoxine biosynthesis protein SNZ3
KLMA_30594	-0.181574377	8.319460918	0.002277687	0.013089354	proteasome component C1
KLMA_30530	-0.181527597	5.796700698	0.083808249	0.19884964	5-aminolevulinate synthase
KLMA_40368	-0.181291926	8.615579468	0.026180173	0.086287712	NAD-binding saccharopine dehydrogenase
KLMA_50232	-0.181011209	6.434052377	0.025482215	0.084678555	S-adenosylmethionine permease SAM3
KLMA_60376	-0.18059623	6.900307892	0.003620788	0.018730391	SWI/SNF chromatin-remodeling complex subunit SWI1
KLMA_20746	-0.180302197	8.286929749	0.004896595	0.02351239	hypothetical protein KLMA_20746
KLMA_40490	-0.180169116	6.560330615	0.02133423	0.073718598	uncharacterized protein KLMA_40490
KLMA_30356	-0.179635835	5.980850805	0.066939481	0.16990667	transcriptional regulatory protein LGE1
KLMA_20298	-0.178992814	2.270494584	0.325422758	0.504374044	N6-adenosine-methyltransferase IME4
KLMA_70060	-0.17895853	3.935578201	0.199922507	0.36593296	uncharacterized protein KLMA_70060
KLMA_70256	-0.178609423	4.923835927	0.224981877	0.394411565	DASH complex subunit DAD4
KLMA_10595	-0.178233168	6.431877907	0.014994497	0.056579701	eukaryotic translation initiation factor 6
KLMA_70030	-0.178089363	6.106646082	0.046581603	0.130985412	protein SIC1
KLMA_60233	-0.17802349	7.476717109	0.059733907	0.157032436	cytochrome b5
KLMA_80286	-0.177911381	3.76584605	0.154290429	0.308772047	NEDD8-activating enzyme E1 catalytic subunit
KLMA_50438	-0.177846354	4.699262236	0.108210467	0.239069635	uncharacterized protein KLMA_50438
KLMA_20578	-0.177588227	7.225594887	0.020333088	0.071438587	GTPase-activating protein SAC7
KLMA_30472	-0.177563463	5.917135149	0.036761045	0.110590989	tubulin-specific chaperone A
KLMA_20667	-0.177354884	7.853009382	0.020835244	0.072475097	endoplasmic oxidoreductin-1
KLMA_50475	-0.177290857	8.907723301	0.018011346	0.065269237	cytochrome b-c1 complex subunit 6
KLMA_20464	-0.177266897	6.866431246	0.014079489	0.053924999	v-type proton ATPase subunit F
KLMA_20796	-0.177195405	6.797234993	0.045949739	0.129887096	malonyl CoA-acyl carrier protein transacylase
KLMA_30351	-0.176730343	6.763387243	0.033627591	0.103708261	uncharacterized protein KLMA_30351
KLMA_70448	-0.176701192	6.168271875	0.013933648	0.053493284	tRNA pseudouridine synthase 3
KLMA_10308	-0.176492804	5.61472414	0.043568471	0.125052869	ubiquitin carboxyl-terminal hydrolase 8
KLMA_80137	-0.176379226	5.276725891	0.076281142	0.185530994	uncharacterized protein KLMA_80137
KLMA_50207	-0.175847398	6.655202378	0.009677063	0.040250108	protein MSP1
KLMA_20624	-0.175802357	4.458858225	0.148438454	0.300285724	palmitoyltransferase PFA3
KLMA_20460	-0.17542919	5.300468776	0.069112736	0.173280121	uncharacterized protein KLMA_20460
KLMA_40611	-0.175425827	5.637507113	0.033625296	0.103708261	kinesin family protein
KLMA_50036	-0.175238724	7.665508687	0.030544204	0.096517384	isopentenyl-diphosphate Delta-isomerase
KLMA_40544	-0.174924733	6.435263921	0.019757882	0.069873677	ATP-dependent RNA helicase MRH4
KLMA_80375	-0.174914855	6.464222617	0.027002675	0.088094064	glutamyl-tRNA(Gln) amidotransferase subunit B
KLMA_10528	-0.174808095	6.692855363	0.065522713	0.167283582	pH-response regulator protein palI/RIM9
KLMA_20575	-0.17447787	8.738339222	0.019850899	0.070100295	isocitrate dehydrogenase
KLMA_20623	-0.174455388	5.61802032	0.039141301	0.115493058	exosome complex component RRP40
KLMA_20769	-0.174420773	5.26776012	0.139476892	0.288050104	small nuclear ribonucleoprotein G
KLMA_30301	-0.174039217	7.603268436	0.017334892	0.063386833	translation initiation factor RLI1
KLMA_10831	-0.173746508	6.252535367	0.023945468	0.080566522	uncharacterized protein KLMA_10831
KLMA_60530	-0.17361211	7.688417566	0.01255787	0.049066838	mitochondrial import receptor subunit TOM7
KLMA_60231	-0.173413732	5.997469802	0.091428364	0.211441729	uncharacterized protein KLMA_60231
KLMA_10625	-0.173311801	4.793603143	0.125413314	0.265223704	autophagy-related protein 17
KLMA_50277	-0.172689459	5.126977615	0.082189692	0.195584016	uncharacterized protein KLMA_50277
KLMA_30508	-0.172555005	6.636885439	0.023226328	0.078638407	uncharacterized protein KLMA_30508
KLMA_50437	-0.172509072	5.658618591	0.036240517	0.109330825	flavin reductase like domain-containing protein
KLMA_40390	-0.172399106	5.375066031	0.068279024	0.171850322	tRNA guanosine-2\'-O-methyltransferase TRM13
KLMA_10479	-0.172379682	5.997132557	0.0208629	0.0725113	U2 snRNP complex subunit HSH155
KLMA_50086	-0.17233301	8.402705921	0.007447564	0.032743601	54S ribosomal protein L27
KLMA_30697	-0.172296448	9.143022627	0.010174932	0.041777583	bifunctional purine biosynthetic protein ADE5
KLMA_40454	-0.172012577	7.152271261	0.029384182	0.093785483	E3 ubiquitin-protein ligase BRE1
KLMA_20251	-0.171758254	6.590847926	0.041328679	0.12069768	uncharacterized protein KLMA_20251
KLMA_60283	-0.171649356	7.204974773	0.00567762	0.026420895	ribonuclease 3
KLMA_60492	-0.171486957	9.291254236	0.027971506	0.090408236	ATPase inhibitor
KLMA_10315	-0.171427243	5.895913321	0.020927945	0.072685227	transport protein particle complex II subunit
KLMA_60506	-0.171050453	5.966861471	0.144216151	0.294944225	probable undecaprenyl pyrophosphate synthetase
KLMA_10393	-0.170971747	5.1927657	0.122981649	0.262025544	lrgB super family
KLMA_30711	-0.170778996	5.847598403	0.065193623	0.167012182	osmosensing histidine protein kinase SLN1
KLMA_70044	-0.170708637	6.256689459	0.02756915	0.08954755	sorbitol dehydrogenase 1
KLMA_20752	-0.170451622	6.06222767	0.02129183	0.073632346	deoxycytidylate deaminase
KLMA_10063	-0.170309973	6.515666729	0.063623701	0.164053662	ribosomal RNA-processing protein 7
KLMA_40475	-0.170118994	7.286182795	0.009276619	0.038947331	DNA-directed RNA polymerases I
KLMA_30459	-0.170032903	7.713109266	0.090720014	0.210406159	damage response protein 1
KLMA_30443	-0.169585692	6.357435472	0.017895789	0.064996326	bud emergence protein 4
KLMA_10510	-0.16953806	6.841517029	0.029084701	0.093013451	uncharacterized protein KLMA_10510
KLMA_10690	-0.169432103	6.298715875	0.022917706	0.077920202	probable cytosolic iron-sulfur protein assembly protein 1
KLMA_10124	-0.169419108	5.950186803	0.028666967	0.092031478	lipase 2
KLMA_40140	-0.169141608	7.151753993	0.014485737	0.055132283	uncharacterized protein KLMA_40140
KLMA_40278	-0.169029374	5.012502756	0.114284164	0.248724207	pre-mRNA-splicing factor PRP11
KLMA_30268	-0.169028736	6.547980716	0.060624268	0.158684266	g1-specific transcription factors activator MSA1
KLMA_10069	-0.169020785	6.223682297	0.039729717	0.117015489	putative nitroreductase HBN1
KLMA_40321	-0.168215497	5.751298406	0.115125945	0.249903765	ATPase expression protein 3
KLMA_10574	-0.168043268	7.0326714	0.058447192	0.154995426	chromatin modification-related protein EAF7
KLMA_80287	-0.168040733	5.792282103	0.030155995	0.095681596	iron-sulfur assembly protein 2
KLMA_10415	-0.167944882	4.311031691	0.160274279	0.315662148	shugoshin
KLMA_50012	-0.167713189	6.355504218	0.09842019	0.222617097	potassium-activated aldehyde dehydrogenase
KLMA_30366	-0.167687826	7.450963642	0.012364426	0.048506592	monothiol glutaredoxin-5
KLMA_20213	-0.167584467	6.494455894	0.033460861	0.103460017	uncharacterized protein KLMA_20213
KLMA_60013	-0.16723441	7.405814406	0.006416513	0.02905421	peptide chain release factor 1
KLMA_20115	-0.166541104	5.472181436	0.07098676	0.17664656	origin recognition complex subunit 3
KLMA_10083	-0.16596837	10.05701267	0.02179313	0.074673065	ribosomal 60S subunit protein L37
KLMA_40262	-0.165829344	5.895890559	0.096287185	0.219019441	aspartic proteinase yapsin-7
KLMA_60189	-0.165573539	5.171963471	0.088085033	0.205871677	mitotic check point protein BUB2
KLMA_40288	-0.165261896	6.455460506	0.034127497	0.10484954	hypothetical protein KLMA_40288
KLMA_10281	-0.165092476	5.091618069	0.06938114	0.173811594	peptidyl-tRNA hydrolase
KLMA_40162	-0.164735244	5.392437359	0.060244433	0.157946038	uncharacterized protein KLMA_40162
KLMA_40580	-0.164504543	6.814307825	0.022603701	0.077014721	transcriptional adapter 2
KLMA_80033	-0.164333305	6.039717545	0.026996664	0.088094064	DNA ligase 4
KLMA_20492	-0.163853745	10.48431798	0.062837472	0.162478169	40S ribosomal protein S26-A
KLMA_10328	-0.163583332	5.9942231	0.026760406	0.0876634	DNA replication ATP-dependent helicase DNA2
KLMA_20733	-0.163312155	4.293275421	0.131802531	0.27632335	COP9 signalosome complex subunit 5
KLMA_10168	-0.1633116	6.899451178	0.017675784	0.064510404	tRNA (guanine-N(1)-)-methyltransferase
KLMA_20786	-0.16326017	6.861838143	0.015180394	0.057058967	MAP kinase kinase MKK2/SSP33
KLMA_40504	-0.163227751	7.060796599	0.013332382	0.051470101	nonsense-mediated mRNA decay protein 5
KLMA_20668	-0.163158857	5.495580522	0.088268764	0.206102246	transcription initiation factor TFIID subunit 13
KLMA_10114	-0.163053853	4.895849358	0.093828465	0.215239839	phosphatidylinositol transfer protein PDR17
KLMA_20484	-0.162842085	8.112133046	0.005947385	0.027442934	cysteine desulfurase
KLMA_40212	-0.162817131	5.443630682	0.088070131	0.205871677	solute carrier family 2
KLMA_70115	-0.162780956	5.768278108	0.049558675	0.137357174	ER membrane protein complex subunit 2
KLMA_40050	-0.162601091	7.513563841	0.017081121	0.062790617	uncharacterized protein KLMA_40050
KLMA_30382	-0.162490975	8.097009386	0.099486368	0.224191373	nuclear localization sequence-binding protein
KLMA_50094	-0.162319578	5.659775756	0.072093595	0.178484143	RNases MRP/P 32.9 kDa subunit
KLMA_10409	-0.162121986	6.340844741	0.036818011	0.110590989	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16
KLMA_80402	-0.162080408	6.638883312	0.049124966	0.136630574	probable 26S proteasome complex subunit SEM1
KLMA_10639	-0.16182249	6.510754519	0.045317997	0.128997835	uncharacterized protein KLMA_10639
KLMA_50276	-0.161071574	4.444008674	0.208358208	0.376026549	arrestin-related trafficking adapter 5
KLMA_50239	-0.160923414	4.821078755	0.086929	0.204154632	DASH complex subunit DAD1
KLMA_20035	-0.160784806	9.331487457	0.009262107	0.038943312	uncharacterized protein KLMA_20035
KLMA_20136	-0.160390844	7.549436363	0.013802103	0.053072373	ribosome-releasing factor 2
KLMA_30167	-0.160347656	3.4367605	0.368354488	0.546776193	hypothetical protein KLMA_30167
KLMA_60534	-0.160213917	7.566446163	0.041434521	0.120933887	uncharacterized protein KLMA_60534
KLMA_20283	-0.160092739	4.343666145	0.161119069	0.316297362	autophagy-related protein 22
KLMA_20803	-0.160057902	6.49777029	0.023832121	0.08024088	GRIP domain-containing protein RUD3
KLMA_50228	-0.15978546	4.3935019	0.132890899	0.277883645	N-acetyltransferase ECO1
KLMA_30183	-0.159380872	3.105327931	0.259174243	0.431511756	retrograde regulation protein 1
KLMA_20760	-0.159317757	7.271614126	0.007995362	0.034773367	ribosome assembly protein 1
KLMA_30500	-0.159246315	6.194136598	0.03368477	0.103818517	forkhead transcription factor HCM1
KLMA_10100	-0.159201779	6.093195808	0.031954738	0.099755608	G1/S-specific cyclin CLN1
KLMA_80263	-0.159115137	5.903679241	0.056953668	0.151866001	histone H3-like centromeric protein CSE4
KLMA_20629	-0.158663329	7.468253376	0.026010634	0.08601196	"6,7-dimethyl-8-ribityllumazine synthase"
KLMA_30226	-0.158451977	8.226097815	0.109253121	0.241023668	cytochrome c oxidase copper chaperone
KLMA_80229	-0.15827112	6.228220146	0.037029294	0.110982943	dolichyl-diphosphooligosaccharide protein glycosyltransferase subunit OST2
KLMA_70405	-0.158179051	5.98677476	0.034844011	0.106645126	mitochondrial transcription factor 2
KLMA_40272	-0.1581729	6.824863967	0.03854158	0.11428688	v-type proton ATPase catalytic subunit A
KLMA_50382	-0.157876686	6.991597004	0.020539362	0.071791472	protein FMP52
KLMA_40322	-0.15780468	5.846768158	0.062376756	0.162219743	niemann-Pick type C-related protein 1
KLMA_30335	-0.157642901	6.861239198	0.015788135	0.05893183	uncharacterized protein KLMA_30335
KLMA_30225	-0.157522924	6.782898568	0.044939402	0.128002	multicopy enhancer of UAS2
KLMA_30079	-0.157240941	6.193844387	0.082765325	0.19666405	centromere DNA-binding protein complex CBF3 subunit
