genes	logFC	logCPM	PValue	FDR	Portein_names
YALI0_B20020g	-0.651383186	7.865119458	0.0156567	0.071807963	highly similar to uniprot|P14843 Saccharomycescerevisiae YDR035w ARO3 2-dehydro-3-deoxyphosphoheptonatealdolase phenylalanine-inhibited P2.438.f2.1
YALI0_E02838g	-0.651288531	4.778056645	0.020178816	0.083319072	no similarity
YALI0_E29909g	-0.650740513	5.432715884	0.039622622	0.125783134	weakly similar to uniprot|P32767 Saccharomycescerevisiae YGL016W PDR6 Pleiotropic drug resistanceregulatory protein 6
YALI0_A05291g	-0.650704803	1.566374953	0.062247514	0.166312973	no similarity
YALI0_D17886g	-0.650588809	7.238167201	0.021374198	0.086136739	some similarities with uniprot|Q9UTK4Schizosaccharomyces pombe Nucleoporin nup189 (Nuclear poreprotein nup189)
YALI0_F22935g	-0.650386428	6.902530961	0.01563199	0.071807963	weakly similar to uniprot|Q03201 Saccharomycescerevisiae YDR041w RSM10 component of the mitochondrialribosomal small subunit
YALI0_D16225g	-0.649256707	5.919616318	0.015518035	0.071804994	weakly similar to uniprot|P39682 Saccharomycescerevisiae YML046w PRP39 pre-mRNA splicing factor
YALI0_B10692g	-0.648688867	5.850419392	0.037191159	0.120463556	weakly similar to uniprot|Q12420 Saccharomycescerevisiae YOR308c component of U4/U6.U5 snRNP
YALI0_F17006g	-0.648134878	4.935286366	0.023755439	0.091828637	some similarities with uniprot|P23643 Saccharomycescerevisiae YDR495c VPS3 vacuolar sorting protein
YALI0_B15180g	-0.647978142	5.999613566	0.018739244	0.079932115	weakly similar to uniprot|P10815Schizosaccharomyces pombe G2/mitotic-specific cyclincdc13
YALI0_E22352g	-0.647124155	9.84789138	0.071693968	0.182232446	highly similar to uniprot|P26321 Saccharomycescerevisiae YPL131w RPL1 60S large subunit ribosomalprotein L5.e
YALI0_E17457g	-0.646965267	5.016510107	0.092980523	0.213492261	similar to uniprot|P32331 Saccharomyces cerevisiaeYPR058w YMC1 mitochondrial carrier protein (MCF)
YALI0_E04092g	-0.646714136	6.860036896	0.030850779	0.107578105	weakly similar to uniprot|P40850 Saccharomycescerevisiae YNL085w MKT1 required for propagation of M2dsRNA satellite of L-A virus
YALI0_F20394g	-0.64625329	5.515327515	0.022749145	0.089649687	similar to uniprot|Q05791 Saccharomyces cerevisiaeYLR215c
YALI0_E24739g	-0.645526381	6.095677077	0.084913695	0.202895763	no similarity
YALI0_F03300g	-0.645152621	6.383718555	0.039723341	0.125814953	weakly similar to uniprot|P25441 Saccharomycescerevisiae YDL150w RPC53 DNA-directed RNA polymerase III
YALI0_E20933g	-0.644722462	6.308562416	0.02973644	0.105005412	weakly similar to uniprot|P32479 Saccharomycescerevisiae YBL008w HIR1 histone transcription regulator
YALI0_E11935g	-0.644190217	3.400691283	0.225591382	0.384362026	no similarity
YALI0_E01782g	-0.643360968	7.308229111	0.059769475	0.161979287	similar to uniprot|Q03532 Saccharomyces cerevisiaeYMR290c HAS1 helicase associated with SET1P
YALI0_D19316g	-0.643055162	6.985140248	0.039956043	0.126311978	no similarity
YALI0_E16324g	-0.642811604	8.451570491	0.067896808	0.17642684	similar to uniprot|P46970 Saccharomyces cerevisiaeYJR132w NMD5 NAM7P interacting protein
YALI0_C21296g	-0.642417272	3.927548825	0.069630934	0.179088988	no similarity
YALI0_C13508g	-0.641476742	7.684883531	0.020600789	0.084033033	similar to uniprot|P14065 Saccharomyces cerevisiaeYOR120w GCY1 galactose-induced protein of aldo/ketoreductase family P6.5.f6.1 (EC 1.1.1.-)
YALI0_D10104g	-0.640291262	5.513065898	0.019660388	0.082353366	similar to wi|NCU02965.1 Neurospora crassa T50982origin recognition complex subunit 1 (ORC1) [imported]
YALI0_E11495g	-0.639779421	5.721587529	0.084916751	0.202895763	similar to uniprot|P15274 Saccharomyces cerevisiaeYML035c AMD1 AMP deaminase
YALI0_E26389g	-0.639635742	7.156841295	0.092093121	0.212394537	similar to uniprot|Q04660 Saccharomyces cerevisiaeYMR049c
YALI0_F12529g	-0.637931856	4.022350411	0.047166079	0.140041638	weakly similar to uniprot|Q04179 Saccharomycescerevisiae YDR400w URH1 uridine ribohydrolase
YALI0_E34287g	-0.6375012	5.777566999	0.097767979	0.220141506	uniprot|Q6H9R8 Yarrowia lipolytica Putative Nip7protein highly similar to uniprot|Q08962 Saccharomycescerevisiae YPL211w NIP7 required for efficient 60Sribosome subunit biogenesis
YALI0_B18612g	-0.636762177	5.711054837	0.015999576	0.07278613	similar to uniprot|P32559 Saccharomyces cerevisiaeYMR023c MSS1 mitochondrial GTPase involved in expressionof COX1 singleton
YALI0_F04444g	-0.636314893	7.326087479	0.053131033	0.150652039	similar to uniprot|P40047 Saccharomyces cerevisiaeYER073w ALD5 aldehyde dehydrogenase (NAD+) mitochondrial
YALI0_D04312g	-0.63629031	5.238171395	0.01135958	0.058857976	similar to CA0218|IPF15294 Candida albicansIPF15294
YALI0_B22330g	-0.635262728	4.258265318	0.026880346	0.098555846	weakly similar to uniprot|Q10414Schizosaccharomyces pombe Hypothetical protein C1F3.09 inchromosome I
YALI0_C05819g	-0.635168747	7.110275374	0.01982277	0.082804497	some similarities with uniprot|P14906 Saccharomycescerevisiae YOR254c SEC63 ER protein-translocation complexsubunit
YALI0_C00605g	-0.633822583	7.931523597	0.031841054	0.109393797	similar to uniprot|P38879 Saccharomyces cerevisiaeYHR193c EGD2 alpha subunit of the nascentpolypeptide-associated complex
YALI0_F14839g	-0.633629355	7.76904326	0.046797915	0.139544846	similar to uniprot|O94236 Schizosaccharomyces pombeEukaryotic translation initiation factor 3 subunit 7homolog (Microtubule destabilizing protein moe1)
YALI0_F00550g	-0.632435971	4.540838046	0.149775299	0.29320911	no similarity
YALI0_B03014g	-0.63239657	5.434806496	0.022626766	0.089304735	similar to uniprot|Q9UUK1 Schizosaccharomyces pombeConserved hypothetical protein
YALI0_E10285g	-0.632216411	5.322514684	0.024648165	0.093751056	similar to CAGL0F03795g Candida glabrata
YALI0_C22231g	-0.631093662	5.57541165	0.076019888	0.18909752	weakly similar to uniprot|Q9UST7Schizosaccharomyces pombe RNA polymerase III Transcriptionfactor (TF)IIIC subunit
YALI0_A09724g	-0.630039401	4.779112	0.029757303	0.105005412	similar to uniprot|P25336 Saccharomyces cerevisiaeYCR092c MSH3 DNA mismatch repair protein
YALI0_D11066g	-0.629912642	6.567668339	0.010956796	0.057459148	weakly similar to uniprot|P48439 Saccharomycescerevisiae YOR085w OST3 oligosaccharyltransferase gammasubunit P2.113.f2.1
YALI0_F20460g	-0.62971569	5.271512333	0.024789946	0.094021728	some similarities with uniprot|Q05950 Kluyveromyceslactis DNA-binding protein REB1 (QBP)
YALI0_A00913g	-0.629231256	6.408841391	0.026250449	0.097128265	weakly similar to uniprot|P40009 Saccharomycescerevisiae YER005w YND1 Yeast Nucleoside Diphosphatase
YALI0_D01133g	-0.62916411	7.650321207	0.039411015	0.125572078	similar to uniprot|Q99189 Saccharomyces cerevisiaeYOR160W mRNA transport regulator MTR10
YALI0_F08107g	-0.628722044	5.022608762	0.087812505	0.206475289	no similarity
YALI0_B02046g	-0.628608313	5.093005988	0.041690017	0.129843036	similar to uniprot|O74517 Schizosaccharomyces pombeHypothetical protein
YALI0_B15356g	-0.62857429	5.029655745	0.029045648	0.10322885	some similarities with uniprot|P34078 Saccharomycescerevisiae YKL143w LTV1 low-temperature viability proteinsingleton
YALI0_A15686g	-0.628470045	6.997290369	0.022038896	0.087656735	similar to uniprot|P89105 Saccharomyces cerevisiaeYOL145c CTR9 required for G1 cyclin expression
YALI0_A17358g	-0.627961263	4.362101954	0.022371527	0.088844517	weakly similar to uniprot|P39937 Saccharomycescerevisiae YER007w PAC2 involved in the stabilization ofmicrotubles
YALI0_B09735g	-0.627690426	4.879220715	0.034903077	0.115967052	weakly similar to uniprot|Q6C4Q3 Yarrowialipolytica YALI0E24585g
YALI0_F24893g	-0.627380588	7.458147327	0.02821067	0.10128751	similar to uniprot|P00931 Saccharomyces cerevisiaeYGL026c TRP5 tryptophan synthase
YALI0_D08294g	-0.626926267	7.464906742	0.020566075	0.084033033	weakly similar to uniprot|P35729 Saccharomycescerevisiae YKL057c NUP120 nuclear pore protein
YALI0_B20262g	-0.625675856	6.58228149	0.23469663	0.393295091	some similarities with uniprot|P25357 Saccharomycescerevisiae YCR033w similarity to nuclear receptorco-repressor N-Cor singleton
YALI0_F04576g	-0.625277808	5.64412916	0.29354016	0.45460822	similar to uniprot|P20457 Saccharomyces cerevisiaeYKL045w PRI2 DNA-directed DNA polymerase alpha 58 KDsubunit (DNA primase)
YALI0_E24695g	-0.625004457	4.814830279	0.021319787	0.086031944	similar to DEHA0F09559g Debaryomyces hansenii
YALI0_E02332g	-0.624827957	7.345742321	0.027175036	0.099215909	similar to DEHA0C09174g Debaryomyces hansenii anduniprot|Q08773 Saccharomyces cerevisiae YOR304w ISW2
YALI0_F30173g	-0.624771979	5.08363793	0.074979713	0.187743745	similar to uniprot|Q02939 Saccharomyces cerevisiaeYPL122c TFB2 TFIIH subunit (transcription/repair factor)
YALI0_D22220g	-0.624483796	3.29374125	0.120570381	0.254178722	weakly similar to DEHA0A12529g (INSERT SPECIES)
YALI0_E10087g	-0.623769454	6.462275778	0.053387429	0.150754153	similar to CAGL0M02651g Candida glabrata
YALI0_B11044g	-0.623673567	7.463758801	0.04678612	0.139544846	similar to uniprot|Q9USJ4 Schizosaccharomyces pombehypothetical UPF0028 family protein
YALI0_C08987g	-0.623621241	7.729843401	0.09820828	0.220722654	similar to uniprot|P15705 Saccharomyces cerevisiaeYOR027W Heat shock protein STI1
YALI0_F07315g	-0.622405316	6.183070753	0.038821787	0.124152607	similar to uniprot|P48362 Saccharomyces cerevisiaeYGR187c HGH1
YALI0_F00594g	-0.621934732	2.997731843	0.043859611	0.134232847	no similarity
YALI0_A00803g	-0.621840378	8.425204009	0.06612967	0.173397149	similar to uniprot|P39730 Saccharomyces cerevisiaeYAL035w FUN12 general translation factor eIF2 homolog
YALI0_F21945g	-0.621265841	5.904942186	0.045136235	0.136695087	similar to uniprot|P30666 Schizosaccharomyces pombeDNA replication licensing factor mcm3 (Minichromosomemaintenance protein 3) and uniprot|P24279 Saccharomycescerevisiae YEL032w MCM3 replication initiation protein
YALI0_F22759g	-0.621180106	6.491560302	0.045831854	0.137631899	weakly similar to ca|CA5787|IPF1136 Candidaalbicans unknown function
YALI0_C06578g	-0.620584112	7.445635477	0.176697276	0.326297378	similar to uniprot|Q874I3 Candida albicansH+/nucleoside cotransporter
YALI0_D05049g	-0.620409015	6.961662018	0.132340162	0.269078335	weakly similar to uniprot|O42998Schizosaccharomyces pombe Hypothetical 217.7 kDa protein
YALI0_D12771g	-0.620372232	6.749801407	0.030833951	0.107578105	similar to uniprot|Q04599 Saccharomyces cerevisiaeYDR116c
YALI0_C21560g	-0.619530458	10.08739574	0.072593483	0.183476069	highly similar to uniprot|P14126 Saccharomycescerevisiae YOR063w TCM1 60S large subunit ribosomalprotein L3.e
YALI0_A05555g	-0.618328399	6.04041573	0.155432889	0.299731617	similar to uniprot|Q08096 Saccharomyces cerevisiaeYOL010w RCL1 similarity to human RNA 3 -terminal phosphatecyclase
YALI0_F19448g	-0.617964561	4.8077951	0.129608668	0.266169218	similar to uniprot|P33317 Saccharomyces cerevisiaeYBR252w DUT1 dUTP pyrophosphatase precursor
YALI0_A10725g	-0.617700566	9.354220378	0.061014881	0.164147391	similar to uniprot|P26786 Saccharomyces cerevisiaeYOR096W 40S ribosomal protein S7-A (RP30)
YALI0_D09042g	-0.617525825	1.140519393	0.291525203	0.452877188	similar to uniprot|P00729 Saccharomyces cerevisiaeYMR297w PRC1 carboxypeptidase Y serine-type protease
YALI0_F11209g	-0.617341446	0.83276573	0.128969854	0.265642182	no similarity
YALI0_E02398g	-0.616807253	6.36741844	0.071866839	0.182514653	similar to uniprot|CAD70763 Neurospora crassa80A10. 060 Related to 5-oxoprolinase
YALI0_D04290g	-0.616370778	4.92017054	0.051203769	0.1476863	weakly similar to uniprot|P40990 Saccharomycescerevisiae YDL107w MSS2 ser/thr protein kinase
YALI0_D07480g	-0.616051544	10.2497326	0.069869521	0.179473999	similar to uniprot|P38248 Saccharomyces CerevisiaeYBR078w ECM33 involved in cell wall
YALI0_A02332g	-0.61531689	5.303689785	0.037988037	0.122130331	no similarity
YALI0_F20372g	-0.615260754	7.152245985	0.051437501	0.148078395	similar to uniprot|Q12136 Saccharomyces cerevisiaeYDL153c SAS10 involved in silencing
YALI0_C20265g	-0.61492252	1.577824784	0.299025527	0.460395937	uniprot|Q6CBB8 Yarrowia lipolytica YlABC2
YALI0_F19096g	-0.614907183	5.526945398	0.090620503	0.210705715	no similarity
YALI0_A16720g	-0.614006028	4.721695653	0.202989631	0.358445947	no similarity
YALI0_F29997g	-0.613051032	6.133878491	0.026547588	0.097690609	weakly similar to uniprot|Q03124 Saccharomycescerevisiae YML127w RSC9 chromatin binding activity
YALI0_B21582g	-0.612578175	9.023735789	0.046837489	0.139544846	uniprot|Q9Y791 Yarrowia lipolytica C2H2-type zincfinger protein Mhy1p required for dimorphic transition
YALI0_C04543g	-0.612578143	6.462027465	0.02992636	0.105324788	weakly similar to uniprot|Q05468 Saccharomycescerevisiae YDR333C Chromosome IV COSMID 9651
YALI0_A20518g	-0.611855097	4.435284762	0.117832306	0.250512558	similar to uniprot|P06704 Saccharomyces cerevisiaeYOR257w CDC31 spindle pole body component centrin
YALI0_F28039g	-0.611530953	6.68912401	0.048956992	0.143877973	similar to uniprot|O93834 Candida albicans PAP1poly(A) polymerase isozyme
YALI0_B01210g	-0.611124784	2.501321973	0.166919397	0.314277521	no similarity
YALI0_F04818g	-0.610983396	6.542485518	0.056043269	0.155694165	similar to uniprot|P30665 Saccharomyces cerevisiaeYPR019w CDC54 member of the CDC46P/MCM2P/MCM3P family
YALI0_F20262g	-0.610967956	4.169721574	0.112249376	0.241439798	weakly similar to uniprot|P53257 Saccharomycescerevisiae YGR096w
YALI0_A19448g	-0.610851577	6.571522394	0.047897325	0.141588139	weakly similar to uniprot|P38067 Saccharomycescerevisiae YBR006w UGA2 succinate semialdehydedehydrogenase
YALI0_D06996g	-0.610761266	6.274843824	0.022383479	0.088844517	no similarity
YALI0_F03476g	-0.610210872	1.912830801	0.160394179	0.306001972	no similarity
YALI0_A01353g	-0.607864976	5.353224414	0.017065541	0.075670558	similar to uniprot|P29496 Saccharomyces cerevisiaeYLR274w CDC46 cell division control protein
YALI0_F04290g	-0.607344355	6.000919246	0.113489864	0.243588981	similar to uniprot|Q987V4 Rhizobium lotiD-aminopeptidase
YALI0_E02442g	-0.606299989	3.574075735	0.02804712	0.100999647	some similarities with uniprot|Q9URT4Schizosaccahromyces pombe AMS2 CENP-A multicopy suppressorprotein 2
YALI0_B00198g	-0.605317893	7.020939495	0.019902539	0.083023193	similar to uniprot|Q02932 Saccharomyces cerevisiaeYPL125w KAP120 nuclear transport factor member ofkaryopherin-beta family
YALI0_F22297g	-0.604771519	6.102476937	0.037353524	0.120855174	some similarities with uniprot|CAD60777 Podosporaanserina hypothetical protein Pa5D0090
YALI0_E00924g	-0.604711906	5.248047919	0.233906098	0.392565596	weakly similar to uniprot|P38151 Saccharomycescerevisiae YBR233w PBP2 PAB1 binding protein
YALI0_F03663g	-0.603912466	1.247769577	0.312611678	0.473976657	similar to uniprot|Q9Y7G5 Emericella nidulansPhenylacetate 2-hydroxylase
YALI0_A07557g	-0.603387486	0.104922842	0.160500188	0.306001972	similar to uniprot|Q6CB45 Yarrowia lipolyticaYALI0C22022g
YALI0_D03509g	-0.60258214	5.384493797	0.028167111	0.10128751	similar to uniprot|P32839 Saccharomyces cerevisiaeYDR375c BCS1 mitochondrial protein of the CDC48/PAS1/SEC18(AAA) family of ATPases
YALI0_A09592g	-0.602493503	8.023094884	0.031957969	0.109733229	similar to uniprot|P10823 Saccharomyces cerevisiaeYER020w GPA2 guanine nucleotide-binding regulatoryprotein
YALI0_B16060g	-0.602322866	5.974238283	0.041672684	0.129843036	similar to uniprot|Q12029 Saccharomyces cerevisiaeChromosome XV reading frame ORF YOR271C
YALI0_A09405g	-0.601465764	2.845966383	0.144283286	0.286157125	no similarity
YALI0_F12991g	-0.601299266	7.362708785	0.020681307	0.084128059	some similarities with uniprot|P32902 Saccharomycescerevisiae YHL004w MRP4 ribosomal protein of the smallsubunit mitochondrial
YALI0_B01870g	-0.601104299	5.988422965	0.016845813	0.075302647	weakly similar to uniprot|Q12315 Saccharomycescerevisiae YDL207w RNA export factor GLE1
YALI0_D06039g	-0.599572665	9.774844587	0.057721792	0.158774248	similar to uniprot|P22146 Saccharomyces cerevisiaeYMR307w GAS1 glycophospholipid-anchored surfaceglycoprotein
YALI0_D09691g	-0.599510116	5.261341184	0.058658009	0.160469807	similar to uniprot|P53972 Saccharomyces cerevisiaeYNL022C Hypothetical 56.2 kDa protein in UME3-HDA1intergenic region
YALI0_C06490g	-0.599395768	8.056634805	0.074088766	0.186269477	highly similar to uniprot|O93827 Candida albicansCaPSA1 Mannose-1-phosphate guanyltransferase (EC2.7.7.13)
YALI0_B05962g	-0.598418618	4.932641204	0.030509407	0.106818195	no similarity
YALI0_D05489g	-0.598241843	5.439970382	0.072420211	0.183305148	similar to uniprot|P38793 Saccharomyces cerevisiaeYHR070w tRNA modification enyzyme
YALI0_F16291g	-0.598018696	8.29823596	0.040005445	0.126357085	highly similar to uniprot|P15180 Saccharomycescerevisiae YDR037w KRS1 lysyl-tRNA synthetase cytosolic
YALI0_D04444g	-0.597993651	6.560866149	0.105360389	0.231652238	similar to uniprot|P52918 Saccharomyces cerevisiaeYDR335w MSN5 multicopy supressor of SNF1 mutation
YALI0_E18656g	-0.597778816	4.274487606	0.107553538	0.234503881	similar to KLLA0C08657g Kluyveromyces lactis
YALI0_E24211g	-0.597679925	4.551542359	0.038228709	0.122708687	similar to CAGL0J08613g Candida glabrata related tocalcium influx channel
YALI0_B11352g	-0.597294465	5.549332935	0.082897907	0.199488527	similar to uniprot|P24384 Saccharomyces cerevisiaeYER013w PRP22 pre-mRNA splicing factor
YALI0_F12595g	-0.597247443	3.708893984	0.135199672	0.273059157	weakly similar to uniprot|CAD70921 Neurosporacrassa 7F4.170 Related to acid sphingomyelinase
YALI0_B03575g	-0.596474827	2.164362035	0.148412754	0.291921894	weakly similar to uniprot|P21734 Saccharomycescerevisiae YDR177W UBC1_YEAST Ubiquitin-conjugating enzyme(Ubiquitin- protein ligase)
YALI0_B06963g	-0.595910464	5.531747145	0.049434431	0.144679248	similar to uniprot|P53043 Saccharomyces cerevisiaeYGR123c PPT1 protein ser/thr phosphatase
YALI0_D01892g	-0.595405016	6.902454414	0.036414411	0.11870941	similar to uniprot|P53064 Saccharomyces cerevisiaeYGL244w RTF1 regulates DNA binding properties of TBP
YALI0_C02959g	-0.594649909	6.883885728	0.046781366	0.139544846	similar to uniprot|P35197 Saccharomyces cerevisiaeYDL226C ADP-ribosylation factor GTPase-activating proteinGCS1
YALI0_E07788g	-0.594611796	5.528394668	0.031035948	0.108009355	weakly similar to DEHA0B09856g Debaryomyceshansenii
YALI0_F05324g	-0.594123017	7.190853342	0.059349207	0.161445662	similar to wi|NCU02391.1 Neurospora crassaNCU02391. 1 hypothetical protein and uniprot|P40482Saccharomyces cerevisiae YIL109c SEC24 component of COPIIcoat of ER-Golgi vesicles
YALI0_F00924g	-0.593296428	7.411872387	0.06670644	0.174381056	uniprot|Q9UUT8 Yarrowia lipolytica Subunit NUIM ofprotein NADH:ubiquinone oxidoreductase (Complex I) (EC1.6. 99.3)
YALI0_E03036g	-0.593072718	8.789019754	0.047207312	0.140045957	similar to uniprot|P55059 Humicola insolens Proteindisulfide isomerase precursor
YALI0_E13486g	-0.592996509	8.213132092	0.0386855	0.123965982	highly similar to uniprot|O13473 Kluyveromyceslactis Centromere/microtubule binding protein CBF5 andKLLA0D04796g Kluyveromyces lactis IPF 5085.1
YALI0_B14905g	-0.592742121	6.65834121	0.07619918	0.189465696	similar to uniprot|Q8NKJ5 Saccharomyces cerevisiaeYCR035C RRNA processing protein
YALI0_C21692g	-0.592198906	5.331206457	0.025520118	0.095475823	similar to uniprot|P38251 Saccharomyces cerevisiaeYBR087w RFC5 DNA replication factor C 40 KD subunit P6.11.f4.1
YALI0_E24629g	-0.591278144	5.637781292	0.063612008	0.168630331	weakly similar to uniprot|P38798 Saccharomycescerevisiae YHR077c NMD2 Nonsense-mediated mRNA decayprotein 2 (Up-frameshift suppressor 2)
YALI0_D20790g	-0.591012569	6.091593111	0.040775697	0.128167304	weakly similar to uniprot|Q9P6R9Schizosaccharomyces pombe Cell cycle control proteincwf22
YALI0_F31053g	-0.589281798	5.640253778	0.108078928	0.235226039	similar to uniprot|P32333 Saccharomyces cerevisiaeYPL082c MOT1 transcriptional accessory protein
YALI0_D18986g	-0.589055186	5.912212405	0.093699681	0.214439146	no similarity
YALI0_B18759g	-0.589021973	5.581169066	0.120684205	0.254219942	
YALI0_F31493g	-0.58894258	7.281413816	0.060773191	0.163892796	similar to uniprot|Q66R46 Saccharomyces cerevisiaeYLR276c DBP9 ATP dependent RNA helicase activity
YALI0_A03135g	-0.588905428	2.005348679	0.123020348	0.257386615	similar to uniprot|P32837 Saccharomyces cerevisiaeYDL210W GABA-specific permease (GABA-specific transportprotein)
YALI0_F10725g	-0.588592619	6.230838931	0.02987378	0.105271988	similar to uniprot|P46943 Saccharomyces cerevisiaeYLR289w GUF1 and DEHA0F02508g Debaryomyces hansenii andKLLA0C04862g Kluyveromyces lactis
YALI0_E11583g	-0.588305904	5.118075863	0.071614475	0.182232446	no similarity
YALI0_D25234g	-0.58809382	6.105118014	0.031168624	0.108064313	weakly similar to uniprot|P48567 Saccharomycescerevisiae YNL292w EXM1
YALI0_A02310g	-0.587985332	7.992430259	0.025354931	0.094975151	highly similar to uniprot|P32861 Saccharomycescerevisiae YKL035w UGP1 UTP--glucose-1-phosphateuridylyltransferase
YALI0_D13684g	-0.587667585	6.039112081	0.152170226	0.295509797	some similarities with uniprot|P17121 Saccharomycescerevisiae YDR389W GTPase activating protein SAC7
YALI0_E29073g	-0.586504499	9.49294931	0.095152872	0.216506742	highly similar to uniprot|P51401 Saccharomycescerevisiae YNL067W RPL9B 60S ribosomal protein L9-B
YALI0_F32043g	-0.586350008	6.742900177	0.077952415	0.192403332	
YALI0_E09867g	-0.586349648	6.774940828	0.192912793	0.345702008	similar to uniprot|Q12150 Saccharomyces cerevisiaeYLR087c
YALI0_B19558g	-0.585890476	5.672203587	0.051777167	0.148416844	similar to uniprot|Q12009 Saccharomyces cerevisiaeYDL201w strong similarity to probable methyltransferaserelated protein Neurospora crassa singleton
YALI0_B20196g	-0.585217571	8.195823712	0.025272529	0.094901246	similar to uniprot|P25358 Saccharomyces cerevisiaeYCR034w GNS1 fatty acid elongase required for sphingolipidformation
YALI0_D23661g	-0.585161979	4.382387813	0.133518887	0.270566711	similar to uniprot|P53942 Saccharomyces cerevisiaeYNL072w RNH35 RNase H(35) a 35 kDa ribonuclease H
YALI0_D22594g	-0.584853217	6.993872996	0.015879732	0.072536606	similar to uniprot|P78979 Yarrowia lipolyticatransport protein SEC61 alpha subunit
YALI0_F20174g	-0.584392837	2.319804955	0.186770648	0.338511068	similar to uniprot|Q9Y8G1 Emericella nidulansMultidrug resistance protein MDR (ABC-transporter)
YALI0_B11198g	-0.583589772	5.500596887	0.061722033	0.165420511	no similarity
YALI0_E00968g	-0.582577651	6.035267096	0.0661208	0.173397149	similar to uniprot|P53134 Saccharomyces cerevisiaeYGL114w possible transmembrane segments
YALI0_C19646g	-0.582565921	1.378829911	0.113790976	0.243889576	similar to uniprot|Q12335 Saccharomyces cerevisiaeYDR032c PST2
YALI0_A15488g	-0.582341941	2.564718861	0.247783962	0.408195098	uniprot|O74133 Yarrowia lipolytica ALK7 cytochromeP450 CYP52 family member
YALI0_B12694g	-0.58165759	7.551420807	0.300478745	0.461252889	weakly similar to uniprot|P48415 Saccharomycescerevisiae YPL085w SEC16 multidomain vesicle coat proteinsingleton
YALI0_D12606g	-0.581585784	7.392168164	0.028556627	0.102181469	similar to uniprot|P32611 Saccharomyces cerevisiaePutative 60S mitochondrial ribosomal protein YEL050C
YALI0_C11715g	-0.581271602	5.597129579	0.031685283	0.109292572	similar to uniprot|Q09882 Schizosaccharomyces pombeCell cycle control protein cwf13
YALI0_C20933g	-0.579652987	4.655029041	0.082100787	0.199014899	similar to uniprot|P40562 Saccharomyces cerevisiaePutative ATP-dependent RNA helicase YIR002C
YALI0_E12287g	-0.579386928	3.888851092	0.080838918	0.197209191	some similarities with wi|NCU01858.1 Neurosporacrassa NCU01858.1 hypothetical protein
YALI0_D22572g	-0.57930603	8.742576418	0.094703117	0.21588889	similar to uniprot|O14164 Schizosaccharomyces pombeProbable eukaryotic translation initiation factor 3 93 kDasubunit (eIF3 p93)
YALI0_D26169g	-0.57914619	4.39566289	0.058691961	0.160469807	no similarity
YALI0_B09537g	-0.578616702	5.471167446	0.152866293	0.296200403	similar to uniprot|Q9URZ3 Schizosaccharomyces pombeAmino-acid permease
YALI0_F19910g	-0.578295339	7.898432057	0.066609078	0.174201722	similar to uniprot|P47176 Saccharomyces cerevisiaeYJR148w TWT2 branched chain amino acid aminotransferasecytosolic
YALI0_D04807g	-0.577306682	6.060679847	0.031771155	0.109322183	similar to uniprot|O60070 Schizosaccharomyces pombeAsh2- trithorax family protein
YALI0_D15048g	-0.576716391	5.280952381	0.040032895	0.126357085	no similarity
YALI0_B02266g	-0.576450986	5.957669369	0.131426186	0.268300777	some similarities with uniprot|Q8WZS4 Neurosporacrassa hypothetical 138.9 kDa protein
YALI0_C15356g	-0.575631254	7.41390685	0.063417135	0.168324972	uniprot|Q9UV06 Yarrowia lipolytica Peroxisomeassembly protein Pex1p
YALI0_B00858g	-0.575520796	5.860420977	0.017972155	0.077699746	weakly similar to uniprot|Q03973 Saccharomycescerevisiae YDR174w HMO1 Non-histone protein
YALI0_E26873g	-0.57542708	7.22480526	0.067371429	0.175437983	weakly similar to uniprot|P39520 Saccharomycescerevisiae YLR223c IFH1 pre-rRNA processing machinerycontrol protein
YALI0_E03872g	-0.573017041	8.231267651	0.063321003	0.168234123	weakly similar to uniprot|P47159 Saccharomycescerevisiae YJR124c weak similarity to Staphylococcusmultidrug resistance protein singleton
YALI0_C06391g	-0.572919169	5.69909441	0.104792317	0.230893802	weakly similar to uniprot|Q02817 Homo sapiens Mucin2 precursor putative adhesion protein
YALI0_B15246g	-0.572564714	5.246029073	0.182609103	0.33375478	weakly similar to uniprot|O14270Schizosaccharomyces pombe Putative forkhead-relatedtranscription factor C1142.08
YALI0_B10021g	-0.572505805	6.226369441	0.061979037	0.165889098	similar to uniprot|P38861 Saccharomyces cerevisiaeYHR170w NMD3 nonsense-mediated mRNA decay proteinsingleton
YALI0_D11374g	-0.572493812	8.300161893	0.109751199	0.23776146	similar to uniprot|P47052 Saccharomyces cerevisiaeProbable succinate dehydrogenase [ubiquinone] flavoproteinsubunit 2 mitochondrial precursor (EC 1.3.5.1) (FP)(Flavoprotein subunit of complex II) and uniprot|Q00711Saccharomyces cerevisiae YKL148c SDH1 succinatedehydrogenase flavoprotein precursor P2.302.f2.1
YALI0_B20460g	-0.571771359	6.671847329	0.048084164	0.142001844	similar to uniprot|Q9USP9 Schizosaccharomyces pombeHypothetical coiled-coil protein with RNA recognitionmotif
YALI0_E09012g	-0.571189445	6.625159993	0.13017764	0.266831122	similar to uniprot|P53115 Saccharomyces cerevisiaeYGL150c INO80
YALI0_E19767g	-0.570993122	7.779719838	0.083389299	0.20019381	similar to uniprot|P53622 Saccharomyces cerevisiaeYDL145c RET1 coatomer complex alpha chain of secretorypathway vesicles
