Geneid,Std_1,Std_2,Std_3,Doc_1,Doc_2,Doc_3
YALI0_C00693g,1121,1169,1182,1544,1111,891
YALI0_C00715g,428,626,640,1387,797,513
YALI0_C00759g,12568,10920,3023,1025,2657,3006
YALI0_C00781g,1633,1698,1501,987,1716,1679
YALI0_C00803g,2571,3331,962,776,1442,1629
YALI0_C00825g,54,53,28,9,37,41
YALI0_C00847g,157,113,53,47,62,70
YALI0_C00869g,1395,1142,241,118,200,218
YALI0_C00891g,7471,8340,8769,5987,10370,10575
YALI0_C00913g,8365,6381,2443,1364,1827,1578
YALI0_C00957g,3709,3536,1885,985,1612,1860
YALI0_C00979g,153,115,45,15,43,88
YALI0_C01001g,77,48,27,16,28,15
YALI0_C01023g,2366,2161,1480,1520,1821,1837
YALI0_C01045g,4073,3847,3126,1293,3054,3224
YALI0_C01067g,292,362,12,6,4,10
YALI0_C01089g,84,79,21,36,23,50
YALI0_C01111g,4726,6847,11200,10906,13055,10679
YALI0_C01133g,4537,5049,7484,4949,7173,6710
YALI0_C01155g,1878,1999,2288,2987,1771,1113
YALI0_C01177g,5288,6325,7516,5855,8178,8913
YALI0_C01199g,996,1002,597,530,372,328
YALI0_C01221g,2347,3006,5034,4519,4932,4349
YALI0_C01243g,4537,5029,4759,2358,3703,3581
YALI0_C01287g,1110,913,748,665,810,790
YALI0_C01309g,1239,1190,749,678,708,728
YALI0_C01331g,1137,1404,801,832,767,736
YALI0_C01375g,1410,1220,1006,648,1205,1213
YALI0_C01397g,1487,1377,1028,756,914,1064
YALI0_C01411g,243,184,132,84,102,86
YALI0_C01419g,529,612,576,836,575,492
YALI0_C01441g,5456,6155,5292,3344,5204,5705
YALI0_C01463g,1975,2024,1824,1528,1513,1583
YALI0_C01485g,667,698,605,720,587,385
YALI0_C01507g,784,1100,1958,1660,2411,2263
YALI0_C01573g,1302,1360,1278,633,905,776
YALI0_C01595g,5673,6414,5994,4321,5821,5609
YALI0_C01617g,2642,2964,2770,1920,2792,2874
YALI0_C01694g,1273,2368,2066,1176,1798,1728
YALI0_C01716g,5707,7539,8412,6136,6810,6478
YALI0_C01738g,6105,5380,3239,3103,2997,2709
YALI0_C01760g,1125,1606,3805,4258,4478,3905
YALI0_C01782g,96,153,38,7,17,10
YALI0_C01826g,465,503,263,189,197,210
YALI0_C01859g,2665,2244,1875,1039,2401,3168
YALI0_C01903g,1091,1219,1145,1167,1368,1346
YALI0_C01925g,168,205,160,163,99,64
YALI0_C01947g,7,7,17,23,8,16
YALI0_C01969g,3507,3058,785,419,527,425
YALI0_C01991g,2393,2141,1655,613,1418,1659
YALI0_C02057g,8695,9088,5176,1740,3458,4609
YALI0_C02167g,98,124,82,18,95,100
YALI0_C02211g,4188,4947,6671,3858,7087,6722
YALI0_C02233g,1729,2467,5356,5490,6701,6948
YALI0_C02255g,75,84,96,65,105,116
YALI0_C02321g,1116,1398,1351,1082,1215,963
YALI0_C02343g,2537,2599,2510,1682,2992,2623
YALI0_C02365g,4358,3992,2033,942,1729,2139
YALI0_C02387g,56,52,37,41,81,70
YALI0_C02409g,3456,4113,2472,792,1487,1655
YALI0_C02431g,11189,9821,4572,2366,4195,5009
YALI0_C02453g,3713,3960,3454,2631,3012,3275
YALI0_C02475g,1898,1974,1044,460,557,502
YALI0_C02497g,750,769,992,1505,970,655
YALI0_C02519g,273,304,366,233,298,323
YALI0_C02541g,64,50,60,18,33,54
YALI0_C02563g,4951,4883,3969,2700,3944,4541
YALI0_C02585g,1377,1637,1443,1793,1122,544
YALI0_C02607g,1345,1508,1154,1133,1033,744
YALI0_C02629g,1609,1633,1563,716,1727,2129
YALI0_C02651g,3754,3518,3156,1934,2359,2193
YALI0_C02717g,8545,9276,7585,4661,6987,6380
YALI0_C02761g,334,353,422,375,420,403
YALI0_C02783g,58,67,29,12,9,5
YALI0_C02805g,11928,10090,6245,4211,7299,8244
YALI0_C02827g,1501,1558,779,356,754,903
YALI0_C02849g,2857,2900,4576,3117,4921,4203
YALI0_C02871g,458,627,626,491,466,479
YALI0_C02893g,849,1151,1300,886,972,767
YALI0_C02915g,1365,1380,808,504,723,622
YALI0_C02937g,2685,3336,3489,3708,2861,2866
YALI0_C02959g,4524,5648,3683,2733,2585,2038
YALI0_C02981g,5589,11751,29570,18721,34064,51373
YALI0_C03003g,13765,13535,11385,9985,15235,18346
YALI0_C03025g,71,54,7,5,4,6
YALI0_C03047g,1551,1560,1918,2164,2585,2525
YALI0_C03069g,4100,4691,4182,3070,4168,3487
YALI0_C03091g,166,197,28,12,14,8
YALI0_C03135g,5052,5614,2485,1106,2193,2251
YALI0_C03179g,9442,9950,8051,5221,7269,7101
YALI0_C03201g,3797,4603,6099,7800,5482,4173
YALI0_C03223g,3606,3700,3603,4124,3709,3874
YALI0_C03245g,1209,1233,963,1058,987,777
YALI0_C03267g,1291,1475,1848,1747,2006,1421
YALI0_C03333g,3926,4209,3399,1654,2635,2942
YALI0_C03355g,15680,15262,10045,8015,7715,6741
YALI0_C03377g,3418,3558,1987,563,839,730
YALI0_C03399g,975,814,729,408,847,935
YALI0_C03443g,20209,53383,135366,174315,174893,156324
YALI0_C03465g,5000,11718,17735,16641,20834,21248
YALI0_C03487g,27,24,8,14,7,11
YALI0_C03498g,1,0,0,0,1,4
YALI0_C03520g,3288,3807,4417,2958,4879,5130
YALI0_C03542g,14,8,15,2,4,7
YALI0_C03564g,287,277,315,279,513,689
YALI0_C03586g,171,137,37,24,55,63
YALI0_C03608g,1985,2641,3849,1848,3503,3849
YALI0_C03630g,2040,1861,1781,942,1534,1379
YALI0_C03652g,2054,2302,1835,953,1706,1717
YALI0_C03674g,8307,8485,5601,2460,4501,4850
YALI0_C03696g,1064,1508,3764,4165,6107,5794
YALI0_C03718g,2013,2211,1038,975,923,738
YALI0_C03762g,1280,935,343,147,206,162
YALI0_C03784g,1616,1416,928,900,923,826
YALI0_C03806g,639,662,351,355,546,635
YALI0_C03828g,7130,6602,3359,1138,3101,3925
YALI0_C03850g,6445,6540,4850,2429,3851,3682
YALI0_C03872g,21197,24372,24011,27539,20816,15030
YALI0_C03894g,2056,2082,1859,1172,1988,2088
YALI0_C03916g,5705,6528,4806,1569,4303,5139
YALI0_C03982g,420,466,469,528,414,274
YALI0_C04004g,4913,5119,3546,2475,2732,2390
YALI0_C04026g,166,128,69,45,96,110
YALI0_C04048g,278,270,82,117,144,130
YALI0_C04070g,1873,2001,1484,663,1072,1028
YALI0_C04092g,12733,14504,18211,15275,18445,19380
YALI0_C04114g,3372,3751,3493,4051,4813,5454
YALI0_C04136g,1654,2304,743,279,815,1291
YALI0_C04158g,4850,7973,8639,6977,8204,7889
YALI0_C04180g,1740,2574,3032,1318,3101,3336
YALI0_C04213g,6561,5825,2891,2000,2645,2695
YALI0_C04235g,234,384,416,301,330,269
YALI0_C04257g,1406,1833,3119,9284,3222,2111
YALI0_C04279g,103,181,178,178,170,170
YALI0_C04301g,769,958,812,463,653,689
YALI0_C04323g,9,23,16,4,4,4
YALI0_C04345g,2935,3219,2917,3485,2923,2323
YALI0_C04367g,1571,1808,1326,1005,1173,994
YALI0_C04389g,56,44,159,1034,542,343
YALI0_C04411g,1280,3047,10911,6459,11376,10696
YALI0_C04433g,2717,3269,3129,1831,3118,4197
YALI0_C04455g,313,287,545,967,766,683
YALI0_C04477g,221,262,1188,1912,1982,1671
YALI0_C04499g,24,29,79,64,71,44
YALI0_C04521g,1235,1387,1719,1531,1735,1447
YALI0_C04543g,3489,4076,2813,1220,2258,2167
YALI0_C04565g,2887,2638,1956,2058,1954,1861
YALI0_C04587g,1305,1461,2481,1322,3322,4075
YALI0_C04620g,20600,21282,12100,8569,11613,13794
YALI0_C04730g,31,38,12,43,6,16
YALI0_C04774g,1725,1786,1239,1938,1238,830
YALI0_C04796g,1708,1863,3847,2643,4478,4471
YALI0_C04818g,4132,4757,3548,2132,2245,1920
YALI0_C04884g,349,296,583,1411,1193,1080
YALI0_C04906g,1055,1168,1971,2184,1736,1252
YALI0_C04928g,2006,1933,1965,1599,2213,2100
YALI0_C05038g,1108,1226,845,539,756,699
YALI0_C05060g,2462,2234,1600,1099,1189,1212
YALI0_C05082g,16166,18452,15295,17116,11815,8501
YALI0_C05104g,907,1472,2414,2729,2412,2342
YALI0_C05126g,1289,1283,1557,959,1574,1804
YALI0_C05148g,6656,7966,6172,8966,4553,3582
YALI0_C05170g,4689,4533,3250,1984,2220,2262
YALI0_C05236g,748,702,49,20,12,16
YALI0_C05258g,1071,921,2645,1467,3294,3932
YALI0_C05280g,2866,2794,2940,3213,3337,2996
YALI0_C05302g,1727,1686,943,458,644,537
YALI0_C05324g,2751,3373,5587,3283,5540,6005
YALI0_C05346g,2120,2464,2082,1538,1889,1868
YALI0_C05368g,4117,4450,3642,2030,3513,3856
YALI0_C05467g,5088,5342,5836,5605,5972,5988
YALI0_C05489g,3102,3741,4514,3240,4450,4663
YALI0_C05500g,949,1195,1278,1388,1060,943
YALI0_C05511g,3948,3226,3077,4560,3402,2959
YALI0_C05533g,1431,1796,3007,4796,3925,3712
YALI0_C05555g,1122,1149,794,875,735,602
YALI0_C05577g,1389,1774,1956,2442,2253,1950
YALI0_C05599g,4718,4466,2699,2853,3188,2598
YALI0_C05621g,10962,21674,59311,89434,74253,60174
YALI0_C05643g,789,770,1311,2837,1589,1104
YALI0_C05665g,6781,8101,9693,11906,10882,9971
YALI0_C05687g,12195,11491,3811,1294,1520,1556
YALI0_C05709g,1743,1114,344,311,276,341
YALI0_C05731g,319,238,18,2,4,8
YALI0_C05753g,8586,13273,29859,27722,36380,34357
YALI0_C05775g,5629,5827,6234,5676,6999,6984
YALI0_C05797g,1183,1137,940,617,974,946
YALI0_C05819g,6335,5884,4124,2460,3435,2739
YALI0_C05841g,306,347,555,508,606,619
YALI0_C05863g,375,430,1066,1071,1116,893
YALI0_C05885g,604,469,176,126,206,256
YALI0_C05907g,656,1033,2266,3843,2178,1817
YALI0_C05929g,2385,4311,4619,3327,3643,3527
YALI0_C05951g,37188,55304,144711,136426,166580,153814
YALI0_C05973g,1019,1037,1073,1231,1233,1221
YALI0_C05995g,1930,2105,1908,980,2358,2604
YALI0_C06017g,21,40,36,20,24,21
YALI0_C06039g,8671,10206,10953,10634,11326,9808
YALI0_C06061g,1488,1705,1462,1858,1492,1105
YALI0_C06083g,6927,8023,7755,5450,10324,11280
YALI0_C06105g,76,149,166,91,149,190
YALI0_C06127g,5271,4768,2792,1627,2981,3189
YALI0_C06149g,3929,4482,4554,5480,6151,5936
YALI0_C06171g,77117,90298,65986,66402,74397,72343
YALI0_C06193g,1495,2323,3784,3268,3729,3686
YALI0_C06215g,7336,9216,2855,1454,1961,2161
YALI0_C06237g,30689,47947,112030,149826,152316,149513
YALI0_C06259g,174,183,60,46,51,68
YALI0_C06281g,5632,6369,6179,4332,7143,7504
YALI0_C06303g,2597,2526,2361,1786,1957,1810
YALI0_C06325g,5298,5668,2994,4148,4083,4919
YALI0_C06347g,1165,1547,2036,939,2230,2494
YALI0_C06369g,134259,166045,220877,131098,266594,326831
YALI0_C06391g,2263,2306,1478,608,1194,1601
YALI0_C06424g,131,71,14,19,22,48
YALI0_C06446g,7423,7599,5004,5409,4193,3568
YALI0_C06460g,5752,7106,8547,5863,6800,6646
YALI0_C06490g,9144,11322,10623,6801,5164,4419
YALI0_C06512g,25,18,6,14,20,20
YALI0_C06534g,527,586,3408,3977,5169,5627
YALI0_C06556g,2067,2112,3171,2182,3919,4375
YALI0_C06578g,10521,6449,3567,1904,4487,4857
YALI0_C06600g,2535,3858,5119,6073,4494,3087
YALI0_C06622g,380,228,240,120,264,274
YALI0_C06644g,546,592,1202,1084,1420,1510
YALI0_C06710g,576,637,762,514,920,936
YALI0_C06732g,1753,2207,3500,3767,5261,4763
YALI0_C06754g,2020,1790,1870,2457,3623,3484
YALI0_C06776g,10454,18578,47730,33650,61113,66089
YALI0_C06798g,11846,15168,27554,17076,32962,37328
YALI0_C06820g,38399,39727,25733,15060,19068,17157
YALI0_C06842g,5292,5791,7556,10328,11026,10229
YALI0_C06853g,15629,21135,25950,35295,27774,21982
YALI0_C06864g,3646,3442,3469,1800,2146,2028
YALI0_C06886g,33110,36833,32900,31517,29317,24581
YALI0_C06908g,6,10,2,0,2,2
YALI0_C06930g,5796,7263,7949,6199,8058,7460
YALI0_C06952g,4466,4707,2806,2369,2295,2140
YALI0_C06974g,1680,2054,2778,4873,2576,1721
YALI0_C06996g,1794,1848,1234,903,962,888
YALI0_C07018g,1755,1744,1482,2318,1581,1377
YALI0_C07040g,1572,1573,1264,652,1186,1363
YALI0_C07062g,2032,1851,1069,1049,1078,776
YALI0_C07128g,6851,6404,4598,3700,3992,3519
YALI0_C07150g,3322,3434,2001,1191,2010,2399
YALI0_C07172g,1440,1252,887,288,337,311
YALI0_C07194g,218,138,136,98,134,152
YALI0_C07238g,2161,2406,2907,2646,3187,2742
YALI0_C07260g,786,655,378,198,328,291
YALI0_C07282g,385,470,1085,1762,1129,886
YALI0_C07304g,6814,7945,8233,4263,6345,6532
YALI0_C07326g,3072,3614,4498,3221,4015,4166
YALI0_C07348g,1777,1456,532,313,354,477
YALI0_C07414g,6475,7493,18313,21705,24731,22977
YALI0_C07436g,913,925,330,318,399,369
YALI0_C07458g,0,0,0,0,0,0
YALI0_C07480g,0,0,0,0,0,0
YALI0_C07502g,10249,11739,12872,5921,12381,13671
YALI0_C07524g,13242,14210,18311,26389,23181,19295
YALI0_C07546g,92,105,10,2,2,8
YALI0_C07568g,5783,6615,9889,3810,10422,12090
YALI0_C07590g,14,29,12,0,12,10
YALI0_C07612g,4070,3962,4571,3115,6483,8281
YALI0_C07634g,652,554,194,1137,399,264
YALI0_C07656g,1639,2432,8558,7835,10656,11503
YALI0_C07678g,4215,3731,4428,2238,4432,4505
YALI0_C07700g,1877,1800,1835,1447,2097,2002
YALI0_C07722g,31,36,36,51,81,64
YALI0_C07744g,111,163,360,1125,852,758
YALI0_C07777g,2217,2094,1469,786,1482,1543
YALI0_C07821g,175,93,142,59,100,120
YALI0_C07843g,7201,7925,6457,3761,6135,6287
YALI0_C07865g,1169,1035,707,659,710,659
YALI0_C07887g,5146,6287,4219,4866,3124,2284
YALI0_C07909g,1354,1545,1460,638,1266,1246
YALI0_C07931g,50,56,16,10,10,1
YALI0_C07953g,106615,93433,54976,39317,49130,54620
YALI0_C07975g,3326,3602,3240,1626,3141,3925
YALI0_C08030g,742,841,692,757,528,456
YALI0_C08052g,3967,3480,1302,1046,1070,810
YALI0_C08074g,332,402,309,560,798,1186
YALI0_C08096g,1832,1496,898,575,446,328
YALI0_C08118g,9479,11389,15425,27765,16846,13870
YALI0_C08140g,2429,2659,2817,2654,2938,3126
YALI0_C08184g,377,420,297,173,270,287
YALI0_C08206g,1353,1393,760,608,576,524
YALI0_C08220g,382,466,342,382,208,177
YALI0_C08228g,629,929,802,400,177,217
YALI0_C08283g,132,102,108,68,59,62
YALI0_C08305g,2945,3654,4951,5170,4673,4007
YALI0_C08327g,1102,1209,693,346,942,1316
YALI0_C08349g,37,68,28,1,27,34
YALI0_C08371g,1789,1777,1242,740,691,540
YALI0_C08393g,40,41,30,14,48,20
YALI0_C08415g,4,2,0,0,0,2
YALI0_C08437g,1046,1077,927,502,722,703
YALI0_C08459g,1098,1394,2089,4316,2048,1215
YALI0_C08473g,199,203,313,248,539,662
YALI0_C08481g,3077,3742,4200,2998,3090,2710
YALI0_C08547g,22,34,2,2,4,8
YALI0_C08569g,2,0,2,0,2,0
YALI0_C08591g,4309,4845,3736,3629,4210,3630
YALI0_C08613g,31,34,18,15,17,16
YALI0_C08635g,4349,5936,7640,8649,10355,10074
YALI0_C08657g,3635,3808,2372,1592,1778,1622
YALI0_C08679g,7,14,6,2,2,4
YALI0_C08701g,670,688,415,241,164,107
YALI0_C08723g,2502,3196,2867,3140,2256,1561
YALI0_C08745g,1942,2407,2644,1956,2353,2120
YALI0_C08767g,1830,2137,1691,561,1209,1213
YALI0_C08782g,2023,2400,2575,2684,2444,2005
YALI0_C08811g,6375,9457,23699,20941,30320,31063
YALI0_C08833g,104,106,143,145,126,159
YALI0_C08855g,1594,1351,728,732,787,761
YALI0_C08877g,5305,5341,3772,2424,3270,3288
YALI0_C08899g,203,217,275,245,307,286
YALI0_C08921g,38,41,8,5,10,5
YALI0_C08943g,46,36,6,4,2,2
YALI0_C08960g,3434,3173,1334,210,508,617
YALI0_C08965g,2378,2513,1442,482,356,319
YALI0_C08987g,10869,8819,5372,2572,4819,6210
YALI0_C09009g,19,4,20,20,10,22
YALI0_C09031g,198,237,153,63,192,284
YALI0_C09119g,242,279,231,94,224,306
YALI0_C09141g,394101,452999,405634,268232,414757,404561
YALI0_C09163g,770,853,644,326,527,602
YALI0_C09185g,2207,2285,1891,867,967,1093
YALI0_C09218g,23221,25326,15242,11657,10917,9402
YALI0_C09232g,2809,3108,2633,1911,2934,3501
YALI0_C09240g,71,81,25,18,16,16
YALI0_C09262g,11182,13160,11936,10029,9758,8396
YALI0_C09284g,3450,2131,665,764,1103,1356
YALI0_C09328g,11235,11244,8767,6800,8847,8399
YALI0_C09350g,1559,1965,1497,1716,1396,1289
YALI0_C09372g,143,211,157,161,151,172
YALI0_C09394g,480,611,531,651,525,412
YALI0_C09438g,984,1019,793,423,833,829
YALI0_C09460g,2124,2843,6407,5390,10729,9701
YALI0_C09482g,132,122,103,62,76,76
YALI0_C09504g,1682,1638,2256,4575,2805,2092
YALI0_C09526g,8331,9213,6358,6061,5519,4666
YALI0_C09548g,2268,2942,2957,4306,3290,2667
YALI0_C09570g,1763,1510,730,538,640,509
YALI0_C09592g,23,24,5,0,0,0
YALI0_C09614g,1262,1045,1020,522,1074,1120
YALI0_C09636g,7249,7746,5980,5730,5644,5323
YALI0_C09658g,737,1074,1567,1177,1761,2187
YALI0_C09680g,20974,24476,14354,4679,7168,8099
YALI0_C09735g,14980,11751,23819,27662,23683,18978
YALI0_C09757g,1368,1411,936,669,674,521
YALI0_C09779g,984,983,737,582,756,740
YALI0_C09801g,1981,2607,4203,7375,4114,2836
YALI0_C09823g,594,590,982,729,1177,1239
YALI0_C09845g,1704,2453,4222,5113,5251,5151
YALI0_C09889g,164,199,131,58,109,125
YALI0_C09904g,4081,5459,9482,4458,8980,10008
YALI0_C09933g,4635,4955,3899,1899,3629,4830
YALI0_C09966g,26,39,42,18,31,21
YALI0_C09988g,7200,9047,11072,9150,9604,9382
YALI0_C10010g,3063,3902,4865,2374,6164,7809
YALI0_C10032g,834,1010,448,169,274,299
YALI0_C10054g,53,55,7,14,12,8
YALI0_C10076g,4,0,4,0,0,0
YALI0_C10098g,2415,3198,4012,4553,4769,3953
YALI0_C10120g,78,135,65,42,55,72
YALI0_C10135g,150,155,194,103,158,185
YALI0_C10142g,5212,6342,8694,7465,8616,7842
YALI0_C10208g,8508,4790,1327,978,1394,1620
YALI0_C10230g,25455,27760,36690,34574,40444,45659
YALI0_C10252g,5642,6046,4418,2405,5209,5720
YALI0_C10274g,5,19,6,2,7,6
YALI0_C10311g,370,714,2976,1521,4225,4946
YALI0_C10428g,1740,2184,2409,2457,2341,1909
YALI0_C10450g,1001,960,544,109,244,244
YALI0_C10472g,3395,3986,5594,8453,6569,5313
YALI0_C10494g,3447,4095,5860,3572,5862,7224
YALI0_C10516g,1712,1804,1372,1092,1271,1185
YALI0_C10538g,37,11,9,12,12,13
YALI0_C10604g,822,801,791,564,1107,990
YALI0_C10626g,1161,1400,3117,4136,5436,5522
YALI0_C10648g,8361,7909,3667,982,2904,4137
YALI0_C10670g,77,97,38,42,29,47
YALI0_C10692g,739,908,591,299,343,331
YALI0_C10714g,3902,6216,7662,5531,6602,5814
YALI0_C10736g,709,822,727,521,560,601
YALI0_C10758g,360,372,299,94,150,196
YALI0_C10780g,3279,3643,2075,696,1238,1390
YALI0_C10802g,3407,4391,3439,3804,2715,1921
YALI0_C10824g,1520,1724,1456,2021,1740,1244
YALI0_C10846g,2319,2162,1600,2085,1576,1355
YALI0_C10868g,1,9,3,9,3,7
YALI0_C10879g,1,3,2,4,3,2
YALI0_C10901g,1898,1721,1000,674,421,334
YALI0_C10923g,376,344,165,103,104,151
YALI0_C10945g,4999,5178,3967,2593,4370,4683
YALI0_C10967g,771,1088,1237,972,1326,1182
YALI0_C10989g,3025,3376,3432,2174,2866,2799
YALI0_C11011g,6060,7460,6997,6475,5949,4627
YALI0_C11033g,308,334,415,236,410,537
YALI0_C11055g,1012,1208,1513,966,1412,1454
YALI0_C11077g,318,405,518,213,370,359
YALI0_C11165g,136,170,1408,1921,3008,2786
YALI0_C11209g,20,37,15,11,24,17
YALI0_C11231g,1931,2061,1150,924,722,670
YALI0_C11253g,133,98,19,2,8,13
YALI0_C11275g,62,65,67,63,76,68
YALI0_C11297g,22,24,0,2,8,2
YALI0_C11319g,633,867,554,403,515,433
YALI0_C11341g,25818,37021,46275,35648,40114,42625
YALI0_C11363g,6194,6437,6344,3060,6610,6951
YALI0_C11385g,18324,23701,28791,41952,29928,24105
YALI0_C11407g,25235,28445,62247,50823,88747,111439
YALI0_C11429g,3957,3704,2393,3303,2728,2157
YALI0_C11451g,60,51,35,15,30,15
YALI0_C11473g,34712,39128,31944,32568,24038,15954
YALI0_C11495g,3653,3989,4516,2445,3781,4038
YALI0_C11517g,1998,2010,2101,2439,2446,2045
YALI0_C11539g,1125,1478,1238,2102,1259,943
YALI0_C11561g,9416,9137,6310,3439,5756,5946
YALI0_C11583g,4509,4515,2585,1714,1964,2039
YALI0_C11605g,10338,11082,11349,12445,11171,9365
YALI0_C11627g,256,310,157,171,137,151
YALI0_C11649g,1522,1297,1008,382,924,957
YALI0_C11671g,4001,4490,5238,4805,5511,5057
YALI0_C11693g,12797,14946,18525,14001,19530,18363
YALI0_C11715g,2057,2119,1465,747,1190,1183
YALI0_C11781g,385,548,2045,3393,3005,2683
YALI0_C11803g,5163,10516,24465,20333,21386,17443
YALI0_C11825g,1168,1014,1553,1162,2004,2509
YALI0_C11836g,104,107,118,89,160,181
YALI0_C11858g,1980,1608,937,480,1009,1105
YALI0_C11880g,13443,14765,15002,13719,18724,21367
YALI0_C11946g,2922,3463,3023,1974,2870,2760
YALI0_C11968g,9716,14909,27070,24370,36517,38825
YALI0_C12012g,6077,6315,5638,2348,4671,4399
YALI0_C12034g,32785,42611,54358,31151,50742,55819
YALI0_C12056g,1510,1676,1532,773,658,655
YALI0_C12100g,719,1177,5146,4397,10461,12094
YALI0_C12122g,21,21,1,12,14,18
YALI0_C12144g,1281,1153,854,584,827,669
YALI0_C12166g,768,1494,4127,4870,5311,5338
YALI0_C12188g,53,102,187,217,303,296
YALI0_C12210g,4394,6394,11502,14894,12007,10047
YALI0_C12232g,26,28,18,31,44,40
YALI0_C12254g,755,804,737,736,634,533
YALI0_C12276g,4055,4470,6635,5402,9291,11110
YALI0_C12342g,6954,7364,3890,3639,3753,3143
YALI0_C12364g,3916,4050,4714,4862,6085,7003
YALI0_C12386g,4388,5837,6327,4712,6159,5886
YALI0_C12408g,70,58,103,135,88,121
YALI0_C12430g,1406,1535,1179,1141,1071,904
YALI0_C12474g,1487,1954,2437,1728,2049,1802
YALI0_C12496g,1972,2277,2527,1031,1049,827
YALI0_C12518g,98,80,156,293,191,219
YALI0_C12551g,29,46,49,49,29,29
YALI0_C12573g,2404,2365,1356,598,970,965
YALI0_C12595g,6365,5281,2298,1658,2034,1714
YALI0_C12617g,1516,1799,1974,1178,1823,1802
YALI0_C12639g,1816,2020,1621,989,1267,1270
YALI0_C12661g,5800,5788,4775,1218,2686,2871
YALI0_C12727g,412,365,223,148,210,238
YALI0_C12749g,5184,4963,3086,2472,2860,2436
YALI0_C12771g,449,533,464,444,305,184
YALI0_C12793g,1811,2290,2419,3496,2425,1845
YALI0_C12859g,2431,2288,1765,1040,1584,1664
YALI0_C12881g,3164,2752,1919,2309,2125,1738
YALI0_C12918g,5622,7683,5966,5287,5565,5155
YALI0_C12947g,1768,2006,1710,879,1408,1434
YALI0_C12980g,679,845,977,622,980,1098
YALI0_C13002g,1072,1381,1196,1312,905,674
YALI0_C13024g,78,83,141,55,16,26
YALI0_C13090g,3983,4016,4630,3313,4514,4580
YALI0_C13112g,2925,3189,2524,1765,2386,2218
YALI0_C13178g,1160,1180,2037,1960,2641,2460
YALI0_C13244g,7197,7400,12149,7712,17590,22330
YALI0_C13310g,2738,2909,2725,1283,2397,2765
YALI0_C13332g,15,21,9,14,7,3
YALI0_C13354g,891,826,748,939,663,409
YALI0_C13420g,1559,1652,1854,1058,2386,3022
YALI0_C13442g,1886,1529,747,570,549,536
YALI0_C13508g,8822,7874,7566,2906,4963,5126
YALI0_C13530g,1981,2730,5435,11546,5474,2883
YALI0_C13552g,642,770,922,354,704,960
YALI0_C13574g,609,667,648,177,529,699
YALI0_C13596g,2552,2660,1815,1577,1977,1687
YALI0_C13618g,1667,2043,1761,938,1395,1476
YALI0_C13706g,5239,6880,4962,3605,3380,3444
YALI0_C13728g,55,83,56,69,72,87
YALI0_C13750g,5251,5232,6085,3549,4317,4251
YALI0_C13794g,1741,1989,1999,1390,1983,1947
YALI0_C13816g,1209,1324,1619,1904,1572,1313
YALI0_C13838g,12,7,6,10,4,20
YALI0_C13860g,2082,2270,2016,1646,1968,2041
YALI0_C13882g,2115,1823,877,691,856,708
YALI0_C13904g,4580,4141,2302,986,1967,2049
YALI0_C13926g,5085,5679,5461,1598,1969,2079
YALI0_C13970g,56,35,12,0,12,16
YALI0_C13992g,574,506,392,243,355,359
YALI0_C14014g,2317,2936,3886,2659,3581,3583
YALI0_C14036g,2076,2258,1258,849,804,762
YALI0_C14058g,695,737,960,1673,1006,781
YALI0_C14124g,202,259,365,420,382,362
YALI0_C14146g,153,192,191,105,195,175
YALI0_C14168g,268,189,259,675,451,446
YALI0_C14190g,13717,14542,10989,4212,5885,5522
YALI0_C14234g,42,44,71,193,82,61
YALI0_C14256g,3260,3591,4470,2559,4517,4803
YALI0_C14322g,561,751,1041,757,996,852
YALI0_C14344g,285,346,428,793,1255,1641
YALI0_C14388g,120,130,108,144,102,81
YALI0_C14410g,1845,2039,2041,1414,1859,1934
YALI0_C14476g,2089,1994,1708,1370,1479,1292
YALI0_C14498g,3645,5126,3681,2083,2595,2910
YALI0_C14520g,10443,11185,10450,9153,11560,10999
YALI0_C14542g,1347,1535,1290,657,1134,1146
YALI0_C14564g,372,453,620,302,488,502
YALI0_C14586g,3023,3384,2154,2610,1363,851
YALI0_C14608g,283,254,203,116,177,146
YALI0_C14630g,2596,3061,3519,1865,2845,2828
YALI0_C14652g,5016,6349,7968,4709,6910,6583
YALI0_C14674g,142,124,56,22,39,37
YALI0_C14696g,17,30,25,139,62,32
YALI0_C14718g,3672,3420,1624,488,870,932
YALI0_C14740g,2151,2417,2741,1872,2721,2954
YALI0_C14762g,98,88,102,52,112,149
YALI0_C14784g,2381,2957,4391,1836,5242,6082
YALI0_C14806g,10831,11497,4254,1458,3431,4152
YALI0_C14828g,4309,4744,4764,2418,4620,5610
YALI0_C14872g,146,175,232,208,359,348
YALI0_C14938g,18,13,4,0,5,7
YALI0_C14960g,410,465,287,124,186,135
YALI0_C15004g,120,104,612,2685,1473,938
YALI0_C15026g,12023,10872,2824,3062,3252,3162
YALI0_C15048g,6353,7538,3282,1321,2428,2484
YALI0_C15070g,4277,4585,2360,1038,2127,2540
YALI0_C15092g,1500,1493,397,152,188,212
YALI0_C15114g,7224,9353,15763,11231,17403,17036
YALI0_C15136g,2172,2303,1528,723,1317,1336
YALI0_C15158g,0,0,0,0,0,0
YALI0_C15180g,0,0,0,0,0,0
YALI0_C15202g,1357,872,538,416,735,899
YALI0_C15224g,12059,12521,8476,6272,6850,5867
