# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "gene" "-g" "GENE" "-a" "Users/doughty/Desktop/Omics_Paper/CenPKGFF/Cen.PK113_7D.gff3" "-o" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/Cen.PKpairedStranded_STAR.txt" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam
CENPK1137D_3684	ENA|CM001526|CM001526.1	205583	206413	-	831	3053	2592	2689	6409	6642	6275	1989	2507	2282	1737	1806	2021	6021	6952	6331	2121	1694	1554
CENPK1137D_3685	ENA|CM001526|CM001526.1	206918	208171	-	1254	614	522	519	1293	1358	1384	1082	684	607	1084	862	599	1300	1264	1327	516	852	871
CENPK1137D_3686	ENA|CM001526|CM001526.1	208631	209815	-	1185	62	55	51	130	121	113	106	49	55	88	75	68	135	131	137	51	59	51
CENPK1137D_3429	ENA|CM001526|CM001526.1	210526	211116	-	591	483	444	476	1096	1010	1034	964	510	421	907	778	420	1041	1120	1003	415	739	696
CENPK1137D_3430	ENA|CM001526|CM001526.1	211376	211837	+	462	1219	1158	1230	3928	4337	3878	2697	1822	1781	2657	2721	1762	3904	3980	3983	1530	2312	2406
CENPK1137D_3431	ENA|CM001526|CM001526.1	212015	212686	-	672	845	847	767	2135	2208	2155	731	909	866	660	791	725	1999	2146	2084	785	571	650
CENPK1137D_3432	ENA|CM001526|CM001526.1	212855	215632	+	2778	568	561	572	1154	1209	1078	631	513	506	744	772	578	1088	1235	1185	466	545	535
CENPK1137D_3433	ENA|CM001526|CM001526.1	215995	219225	-	3231	283	263	308	434	507	481	444	254	279	708	603	367	466	536	476	217	356	430
CENPK1137D_3434	ENA|CM001526|CM001526.1	219783	220340	+	558	454	448	396	913	971	882	765	385	389	689	613	388	1007	1002	994	321	517	546
CENPK1137D_3435	ENA|CM001526|CM001526.1	220576	221013	+	438	713	696	678	1256	1471	1298	1183	614	668	1479	1323	792	1364	1419	1385	496	920	829
CENPK1137D_3436	ENA|CM001526|CM001526.1	221308	223140	-	1833	3541	2989	3150	6039	4636	4885	1572	2040	1697	1964	2246	2001	4663	5284	4395	2045	1197	1333
CENPK1137D_3437	ENA|CM001526|CM001526.1	224084	225049	+	966	135	141	98	1126	1244	1076	960	813	811	906	890	772	1970	1699	1963	394	441	425
CENPK1137D_3438	ENA|CM001526|CM001526.1	226651	227031	-	381	213	239	220	491	647	533	337	214	210	385	365	245	553	555	547	164	220	209
CENPK1137D_3440	ENA|CM001526|CM001526.1	227137	227676	-	540	458	447	411	841	1001	922	383	409	393	412	409	452	946	913	999	310	312	267
CENPK1137D_3441	ENA|CM001526|CM001526.1	227990	230182	+	2193	385	395	365	954	1040	890	689	508	520	744	656	480	1116	1067	1061	396	501	474
CENPK1137D_3442	ENA|CM001526|CM001526.1	230653	232932	+	2280	485	539	470	1213	1303	1235	523	450	433	593	585	495	1059	1131	1090	435	494	490
CENPK1137D_3443	ENA|CM001526|CM001526.1	233129	233683	+	555	1227	1129	1114	4513	4266	4290	932	1500	1413	961	1152	1486	4017	4413	3966	1469	721	790
CENPK1137D_3444	ENA|CM001526|CM001526.1	233962	235311	-	1350	7696	6288	6575	20674	16191	16649	5093	7288	6614	3074	3349	4218	20164	21192	17807	7144	3176	3421
CENPK1137D_3445	ENA|CM001526|CM001526.1	235763	236209	-	447	1194	1036	987	5683	6381	6272	1524	2355	2514	778	1003	1462	7110	6639	6869	1858	1028	1055
CENPK1137D_3446	ENA|CM001526|CM001526.1	236653	237967	-	1315	41	45	43	71	89	93	45	30	29	55	88	49	77	88	68	20	43	31
CENPK1137D_3447	ENA|CM001526|CM001526.1	238225	239694	-	1470	345	368	383	806	842	816	484	286	305	404	372	276	717	731	697	313	500	463
CENPK1137D_3448	ENA|CM001526|CM001526.1	241358	241789	+	432	296	313	319	706	775	741	282	248	261	289	253	300	688	703	676	235	240	246
CENPK1137D_3449	ENA|CM001526|CM001526.1	241989	244685	-	2697	611	631	696	1841	1910	1855	1293	811	818	1428	1312	839	1919	1996	1984	697	943	979
CENPK1137D_3451	ENA|CM001526|CM001526.1	245165	246340	-	1176	1115	995	972	3320	3492	3448	1510	1208	1118	1732	1545	1232	2830	3175	3031	1125	1452	1418
CENPK1137D_3452	ENA|CM001526|CM001526.1	248580	248864	+	285	1285	1269	1227	2213	2404	2386	1011	999	1089	1041	1343	1061	2122	2302	2278	741	765	923
CENPK1137D_3453	ENA|CM001526|CM001526.1	249588	251522	+	1935	1402	1344	1302	2839	2162	2134	682	912	806	687	808	877	2212	2335	1998	916	487	534
CENPK1137D_3454	ENA|CM001526|CM001526.1	251832	252359	-	528	1055	961	922	2178	2423	2262	1415	1043	1001	1548	1376	941	2205	2321	2191	804	1125	1184
CENPK1137D_3455	ENA|CM001526|CM001526.1	252518	253996	+	1479	455	488	462	944	915	991	432	445	440	545	476	523	888	1054	955	343	308	382
CENPK1137D_3456	ENA|CM001526|CM001526.1	254227	255810	-	1584	2863	2674	2741	9611	10360	8115	4598	4284	4422	2868	2758	2811	11825	10740	11079	3550	3056	2688
CENPK1137D_3457	ENA|CM001526|CM001526.1	256588	257490	-	903	644	609	663	1332	1652	1722	382	496	518	365	411	546	953	1122	1111	525	444	491
CENPK1137D_3458	ENA|CM001526|CM001526.1	259916	261562	-	1647	463	444	412	3151	5072	4564	2466	2091	2041	4220	4201	3086	3777	4841	4609	1284	2605	2352
CENPK1137D_3459	ENA|CM001526|CM001526.1	262757	263650	-	894	2010	1892	1716	8516	8227	7265	3587	2814	3040	1991	1752	1569	8980	8178	8380	2720	2440	2131
CENPK1137D_3460	ENA|CM001526|CM001526.1	264376	265977	-	1602	4943	4436	4500	11063	8600	8721	2012	3155	2725	1737	2048	2310	8086	8661	7267	3648	1649	1746
CENPK1137D_3462	ENA|CM001526|CM001526.1	267283	268045	-	763	3050	2860	2819	6848	5900	6193	2962	2435	2357	2623	2617	2174	5427	5859	5474	2485	2371	2360
CENPK1137D_3463	ENA|CM001526|CM001526.1	268596	268985	-	390	1323	1152	1173	3132	3203	3067	1421	1183	1132	1194	1116	1079	2816	2919	2738	1138	1223	1213
CENPK1137D_3464	ENA|CM001526|CM001526.1	269627	269950	+	324	495	494	527	1101	1194	1300	768	490	523	685	576	472	1115	1101	1142	412	576	609
CENPK1137D_3465	ENA|CM001526|CM001526.1	270482	271744	+	1263	477	529	501	1372	1402	1448	705	560	512	783	778	634	1229	1322	1254	482	615	625
CENPK1137D_3466	ENA|CM001526|CM001526.1	272422	274008	+	1587	30	33	24	223	225	206	30	42	39	40	52	54	95	83	99	88	41	61
CENPK1137D_3467	ENA|CM001526|CM001526.1	274427	276019	+	1593	6	6	5	7	9	12	2	3	2	6	4	2	7	5	3	6	4	1
CENPK1137D_3468	ENA|CM001526|CM001526.1	276151	277479	-	1329	314	299	291	784	653	747	268	295	257	366	373	363	729	709	662	289	225	255
CENPK1137D_3469	ENA|CM001526|CM001526.1	277783	278535	-	753	3627	3290	3214	1847	1496	1444	532	651	538	399	453	412	1453	1589	1447	627	414	432
CENPK1137D_3470	ENA|CM001526|CM001526.1	279560	280216	+	657	895	843	842	2158	2157	2125	787	919	892	755	840	774	2072	2228	2038	761	634	646
CENPK1137D_3471	ENA|CM001526|CM001526.1	280555	282072	-	1518	361	323	343	598	562	522	271	269	233	301	324	309	560	565	527	244	211	178
CENPK1137D_3473	ENA|CM001526|CM001526.1	283074	284747	-	1674	6425	5301	6022	10159	11541	10652	4412	5327	5309	4688	5348	5294	13477	13931	13609	3405	2905	2761
CENPK1137D_3474	ENA|CM001526|CM001526.1	287362	288627	+	1266	518	512	498	1314	1470	1434	296	518	505	357	487	503	1150	1417	1268	426	246	262
CENPK1137D_3475	ENA|CM001526|CM001526.1	289893	290378	+	486	774	671	606	2121	2887	3309	787	735	739	1383	1480	1301	1410	1897	1816	771	1199	1403
CENPK1137D_3476	ENA|CM001526|CM001526.1	290877	292640	+	1764	994	891	975	1839	1806	1792	1436	899	815	1535	1390	844	1719	1763	1669	746	1234	1135
CENPK1137D_3477	ENA|CM001526|CM001526.1	293236	295827	+	2592	2554	2314	2458	15664	20172	14536	6709	7502	8805	3418	3989	4442	21958	18500	21629	6023	4747	3658
CENPK1137D_3478	ENA|CM001526|CM001526.1	296775	299441	+	2667	4283	3611	3840	5897	5616	6036	1752	2370	2248	1746	2022	2371	6002	6330	5821	2160	1238	1350
CENPK1137D_3479	ENA|CM001526|CM001526.1	299775	300155	-	381	412	407	393	688	780	750	155	299	264	126	195	346	618	730	649	296	104	125
CENPK1137D_3480	ENA|CM001526|CM001526.1	300634	301023	+	390	1051	901	880	1276	1271	1215	562	784	700	540	642	806	1294	1273	1241	665	427	455
CENPK1137D_3481	ENA|CM001526|CM001526.1	301853	303415	+	1563	1622	1503	1528	8681	8358	7183	3099	3257	3592	1934	2069	2159	10198	9232	9529	2723	1996	1725
CENPK1137D_3482	ENA|CM001526|CM001526.1	304114	304987	+	874	3892	3501	3373	13298	11745	12021	1462	3786	3441	1124	1574	2884	11620	11691	10845	3623	1010	1142
CENPK1137D_3484	ENA|CM001526|CM001526.1	305444	305761	+	318	568	542	512	1241	1209	1254	356	608	603	382	466	567	1322	1246	1174	560	295	324
CENPK1137D_3485	ENA|CM001526|CM001526.1	306200	308989	-	2790	1222	1231	1166	1497	1521	1489	605	481	471	797	745	616	1145	1269	1179	567	563	637
CENPK1137D_3486	ENA|CM001526|CM001526.1	310500	311408	-	909	333	310	303	531	562	533	204	204	199	230	229	227	518	518	458	171	172	170
CENPK1137D_3487	ENA|CM001526|CM001526.1	312446	314512	-	2067	558	567	571	1382	1228	1309	947	554	529	1227	938	583	1279	1284	1203	473	735	781
CENPK1137D_3488	ENA|CM001526|CM001526.1	314718	316253	-	1536	336	319	281	850	959	980	319	405	334	341	356	346	835	940	816	333	247	256
CENPK1137D_3489	ENA|CM001526|CM001526.1	316831	317463	+	633	756	745	668	2220	2533	2383	1204	897	925	1232	1238	965	2200	2287	2309	785	970	978
CENPK1137D_3490	ENA|CM001526|CM001526.1	317873	319756	+	1884	1768	1641	1581	3826	4124	3977	1833	1709	1581	1773	1702	1446	3594	3900	3632	1416	1605	1613
CENPK1137D_3491	ENA|CM001526|CM001526.1	320597	322006	+	1410	1982	1736	1846	6476	6305	6653	1534	1988	1953	820	881	1216	5320	5468	5175	2075	1295	1409
CENPK1137D_3492	ENA|CM001526|CM001526.1	322182	323846	-	1665	729	706	743	2047	1602	1614	919	666	623	881	919	595	1670	1747	1501	661	652	682
CENPK1137D_3493	ENA|CM001526|CM001526.1	324088	324945	-	858	578	510	468	1277	1282	1138	748	549	543	786	688	624	1239	1322	1235	582	642	628
CENPK1137D_3495	ENA|CM001526|CM001526.1	325159	325365	+	207	38	25	23	114	192	177	98	80	53	127	151	94	141	152	143	64	103	91
CENPK1137D_3496	ENA|CM001526|CM001526.1	325533	326054	-	522	7	10	6	15	21	15	17	8	3	30	20	8	9	11	14	5	23	15
CENPK1137D_3497	ENA|CM001526|CM001526.1	326390	328120	+	1731	2252	2124	2032	7444	6988	6223	1839	2379	2502	1398	1628	1830	7204	7029	6905	2483	1314	1271
CENPK1137D_3498	ENA|CM001526|CM001526.1	328491	330221	+	1731	546	535	513	1256	1327	1422	557	496	434	657	600	495	1146	1278	1135	391	441	456
CENPK1137D_3499	ENA|CM001526|CM001526.1	330497	330745	-	249	1075	982	989	2044	2010	2029	1012	881	798	888	970	765	1956	1927	1904	768	843	833
CENPK1137D_3500	ENA|CM001526|CM001526.1	331089	333101	-	2013	681	643	637	2541	2674	2677	2069	1195	1279	2738	2455	1649	2670	2751	2791	1093	1580	1714
CENPK1137D_3501	ENA|CM001526|CM001526.1	333859	335253	-	1395	610	566	507	1557	1706	1509	1125	756	829	831	834	736	1539	1574	1540	864	940	985
CENPK1137D_3502	ENA|CM001526|CM001526.1	335860	337383	+	1524	2223	1974	2005	5317	5653	4909	2633	2293	2591	1953	1812	1721	6710	6065	6631	1808	1673	1564
CENPK1137D_3503	ENA|CM001526|CM001526.1	337773	340076	-	2304	14510	12411	13337	57863	45857	47754	13459	19587	18069	8157	9136	10378	53929	56200	49807	18347	8888	9754
CENPK1137D_3504	ENA|CM001526|CM001526.1	340765	341142	+	378	834	780	778	1293	1330	1310	1044	643	608	1137	939	561	1323	1365	1345	540	691	712
CENPK1137D_3506	ENA|CM001526|CM001526.1	341230	345522	-	4293	536	529	534	900	862	935	571	416	404	636	604	525	852	893	882	403	461	481
CENPK1137D_3507	ENA|CM001526|CM001526.1	345822	346310	-	489	445	379	380	887	1027	954	453	409	367	421	394	330	832	946	904	346	407	379
CENPK1137D_3508	ENA|CM001526|CM001526.1	346639	347256	-	618	2492	2283	2251	6002	6776	6086	2247	2649	2394	1927	2240	2130	6105	6238	6085	2108	1839	1777
CENPK1137D_3509	ENA|CM001526|CM001526.1	347888	349090	+	1203	1546	1324	1208	3737	3824	3623	1237	1489	1577	1602	1762	1839	3859	3933	4043	1214	908	981
CENPK1137D_3510	ENA|CM001526|CM001526.1	349596	351134	+	1539	183	229	188	918	1072	968	682	567	592	859	847	748	1440	1457	1518	322	374	408
CENPK1137D_3511	ENA|CM001526|CM001526.1	353241	355505	+	2265	283	322	316	722	757	753	344	336	261	485	458	352	682	715	737	291	290	320
CENPK1137D_3512	ENA|CM001526|CM001526.1	355878	356834	-	957	777	779	715	1797	1757	1758	874	820	719	1072	1035	877	1668	1866	1745	664	603	729
CENPK1137D_3513	ENA|CM001526|CM001526.1	357335	358087	+	753	1189	1095	1134	3110	3011	3052	2014	1274	1132	1853	1805	1150	2679	2993	2801	1144	1657	1642
CENPK1137D_3514	ENA|CM001526|CM001526.1	358277	359569	-	1293	417	400	390	1056	1159	1119	557	512	525	703	674	602	1095	1147	1015	451	518	505
CENPK1137D_3515	ENA|CM001526|CM001526.1	362362	364290	+	1929	2930	3616	2801	10689	15769	12243	5078	4588	4104	4353	4160	3629	10053	11621	10556	3669	6074	4868
CENPK1137D_3517	ENA|CM001526|CM001526.1	364577	365203	+	627	245	233	232	587	732	646	254	274	276	261	326	288	590	608	637	234	206	188
CENPK1137D_3518	ENA|CM001526|CM001526.1	365613	369788	-	4176	1054	1071	1007	2254	2422	2527	792	902	894	960	1057	1141	2271	2335	2388	816	666	711
CENPK1137D_3519	ENA|CM001526|CM001526.1	370102	371013	+	912	53	51	29	64	76	70	19	31	23	45	46	49	46	69	59	22	30	23
CENPK1137D_3520	ENA|CM001526|CM001526.1	371224	372321	-	1098	581	535	514	1369	1326	1258	278	512	431	285	388	476	1310	1440	1300	433	208	260
CENPK1137D_3521	ENA|CM001526|CM001526.1	372989	375364	-	2376	275	235	250	771	688	685	494	313	319	636	478	322	669	765	695	298	417	383
CENPK1137D_3522	ENA|CM001526|CM001526.1	376512	379853	-	3342	2194	2030	2025	5999	4773	4952	1420	1795	1642	1356	1376	1547	4934	5309	4590	1809	986	1070
CENPK1137D_3523	ENA|CM001526|CM001526.1	380336	383620	-	3285	650	634	667	1543	1512	1621	795	593	537	1082	948	705	1275	1523	1382	546	741	718
CENPK1137D_3524	ENA|CM001526|CM001526.1	384975	385538	+	564	1244	1166	1130	2473	2596	2411	2005	1197	1123	1883	1900	1059	2358	2525	2360	969	1555	1427
CENPK1137D_3525	ENA|CM001526|CM001526.1	385675	387795	-	2121	496	430	501	1239	1148	1217	345	441	444	392	478	547	1083	1132	1041	498	312	318
CENPK1137D_3526	ENA|CM001526|CM001526.1	388331	391453	-	3123	703	643	645	1788	1838	1739	968	782	796	1011	1164	863	1694	1787	1660	728	825	839
CENPK1137D_3528	ENA|CM001526|CM001526.1	392032	392607	-	576	149	156	160	564	618	561	195	192	198	231	251	230	515	586	546	165	161	162
CENPK1137D_3529	ENA|CM001526|CM001526.1	393084	393908	-	825	276	319	292	835	913	825	455	321	338	566	546	431	831	861	869	290	393	419
CENPK1137D_3530	ENA|CM001526|CM001526.1	394506	395390	+	885	3859	3659	3364	12642	11033	10780	1931	3642	3298	1619	2042	3011	10683	11087	10084	3497	1421	1401
CENPK1137D_3531	ENA|CM001526|CM001526.1	395689	396792	-	1104	834	668	690	1790	1714	1730	821	644	684	807	825	669	1533	1665	1512	684	591	669
CENPK1137D_3532	ENA|CM001526|CM001526.1	397233	398579	-	1347	504	422	423	1566	1979	1605	905	724	719	1206	1161	883	1422	1526	1512	711	948	1012
CENPK1137D_3533	ENA|CM001526|CM001526.1	398871	399605	+	735	1791	1552	1597	3051	3363	2972	2986	1828	1745	3045	2721	1823	3012	3049	2973	1684	2588	2463
CENPK1137D_3534	ENA|CM001526|CM001526.1	400111	400455	+	345	256	276	222	1562	2199	1960	605	796	878	795	830	1119	1655	1934	2110	529	522	502
CENPK1137D_3535	ENA|CM001526|CM001526.1	402579	404153	+	1575	806	779	826	1657	1630	1618	742	700	667	740	810	671	1708	1847	1677	591	560	568
CENPK1137D_3536	ENA|CM001526|CM001526.1	405110	406831	-	1722	757	654	708	3762	4386	3797	629	1065	995	735	1035	1342	2712	3017	2811	1299	725	684
CENPK1137D_3537	ENA|CM001526|CM001526.1	407956	410385	+	2430	2184	2142	2049	5940	6508	6136	2173	2269	2199	2526	2308	2087	5795	6030	5906	1930	1932	1999
CENPK1137D_3540	ENA|CM001526|CM001526.1	411159	411944	-	786	1362	1261	1299	3029	2253	2383	1143	1093	964	951	1008	817	2611	2646	2336	1045	725	832
CENPK1137D_3541	ENA|CM001526|CM001526.1	412245	413318	+	1074	473	447	428	927	757	696	569	375	360	550	463	301	835	806	778	356	366	368
CENPK1137D_3542	ENA|CM001526|CM001526.1	413623	414234	+	612	308	289	254	768	733	739	318	364	308	357	491	404	833	865	777	255	254	235
CENPK1137D_3543	ENA|CM001526|CM001526.1	415045	418473	+	3429	711	699	709	1985	1933	1877	1184	801	830	1264	1178	953	1955	1994	1858	758	973	976
CENPK1137D_3544	ENA|CM001526|CM001526.1	418807	420168	-	1362	582	487	556	1256	1080	1177	567	523	482	557	591	467	1301	1303	1227	440	430	391
CENPK1137D_3545	ENA|CM001526|CM001526.1	421671	422030	+	360	3132	2877	2830	9257	6869	7460	2256	2803	2515	1807	2153	2083	7484	7491	6613	3167	1713	1876
CENPK1137D_3546	ENA|CM001526|CM001526.1	422907	428168	-	5262	346	320	283	721	680	717	396	298	248	483	513	366	693	687	672	246	316	341
CENPK1137D_3547	ENA|CM001526|CM001526.1	429873	431335	+	1463	3178	3029	2900	8629	9205	8880	2525	3364	3344	2161	2540	3135	8348	9034	8575	2767	2148	2134
CENPK1137D_3548	ENA|CM001526|CM001526.1	435041	435577	-	537	433	442	456	1094	1029	1075	484	394	354	544	574	404	909	951	906	373	399	436
CENPK1137D_3549	ENA|CM001526|CM001526.1	437388	438743	+	1356	2824	2740	2669	7926	8650	8276	3388	3069	3132	3062	2926	2852	7233	7945	7637	2725	2751	2887
CENPK1137D_3551	ENA|CM001526|CM001526.1	439144	439590	-	447	122	95	112	323	249	313	247	110	89	274	230	139	287	290	243	104	136	176
CENPK1137D_3552	ENA|CM001526|CM001526.1	448336	449016	-	681	417	401	402	993	1083	1050	665	463	383	782	642	480	991	1000	937	399	551	528
CENPK1137D_3553	ENA|CM001526|CM001526.1	449338	451008	+	1671	261	222	266	665	599	636	228	249	228	240	268	204	560	587	562	202	165	166
CENPK1137D_3554	ENA|CM001526|CM001526.1	451232	452692	+	1461	1689	1671	1574	5040	6018	5756	2004	2029	2011	1891	1990	1942	5112	5670	5454	1651	1668	1627
CENPK1137D_3555	ENA|CM001526|CM001526.1	452919	453809	-	891	729	738	704	1752	1786	1890	469	629	667	544	628	724	1529	1828	1598	618	421	406
CENPK1137D_3556	ENA|CM001526|CM001526.1	454092	455378	+	1287	1595	1572	1561	4153	4519	4229	2115	1789	1660	2159	2171	1738	4050	4169	3908	1535	1890	1789
CENPK1137D_3557	ENA|CM001526|CM001526.1	455579	457996	-	2418	657	583	625	1390	1652	1548	1226	739	820	1442	1440	989	1567	1521	1622	689	1059	1074
CENPK1137D_3558	ENA|CM001526|CM001526.1	458299	459513	-	1215	4346	3792	3744	7037	6653	6036	2191	2930	2869	1865	2203	2378	7700	7566	7276	2464	1259	1434
CENPK1137D_3559	ENA|CM001526|CM001526.1	460358	460639	+	282	417	381	389	827	927	905	272	323	337	257	304	322	830	815	844	274	270	239
CENPK1137D_3560	ENA|CM001526|CM001526.1	460741	462615	-	1875	546	439	437	915	883	889	505	431	385	543	461	428	924	941	940	318	347	367
CENPK1137D_3562	ENA|CM001526|CM001526.1	463076	463798	+	723	1098	1185	1120	3609	3301	3212	1402	1228	1114	1581	1530	1405	3286	3367	3022	1089	1009	1045
CENPK1137D_3563	ENA|CM001526|CM001526.1	463981	465243	-	1263	487	462	477	1100	953	883	498	440	387	499	497	420	980	1067	879	375	334	353
CENPK1137D_3564	ENA|CM001526|CM001526.1	466143	466589	+	447	1498	1594	1389	1692	2403	2027	1138	627	617	1557	1324	824	1367	1388	1380	711	1583	1590
CENPK1137D_3565	ENA|CM001526|CM001526.1	467459	470197	-	2739	1473	1520	1499	2879	2704	2451	2218	1305	1135	2489	2048	1273	2617	2750	2463	1209	1637	1619
CENPK1137D_3566	ENA|CM001526|CM001526.1	470430	471761	-	1332	519	477	452	1291	1408	1325	696	568	575	847	782	640	1137	1151	1143	556	717	735
CENPK1137D_3567	ENA|CM001526|CM001526.1	471814	472578	-	765	74	65	50	175	211	169	102	95	73	110	107	78	190	197	179	71	99	100
CENPK1137D_3568	ENA|CM001526|CM001526.1	472793	474001	+	1209	718	642	695	1388	1444	1394	733	646	681	864	898	723	1272	1317	1296	727	668	762
CENPK1137D_3569	ENA|CM001526|CM001526.1	474118	480621	-	6504	1037	904	999	2264	2375	2498	700	883	777	777	850	990	2040	2268	2178	843	633	677
CENPK1137D_3570	ENA|CM001526|CM001526.1	481098	482078	-	981	980	860	952	2400	1965	2006	705	932	805	591	578	606	2187	2200	1902	839	526	605
CENPK1137D_3571	ENA|CM001526|CM001526.1	482561	484966	+	2406	537	491	524	1200	1115	1109	315	383	385	406	431	429	897	1016	974	411	261	352
CENPK1137D_3573	ENA|CM001526|CM001526.1	486630	488351	-	1722	864	732	733	2023	1778	1907	1204	980	838	1551	1516	1137	1930	2148	1805	894	797	959
CENPK1137D_3574	ENA|CM001526|CM001526.1	489303	489731	-	429	1821	1735	1691	4187	4713	4317	6293	1891	1973	4932	3496	1478	4629	4330	4306	1649	4746	4310
CENPK1137D_3575	ENA|CM001526|CM001526.1	497119	498120	-	1002	912	981	957	2017	1913	1933	1481	883	833	1454	1374	826	1915	2080	1803	706	1105	1093
CENPK1137D_3576	ENA|CM001526|CM001526.1	498402	500666	-	2265	437	409	451	1329	1343	1360	844	593	548	931	890	613	1218	1388	1218	481	692	705
CENPK1137D_3577	ENA|CM001526|CM001526.1	500856	501554	-	699	456	448	409	869	839	842	325	327	297	406	439	421	744	722	692	297	287	277
CENPK1137D_3578	ENA|CM001526|CM001526.1	503161	507567	+	4407	930	915	950	2258	2289	2246	1061	872	836	1201	1161	951	1919	2198	1922	832	986	967
CENPK1137D_3579	ENA|CM001526|CM001526.1	508144	509877	+	1734	5292	4823	4892	13164	11872	11689	3571	4938	4755	3185	4069	4762	12628	12747	11499	5234	2839	2925
CENPK1137D_3580	ENA|CM001526|CM001526.1	510515	515230	+	4716	1022	901	846	2040	2254	2207	831	799	799	1037	1062	925	1957	2201	1995	809	822	806
CENPK1137D_3581	ENA|CM001526|CM001526.1	515987	518542	+	2556	691	660	624	2085	1964	1973	1156	782	829	1506	1446	1089	2020	2153	1981	667	900	776
CENPK1137D_3582	ENA|CM001526|CM001526.1	518800	520389	-	1590	607	605	587	1209	1182	1131	365	480	450	475	522	542	1110	1266	1102	420	290	315
CENPK1137D_3584	ENA|CM001526|CM001526.1	521138	523528	+	2391	593	588	558	1786	1803	1694	1183	804	720	1610	1312	974	1818	1914	1731	729	866	894
CENPK1137D_3585	ENA|CM001526|CM001526.1	523743	524420	+	678	491	497	507	1161	1354	1297	669	502	533	734	643	523	1125	1285	1216	428	536	668
CENPK1137D_3586	ENA|CM001526|CM001526.1	524851	527187	+	2337	799	805	808	1892	1915	1929	758	726	613	849	813	743	1805	1802	1766	690	660	639
