# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "GENE" "-a" "Users/doughty/Desktop/Omics_Paper/CenPKGFF/Cen.PK113_7D.gff3" "-o" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/Cen.PKpaired_STAR.txt" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam
CENPK1137D_3744	ENA|CM001525|CM001525.1	305749	306612	-	864	3769	3435	3339	12127	10143	10550	1488	3443	3013	1207	1543	2783	9734	10705	9567	3338	1155	1227
CENPK1137D_3745	ENA|CM001525|CM001525.1	307247	308211	+	965	2770	2567	2507	8288	6714	6908	2253	2360	2153	1894	1864	1867	6462	6436	5765	2587	1919	1897
CENPK1137D_3746	ENA|CM001525|CM001525.1	308625	308945	-	321	4274	3412	3324	10952	10237	10043	1924	3407	3099	1503	1765	2365	9226	9427	8648	3712	1678	1935
CENPK1137D_3747	ENA|CM001525|CM001525.1	309465	311294	-	1830	554	556	547	1172	1311	1222	520	472	475	733	753	585	1146	1234	1224	445	514	505
CENPK1137D_3748	ENA|CM001525|CM001525.1	311774	313571	-	1798	605	575	552	1970	2096	2171	1136	964	897	1399	1291	1095	1910	2154	1999	757	904	994
CENPK1137D_3749	ENA|CM001525|CM001525.1	314180	315211	-	1032	2868	2695	2557	8880	10471	9684	2919	3660	3260	2758	2998	3281	8285	9677	8649	3022	2740	2775
CENPK1137D_3750	ENA|CM001525|CM001525.1	315794	318943	-	3150	454	501	449	1140	1138	1169	350	458	439	419	518	623	1089	1220	1097	387	308	312
CENPK1137D_3751	ENA|CM001525|CM001525.1	319491	320375	-	885	489	449	452	1176	1194	1251	662	557	534	716	669	490	1254	1359	1264	440	522	499
CENPK1137D_3752	ENA|CM001525|CM001525.1	321049	321811	+	763	4290	3937	3824	14569	12813	13117	2138	4290	3894	1721	1957	3400	12031	12818	11761	4340	1532	1580
CENPK1137D_3753	ENA|CM001525|CM001525.1	322870	324972	-	2103	983	1011	997	2899	2845	2808	998	1106	1035	922	996	991	2610	2943	2598	942	726	716
CENPK1137D_3755	ENA|CM001525|CM001525.1	325436	328390	+	2955	809	788	809	1686	1546	1528	703	653	594	716	659	628	1528	1713	1487	547	548	554
CENPK1137D_3756	ENA|CM001525|CM001525.1	328659	329270	-	612	1432	1192	1211	3959	4435	4186	1327	1606	1629	1185	1491	1508	4035	4039	4050	1362	1093	1171
CENPK1137D_3757	ENA|CM001525|CM001525.1	329847	331763	+	1917	1770	1897	1912	6133	7993	6817	5606	3085	3444	3344	3159	2151	7963	7393	8109	2203	4171	3649
CENPK1137D_3758	ENA|CM001525|CM001525.1	331944	332645	-	702	230	242	237	528	489	591	144	194	209	105	173	216	445	599	547	175	91	130
CENPK1137D_3759	ENA|CM001525|CM001525.1	333040	333219	-	180	3381	3090	3245	6710	6819	6593	2876	2809	2465	2726	2956	2644	6207	6654	5947	2448	2503	2637
CENPK1137D_3760	ENA|CM001525|CM001525.1	333658	334944	+	1287	1675	1491	1437	4541	4403	4480	1090	1365	1272	1121	1133	1229	4061	4302	4047	1298	970	998
CENPK1137D_3761	ENA|CM001525|CM001525.1	335069	336097	-	1029	879	881	862	2159	2208	2220	1323	1034	917	1376	1290	999	2064	2241	2057	795	1103	1089
CENPK1137D_3762	ENA|CM001525|CM001525.1	336307	336890	+	584	538	519	493	1381	1265	1237	482	574	526	535	477	511	1238	1276	1147	483	397	422
CENPK1137D_3763	ENA|CM001525|CM001525.1	337092	338954	-	1863	598	557	555	1456	1051	1132	360	510	439	367	422	470	1159	1333	1154	508	248	297
CENPK1137D_3764	ENA|CM001525|CM001525.1	339448	339618	-	171	2489	2388	2270	6874	6066	6633	1186	2392	2182	1049	1150	1794	5984	6361	6135	2122	889	927
CENPK1137D_3766	ENA|CM001525|CM001525.1	340439	342805	+	2367	1093	1032	1076	2336	1959	1916	1075	851	751	1141	1035	712	1951	2167	1810	907	764	901
CENPK1137D_3767	ENA|CM001525|CM001525.1	343059	343775	-	717	576	530	604	1036	923	936	640	429	358	799	680	513	950	1062	916	374	404	461
CENPK1137D_3768	ENA|CM001525|CM001525.1	344487	347567	+	3081	220	264	217	618	615	583	227	259	268	186	233	261	594	696	645	208	148	165
CENPK1137D_3769	ENA|CM001525|CM001525.1	348112	349857	+	1746	394	331	369	737	686	768	396	344	302	422	379	287	670	798	607	281	316	340
CENPK1137D_3770	ENA|CM001525|CM001525.1	350254	351240	+	987	234	255	249	717	765	771	432	299	264	511	391	275	622	726	631	273	399	423
CENPK1137D_3771	ENA|CM001525|CM001525.1	351697	354198	+	2502	750	775	727	1778	1751	1588	870	765	634	1074	962	691	1500	1777	1544	630	732	778
CENPK1137D_3772	ENA|CM001525|CM001525.1	354491	355576	-	1086	6106	5189	5549	19484	18844	18762	3671	6235	5531	3611	4353	6477	18006	19324	17226	5567	2738	2927
CENPK1137D_3773	ENA|CM001525|CM001525.1	358642	360102	-	1461	739	688	658	2523	2728	2581	1093	1277	1225	1048	1158	1119	2912	3118	2962	928	846	749
CENPK1137D_3774	ENA|CM001525|CM001525.1	360516	361073	-	558	928	922	916	1860	1843	1912	842	837	775	831	1126	816	1773	1910	1756	696	646	656
CENPK1137D_3775	ENA|CM001525|CM001525.1	361488	362399	-	912	1006	946	971	1882	2006	1935	1089	812	799	1097	942	772	1976	1952	1856	726	848	890
CENPK1137D_3777	ENA|CM001525|CM001525.1	362768	363595	+	828	1559	1444	1469	3482	2954	3086	1065	1187	1115	1102	1138	1140	2982	3021	2664	1180	747	811
CENPK1137D_3778	ENA|CM001525|CM001525.1	363881	364687	-	807	1011	1007	996	3406	3455	3529	827	1230	1111	756	936	1003	2765	3286	2913	1119	782	821
CENPK1137D_3779	ENA|CM001525|CM001525.1	365551	366981	-	1431	498	490	445	1496	1607	1604	962	554	510	1147	1015	608	1180	1255	1129	642	1059	1076
CENPK1137D_3780	ENA|CM001525|CM001525.1	368572	369507	+	936	1067	1011	1055	2897	2883	2758	1051	1124	1050	1202	1315	1142	2569	3037	2758	945	773	763
CENPK1137D_3781	ENA|CM001525|CM001525.1	370100	370621	+	522	2946	2745	2561	8864	9997	9329	5844	4166	3969	5169	4449	3416	8918	10035	9381	3297	4677	4620
CENPK1137D_3782	ENA|CM001525|CM001525.1	371108	371395	+	288	624	584	567	1185	1315	1369	442	510	468	402	560	453	1229	1294	1206	411	381	359
CENPK1137D_3783	ENA|CM001525|CM001525.1	371548	372468	-	921	671	567	597	1527	1442	1512	903	715	621	991	835	604	1491	1668	1468	542	612	681
CENPK1137D_3784	ENA|CM001525|CM001525.1	372827	374149	-	1323	504	496	549	999	1012	979	478	406	392	539	517	430	927	1049	934	339	372	388
CENPK1137D_3785	ENA|CM001525|CM001525.1	374540	375340	-	801	281	303	272	731	745	712	163	277	205	237	268	310	599	665	543	259	171	213
CENPK1137D_3786	ENA|CM001525|CM001525.1	375617	377305	-	1689	362	369	352	997	959	933	373	375	297	514	637	455	763	896	839	375	369	380
CENPK1137D_3788	ENA|CM001525|CM001525.1	377734	380298	-	2565	1263	1300	1258	3001	2924	2890	1169	1148	1031	1244	1154	1069	2730	3074	2698	981	932	1007
CENPK1137D_3789	ENA|CM001525|CM001525.1	380845	382941	-	2097	2084	1896	1796	780	596	736	315	208	214	455	394	269	505	592	465	315	273	298
CENPK1137D_3790	ENA|CM001525|CM001525.1	383461	384447	-	987	697	740	759	269	190	261	106	60	77	125	146	101	175	214	209	94	83	116
CENPK1137D_3791	ENA|CM001525|CM001525.1	386373	387170	-	798	331	338	310	559	552	591	207	250	190	221	244	198	561	597	530	215	134	187
CENPK1137D_3792	ENA|CM001525|CM001525.1	387578	387760	-	183	90	92	98	139	113	138	151	71	60	166	129	65	109	133	147	62	127	112
CENPK1137D_3793	ENA|CM001525|CM001525.1	388031	390916	-	2886	824	837	882	1964	2170	2160	1251	815	775	1467	1283	982	2014	2230	2213	667	931	959
CENPK1137D_3794	ENA|CM001525|CM001525.1	391518	392771	-	1254	464	441	439	703	685	740	381	297	280	458	413	329	726	790	677	255	319	336
CENPK1137D_3795	ENA|CM001525|CM001525.1	393076	396063	+	2988	1387	1393	1396	3129	2550	2685	1175	1129	958	1211	1172	889	2750	3029	2623	956	870	861
CENPK1137D_3796	ENA|CM001525|CM001525.1	396396	397988	+	1593	396	419	374	884	749	810	658	374	373	730	523	344	775	857	786	326	534	522
CENPK1137D_3797	ENA|CM001525|CM001525.1	398199	399497	+	1299	1791	1743	1778	4797	5302	5149	1113	1962	1931	987	1228	1667	5180	5447	4997	1612	894	914
CENPK1137D_3800	ENA|CM001525|CM001525.1	399856	402150	-	2295	572	562	518	1320	1269	1331	724	567	535	835	777	661	1244	1408	1267	441	559	592
CENPK1137D_3801	ENA|CM001525|CM001525.1	402555	403817	-	1263	948	982	1017	2838	3332	3264	1131	1177	1184	1110	1268	1119	2815	2997	2814	980	1017	1026
CENPK1137D_3802	ENA|CM001525|CM001525.1	404204	406066	-	1863	1813	1829	1909	2677	3028	2845	1889	1470	1465	1706	1583	1252	3274	3145	3350	1056	1271	1210
CENPK1137D_3803	ENA|CM001525|CM001525.1	407312	408718	-	1407	127	125	99	360	386	401	152	183	183	218	237	218	428	509	437	114	96	106
CENPK1137D_3804	ENA|CM001525|CM001525.1	410684	411859	+	1176	29116	25385	25678	7721	9702	8174	3150	3187	3300	3667	3528	3766	7746	8003	7854	3050	3040	2995
CENPK1137D_3805	ENA|CM001525|CM001525.1	412812	413747	+	936	726	704	678	1313	1574	1618	638	589	547	1016	1067	954	1221	1356	1288	482	635	605
CENPK1137D_3806	ENA|CM001525|CM001525.1	413972	415567	-	1596	4028	4242	4256	8781	10612	9473	6253	4502	4311	6841	6452	4692	9782	10434	9928	3012	4916	4641
CENPK1137D_3807	ENA|CM001525|CM001525.1	416522	420373	-	3852	736	710	689	2850	3250	3179	1486	1187	1158	1695	1579	1345	2649	2970	2798	1070	1427	1378
CENPK1137D_3808	ENA|CM001525|CM001525.1	423072	424595	+	1524	330	305	315	793	840	755	294	336	317	426	462	402	738	885	728	266	228	272
CENPK1137D_3809	ENA|CM001525|CM001525.1	424865	425797	-	933	2123	2095	1997	4556	4706	4751	1078	1744	1652	971	1318	1587	4244	4672	4264	1606	773	808
CENPK1137D_3811	ENA|CM001525|CM001525.1	426226	427209	+	984	2317	1913	2035	5346	3841	3574	1990	2080	1844	1469	1532	1420	4517	4637	3809	2194	1293	1381
CENPK1137D_3812	ENA|CM001525|CM001525.1	427929	429788	+	1860	723	724	741	1333	1285	1296	811	511	520	1044	907	558	1171	1236	1206	467	691	722
CENPK1137D_3813	ENA|CM001525|CM001525.1	429970	430379	-	410	393	345	327	943	987	950	901	402	371	1141	847	432	888	902	877	338	785	795
CENPK1137D_3814	ENA|CM001525|CM001525.1	431192	431887	+	696	678	697	682	1977	2099	2039	876	826	782	762	784	724	1841	1830	1926	745	712	670
CENPK1137D_3815	ENA|CM001525|CM001525.1	432359	432856	+	498	344	341	325	959	933	972	286	342	338	303	286	376	846	1000	794	276	244	259
CENPK1137D_3816	ENA|CM001525|CM001525.1	435430	435687	-	258	1	0	0	0	3	2	2	0	1	9	3	3	2	2	2	0	0	0
CENPK1137D_3817	ENA|CM001525|CM001525.1	436910	438223	+	1314	4434	4401	4335	10162	10901	10127	5722	4245	4083	4586	4249	3371	9910	10679	9843	3546	4603	4514
CENPK1137D_3818	ENA|CM001525|CM001525.1	438772	439617	+	846	415	449	380	877	960	879	416	407	369	526	505	422	769	891	812	316	332	350
CENPK1137D_3819	ENA|CM001525|CM001525.1	439877	441172	-	1296	780	711	711	1779	1841	1885	1295	818	737	1361	1179	702	1608	1879	1719	613	1023	1074
CENPK1137D_3820	ENA|CM001525|CM001525.1	441892	442374	+	483	4508	4167	4356	9394	9437	9421	4019	3596	2966	3956	3787	3146	8633	9964	8330	3140	3194	3529
CENPK1137D_3822	ENA|CM001525|CM001525.1	443546	445246	+	1701	989	925	1027	1884	1699	1889	964	714	650	933	966	692	1712	1871	1648	673	673	770
CENPK1137D_3823	ENA|CM001525|CM001525.1	445830	446441	-	612	561	603	627	1321	1293	1320	400	556	499	321	532	518	1245	1311	1231	441	284	318
CENPK1137D_3824	ENA|CM001525|CM001525.1	446847	448139	+	1293	510	525	507	1104	1151	1166	704	484	427	862	765	498	1037	1174	1089	428	585	569
CENPK1137D_3825	ENA|CM001525|CM001525.1	449083	451338	-	2256	1688	1585	1603	5243	6445	5841	2320	2294	2390	2620	2620	2502	5431	5528	5811	1904	1988	2042
CENPK1137D_3826	ENA|CM001525|CM001525.1	451908	452513	+	606	2144	2139	1963	6876	5578	6045	813	2101	1778	760	1090	1878	5316	6065	5380	1961	572	707
CENPK1137D_3827	ENA|CM001525|CM001525.1	452985	453617	+	633	867	796	751	1843	2206	2040	735	807	777	760	805	819	2076	2028	2118	632	588	561
CENPK1137D_3828	ENA|CM001525|CM001525.1	454064	455446	+	1383	847	851	784	2080	1955	1949	911	797	749	1106	1020	878	1837	1870	1808	643	738	670
CENPK1137D_3829	ENA|CM001525|CM001525.1	455699	456966	-	1268	1193	1248	1199	3114	3461	3532	1099	1263	1243	1262	1386	1429	3072	3287	3208	1053	921	943
CENPK1137D_3830	ENA|CM001525|CM001525.1	457405	460110	-	2706	967	959	983	2049	1880	1911	1366	931	809	1947	1651	1039	1834	2106	1835	750	1161	1087
CENPK1137D_3831	ENA|CM001525|CM001525.1	460705	461379	+	675	697	686	669	1596	1499	1546	523	585	577	581	637	644	1526	1605	1418	530	386	418
CENPK1137D_3833	ENA|CM001525|CM001525.1	462297	463859	+	1563	321	332	316	748	814	839	238	316	319	514	537	546	737	839	767	254	198	219
CENPK1137D_3834	ENA|CM001525|CM001525.1	464782	469287	+	4506	1686	1720	1637	4061	4325	4243	1426	2015	1906	2064	2198	2650	5084	5790	5325	1329	896	865
CENPK1137D_3835	ENA|CM001525|CM001525.1	472123	472749	+	627	246	201	178	569	607	651	96	209	189	118	129	216	528	623	550	199	101	104
CENPK1137D_3836	ENA|CM001525|CM001525.1	473012	474955	+	1944	172	218	215	524	509	559	286	200	191	331	320	237	473	552	551	166	248	238
CENPK1137D_3837	ENA|CM001525|CM001525.1	476763	477251	+	489	18	29	18	61	88	67	24	36	43	19	43	49	57	90	93	31	25	25
CENPK1137D_3838	ENA|CM001525|CM001525.1	477440	477724	-	285	190	181	148	529	619	600	196	254	208	138	173	217	567	596	549	202	147	145
CENPK1137D_3839	ENA|CM001525|CM001525.1	478081	481233	-	3153	798	775	828	2101	1993	2077	739	852	812	879	1023	828	1907	2164	1936	782	571	614
CENPK1137D_3840	ENA|CM001525|CM001525.1	481635	482825	-	1191	241	255	255	1125	1349	1330	532	561	517	620	697	640	1074	1310	1273	382	372	450
CENPK1137D_3841	ENA|CM001525|CM001525.1	483128	484330	-	1203	1067	955	973	5034	4237	4761	2337	1906	1942	1721	1547	1412	5058	5474	4953	1585	1487	1574
CENPK1137D_3843	ENA|CM001525|CM001525.1	484711	485409	-	699	241	232	234	470	416	409	300	200	187	322	270	167	443	443	383	185	192	206
CENPK1137D_3844	ENA|CM001525|CM001525.1	485769	486968	+	1200	204	203	207	491	323	370	214	149	161	231	235	173	348	403	300	180	107	138
CENPK1137D_3845	ENA|CM001525|CM001525.1	487037	487627	-	591	186	212	166	672	748	715	282	311	311	352	398	363	631	702	644	244	247	242
CENPK1137D_3846	ENA|CM001525|CM001525.1	488473	489861	+	1389	3439	3221	3409	8076	7127	7447	1941	2816	2405	1880	1970	2421	6402	7176	6359	2612	1505	1637
CENPK1137D_3847	ENA|CM001525|CM001525.1	490480	491289	+	810	4352	3858	3814	12332	10966	10808	2688	4265	3940	2352	2867	3366	10803	11133	10019	4252	2105	2215
CENPK1137D_3848	ENA|CM001525|CM001525.1	491521	493233	-	1713	631	538	568	1282	1227	1279	819	529	490	926	866	592	1148	1247	1210	475	667	666
CENPK1137D_3849	ENA|CM001525|CM001525.1	496802	499846	-	3045	1576	1401	1446	3917	4161	4341	1638	1565	1514	1860	1854	1743	3755	4220	3914	1327	1357	1483
CENPK1137D_3850	ENA|CM001525|CM001525.1	500720	502240	-	1521	205	213	178	711	780	723	397	298	239	463	462	374	578	679	679	270	319	360
CENPK1137D_3851	ENA|CM001525|CM001525.1	502464	502829	+	366	308	292	260	791	871	807	177	383	366	161	277	456	896	922	872	334	164	185
CENPK1137D_3852	ENA|CM001525|CM001525.1	503065	503661	-	597	2732	2442	2259	9188	11338	10095	3031	4005	3896	2829	3340	3572	9271	10167	9612	3234	2667	2546
CENPK1137D_3854	ENA|CM001525|CM001525.1	507109	508071	+	963	8475	9205	8578	11365	11900	12280	1807	3453	2728	2659	3658	4408	7556	9664	7595	3674	1940	2158
CENPK1137D_3855	ENA|CM001525|CM001525.1	508698	511070	-	2373	1222	1209	1213	2258	2244	2369	1254	932	965	1337	1229	1054	2243	2438	2288	914	941	987
CENPK1137D_3856	ENA|CM001525|CM001525.1	528620	529732	+	1113	1821	1583	1612	6114	6922	5312	4337	3287	3695	2258	2187	1778	9283	7785	8938	2176	2252	1869
CENPK1137D_3857	ENA|CM001525|CM001525.1	530012	531514	-	1503	2551	2438	2452	5345	5969	5963	1489	2233	2178	1491	1958	2021	5190	6030	5684	1856	1282	1343
CENPK1137D_3858	ENA|CM001525|CM001525.1	532297	534072	+	1776	2098	1671	1695	5217	4071	4046	1484	1856	1739	1187	1262	1368	4847	4731	4526	1856	980	1010
CENPK1137D_3859	ENA|CM001525|CM001525.1	534296	537571	-	3276	6770	6211	6432	2477	2473	2732	1323	1624	1720	2742	3118	3460	4517	4387	4695	850	551	682
CENPK1137D_3860	ENA|CM001525|CM001525.1	538893	539504	+	612	1454	1281	1381	2299	2413	2419	812	1067	1019	925	953	1107	2466	2722	2603	765	494	530
CENPK1137D_3861	ENA|CM001525|CM001525.1	539691	540293	-	603	58	72	63	71	79	72	24	36	30	85	108	77	60	63	60	27	31	28
CENPK1137D_3862	ENA|CM001525|CM001525.1	541759	542454	-	696	1753	1564	1678	3480	3674	3471	1481	1112	1108	1797	1884	1401	2458	2672	2689	1311	1516	1557
CENPK1137D_3863	ENA|CM001525|CM001525.1	545604	546590	+	987	1021	810	854	1705	1569	1597	736	802	638	700	710	528	1823	2064	1719	621	553	603
CENPK1137D_3865	ENA|CM001525|CM001525.1	546940	547272	-	333	269	299	268	776	722	671	129	270	236	114	135	208	691	795	686	259	103	110
CENPK1137D_3866	ENA|CM001525|CM001525.1	547725	549539	-	1815	103	141	138	160	195	190	76	97	75	131	142	136	246	245	240	79	51	72
CENPK1137D_3867	ENA|CM001525|CM001525.1	550816	551904	+	1089	579	556	602	2577	2487	2521	791	987	1002	626	700	745	2561	2647	2544	954	520	622
CENPK1137D_3868	ENA|CM001525|CM001525.1	552211	554109	+	1899	464	519	522	1092	1048	1117	529	437	459	657	617	446	1047	1132	995	405	420	452
CENPK1137D_3869	ENA|CM001525|CM001525.1	554700	555446	-	747	14599	13558	12315	32006	43289	36839	3807	10484	9648	3407	4454	8764	31185	35232	33502	8366	3632	3610
CENPK1137D_3870	ENA|CM001525|CM001525.1	556030	557034	-	1005	1048	1058	1022	2074	2117	1979	1690	946	891	1529	1424	855	2007	2201	1987	857	1285	1329
CENPK1137D_3871	ENA|CM001525|CM001525.1	557486	559600	-	2115	867	878	909	2246	2358	2174	1245	1001	852	1693	1629	1076	1997	2402	2041	776	1030	1015
CENPK1137D_3872	ENA|CM001525|CM001525.1	560411	561298	-	888	1326	1261	1254	3479	3615	3488	1563	1639	1392	1796	1795	1489	3411	3974	3407	1232	1216	1190
CENPK1137D_3873	ENA|CM001525|CM001525.1	562495	563829	+	1335	2375	2311	2309	11543	12336	10992	6124	4880	5087	6609	7295	5373	13127	12266	12844	4086	4299	4098
CENPK1137D_3874	ENA|CM001525|CM001525.1	563990	564607	-	618	839	827	792	2157	2206	2162	725	934	852	575	722	811	2053	2270	2071	753	523	494
CENPK1137D_3876	ENA|CM001525|CM001525.1	564894	566522	+	1629	675	605	611	1673	1758	1791	947	740	670	1034	937	766	1582	1760	1637	630	744	744
CENPK1137D_3877	ENA|CM001525|CM001525.1	566690	567670	-	981	265	270	271	714	709	690	372	260	275	478	384	322	577	709	642	257	247	326
CENPK1137D_3878	ENA|CM001525|CM001525.1	568200	568736	-	537	1116	1042	968	3492	3905	3544	1792	1550	1473	1836	1766	1398	3739	3980	3728	1155	1371	1414
CENPK1137D_3879	ENA|CM001525|CM001525.1	569615	572692	+	3078	1579	1565	1645	4480	3339	3663	1668	1504	1247	1647	1665	1290	3598	3797	3292	1448	1177	1257
CENPK1137D_3880	ENA|CM001525|CM001525.1	573130	574749	+	1620	1043	991	1035	2285	2192	2291	830	905	843	920	1040	915	2063	2270	2052	833	656	751
CENPK1137D_3881	ENA|CM001525|CM001525.1	575440	577125	+	1686	1393	1341	1299	3700	3832	3839	1534	1445	1506	1851	1760	1754	3811	4120	3913	1184	1100	1234
CENPK1137D_3882	ENA|CM001525|CM001525.1	577628	578077	+	450	462	488	452	1549	1697	1703	775	711	680	667	709	638	1539	1704	1590	535	588	587
CENPK1137D_3883	ENA|CM001525|CM001525.1	578423	579417	+	995	6445	5783	5648	19991	17648	17860	3007	5658	5038	2291	2677	4312	17323	17335	16217	5509	2126	2232
CENPK1137D_3884	ENA|CM001525|CM001525.1	579652	580749	+	1098	316	307	311	611	665	704	295	269	235	488	406	320	530	620	540	220	278	264
CENPK1137D_3885	ENA|CM001525|CM001525.1	580873	581463	-	591	193	212	179	536	503	547	184	247	196	265	232	238	461	499	443	191	134	143
CENPK1137D_3887	ENA|CM001525|CM001525.1	581755	582429	-	675	374	350	340	1021	1005	994	494	427	349	525	503	393	935	1013	996	322	350	444
CENPK1137D_3888	ENA|CM001525|CM001525.1	582677	583633	+	957	1035	1026	919	2042	2023	2068	1927	927	905	2107	1637	940	1858	2056	1942	776	1493	1614
CENPK1137D_3889	ENA|CM001525|CM001525.1	583927	586707	-	2781	496	513	516	1120	1205	1213	483	537	490	608	579	587	1162	1373	1262	371	381	381
CENPK1137D_3890	ENA|CM001525|CM001525.1	587121	587402	-	282	1931	2120	1741	8397	13215	10508	6773	4600	4556	7179	6850	4717	8567	9647	9871	3376	7133	6196
CENPK1137D_3891	ENA|CM001525|CM001525.1	587850	588425	-	576	2059	2002	1911	4560	4607	4300	1830	1863	1620	1598	1665	1531	4320	4680	4330	1586	1318	1347
CENPK1137D_3892	ENA|CM001525|CM001525.1	588784	590367	-	1584	1709	1352	1511	3394	3280	3140	827	1313	1230	739	885	1048	3214	3477	3124	1117	556	610
CENPK1137D_3893	ENA|CM001525|CM001525.1	591462	591959	+	498	735	613	640	1413	1594	1494	504	553	620	642	758	769	1322	1406	1370	532	467	441
CENPK1137D_3894	ENA|CM001525|CM001525.1	592904	595594	+	2691	5893	5701	5321	12376	16530	15047	7267	5880	6751	6781	6448	6120	14930	14684	15896	4660	6025	5818
CENPK1137D_3895	ENA|CM001525|CM001525.1	596170	597093	+	924	670	714	692	2003	1757	1640	1453	872	658	1386	1160	642	1740	2018	1633	739	1109	1077
CENPK1137D_3896	ENA|CM001525|CM001525.1	597479	598699	+	1221	325	308	331	714	761	753	270	297	304	317	320	303	744	705	692	235	235	233
CENPK1137D_3898	ENA|CM001525|CM001525.1	599804	600820	+	1017	54780	44593	46445	82924	101288	81721	126223	45152	51261	132250	111480	51585	92612	84432	91030	47288	122235	103370
CENPK1137D_3899	ENA|CM001525|CM001525.1	601209	601880	-	672	282	280	243	813	859	813	135	318	266	130	187	315	828	810	792	258	115	126
CENPK1137D_3900	ENA|CM001525|CM001525.1	602075	602410	+	336	538	506	558	1061	1121	1153	641	503	473	666	619	480	958	1149	1051	405	480	495
CENPK1137D_3901	ENA|CM001525|CM001525.1	602604	602822	-	219	221	213	171	471	527	478	361	225	199	332	236	189	481	556	460	176	290	315
CENPK1137D_3902	ENA|CM001525|CM001525.1	603019	605997	+	2979	552	651	572	1527	1584	1627	787	697	651	939	936	805	1628	1776	1762	510	576	562
CENPK1137D_3903	ENA|CM001525|CM001525.1	606349	609126	-	2778	699	675	744	1796	1743	1729	945	717	650	1089	947	716	1660	1868	1677	651	733	773
