ChassyID	W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
Chassy_YL_C_1207	YALI1_C32921g	YALI0C23903g1_1	Q6CAW1	3.489251258	2.495250133	3.270067916	2.495250133	3.489251258	3.71968532	2.674661941	1.341883126	4.484416576	2.495250133	2.324597932	weakly similar to uniprot|P34216 Saccharomyces cerevisiae YBL047c I2	
Chassy_YL_B_713	YALI1_B18930g	YALI0B14377g1_1	F2Z6F8	57.78016072	48.23882632	16.0125428	241.4462017	118.3776642	23.24462017	57.78016072	48.23882632	99	118.3776642	27.94266125	uniprot|Q876M0 Yarrowia lipolytica YALI0B14377g BMH1 14-3-3 protein promoting filamentous growth I2	
Chassy_YL_C_263	YALI1_C07239g	YALI0C05665g1_1	F2Z5Y1	3.124626383	1.030917621	1.424462017	2.455107295	3.124626383	1.424462017	6.017038287	0.70125428	1.894266125	1.894266125	1.894266125	uniprot|Q876L9/F2Z5Y1 Yarrowia lipolytica YALI0C05665g BMH2 14-3-3 protein promoting filamentous growth I2	
Chassy_YL_B_381	YALI1_B09592g	YALI0B07447g1_1	Q6CFF6	8.210553177	6.19685673	12.89495494	7.483428982	7.483428982	15.37893707	12.89495494	12.89495494	6.813707377	7.483428982	9.857111194	similar to uniprot|P06208 Saccharomyces cerevisiae YNL104C LEU4 (ohnolog of YOR108W) Alpha-isopropylmalate synthase (2-isopropylmalate synthase) I2	
Chassy_YL_D_527	YALI1_D13298g	YALI0D10659g1_1	Q6C9J8	73.98942093	55.23413252	41.16965034	63.93816316	85.59643234	35.51741273	47.69675252	35.51741273	55.23413252	73.98942093	30.6227766	similar to uniprot|Q04869 Saccharomyces cerevisiae YMR315w I2	
Chassy_YL_B_1127	YALI1_B30024g	YALI0B23100g1_1	Q6CDL1	5178.474679	5178.474679	999	19305.97729	13893.95494	2681.695795	2681.695795	1929.697729	7195.85673	13893.95494	19305.97729	similar to uniprot|G2WRL4 Verticillium dahliae dihydrodipicolinate synthase I2	
Chassy_YL_C_822	YALI1_C22922g	YALI0C15895g1_1	Q6CBS7	31621.7766	46414.88834	6811.920691	68128.20691	146778.9268	21543.3469	4640.588834	68128.20691	68128.20691	99999	6811.920691	highly similar to uniprot|P46990 Saccharomyces cerevisiae YJL177W (ohnolog of YKL180W) RPL20B 60s large subunit ribosomal protein L17.e I2	
Chassy_YL_D_1070	YALI1_D27500g	YALI0D21736g1_1		1.275845926	1.682695795	2.295013079	2.433320018	2.884058069	2.72759372	3.970826116	0.930697729	1.470911228	1.682695795	1.5746268	weakly similar to uniprot|P38853 Saccharomyces cerevisiae YHR158C (ohnolog of YGR238C) KEL1 involved in cell fusion and morphology I2	
Chassy_YL_E_1473	YALI1_E36437g	YALI0E30965g1_1	Q6C3Z9	25.82695795	20.5443469	23.04099184	14.5051578	99	99	239.4099184	4.179474679	3.641588834	3.159562163	2.72759372	"uniprot|Q6C3Z9 Yarrowia lipolytica YALI0E30965g ACH1 CoA transferase for CoASH transfer from succinyl-CoA to acetate, putative I2"	3.1.2.1
Chassy_YL_E_114	YALI1_E02906g			150.9911083	656.9332247	150.9911083	350.1191734	64.79332247	27.48035868	22.101297	656.9332247	656.9332247	656.9332247	431.8761281	No description in CLIB122 I2	
Chassy_YL_E_974	YALI1_E24442g	YALI0E20581g1_1	Q6C569	398106.1706	158488.3192	99999	398106.1706	1584892.192	158488.3192	398106.1706	158488.3192	630956.3445	251187.6432	398106.1706	similar to uniprot|P38701 Saccharomyces cerevisiae YHL015w URP2 ribosomal protein I2	
Chassy_YL_C_332	YALI1_C09308g	YALI0C06952g1_1	Q6CCS4	9	16.7827941	5.493816316	10.54781985	10.54781985	10.54781985	12.33521432	6.498942093	12.33521432	12.33521432	19.53525026	"highly similar to uniprot|P32449 Saccharomyces cerevisiae YBR249C ARO4 3-deoxy-D-arabino-heptulosonate-7- phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis I2"	2.5.1.54
Chassy_YL_B_982	YALI1_B26153g	YALI0B20020g1_1	Q6CDZ3	3.641588834	3.641588834	7.799225436	4.274997064	3.641588834	3.084238653	7.799225436	4.994842503	4.274997064	3.084238653	7.799225436	"highly similar to uniprot|P14843 Saccharomyces cerevisiae YDR035w ARO3 2-dehydro-3-deoxyphosphoheptonate aldolase, phenylalanine-inhibited I2"	2.5.1.54
Chassy_YL_D_559	YALI1_D14199g	YALI0D11330g1_1	Q6C9G8	60.05402297	50.79474679	60.05402297	116.8768635	192.0697729	116.8768635	162.7893707	83.83428982	42.93970561	30.6227766	70.9685673	uniprot|Q6C9G8 Yarrowia lipolytica YALI0D11330g MCR1  Cytochrome-b5 reductase I2	1.6.2.2
Chassy_YL_B_1099	YALI1_B29419g	YALI0B22506g1_1	Q6CDN8	3.084238653	4.994842503	2.593813664	17.95735652	20.5443469	10.36463666	26.82559402	243.8436747	165.8100537	145.7799268	128.1549665	highly similar to uniprot|Q9Y790 Mycosphaerella graminicola NAD-dependent formate dehydrogenase I2	1.17.1.9
Chassy_YL_E_674	YALI1_E17326g	YALI0E14256g1_1	Q6C5X6	0	0	0.311133937	0	0	0	0.14504757	0.501310729	0.968419447	0	0.501310729	similar to uniprot|P33677 Pichia angusta FDH Formate dehydrogenase (NAD-dependent formate dehydrogenase) I2	1.17.1.9
Chassy_YL_C_1078	YALI1_C29618g	YALI0C21472g1_1	Q6CB69	5.404004271	3.757944314	2.281927873	5.897785379	3.757944314	2.281927873	3.757944314	1.26380341	5.404004271	5.404004271	2.046989571	similar to uniprot|P06634 Saccharomyces cerevisiae YOR204W (ohnolog of YPL119C) DED1 ATP-dependent RNA helicase I2	3.6.4.13
Chassy_YL_E_1315	YALI1_E32664g	YALI0E27715g1_1	Q6C4D4	0.930697729	0.77827941	1.096179992	1.275845926	1.096179992	0.930697729	0.930697729	1.096179992	1.470911228	1.096179992	1.096179992	similar to uniprot|P24783 Saccharomyces cerevisiae YNL112w DBP2 ATP-dependent RNA helicase of DEAD box family I2	3.6.4.13
Chassy_YL_B_428	YALI1_B11131g	YALI0B08272g1_1	Q6CFC8	24.11886432	34.48133892	16.7827941	14.84893192	30.6227766	24.11886432	27.18382931	11.58925412	13.12537545	13.12537545	6.943282347	some similarities with uniprot|P08965 Schizosaccharomyces pombe Meiosis protein mei2 I2	
Chassy_YL_D_643	YALI1_D16249g			62.09573445	99	53.11695265	53.11695265	53.11695265	20.5443469	72.56422545	45.41588834	115.5914401	72.56422545	84.76958986	No description in CLIB122 I2	
Chassy_YL_F_846	YALI1_F21769g	YALI0F16291g1_1	Q6C1H2	7.185467307	12.50314038	17.23348001	21.27542952	13.92495545	15.49648074	15.49648074	19.15337686	10.05295141	12.50314038	21.27542952	"highly similar to uniprot|P15180 Saccharomyces cerevisiae YDR037w KRS1 lysyl-tRNA synthetase, cytosolic I2"	6.1.1.6
Chassy_YL_D_822	YALI1_D21120g	YALI0D17160g1_1	Q6C8T3	5.628703162	4.179474679	7.483428982	14.08590709	6.813707377	9	15.37893707	18.30697729	11.79802214	6.813707377	9	similar to uniprot|P40053 Saccharomyces cerevisiae YER080w I2	
Chassy_YL_F_130	YALI1_F03908g	YALI0F02629g1_1	Q6C350	3.641588834	9	8.085175757	25.10157216	6.498942093	10.00694171	41.16965034	37.3118685	18.57341781	6.498942093	25.10157216	"highly similar to uniprot|P07284 Saccharomyces cerevisiae YDR023w SES1 seryl-tRNA synthetase, cytosolic I2"	
Chassy_YL_E_39	YALI1_E01105g	YALI0E00726g1_1	Q6C7H8	38.81071706	45.41588834	53.11695265	33.14548874	72.56422545	53.11695265	72.56422545	62.09573445	134.9356391	115.5914401	99	highly similar to uniprot|P02557 Saccharomyces cerevisiae YFL037w TUB2 beta-tubulin I2	
Chassy_YL_E_723	YALI1_E18539g	YALI0E15488g1_1	Q6C5S9	18.57341781	8.085175757	9	16.7827941	7.254041853	12.33521432	12.33521432	13.67799268	12.33521432	12.33521432	16.7827941	uniprot|Q6C5S9 Yarrowia lipolytica YALI0E15488g GLK1 Glucokinase I2	2.7.1.-
Chassy_YL_D_279	YALI1_D07379g	YALI0D05753g1_1	Q6CA55	3726.59372	5178.474679	718.685673	3726.59372	13893.95494	2681.695795	3726.59372	26825.95795	7195.85673	7195.85673	5178.474679	"highly similar to uniprot|P06367 Saccharomyces cerevisiae YCR031C (ohnolog of YJL191W) RPS14A Ribosomal protein 59 of the small subunit, required for ribosome assembly and 20S pre-rRNA processing I2"	
Chassy_YL_D_1092	YALI1_D28087g	YALI0D22264g1_1	Q6C868	6.356422545	4.011872336	8.261187281	6.356422545	5.309573445	11.58925412	9	9	7.576958986	4.843414134	9.797751623	"highly similar to uniprot|P04802 Saccharomyces cerevisiae YLL018c DPS1 aspartyl-tRNA synthetase, cytosolic I2"	
Chassy_YL_E_1665	YALI1_E41251g	YALI0E34749g1_1	Q6C3H7	99	176.827941	315.227766	315.227766	4.623413252	6.079457844	1.511886432	4.623413252	4.011872336	6.943282347	2.981071706	uniprot|Q6C3H7 Yarrowia lipolytica YALI0E34749g CTT1 Catalase T I2	1.11.1.6
Chassy_YL_E_1644	YALI1_E40671g	YALI0E34265g1_1	Q6C3J7	0.832980711	1.069138081	1.069138081	1.636650899	0.438449888	0.623776739	0.274274986	0	0.438449888	0.438449888	0.274274986	"similar to uniprot|P06115 Saccharomyces cerevisiae YGR088w CTT1 catalase T, cytosolic I2"	
Chassy_YL_F_1202	YALI1_F31215g	YALI0F23793g1_1	Q6C0L0	14.84893192	13.12537545	11.58925412	14.84893192	30.6227766	24.11886432	24.11886432	7.912509381	13.12537545	14.84893192	16.7827941	"uniprot|Q6C0L0 Yarrowia lipolytica YALI0F23793g HFD1 Fatty aldehyde dehydrogenase, putative I2"	
Chassy_YL_E_721	YALI1_E18480g	YALI0E15400g1_1	Q6C5T1	0.55051578	0.730195739	1.682695795	0.730195739	0.55051578	1.15443469	0.730195739	0.730195739	0.55051578	0.55051578	0.730195739	"uniprot|Q6C5T1 Yarrowia lipolytica YALI0E15400g HFD2 Fatty aldehyde dehydrogenase, putative I2"	
Chassy_YL_C_219	YALI1_C06137g	YALI0C04620g1_1	Q6CD12	3.45295851	5.078323128	3.45295851	5.88395207	2.931828756	3.184288508	3.184288508	5.078323128	4.043159487	6.325965428	5.078323128	"weakly similar to uniprot|P39936 Saccharomyces cerevisiae YGL049C (ohnolog of YGR162W) TIF4632 mRNA cap- binding protein (eIF4F), 130K subunit I2"	
Chassy_YL_F_303	YALI1_F08635g	YALI0F05803g1_1	Q6C2R3	39809.71706	99999	25117.86432	99999	99999	63094.73445	15847.93192	398106.1706	63094.73445	25117.86432	39809.71706	highly similar to uniprot|Q01855 Saccharomyces cerevisiae YOL040c RPS21 40S small subunit ribosomal protein I2	
Chassy_YL_F_1078	YALI1_F27904g	YALI0F21010g1_1	Q99148	4.945570709	3.101127071	8.284145445	5.897785379	8.284145445	9.77105056	9	4.945570709	5.897785379	3.757944314	5.897785379	uniprot|Q99148 Yarrowia lipolytica YALI0F21010g ADE1 Bifunctional purine biosynthetic protein I2	6.3.4.13; 6.3.3.1
Chassy_YL_E_998	YALI1_E24922g	YALI0E20977g1_1	Q6C551	30.6227766	35.51741273	41.16965034	30.6227766	47.69675252	35.51741273	47.69675252	35.51741273	63.93816316	26.38419634	41.16965034	similar to uniprot|P53090 Saccharomyces cerevisiae YGL202w ARO8 aromatic amino acid aminotransferase I I2	
Chassy_YL_C_18	YALI1_C00464g		P18120	24.8086154	28.55209235	24.8086154	57.17091329	32.83855153	43.36687331	28.55209235	24.8086154	37.7467512	16.19072202	21.53933905	No description in CLIB122 I2	1.1.1.85
Chassy_YL_B_63	YALI1_B01628g	YALI0B00946g1_1	Q6CG46	11.45197085	11.45197085	18.30697729	11.45197085	20.5443469	28.93577295	32.40484984	20.5443469	14.5051578	11.45197085	23.04099184	"highly similar to uniprot|Q12499 Saccharomyces cerevisiae YOR310C NOP58 Protein involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis I2"	
Chassy_YL_C_688	YALI1_C18771g	YALI0C13508g1_1	Q6CC16	22.71373706	30.6227766	19.53525026	99	41.16965034	73.98942093	132.3521432	63.93816316	30.6227766	26.38419634	22.71373706	uniprot|Q6CC16 Yarrowia lipolytica YALI0C13508g ARA12 Protein of aldo/keto reductase family I2	
Chassy_YL_E_1633	YALI1_E40394g	YALI0E34045g1_1	Q6C3K6	99	116.8768635	50.79474679	116.8768635	83.83428982	70.9685673	70.9685673	21.75845926	83.83428982	36.2759372	18.30697729	"similar to uniprot|Q8X8M5 Escherichia coli Orf, hypothetical protein I2"	
Chassy_YL_F_887	YALI1_F22993g	YALI0F17248g1_1	F2Z626	14.19911083	15.87612476	12.6887451	17.73817423	19.80567538	10.10336318	12.6887451	10.10336318	14.19911083	7.111308308	11.32846739	uniprot|Q9UUU1 Yarrowia lipolytica YALI0F17248g NUCM Central subunit of protein NADH:ubiquinone oxidoreductase (Complex I) I2	
Chassy_YL_C_321	YALI1_C09072g	YALI0C06798g1_1	Q6CCT1	5.135907273	3.977023564	3.641588834	4.336699231	5.579332247	5.579332247	5.579332247	4.336699231	3.977023564	5.135907273	2.764935807	"similar to uniprot|P32775 Saccharomyces cerevisiae YEL011w GLC3 1,4-glucan branching enzyme (glycogen branching enzyme) I2"	2.4.1.18
Chassy_YL_C_1083	YALI1_C29762g	YALI0C21538g1_1	Q6CB66	2.056990701	1.494932633	2.500399773	2.500399773	1.331562485	1.331562485	1.494932633	0.661836278	0.719072202	1.178889942	0.403003723	some similarities with uniprot|C5P4B2 Coccidioides posadasii hypothetical protein CPC735_064030 I2	
Chassy_YL_B_157	YALI1_B04138g	YALI0B02728g1_1	Q6CFX7	30.6227766	55.23413252	13.67799268	382.118685	120.1527659	81.54041853	1777.27941	382.118685	260.0157216	67.12920691	145.7799268	uniprot|Q6CFX7 Yarrowia lipolytica YALI0B02728g GPM1 Tetrameric phosphoglycerate mutase I2	5.4.2.11
Chassy_YL_B_622	YALI1_B16419g	YALI0B12474g1_1	Q6CEW0	5.189658189	5.189658189	9	10.00694171	5.812920691	13.67799268	22.71373706	25.10157216	9	15.15598098	27.72984833	uniprot|Q6CEW0 Yarrowia lipolytica YALI0B12474g SSZ1 Hsp70 protein that interacts with Zuo1p (a DnaJ homolog) I2	
Chassy_YL_F_221	YALI1_F06351g	YALI0F04169g1_1	Q6C2Y0	7.030857221	4.779692884	6.602429141	4.179474679	3.159562163	3.903161412	4.471359333	1.039500469	1.039500469	1.539580038	1.15443469	similar to uniprot|P06738 Saccharomyces cerevisiae YPR160w GPH1 glycogen phosphorylase I2	2.4.1.1
Chassy_YL_F_288	YALI1_F08284g	YALI0F05544g1_1	Q6C2S5	2370.373706	1332.521432	999	1777.27941	2370.373706	420.6965034	561.3413252	2370.373706	1777.27941	9999	2370.373706	highly similar to uniprot|P05755 Saccharomyces cerevisiae YBR189W (ohnolog of YPL081W) SUP46 ribosomal protein I2	
Chassy_YL_C_172	YALI1_C04882g	YALI0C03674g1_1	Q6CD53	1.894266125	1.894266125	3.641588834	1.728333376	1.424462017	5.614740641	3.923882632	2.455107295	1.571913809	2.455107295	3.641588834	similar to uniprot|P13188 Saccharomyces cerevisiae YOR168W GLN4 Glutamine tRNA synthetase I2	
Chassy_YL_F_937	YALI1_F24247g	YALI0F18282g1_1	Q6C191	3.216965034	1.371373706	1.371373706	2.16227766	1.371373706	2.16227766	3.216965034	2.16227766	3.216965034	2.16227766	3.216965034	weakly similar to uniprot|Q8TFK5 Yarrowia lipolytica YALI0E18788g CWP1 Cell wall protein of the PIR family I2	
Chassy_YL_E_548	YALI1_E14350g	YALI0E11517g1_1	Q6C689	0.77827941	0.77827941	0.333521432	0.77827941	1.371373706	3.216965034	2.16227766	0	0.333521432	0	0.333521432	weakly similar to uniprot|Q8TFK5 Yarrowia lipolytica YALI0E18788g CWP1 Cell wall protein of the PIR family I2	
Chassy_YL_E_792	YALI1_E20192g	YALI0E16929g1_1	Q6C5L8	11.58925412	18.95262315	16.7827941	30.6227766	16.7827941	30.6227766	21.38721139	13.12537545	11.58925412	10.22018454	16.7827941	uniprot|Q6C5L8 Yarrowia lipolytica YALI0E16929g KGD2 2-oxoglutarate dehydrogenase complex E2 component I2	
Chassy_YL_E_1322	YALI1_E32842g	YALI0E27830g1_1	Q6C4C8	561.3413252	1777.27941	999	4215.965034	420.6965034	315.227766	1332.521432	2370.373706	9999	3161.27766	2370.373706	similar to uniprot|Q02326 Saccharomyces cerevisiae YML073C (ohnolog of YLR448W) YL16A 60S large subunit ribosomal protein I2	
Chassy_YL_C_431	YALI1_C12333g	YALI0C08987g1_1	Q6CCI8	2.053855509	2.274549163	4.722367659	6.054802311	3.977023564	4.722367659	42.28761281	4.336699231	6.054802311	2.274549163	3.977023564	uniprot|Q6CCI8 Yarrowia lipolytica YALI0C08987g STI1 Hsp90 cochaperone I2	
Chassy_YL_B_718	YALI1_B19044g	YALI0B14487g1_1	Q6CEM6	14.01310729	14.01310729	24.8086154	86.33261624	18.68419447	32.83855153	57.17091329	24.8086154	37.7467512	12.11133937	21.53933905	weakly similar to uniprot|P25293 Saccharomyces cerevisiae YKR048c NAP1 nucleosome assembly protein I I2	
Chassy_YL_B_527	YALI1_B14044g	YALI0B10406g1_1	Q6CF43	20.5443469	45.41588834	20.5443469	84.76958986	62.09573445	62.09573445	157.4893192	17.47849797	84.76958986	33.14548874	33.14548874	uniprot|Q6CF43 Yarrowia lipolytica YALI0B10406g ECH2 Enoyl-CoA hydratase I2	
Chassy_YL_E_235	YALI1_E05907g	YALI0E05005g1_1	Q6C6Z7	47.69675252	26.38419634	30.6227766	55.23413252	35.51741273	16.7827941	41.16965034	22.71373706	85.59643234	41.16965034	26.38419634	similar to uniprot|P38707 Saccharomyces cerevisiae YHR019c DED81 asparaginyl-tRNA-synthetase I2	
Chassy_YL_E_1075	YALI1_E26930g	YALI0E22781g1_1	Q6C4Y2	5.978305849	5.978305849	6.498942093	5.978305849	5.042963902	3.869675252	3.531583638	4.623413252	5.978305849	4.623413252	2.398208329	"weakly similar to uniprot|P38713 Saccharomyces cerevisiae YHR073w OSH3 similarity to OSH1P, YDL019C (ohnolog of YAR042W) and mammalian oxysterol-binding protein I2"	
Chassy_YL_F_1311	YALI1_F33681g	YALI0F26191g1_1	Q6C0B4	12.18256739	9.964781961	5.309573445	11.02264435	26.54228703	13.45439771	9	5.918309709	9	7.317637711	5.309573445	similar to uniprot|P38067 Saccharomyces cerevisiae YBR006w UGA2 succinate semialdehyde dehydrogenase I2	
Chassy_YL_B_581	YALI1_B15380g	YALI0B11594g1_1	Q6CEZ5	3.641588834	2.83118685	4.623413252	4.623413252	5.812920691	6.742636827	6.262917502	1.966348839	3.354004654	4.623413252	3.084238653	similar to uniprot|Q96UQ4 Aspergillus niger Aminopeptidase B I2	3.4.11.-
Chassy_YL_E_1467	YALI1_E36334g	YALI0E30877g1_1	Q6C403	18.95262315	9	9	14.84893192	18.95262315	16.7827941	27.18382931	18.95262315	21.38721139	30.6227766	27.18382931	weakly similar to uniprot|P34167 Saccharomyces cerevisiae YPR163c TIF3 translation initiation factor eIF4B I2	
Chassy_YL_C_518	YALI1_C14787g	YALI0C10494g1_1	Q6CCD1	7.030857221	9	11.45197085	4.779692884	16.30195739	11.45197085	10.15883993	5.449466771	7.030857221	6.19685673	6.19685673	similar to uniprot|P14904 Saccharomyces cerevisiae YKL103C LAP4 Vacuolar aminopeptidase I2	
Chassy_YL_F_1057	YALI1_F27356g	YALI0F20592g1_1	Q6C0Z2	2.16227766	1.682695795	0.930697729	1.682695795	1.682695795	1.275845926	3.393970561	1.275845926	0.930697729	0.930697729	2.16227766	"similar to uniprot|P14904 Saccharomyces cerevisiae YKL103c LAP4 aminopeptidase yscI precursor, vacuolar I2"	
Chassy_YL_F_81	YALI1_F02655g	YALI0F01694g1_1	Q6C390	6.356422545	4.011872336	4.411695265	3.298662347	5.309573445	6.943282347	6.356422545	4.411695265	4.411695265	5.309573445	9	some similarities with uniprot|P25623 Saccharomyces cerevisiae YCR030c I2	
Chassy_YL_B_751	YALI1_B19932g	YALI0B15125g1_1	Q6CEJ7	198.5262315	500.1872336	124.8925412	198.5262315	629.9573445	500.1872336	198.5262315	315.227766	500.1872336	500.1872336	198.5262315	highly similar to uniprot|P34760 Saccharomyces cerevisiae YML028W (ohnolog of YDR453C) TSA1 thiol- specific antioxidant I2	
Chassy_YL_E_1334	YALI1_E33150g	YALI0E28153g1_1	Q6C4B9	1.063510778	1.117593994	1.348478112	1.173094695	0.552427173	0.67771853	0.634869705	0.593115236	0.959452913	1.173094695	0.860642434	similar to uniprot|P37297 Saccharomyces cerevisiae YLR305c STT4 phosphatidylinositol-4-kinase I2	
Chassy_YL_E_93	YALI1_E02377g	YALI0E01870g1_1	Q6C7C8	6.58577575	4.248074602	8.120108394	5.918309709	5.918309709	9.964781961	9.964781961	14.84893192	9.964781961	9	18.05460718	similar to uniprot|P46680 Saccharomyces cerevisiae YMR092c AIP1 actin cytoskeleton component I2	
Chassy_YL_A_797	YALI1_A20063g	YALI0A19074g1_1	Q6CGI3	1.721338768	1.15443469	1.813684268	1.632024061	1.462092401	1.909163406	2.10995155	0.763505472	0.94919403	0.763505472	0.5955064	"similar to uniprot|O93808 Saccharomyces cerevisiae YPR184W GDB1 Glycogen debranching enzyme containing glucanotranferase and alpha-1,6-amyloglucosidase activities, required for glycogen degradation I2"	
Chassy_YL_B_1089	YALI1_B29133g	YALI0B22308g1_1	F2Z672	8.182542836	8.182542836	10.85971012	7.431909293	11.91549665	9.890229623	11.91549665	4.994842503	6.109709432	3.262158829	3.262158829	uniprot|O74996 Yarrowia lipolytica YALI0B22308g HXK1 Hexokinase I2	2.7.1.-
Chassy_YL_E_1382	YALI1_E34344g	YALI0E29073g1_1	Q6C477	748.8942093	561.3413252	420.6965034	999	236.1373706	1777.27941	420.6965034	9999	2370.373706	4215.965034	420.6965034	highly similar to uniprot|P51401 Saccharomyces cerevisiae YNL067W RPL9B Protein component of the large (60S) ribosomal subunit I2	
Chassy_YL_E_614	YALI1_E15991g			28.55209235	57.17091329	16.19072202	32.83855153	37.7467512	14.01310729	14.01310729	28.55209235	21.53933905	86.33261624	43.36687331	No description in CLIB122 I2	
Chassy_YL_F_1188	YALI1_F30754g	YALI0F23463g1_1	Q6C0M3	67.12920691	120.1527659	120.1527659	99	67.12920691	67.12920691	120.1527659	145.7799268	99	145.7799268	176.827941	"similar to uniprot|P47143 Saccharomyces cerevisiae YJR105w ADO1 Adenosine kinase, required for the utilization of S-adenosylmethionine I2"	
Chassy_YL_F_142	YALI1_F04110g	YALI0F02893g1_1	Q6C338	9	40.24626383	9	118.3776642	69.17038287	82.76776401	69.17038287	836.6776401	141.510267	33.55107295	82.76776401	"similar to uniprot|P38077 Saccharomyces cerevisiae YBR039w ATP3 F1F0-ATPase complex, F1 gamma subunit I2"	
Chassy_YL_E_844	YALI1_E21406g	YALI0E18029g1_1	Q6C5H4	18.95262315	24.11886432	18.95262315	18.95262315	27.18382931	18.95262315	27.18382931	7.912509381	10.22018454	14.84893192	6.943282347	similar to uniprot|P41921 Saccharomyces cerevisiae YPL091w GLR1 glutathione reductase (NADPH) I2	1.8.1.7
Chassy_YL_E_1100	YALI1_E27441g	YALI0E23287g1_1	Q6C4W0	420.6965034	748.8942093	41.16965034	748.8942093	315.227766	41.16965034	30.6227766	5622.413252	17781.7941	13334.21432	2370.373706	similar to uniprot|P49374 Kluyveromyces lactis High- affinity glucose transporter I2	
Chassy_YL_B_94	YALI1_B02283g	YALI0B01342g1_1	Q6CG30	0.77827941	0.77827941	0.77827941	0.77827941	0.77827941	0.333521432	0.77827941	0.77827941	4.623413252	2.16227766	1.371373706	similar to uniprot|P49374 Kluyveromyces lactis High- affinity glucose transporter I2	
Chassy_YL_F_448	YALI1_F12138g	YALI0F08701g1_1	Q6C2D9	9	14.39926526	12.33521432	22.71373706	10.54781985	6.498942093	10.54781985	152.9926526	99	132.3521432	114.4781985	"uniprot|Q6C2D9 Yarrowia lipolytica YALI0F08701g ERG6 Delta(24)-sterol C-methyltransferase, putative I2"	2.1.1.41
Chassy_YL_E_842	YALI1_E21345g	YALI0E17985g1_1	Q6C5H6	2.981071706	4.011872336	6.943282347	5.812920691	4.411695265	6.356422545	6.943282347	5.812920691	5.309573445	6.943282347	5.309573445	"similar to uniprot|Q05506 Saccharomyces cerevisiae YDR341C (ohnolog of YHR091C) arginyl-tRNA synthetase, cytosolic I2"	
Chassy_YL_E_1155	YALI1_E28575g	YALI0E24013g1_1	Q6C4S9	42.28761281	350.1191734	22.101297	122.2846739	230.01297	283.8035868	99	283.8035868	186.3817423	186.3817423	230.01297	"uniprot|Q6C4S9 Yarrowia lipolytica YALI0E24013g LSC1 Succinyl-CoA ligase alpha subunit, putative I2"	6.2.1.5
Chassy_YL_C_449	YALI1_C12900g	YALI0C09262g1_1	Q6CCH7	165.8100537	165.8100537	999	277.2559402	165.8100537	598.4842503	128.1549665	358.3813664	358.3813664	1667.100537	1667.100537	uniprot|Q6CCH7 Yarrowia lipolytica YALI0C09262g MTP4 Putative binding to guanine-rich quadruplex nucleic acids I2	
Chassy_YL_F_963	YALI1_F24773g	YALI0F18590g1_1	Q6C177	20.5443469	67.12920691	16.7827941	260.0157216	81.54041853	99	463.1588834	176.827941	382.118685	30.6227766	55.23413252	uniprot|Q6C177 Yarrowia lipolytica YALI0F18590g GCY15 Glycerol dehydrogenase of the aldo/keto reductase family I2	
Chassy_YL_A_634	YALI1_A15925g	YALI0A15972g1_1	Q6CGV1	69.17038287	69.17038287	57.78016072	69.17038287	57.78016072	82.76776401	69.17038287	40.24626383	118.3776642	82.76776401	69.17038287	"uniprot|Q6CGV1 Yarrowia lipolytica YALI0A15972g FBP1 Fructose-1,6-bisphosphatase I2"	
Chassy_YL_D_674	YALI1_D17030g	YALI0D13728g1_1	Q6C962	3980.071706	39809.71706	15847.93192	39809.71706	15847.93192	63094.73445	99999	99999	15847.93192	9999	630956.3445	similar to uniprot|P0CX32 Saccharomyces cerevisiae YIL069C (ohnolog of YER074W) RP50B 40S small subunit ribosomal protein S24.e I2	
Chassy_YL_E_1444	YALI1_E35815g	YALI0E30481g1_1	Q6C421	12.33521432	7.254041853	6.498942093	13.67799268	20.5443469	8.085175757	10.00694171	5.189658189	7.254041853	6.498942093	4.623413252	similar to uniprot|P54885 Saccharomyces cerevisiae YOR323c PRO2 gamma-glutamyl phosphate reductase I2	
Chassy_YL_F_1215	YALI1_F31531g	YALI0F24123g1_1	Q6C0J5	315.227766	315.227766	561.3413252	2370.373706	748.8942093	315.227766	176.827941	1777.27941	561.3413252	999	1777.27941	uniprot|Q6C0J5 Yarrowia lipolytica YALI0F24123g RPL18 Ribosomal 60S subunit protein L20 I2	
Chassy_YL_B_532	YALI1_B14187g	YALI0B10516g1_1	Q6CF38	7.912509381	11.58925412	18.95262315	9	21.38721139	18.95262315	24.11886432	11.58925412	11.58925412	14.84893192	18.95262315	Similar to uniprot|P17555 Saccharomyces cerevisiae YNL138w SRV2 adenylate cyclase-associated protein 70kDa I2	
Chassy_YL_D_1034	YALI1_D26586g	YALI0D20966g1_1	Q6C8B8	7.961505019	10.15883993	11.45197085	7.961505019	12.89495494	18.30697729	10.15883993	10.15883993	9	11.45197085	10.15883993	similar to uniprot|P38615 Saccharomyces cerevisiae YMR139W (ohnolog of YDL079C) MDS1 ser/thr protein kinase I2	
