W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	low_pH_D
YALI1_E29930g			6.99940387	7.065562687	7.111779894	7.028079706	7.039727883	7.164294922	7.135097845	7.414278048	7.137782611	7.251778489	7.513987712
YALI1_B20378g	Q6CEH8	YALI0B15510g1_1	7.249817402	7.213116393	7.363188964	7.122917857	7.048771093	7.160565144	7.287296593	7.547039899	7.318168684	7.413533834	7.630448623
YALI1_C30706g	Q6CB30	YALI0C22341g1_1	7.084836653	7.036664098	6.87276811	7.016050727	6.991697989	6.833932957	6.796471847	6.621365174	6.834744096	6.709517571	6.357602389
YALI1_B04589g	Q6CFW1	YALI0B03124g1_1	7.054281595	6.951318406	6.919604724	6.999056273	7.056288298	7.096547187	7.02988529	6.967189443	6.913499054	6.887919603	6.755324478
YALI1_A21993g	Q6CGA2	YALI0A20944g1_1	6.505208585	6.683219017	6.471282642	6.631498255	6.715223811	6.839440004	6.61666212	6.994988794	6.768977052	6.695340179	6.848979899
YALI1_C27713g		YALI0C19778g1_1	6.806338996	6.733526054	6.774445301	6.740866724	6.763799468	6.798988912	6.783459278	6.832828352	6.854928756	6.882040695	6.797177775
YALI1_C12333g	Q6CCI8	YALI0C08987g1_1	6.569444211	6.788267315	6.548920509	6.741714806	6.535512393	6.563300765	6.496058268	6.879303254	6.820129434	6.77240753	6.677888727
YALI1_C13890g	Q6CCE8	YALI0C09988g1_1	7.704437323	7.637299556	7.593450133	7.627351909	7.631495742	7.561687814	7.514446334	7.541411203	7.592101356	7.519685339	7.393644074
YALI1_B20717g	Q6CEG8	YALI0B15752g1_1	6.891481923	6.822501319	6.800818256	6.685195049	6.810389461	6.677759049	6.503208808	NA	6.840660752	6.823907723	6.776964138
YALI1_E38479g	Q6C3S6	YALI0E32461g1_1	7.15167761	7.17031614	7.023799513	7.098684211	7.210950339	7.122470318	7.053753934	6.823776534	6.982219033	7.031761655	6.926703711
YALI1_F00616g	Q6C3E2	YALI0F00462g1_1	7.618244686	7.615679905	7.398196943	7.538838078	7.707050904	7.492383828	7.519985301	6.969344214	7.373613182	7.375613414	6.925568037
YALI1_E04420g	Q6C754	YALI0E03674g1_1	6.537300429	6.481338334	6.586277418	6.574896681	6.52480257	6.588928342	6.503544173	6.413789984	6.350612676	6.403507352	6.508800692
YALI1_B09161g	W0TYN8	YALI0B07095g1_1	6.948421576	7.11653474	7.109235684	7.045091813	7.182506775	7.251014841	7.158204003	7.078075363	7.024008117	7.016832088	7.095703567
YALI1_E23555g	Q6C5A6	YALI0E19657g1_1	7.078877426	7.040203952	7.034789004	7.065489359	7.017871115	6.980112247	6.898023453	7.059958438	7.156579162	7.163145509	7.041357144
YALI1_C19500g		YALI0C13860g1_1	6.805551514	6.881080818	6.779347149	6.848995934	6.765702585	6.724452745	6.760673744	6.654763661	6.749479139	6.77453413	6.695415518
YALI1_E16068g	Q6C624	YALI0E13123g1_1	6.605476318	6.608685924	6.659800411	6.734249893	6.695147402	6.779814438	6.818173193	6.669526503	6.669195979	6.596930703	6.790093662
YALI1_D30196g	Q6C826	YALI0D23331g1_1	7.319837237	7.321648558	7.121270391	7.190580455	7.233171013	7.041111407	7.006501029	6.540620414	7.02156344	6.976814597	6.823568223
YALI1_B02415g	Q6CG27	YALI0B01408g1_1	7.272322059	7.310626415	6.695932801	7.274001516	7.137940693	6.972124267	6.669880527	7.452997744	7.460762827	7.453539267	7.322768113
YALI1_F13719g	Q6C275	YALI0F10153g1_1	6.682579078	6.59996975	6.957330415	6.866051396	6.87575467	7.029818061	7.093456496	6.721988626	6.732152835	6.697496375	6.769229986
YALI1_C26167g	Q6CBG6	YALI0C19041g1_1	6.967414706	7.003316173	7.131772295	7.007593386	7.15743006	7.222799651	7.127794992	7.160259224	7.114476728	7.081286781	7.147294779
YALI1_F37559g	Q6BZY1	YALI0F30019g1_1	7.184225725	7.138410065	7.078487195	7.106352702	7.024042096	6.986611094	6.935019019	6.924533274	7.093351654	7.051852478	6.972351194
YALI1_E38113g	Q6C3U0	YALI0E32153g1_1	6.847604452	6.566995112	6.794086145	6.750033525	6.342885666	6.1450829	6.231395321	6.083551512	6.686840072	6.600316518	6.330343912
YALI1_D03952g	Q6CAF8	YALI0D03135g1_1	7.590533133	7.616318754	7.502312971	7.58539648	7.537436412	7.557308132	7.442011702	7.726002486	7.59731686	7.59915118	7.597476192
YALI1_F38986g	Q6BZS4	YALI0F31273g1_1	7.377394101	7.360532918	7.413273587	7.381406548	7.32417982	7.380743886	7.359341476	7.412949176	7.410847733	7.402697711	7.458880335
YALI1_B25906g	Q6CE01	YALI0B19800g1_1	7.534510058	7.441219011	7.358800693	7.377219495	7.391356205	7.370190647	7.280602217	7.459976955	7.569570559	7.539719921	7.493088481
YALI1_B12337g	Q6CF90	YALI0B09229g1_1	7.318007525	7.326111395	7.103899586	7.474117875	7.304026701	7.199181872	7.355903918	7.077941093	7.141797579	7.004835722	6.999189756
YALI1_D35809g	Q6C7L1	YALI0D27192g1_1	6.875789348	6.798369314	6.72772399	6.770631029	6.883813346	6.766485227	6.645941485	6.923501576	6.930209348	7.016688233	6.91708439
YALI1_F10774g			6.831381567	6.909663582	6.953307021	6.907477124	6.965599685	7.069985573	6.972697719	7.166906274	6.961753574	7.044987706	7.103806463
YALI1_E09082g	Q6C6P3	YALI0E07601g1_1	6.517350084	6.504245284	6.480205458	6.75968392	6.172156575	6.036086648	6.455996222	6.431851625	6.46025135	6.477571445	6.732313179
YALI1_E13428g	Q6C6C7	YALI0E10549g1_1	6.89410671	6.894891756	6.766867868	6.862347001	6.765978969	6.572094074	6.595030313	6.297714808	6.660088366	6.693263501	6.51981192
YALI1_B17695g	Q6CES8	YALI0B13310g1_1	6.743273195	6.589382127	6.734530674	6.59983283	6.583577812	6.248546323	6.401689675	6.702640273	6.742272728	6.568617473	6.513699046
YALI1_D02137g	Q6CAL0	YALI0D01892g1_1	7.055901211	7.01780546	7.050778513	7.105472708	6.972795819	7.046995409	7.045854413	6.995051163	6.903898918	6.875940629	6.710652215
YALI1_E07306g	Q6C6V0	YALI0E06039g1_1	6.593840266	6.555479869	6.626678709	6.481256719	6.700345913	6.638684922	6.640688499	6.568453657	6.502653615	6.507860801	6.566867962
YALI1_E40394g	Q6C3K6	YALI0E34045g1_1	7.412726744	7.323975332	7.471955871	7.286000932	7.262022729	7.480987935	7.42761553	7.263388176	7.108550075	7.102056319	7.237729365
YALI1_B05350g	Q6CFT8	YALI0B03960g1_1	6.853993634	6.890049354	6.91498448	6.876913281	6.839009609	6.892568726	6.785022838	7.072365551	6.889025286	6.972289774	7.112505916
YALI1_D30097g	Q6C828	YALI0D23287g1_1	6.55492011	6.541084136	6.625364445	6.530681105	6.504891315	6.570970711	6.655818017	6.462647826	6.43447056	6.398781318	6.508988783
YALI1_C17566g	Q6CC54	YALI0C12386g1_1	7.010754615	7.065705913	6.91693257	7.14467041	7.039621746	6.954231481	7.109445815	7.275609544	7.275899111	7.168574327	7.141663083
YALI1_E36866g	Q6C3Y2	YALI0E31317g1_1	7.034493016	6.981723971	6.987119765	6.985100541	6.87481427	6.742280898	6.807394603	6.818519897	7.035541774	7.050351477	6.961758332
YALI1_B02194g	Q6CG32	YALI0B01298g1_1	6.679708243	6.525188346	6.688075326	6.591224389	6.545034258	6.4949567	6.464556913	6.590315321	6.239082752	6.512169897	6.304857113
YALI1_E00869g	Q6C7I9	YALI0E00484g1_1	6.896025311	6.998256004	7.028803027	6.936114861	7.014249144	7.032082592	7.22245547	6.916676642	6.983355594	6.973915931	6.972737631
YALI1_C17238g	Q6CC57	YALI0C12276g1_1	6.802447718	6.829380674	6.961577777	6.791627464	6.864234444	6.98185423	6.99758229	6.791019149	6.676313575	6.695260758	6.829755108
YALI1_C09200g	Q6CCS8	YALI0C06864g1_1	7.394204798	7.483507416	7.301439914	7.445816666	7.396728004	7.132498036	7.148627414	6.96077247	7.205400943	7.235442487	6.91873316
YALI1_F38526g	Q6BZU2	YALI0F30877g1_1	6.734370476	6.75347588	6.758380861	6.744550054	6.826626399	6.643016526	6.795037168	6.445066749	6.706191099	6.556830519	6.584271354
YALI1_D09870g	Q6C9X2	YALI0D07634g1_1	7.236629019	7.272916219	7.322822777	7.380851832	7.386775482	7.483161515	7.666512564	7.364763582	7.252841516	7.048055771	7.19696315
YALI1_A07624g	Q6CHK0	YALI0A08063g1_1	6.770436249	6.840044308	6.998259293	6.583208186	6.831142274	6.926069181	7.093431798	6.432384483	6.456175114	6.50168905	6.782021812
YALI1_E25675g	Q6C524	YALI0E21648g1_1	6.923629702	7.04361336	6.758124403	6.934144614	6.923698932	6.955004173	6.859940502	7.195912505	7.019422168	7.026950815	7.103100849
YALI1_D10858g	Q6C9T8	YALI0D08448g1_1	6.790892606	6.827294651	6.768769668	6.998990188	6.747422976	6.743075636	6.989810121	7.098261959	7.134427223	7.012605443	6.996759663
YALI1_E27625g	Q6C4V2	YALI0E23452g1_1	6.643451942	6.588743223	6.462151308	6.600367902	6.727004848	6.69425233	6.663105529	6.756203842	6.969243372	7.014403906	6.663763868
YALI1_F19746g	Q6C1N3	YALI0F14795g1_1	7.088058072	7.161255224	6.794171295	6.719939228	7.125485634	7.016860915	7.163938887	6.824504362	6.700445228	6.794439586	6.586662936
YALI1_B09044g	Q6CFH3	YALI0B06963g1_1	7.004880292	7.009797935	7.02259409	6.940200812	6.901971843	6.848285021	6.788047314	6.833113076	6.92349496	6.944168914	7.004995458
YALI1_D35735g			7.072173828	6.858511347	6.839902246	6.816761179	6.945318923	6.958832069	6.927159766	7.067281365	7.073608641	7.060070818	7.051466983
YALI1_D10600g	Q9UVF3	YALI0D08272g1_1	7.596244047	7.588783999	7.471840872	7.45115223	7.549271914	7.565224988	7.477034765	7.637912733	7.624217197	7.687215255	7.597703467
YALI1_B18645g	Q6CEP4	YALI0B14102g1_1	6.892360732	6.922717505	6.875420344	6.936753825	6.879159765	6.799233705	6.785525444	6.932206848	7.0059526	6.942836563	6.870575497
YALI1_A14345g	F2Z6H7	YALI0A14542g1_1	7.08509861	6.962521535	6.985897972	6.967549259	6.913588042	6.892677319	6.828970479	6.619974229	6.880378195	6.893451766	6.757586777
YALI1_D05705g	Q6CAA3	YALI0D04554g1_1	6.939144416	6.944677517	6.973064225	6.965905501	7.071859274	7.10073705	7.097846269	7.109335244	6.986598116	6.909437653	6.991981396
YALI1_D01298g	Q6CAP0	YALI0D01133g1_1	6.667765344	6.62765826	6.592705558	6.629205439	6.725491532	6.577668687	6.60949122	6.318865535	6.543213882	6.557690097	6.316646775
YALI1_A13555g	Q6CH23	YALI0A13519g1_1	7.568308507	7.570618127	7.452192891	7.531870174	7.514397067	7.390538158	7.370517898	7.290718512	7.362534302	7.472073533	7.319132755
YALI1_D03412g	Q6CAH4	YALI0D02739g1_1	6.938510354	6.945795575	6.762231126	6.876665622	6.56890214	6.306020016	6.407298088	6.444758598	6.939931743	6.977957308	6.636182603
YALI1_F32792g	Q6C0E1	YALI0F25531g1_1	6.906641672	6.97990371	7.005134349	7.038216018	6.966684753	7.02494243	7.087551267	7.208831579	7.07420204	7.067227614	7.169322805
YALI1_C29052g	Q6CB92	YALI0C20999g1_1	7.263815288	7.291129658	7.408462887	7.242447853	7.343135913	7.417461435	7.427878833	7.218741465	7.213428035	7.206020325	7.319019676
YALI1_D10865g	Q6C9T7	YALI0D08470g1_1	6.412824733	6.377300345	6.490257479	6.588349097	6.269607336	6.335982957	6.568990538	6.729552849	6.6182484	6.568340479	6.703578576
YALI1_B02345g	Q6CG29	YALI0B01364g1_1	7.440356957	7.432043236	7.340245735	7.375879381	7.301482937	7.269800787	7.094276826	7.316427619	7.335381595	7.388144401	7.270749109
YALI1_D13963g	Q6C9H7	YALI0D11110g1_1	6.810721523	6.830125836	6.844084076	6.833673539	6.898597671	6.881536884	6.857501654	6.752996824	6.820458009	6.78145804	6.853046236
YALI1_F27211g	Q6C0Z6	YALI0F20504g1_1	7.546057445	7.567710804	7.57722083	7.68445376	7.579994278	7.652323973	7.756340554	7.569849041	7.489493693	7.375766627	7.452369547
YALI1_A10907g	Q6CHA2	YALI0A10813g1_1	6.526499111	6.557990937	6.537519761	6.662840725	6.645652796	6.643020729	6.567715211	6.586997379	6.463981797	6.390161595	6.585908264
YALI1_B10449g			7.217467396	7.005477438	7.314981392	7.131176039	7.102923763	7.261971157	7.337924863	7.046707617	6.911659615	6.771666178	7.014213917
YALI1_E17355g	Q6C5X5	YALI0E14322g1_1	6.872893486	6.877299467	6.895853566	6.876114169	7.00830965	7.052551709	6.882537174	6.802187035	6.84443789	6.90987034	6.846679622
YALI1_C24303g	Q6CBN5	YALI0C16973g1_1	7.141401953	7.201955198	7.213178437	7.164081381	7.194969722	7.168329085	7.091522257	7.344841725	7.212502078	7.227484702	7.32872818
YALI1_E26930g	Q6C4Y2	YALI0E22781g1_1	6.943476146	6.981475083	6.772732472	6.932825919	6.77147107	6.815175119	6.652300949	6.83826963	6.895377524	6.912376962	6.867546007
YALI1_D05270g	Q6CAB8	YALI0D04202g1_1	6.939253505	7.014076426	7.07927464	7.014716406	7.116077227	7.173134764	7.186474945	7.047844525	6.801702576	6.983447526	7.015704092
YALI1_E16121g	Q6C621	YALI0E13189g1_1	6.700093486	6.618762209	6.511752839	6.641548655	6.300067154	6.392850834	6.515328006	6.533564116	6.761586245	6.69592872	6.55376821
YALI1_E15555g	Q6C643	YALI0E12573g1_1	7.352932979	7.264679991	7.261022187	7.268167905	7.294437837	7.192081435	7.111493419	7.209314357	7.212059021	7.205987716	7.093388888
YALI1_B04274g	Q6CFX2	YALI0B02838g1_1	7.250768023	7.140443514	7.055138251	7.083657193	6.929448303	6.795160282	6.952157732	6.93908671	7.206007182	7.153921197	7.06362926
YALI1_B19713g	Q6CEK3	YALI0B14993g1_1	7.241828166	7.222380333	7.142912295	7.167045441	7.116455011	7.011321086	6.974452272	7.061365263	7.213269202	7.137425032	7.080678844
YALI1_E27104g	Q6C4X6	YALI0E22935g1_1	6.772027474	6.824339422	6.691649544	6.767527753	6.868298425	6.709799178	6.656958637	6.493021339	6.615502708	6.690100717	6.476427244
YALI1_A06073g	Q6CHQ6	YALI0A06369g1_1	6.339777915	6.299741107	6.284083645	6.205898581	6.128650816	6.103950544	6.017011075	6.111286253	6.313002435	6.401535215	6.286187217
YALI1_E38349g	Q6C3S9	YALI0E32395g1_1	6.852539953	6.998590862	6.973087191	6.921799317	6.966687142	7.090412498	7.061059011	6.841999741	6.877856635	6.937455956	7.025631899
YALI1_A06416g	Q6CHP3	YALI0A06743g1_1	6.62623143	6.729472837	6.47860876	6.773589512	6.902703058	6.74418558	7.116865366	6.411440147	6.741399728	6.495981639	6.529881863
YALI1_C04281g	Q6CD73	YALI0C03201g1_1	6.683202188	6.612391425	6.663934063	6.817549164	6.714435181	6.671565124	6.929278577	7.014365751	6.874265769	6.82769637	6.993873223
YALI1_E16174g	Q6C619	YALI0E13233g1_1	7.038613424	6.977843707	7.005042504	6.90848631	7.046140093	6.994263744	7.023195109	6.892084076	6.976531289	6.887717957	6.883793563
YALI1_B26596g	Q6CDY2	YALI0B20306g1_1	6.740914777	6.646470527	6.928338656	6.763266853	6.356087504	6.900102879	6.828765229	7.070779502	7.063327461	7.017937654	7.222417324
YALI1_F38088g	Q6BZW1	YALI0F30459g1_1	7.008732142	6.792460577	6.991733501	6.949693502	7.019136253	6.974539094	6.989528373	6.746865075	6.886349706	6.859060455	6.728933885
YALI1_E08828g	Q6C6P9	YALI0E07425g1_1	6.080597844	6.1202372	6.120093905	6.022214897	6.156776981	6.246076025	6.179716518	6.460581099	6.193251777	6.228808396	6.586006513
YALI1_D22864g	Q6C8N3	YALI0D18293g1_1	7.468627396	7.37971534	7.54224225	7.259839194	7.338371131	7.272869904	7.172998055	7.355207981	6.825807554	6.867750268	7.084150569
YALI1_B10552g	Q6CFD6	YALI0B08074g1_1	6.848023759	6.913499734	7.009192845	6.86702788	6.771556415	6.854503778	6.904907928	7.097846492	6.940114782	6.975684995	7.124584622
YALI1_F34029g	Q6C098	YALI0F26587g1_1	7.088868449	7.113534989	6.902783877	7.086165233	7.134744844	7.079914986	6.847824103	7.235702454	7.171981242	7.166294192	7.13783193
YALI1_A19974g	Q6CGI5	YALI0A19030g1_1	6.629276072	6.64976789	6.687410543	6.678452208	6.784063616	6.768645518	6.91162882	6.770070973	6.604772174	6.478125754	6.603242409
YALI1_C32517g		YALI0C23584g1_1	6.801549477	6.804796926	6.8774543	6.747227034	6.757615882	6.716929141	6.697736308	6.533586812	6.738476417	6.724718077	6.572876733
YALI1_D01890g		YALI0D01573g1_1	7.816491609	7.736834799	7.758688258	7.791030627	7.699698545	7.600461534	7.669392321	7.438146448	7.686481246	7.681343972	7.5728404
YALI1_C29584g	Q6CB70	YALI0C21450g1_1	6.756675609	6.761945295	6.649149583	6.743476725	6.948925165	6.870504501	6.774905899	6.681351206	6.716956498	6.795783534	6.700555504
YALI1_F35476g	Q6C047	YALI0F27841g1_1	6.762930783	6.735329424	6.783403138	6.661468844	6.766212781	6.869499019	6.769780634	7.046172036	6.836979543	6.818857607	6.990573209
YALI1_B27110g			6.851008155	6.768987523	6.812694983	6.744870632	6.533093736	6.719988316	6.626637405	6.593935801	6.733554908	6.623844822	6.738087706
YALI1_F38776g	Q12726	YALI0F31075g1_1	7.401558396	7.345246787	7.215145969	7.330989153	7.167321954	6.995835945	7.01829688	6.833597666	7.211549026	7.192872239	7.009469672
YALI1_E09924g	Q6C6M6	YALI0E08162g1_1	6.898775882	6.898883898	6.946371607	6.875568585	6.726668343	6.556200836	6.71087034	6.730299637	7.113797312	7.143196468	6.915605447
YALI1_E35005g	Q6C454	YALI0E29579g1_1	6.728711135	6.602032395	6.667461749	6.651093552	6.601285416	6.679703212	6.624966258	6.842752495	6.786401262	6.658647849	6.851823567
YALI1_B15092g	Q6CF05	YALI0B11374g1_1	6.492030253	6.419979835	6.799611995	6.426251061	6.336833264	6.044416295	6.28341891	6.383908208	6.562475132	6.536941707	6.389998776
YALI1_D09504g	Q6C9Y1	YALI0D07436g1_1	7.089634164	7.210766646	7.189069271	7.27488442	7.150410974	7.047716653	7.109829582	7.431262478	7.331847576	7.254368298	7.198264613
YALI1_D11015g	Q6C9T3	YALI0D08558g1_1	6.713131555	6.736791872	6.78678732	6.725012572	6.629811146	6.671042589	6.490571165	6.445779068	6.625240864	6.651765624	6.587484262
YALI1_F29876g	Q6C0Q2	YALI0F22671g1_1	6.939027617	6.889172367	6.995795127	7.000817458	6.907070685	6.912610926	7.008534494	6.767887841	6.876934523	6.88574727	6.963824449
YALI1_D01094g	Q6CAP4	YALI0D01045g1_1	7.643685401	7.661993546	7.668474539	7.49916373	7.680784299	7.691408044	7.646428508	7.500842667	7.450977234	7.605944174	7.518992189
YALI1_F29356g	Q6C0S3	YALI0F22165g1_1	6.284183391	6.267276952	6.605388822	6.174940172	6.227804731	6.557202671	6.578370463	6.775370897	6.598132412	6.626812353	6.847973072
YALI1_E06573g	Q6C6X0	YALI0E05599g1_1	6.824193291	6.79405041	7.060821191	6.757236738	6.855254105	6.842012264	6.812463777	6.68750476	6.699954934	6.733199962	6.615592793
YALI1_E11768g	Q6C6H5	YALI0E09493g1_1	7.064185962	7.063825316	7.132567666	7.029143474	7.06271435	7.150851209	7.089447807	7.205078808	7.137957871	7.130342433	7.238231609
YALI1_D33780g	Q6C7T7	YALI0D25476g1_1	6.985912652	6.964404853	6.929573519	6.989877616	7.040021922	6.976178477	6.929509414	6.806191877	6.91136357	6.93715672	6.846433128
YALI1_B00242g	Q6CG73	YALI0B00264g1_1	6.929122687	6.552039661	6.49889814	6.553757855	6.47047356	6.303386953	6.313597446	6.640958403	6.816945931	6.65669749	6.558775225
YALI1_F36132g	Q6C023	YALI0F28413g1_1	6.686408202	6.609031261	6.666845182	6.611625822	6.780691372	6.844846985	6.787404582	6.888026767	6.672226688	6.71207066	6.69503489
YALI1_E40785g	Q6C3J1	YALI0E34397g1_1	6.40008218	6.637963478	6.560375759	6.578530061	6.705791606	6.714120298	6.714302721	6.769794605	6.978437754	6.61232932	6.733314616
YALI1_A03396g	Q6CHZ9	YALI0A02981g1_1	6.763786961	6.650881651	6.735558606	6.713405372	6.581164621	6.668155331	6.728020913	6.383110701	6.602553186	6.393485948	6.639543783
YALI1_B27837g	Q6CDT3	YALI0B21384g1_1	6.705689285	6.828680844	6.84993318	6.759661342	6.806904411	6.938406978	6.805181413	7.126127633	6.860462335	6.92785609	7.135517856
YALI1_D14199g	Q6C9G8	YALI0D11330g1_1	7.441964431	7.516401345	7.519752744	7.424480206	7.425493225	7.607273968	7.566507137	7.431713204	7.302995562	7.327589377	7.416520377
YALI1_D14004g	Q6C9H6	YALI0D11132g1_1	6.799783475	6.735550621	6.821387762	6.652819774	6.842956258	6.862372833	6.879536717	6.728550522	6.750973774	6.787046841	6.767596996
YALI1_C20396g	Q6CBX5	YALI0C14652g1_1	7.094187322	7.057992379	6.847913259	7.080934273	7.09958842	6.844841717	6.954284451	6.739473384	6.835516987	6.869482426	6.666653565
YALI1_B18811g	Q6CEN6	YALI0B14267g1_1	7.033954679	7.10583675	6.996461245	7.277311289	7.147078293	7.115221201	7.24711823	7.408347251	7.333351823	7.278484706	7.239973248
YALI1_B14492g	Q6CF27	YALI0B10802g1_1	7.59173292	7.534702714	7.554363977	7.538081946	7.492886449	7.469709145	7.31667189	7.522683281	7.798538136	7.758706202	7.576524307
YALI1_F39620g	Q6BZP5	YALI0F31999g1_1	7.26361466	7.201279622	7.159845458	7.179039811	7.181624566	7.231352678	7.210841435	6.996802405	7.146459266	7.157473908	7.075563253
YALI1_E17258g	Q6C5X7	YALI0E14234g1_1	6.458259566	6.304251879	6.52237993	6.255634476	6.500063799	6.588092137	6.604432597	6.380910209	6.176078042	6.340179865	6.388447083
YALI1_E09128g		YALI0E07623g1_1	7.152716697	7.221069043	7.168393467	7.312465119	7.08022431	6.912804424	6.929830678	6.951049455	7.18233049	7.205415196	7.027829315
YALI1_D07788g	Q6CA41	YALI0D06083g1_1	6.905035864	6.664275182	7.092997176	6.662171195	6.791659352	6.953756397	7.271257963	6.580606015	6.522398284	6.425123831	6.6904682
YALI1_F37916g	Q6BZW6	YALI0F30349g1_1	6.932872298	6.788669347	6.870604936	6.718210294	6.885402197	6.90760119	6.863343079	6.805792885	6.739400311	6.72092638	6.726597723
YALI1_B00675g	Q6CG61	YALI0B00616g1_1	6.762451981	6.766217266	6.722779641	6.808358405	6.640277421	6.647627425	6.773788056	6.356114752	6.691924694	6.620360229	6.521492666
YALI1_B20870g	Q6CEG1	YALI0B15906g1_1	6.68400818	6.710139716	6.712204919	6.622148273	6.540743559	6.664429296	6.473011433	6.464703735	6.586258612	6.643212484	6.350912041
YALI1_D15424g	P29407	YALI0D12400g1_1	7.813812304	7.844370363	7.781359274	7.803529783	7.792380154	7.747565333	7.607887051	7.851311462	7.840940531	7.859591642	7.782809886
YALI1_D32002g	Q6C7Y7	YALI0D24299g1_1	7.811978143	7.787926377	7.857951538	7.803254731	7.805298846	7.804219881	7.84231258	7.864971806	7.87962482	7.840759197	7.866287459
YALI1_D12930g	Q6C9L1	YALI0D10263g1_1	7.844189165	7.839654209	7.669568124	7.829369494	7.823298652	7.733866987	7.734912551	7.90821782	7.876131722	7.853579813	7.85555261
YALI1_D24997g	Q6C8H0	YALI0D19734g1_1	6.953086609	7.045655133	7.021475842	7.092751701	6.783064827	6.956473523	7.239548211	6.816349271	6.729151937	6.733728161	6.800825976
YALI1_C05133g			7.238991199	7.094491365	7.289807861	7.257905177	7.006905338	6.9647555	7.19779184	7.135581859	7.511415438	7.589310112	7.285548883
YALI1_C01520g	Q6CDE7	YALI0C01111g1_1	7.005070376	7.063816783	7.069296165	7.10298977	7.122905019	7.138768081	7.093757821	7.120837969	7.10408206	7.10538714	7.121392838
YALI1_A00504g	Q6CI96	YALI0A00396g1_1	6.970179242	6.888812987	7.042233468	6.988024881	6.950490044	7.085258265	7.104610455	6.935358731	6.863048632	6.728189109	6.907282011
YALI1_E15991g			7.182761772	7.248311946	7.118145826	7.223666865	7.20494872	7.272661619	7.150587472	7.413842922	7.220197746	7.326920106	7.391692534
YALI1_C28593g	Q6CBA7	YALI0C20625g1_1	6.741121872	6.628104194	6.773682789	6.736942304	6.845922689	6.973790838	6.925498202	6.762895542	6.695999454	6.867472335	6.980878757
YALI1_F38820g	Q6BZT1	YALI0F31119g1_1	6.713478863	6.679487893	6.710400362	6.592434728	6.764432058	6.800091715	6.921071208	6.694139587	6.78735818	6.805155611	6.866083291
YALI1_B06447g	Q6CFQ7	YALI0B04708g1_1	7.552431463	7.565079068	7.447714919	7.46496163	7.586745409	7.606719193	7.474148392	7.703877903	7.593171805	7.507993908	7.526098273
YALI1_E03439g	Q6C788	YALI0E02794g1_1	6.679808551	6.76656049	6.654926491	6.915060333	6.761709737	6.824584508	7.027800703	7.110045098	7.007699255	6.895144277	7.00638414
YALI1_A20484g	Q6CGG6	YALI0A19536g1_1	7.888775992	7.849348106	7.774892254	7.822154662	7.730844139	7.557207677	7.591837404	7.485805155	7.756932208	7.73092323	7.4485797
YALI1_D09004g	Q6C9Z9	YALI0D07040g1_1	6.534531454	6.562981304	6.607649367	6.595821329	6.498282301	6.539732751	6.496218665	6.285356785	6.552653113	6.474238846	6.422724622
YALI1_B02642g	Q6CG16	YALI0B01694g1_1	7.273993049	7.220890957	7.17110538	7.148400866	7.152615919	7.183078599	7.03803609	6.801532558	6.864077907	7.076629163	7.123240016
YALI1_D14609g	Q6C9E8	YALI0D11770g1_1	6.782884459	6.813507327	6.701775788	6.759726082	6.779890802	6.751563582	6.802004239	6.623636145	6.744625057	6.707947058	6.611508965
YALI1_F39128g	Q6BZR4	YALI0F31493g1_1	6.595815596	6.622287175	6.728825318	6.606018304	6.82995706	6.925695114	6.891151635	6.800789446	6.744853085	6.520945707	6.869685548
YALI1_B13179g	Q6CF67	YALI0B09845g1_1	6.81641358	6.902292383	6.785159358	6.998661432	6.756346519	6.729095916	6.993334549	7.141771657	7.060848479	6.94906399	7.070347408
YALI1_F30647g	Q6C0M6	YALI0F23397g2_1	7.066005853	7.117589019	6.937634558	7.122075925	6.999924079	6.855646426	6.863283322	6.725793014	6.931412065	6.97096777	6.772629158
YALI1_F30754g	Q6C0M3	YALI0F23463g1_1	7.074994949	7.060238113	6.959878081	7.144327811	6.936159773	6.973898479	7.023103873	7.199082829	7.23409484	7.031266219	7.147997228
YALI1_F39330g	Q6BZQ3	YALI0F31735g1_1	7.058007262	7.042884269	7.073093575	7.074475553	6.994477978	6.859091475	6.852213126	6.847048724	7.004679191	7.045530523	6.871298244
YALI1_F19811g	Q6C1N0	YALI0F14861g1_1	7.304700078	7.278048916	7.252220589	7.243335962	7.30301114	7.350389788	7.239887339	7.295588435	7.40704635	7.438412037	7.362137398
YALI1_F12842g	P30614	YALI0F09185g1_1	7.264240521	7.252827285	7.351863461	7.238718506	7.323423421	7.514043243	7.465127797	7.583186827	7.35394536	7.397470297	7.621867128
YALI1_C16333g	Q6CC79	YALI0C11671g1_1	6.791647126	6.876729173	7.04692381	6.924935254	6.594917105	6.80541048	6.765541221	6.721438631	6.600445051	6.593883524	6.825826199
YALI1_E25999g	Q6C509	YALI0E22022g1_1	6.545360527	6.772682119	6.873391981	6.759267584	6.771011587	6.709878427	7.041407461	6.543355101	6.642332696	6.601991284	6.653291462
YALI1_B14382g	Q6CF30	YALI0B10736g1_1	7.239684777	7.256245488	7.06545943	7.241022587	7.200308586	6.9767071	6.937927617	7.241848171	7.349651146	7.364659634	7.178491816
