GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
CENPK1137D_1397	P38627	YJR103W	4	6	9	12	9	12	6	8	9	7	5	3
CENPK1137D_3870	Q99288	YDR051C	1	3	0	0	0	0	2	1	2	2	0	0
CENPK1137D_3614	P32621	YEL042W	3	2	0	0	0	0	2	2	0	2	0	0
CENPK1137D_1805	Q06106	YPR112C	1	1	2	0	0	0	0	0	2	3	2	0
CENPK1137D_2789	P53617	YNL251C	5	4	4	4	3	4	3	2	6	0	0	3
CENPK1137D_447	P05749	YLR061W	14	11	11	7	5	5	8	9	5	7	7	9
CENPK1137D_3974	Q03768	YDR152W	0	0	0	2	0	3	3	1	0	0	2	2
CENPK1137D_5287	P13130	YHR139C	1	2	2	2	1	1	3	0	1	0	0	0
CENPK1137D_1077	P36148	YKR067W	10	13	11	12	12	11	16	12	10	7	4	8
CENPK1137D_4052	Q04934	YDR229W	1	6	4	3	4	2	2	1	3	0	0	2
CENPK1137D_259	P24521	YMR220W	6	10	8	5	7	6	2	5	2	4	5	5
CENPK1137D_418	P15274	YML035C	0	4	3	7	4	1	3	0	0	3	4	5
CENPK1137D_3068	P53075	YGL228W	3	6	6	6	11	6	3	3	3	2	5	4
CENPK1137D_4890	P38066	YBL033C	4	2	2	1	0	1	1	0	0	1	1	1
CENPK1137D_2305	Q12012	YOR289W	0	3	3	3	3	3	3	1	2	0	1	0
CENPK1137D_2153	P28241	YOR136W	16	16	17	18	14	13	16	15	13	24	21	24
CENPK1137D_4822	P37292	YBR263W	18	29	23	18	17	15	21	18	21	20	9	14
CENPK1137D_378	P38911	YML074C	11	11	8	5	4	7	11	6	7	12	14	8
CENPK1137D_4601	P38081	YBR056W	9	9	10	9	11	11	10	7	8	5	6	3
CENPK1137D_1688	Q12754	YPL012W	5	7	7	4	2	3	8	8	8	6	3	7
CENPK1137D_4815	P38145	YBR256C	9	9	4	6	7	5	4	4	3	4	3	2
CENPK1137D_3689	P23594	YDL134C	1	3	1	1	1	2	0	2	1	0	0	0
CENPK1137D_3310	P32451	YGR286C	3	4	4	1	1	1	1	2	3	6	3	3
CENPK1137D_2199	Q12446	YOR181W	0	0	3	0	2	2	2	1	2	0	0	0
CENPK1137D_894	P34251	YKL107W	0	2	1	1	4	0	2	1	1	0	0	0
CENPK1137D_4925	P02294	YBL002W	41	32	27	28	35	26	27	29	26	23	19	24
CENPK1137D_3710	P48365	YDL234C	2	4	3	4	1	0	2	2	1	1	0	0
CENPK1137D_2801	Q01532	YNL239W	23	27	23	27	27	21	20	16	20	17	17	16
CENPK1137D_372	Q03629	YML079W	5	4	5	6	3	4	5	4	4	4	0	0
CENPK1137D_1233	P40363	YJL068C	2	4	2	6	6	3	3	2	2	2	1	1
CENPK1137D_4660	P14922	YBR112C	2	4	7	8	10	6	12	12	6	8	6	6
CENPK1137D_1726	P32795	YPR024W	3	4	5	6	5	6	5	6	5	10	9	9
CENPK1137D_4625	P18759	YBR080C	4	8	7	11	8	9	8	9	9	12	13	14
CENPK1137D_4280	P15454	YDR454C	17	12	11	12	11	11	7	10	12	9	5	6
CENPK1137D_5294	P38845	YHR146W	10	9	8	11	11	9	9	9	8	5	5	4
CENPK1137D_3684	P08456	YER026C	2	2	2	1	1	0	1	1	1	2	3	5
CENPK1137D_1727	P48016	YPR026W	0	2	1	4	4	4	1	1	2	3	2	2
CENPK1137D_4224	Q04175	YDR395W	0	0	2	3	2	2	3	2	0	5	3	3
CENPK1137D_3752	P0C2H8	YDL075W	32	25	20	17	17	14	23	18	18	20	19	18
CENPK1137D_2792	Q01080	YNL248C	7	5	8	4	2	2	6	7	6	5	9	6
CENPK1137D_4433	P25582	YCL054W	0	0	0	0	0	2	1	2	2	0	0	3
CENPK1137D_3468	P39525	YER061C	1	1	1	2	2	1	0	0	0	2	0	0
CENPK1137D_1886	Q06592	YPR193C	1	0	2	0	0	0	2	1	2	0	1	1
CENPK1137D_1828	Q01454	YPR135W	1	1	3	1	0	1	0	2	1	0	0	0
CENPK1137D_3568	P39952	YER154W	0	0	0	2	0	0	1	2	0	1	3	1
CENPK1137D_2142	Q01476	YOR124C	0	2	3	0	0	0	0	0	2	1	1	1
CENPK1137D_4239	Q12743	YDR411C	3	5	5	2	3	2	3	0	3	1	1	1
CENPK1137D_2502	P53879	YNL180C	3	7	5	4	5	3	4	4	7	7	9	11
CENPK1137D_2105	Q12466	YOR086C	6	8	8	4	5	4	7	9	6	2	3	5
CENPK1137D_1935	P38996	YPL190C	7	8	10	17	10	9	13	10	9	7	4	7
CENPK1137D_1138	P36049	YKL172W	7	9	8	5	6	4	10	6	6	12	10	11
CENPK1137D_700	Q06178	YLR328W	3	2	2	3	6	2	5	2	4	7	5	8
CENPK1137D_3830	P40317	YDR006C	1	1	0	2	3	0	0	1	1	0	0	0
CENPK1137D_5262	P38824	YHR116W	0	1	1	2	3	0	0	0	0	1	1	0
CENPK1137D_557	P14306	YLR178C	24	22	20	22	20	18	19	18	19	16	11	13
CENPK1137D_505	Q12354	YLR118C	1	1	1	0	0	0	0	1	2	2	1	2
CENPK1137D_4742	Q02753	YBR191W	25	22	19	14	17	10	12	13	21	20	17	19
CENPK1137D_882	Q07979	YLR033W	2	8	6	1	1	3	3	2	2	3	1	5
CENPK1137D_810	P36517	YLR439W	3	2	2	0	3	0	5	3	5	4	2	3
CENPK1137D_2981	P40357	YGR009C	1	2	1	2	2	0	3	6	3	3	4	3
CENPK1137D_4183	Q06336	YDR358W	4	5	7	6	5	5	6	5	6	3	1	2
CENPK1137D_5143	P07172	YIL116W	13	15	15	8	9	5	10	13	10	11	10	12
CENPK1137D_1564	Q03028	YPL134C	3	4	6	6	7	4	8	4	6	9	11	9
CENPK1137D_2643	P53615	YNL036W	6	5	6	4	4	3	4	3	4	2	1	2
CENPK1137D_5166	P40495	YIL094C	27	36	34	26	31	23	22	21	21	29	25	26
CENPK1137D_1016	Q02204	YKR006C	5	6	5	4	3	2	2	1	2	4	4	5
CENPK1137D_4951	P31109	YAL030W	0	0	3	2	3	3	1	0	2	1	0	0
CENPK1137D_4719	P20049	YBR166C	1	2	2	1	0	0	2	1	0	3	2	3
CENPK1137D_2820			19	17	18	16	16	14	22	18	14	13	11	9
CENPK1137D_114	P07246	YMR083W	17	24	21	24	30	19	15	17	16	23	24	25
CENPK1137D_3867	P32347	YDR047W	2	4	2	0	1	0	0	1	2	1	2	1
CENPK1137D_2999	P53219	YGR031W	0	2	1	5	2	1	2	0	2	0	1	0
CENPK1137D_377	P12683	YML075C	12	13	10	9	6	8	17	13	11	9	9	8
CENPK1137D_2840	P0CX44 P0CX43	YGL135W YPL220W	24	17	16	13	14	6	15	12	17	16	16	13
CENPK1137D_1742	P38431	YPR041W	13	13	13	8	12	6	11	7	8	13	16	13
CENPK1137D_5355	P38698	YHR201C	3	5	8	3	2	0	2	2	5	5	4	3
CENPK1137D_253	Q03655	YMR215W	0	0	3	5	3	4	2	2	2	2	1	2
CENPK1137D_3766	Q07381	YDL060W	0	5	3	0	1	0	2	1	3	3	0	2
CENPK1137D_2239	Q99297	YOR222W	4	2	4	2	1	1	5	5	4	1	3	3
CENPK1137D_4525	P25623	YCR030C	16	23	22	18	23	14	16	17	17	13	14	10
CENPK1137D_2300	Q12305	YOR285W	28	26	19	22	17	15	26	17	23	16	17	15
CENPK1137D_771	Q06053	YLR401C	2	4	3	0	2	1	4	4	4	2	2	2
CENPK1137D_686	P36523	YLR312W-A	5	4	2	3	0	0	4	2	2	2	1	1
CENPK1137D_1096	P32769	YKR084C	3	4	3	3	1	4	6	2	3	4	8	8
CENPK1137D_2809	P53860	YNL231C	1	1	1	4	3	2	2	0	0	1	1	1
CENPK1137D_3642	P39998	YEL015W	2	2	1	4	4	4	2	1	1	2	1	1
CENPK1137D_770	P35817	YLR399C	3	3	4	3	4	1	3	3	0	0	1	1
CENPK1137D_239	P32352	YMR202W	5	1	2	3	1	2	5	5	0	1	0	1
CENPK1137D_906	P28319	YKL096W	3	2	4	2	3	2	1	1	2	4	3	7
CENPK1137D_5259	P38821	YHR113W	6	9	8	6	10	5	5	4	4	4	3	4
CENPK1137D_3169	P42937	YGR203W	2	4	4	3	3	2	3	1	3	0	1	1
CENPK1137D_898	P14742	YKL104C	16	22	25	25	28	16	20	26	16	14	14	16
CENPK1137D_1163	P36035	YKL217W	17	16	17	16	13	11	14	15	16	6	14	9
CENPK1137D_3355	P43569	YFL028C	6	9	6	7	7	5	2	5	3	4	5	2
CENPK1137D_11	P26570	YML016C	2	2	3	0	2	1	2	1	1	5	3	3
CENPK1137D_609	Q05979	YLR231C	1	4	6	9	9	6	8	7	6	10	6	7
CENPK1137D_694	Q12164	YLL023C	0	1	1	3	2	4	3	2	4	2	2	2
CENPK1137D_2042	Q3E824	YOR020W-A	4	0	2	4	2	3	3	3	3	0	2	0
CENPK1137D_2109	Q12000	YOR091W	0	3	0	3	3	0	0	0	2	4	5	0
CENPK1137D_2150	Q12486	YOR131C	1	2	1	4	3	0	2	0	0	1	0	0
CENPK1137D_4717	P38116	YBR164C	0	1	3	2	3	2	0	1	1	0	0	1
CENPK1137D_2434	Q12292	YOL083W	0	0	2	3	1	3	2	2	0	0	1	0
CENPK1137D_1915	P38688	YPL210C	4	4	7	4	2	1	6	3	1	0	3	2
CENPK1137D_4455	P25573	YCL044C	0	0	3	0	3	3	4	3	3	2	5	4
CENPK1137D_5240	P38695	YHR096C	15	17	12	23	21	19	19	18	13	19	11	10
CENPK1137D_1573	Q02931	YPL126W	0	1	1	2	3	2	2	1	4	3	4	3
CENPK1137D_1572	P53551	YPL127C	4	9	9	6	6	3	6	7	5	3	4	2
CENPK1137D_2937	P27705	YGL035C	0	1	0	1	0	0	1	0	1	2	2	2
CENPK1137D_5390	P38755	YHR001W	9	9	7	5	5	5	11	9	10	9	11	8
CENPK1137D_3671	P39518	YER015W	26	26	19	18	18	17	27	24	21	26	21	33
CENPK1137D_4837	P38351	YBR279W	3	6	4	2	6	6	0	0	5	5	5	4
CENPK1137D_2357	P10964	YOR341W	11	22	17	14	13	11	22	18	17	22	16	22
CENPK1137D_4635	P38251	YBR087W	2	1	0	1	0	0	0	1	0	2	2	2
CENPK1137D_2845	Q01163	YGL129C	4	7	8	2	3	2	6	4	4	6	4	4
CENPK1137D_3393	P43594	YFR011C	4	5	7	5	6	0	4	4	5	8	9	7
CENPK1137D_2141	P38439	YOR123C	3	2	2	6	3	5	5	5	3	8	5	6
CENPK1137D_287	P47912	YMR246W	20	24	22	24	23	22	22	17	16	17	16	13
CENPK1137D_5181	P40509	YIL076W	3	3	5	2	3	2	4	3	2	6	6	6
CENPK1137D_2222	P39744	YOR206W	0	2	0	2	0	0	5	3	0	2	1	0
CENPK1137D_2266	Q08686	YOR251C	7	12	12	12	10	10	11	8	9	5	7	5
CENPK1137D_201	P52593	YML103C	0	0	2	1	1	0	4	2	2	1	3	1
CENPK1137D_2825	P53115	YGL150C	0	1	0	3	0	1	4	2	1	2	2	2
CENPK1137D_3879	Q12176	YDR060W	3	4	0	0	0	1	0	4	2	0	2	2
CENPK1137D_5025	P40535	YIL036W	3	7	8	6	1	1	5	3	5	3	3	2
CENPK1137D_1669	Q03088	YPL032C	5	9	7	6	11	4	5	4	5	5	2	3
CENPK1137D_3241	P53330	YGR275W	2	3	2	1	1	0	0	1	3	2	3	4
CENPK1137D_2507	P53883	YNL175C	3	0	3	2	3	2	6	4	3	3	0	1
CENPK1137D_5314	P38858	YHR163W	11	17	15	13	11	9	8	11	9	11	8	6
CENPK1137D_2508	P53885	YNL173C	7	7	10	16	10	9	14	10	9	9	6	5
CENPK1137D_4180	P07285	YDR354W	9	8	6	4	5	4	6	5	8	4	4	3
CENPK1137D_1181	P12688	YKL126W	6	9	5	3	5	4	4	2	3	6	6	6
CENPK1137D_1260	P43638	YJL042W	0	2	0	3	3	2	2	2	3	1	2	0
CENPK1137D_873	Q01590	YLR026C	1	0	1	3	2	2	0	1	2	3	3	2
CENPK1137D_776	P0C2H9	YLR406C	28	25	20	17	17	14	22	18	17	19	19	18
CENPK1137D_1312	P47089	YJR014W	1	5	0	6	4	4	2	2	1	3	2	3
CENPK1137D_1266	P47057	YJL036W	0	2	2	4	4	4	3	2	4	1	2	2
CENPK1137D_4343	Q04409	YDR516C	14	18	17	19	19	15	12	15	12	21	20	21
CENPK1137D_3753	Q07457	YDL074C	1	1	2	4	2	2	3	3	2	1	1	0
CENPK1137D_3683	P32481	YER025W	17	18	15	13	13	15	12	10	11	19	18	15
CENPK1137D_3411	Q00684	YFR028C	0	0	1	1	2	0	1	1	1	2	2	3
CENPK1137D_725	Q06485	YLR356W	2	3	2	0	1	0	1	0	2	2	1	0
CENPK1137D_3117	P13856	YGR152C	0	0	1	1	1	1	2	1	0	1	3	3
CENPK1137D_3860	Q03201	YDR041W	5	4	4	2	1	2	1	2	2	3	3	3
CENPK1137D_4075	P38988	YDL198C	20	18	18	13	14	17	18	13	19	11	12	12
CENPK1137D_3624	P39986	YEL031W	8	14	9	14	10	9	11	9	11	21	14	13
CENPK1137D_2236	Q12044	YOR220W	3	5	1	4	5	6	5	2	3	2	1	2
CENPK1137D_2281	Q99383	YOL123W	3	4	4	6	7	7	7	6	7	4	4	3
CENPK1137D_4193	Q12458	YDR368W	10	10	11	8	12	9	15	13	9	19	18	10
CENPK1137D_1072	P36145	YKR062W	0	0	1	2	2	1	2	2	1	2	2	3
CENPK1137D_1792	Q06839	YPR097W	0	2	1	0	1	0	1	3	3	1	0	3
CENPK1137D_4998	P39719	YAL053W	1	3	3	2	0	1	2	2	0	0	0	1
CENPK1137D_3661	P40010	YER006W	9	11	7	5	7	3	10	6	8	10	8	11
CENPK1137D_2619	P40991	YNL061W	7	7	9	4	7	3	8	9	8	9	10	9
CENPK1137D_1412	P47154	YJR117W	1	3	4	3	4	3	6	5	6	6	7	4
CENPK1137D_2524	P53897	YNL157W	2	3	1	3	3	0	2	1	0	0	1	0
CENPK1137D_5120	P40462	YIL137C	2	5	5	3	2	2	6	2	3	2	0	2
CENPK1137D_3273	Q00362	YGL190C	3	5	6	4	0	3	2	3	0	0	5	2
CENPK1137D_1859	P18408	YPR167C	3	3	5	1	1	1	2	3	3	3	3	3
CENPK1137D_4910	P32319	YBL017C	0	2	5	1	0	1	2	1	2	2	4	3
CENPK1137D_5254	P38817	YHR108W	6	9	9	6	4	1	6	4	9	7	6	7
CENPK1137D_1583	P15496	YPL117C	12	12	9	8	10	8	9	6	6	7	6	5
CENPK1137D_4002	P37298	YDR178W	6	6	0	11	9	5	9	6	0	10	7	1
CENPK1137D_3505	P38628	YEL058W	4	4	3	2	2	0	5	3	3	4	3	5
CENPK1137D_3643			4	5	4	5	5	5	6	4	5	3	2	1
CENPK1137D_3185	P30822	YGR218W	4	7	7	6	7	4	8	6	4	9	10	11
CENPK1137D_2557	P53920	YNL123W	2	4	5	4	0	0	2	0	3	6	4	0
CENPK1137D_3761	Q07418	YDL065C	1	3	3	7	4	1	3	0	2	3	0	1
CENPK1137D_540	Q07878	YLL040C	2	4	4	3	2	0	3	1	3	7	3	4
CENPK1137D_4524	P32445	YCR028C-A	18	12	18	14	16	10	11	10	12	20	16	16
CENPK1137D_788	Q06697	YLR418C	2	2	2	4	2	3	0	0	2	1	4	2
CENPK1137D_2615	P42847	YNL306W	0	4	3	0	1	0	0	2	2	2	1	1
CENPK1137D_2564	P53924	YNL116W	2	1	1	5	2	0	2	1	1	1	0	0
CENPK1137D_543	P10507	YLR163C	5	4	4	2	5	1	1	1	2	5	2	1
CENPK1137D_4048	P04911	YDR225W	27	15	13	15	15	9	13	12	14	12	14	10
CENPK1137D_4545	P35172	YBR001C	5	2	1	4	3	4	0	0	3	0	3	5
CENPK1137D_1442	P32787	YJR144W	6	9	9	6	5	4	9	8	6	8	3	2
CENPK1137D_1677	P46151	YPL023C	2	7	5	3	3	3	7	6	2	5	10	6
CENPK1137D_718	Q06143	YLR348C	3	5	5	3	3	2	5	5	6	6	7	6
CENPK1137D_4185	Q06338	YDR361C	3	2	4	4	3	3	3	3	4	7	7	5
CENPK1137D_2088	Q92331	YOR069W	1	1	2	3	4	4	4	5	2	2	3	1
CENPK1137D_5395	P38732	YHL039W	0	1	2	2	2	2	1	3	2	2	4	5
CENPK1137D_4561	P38217	YBR017C	2	2	0	1	3	0	2	2	1	4	2	5
CENPK1137D_3813	Q12489	YDL012C	0	0	1	3	0	2	1	0	0	0	0	1
CENPK1137D_4585	P38225	YBR041W	0	1	0	0	0	1	1	2	2	0	0	1
CENPK1137D_1003	P36041	YKL204W	5	4	5	5	15	8	5	7	7	8	7	4
CENPK1137D_5383	Q03497	YHL007C	1	0	1	2	6	0	3	2	3	4	2	1
CENPK1137D_4114	P32916	YDR292C	3	1	2	1	1	0	1	0	2	4	1	3
CENPK1137D_4904	P36775	YBL022C	8	20	16	18	22	17	21	21	16	20	24	23
CENPK1137D_4342	Q12034	YDR515W	4	4	6	4	8	2	3	4	3	8	8	6
CENPK1137D_3548	P40081	YER134C	0	0	2	2	3	4	3	1	2	3	2	1
CENPK1137D_5409	P32793	YHR016C	3	4	8	2	5	3	5	5	4	2	3	1
CENPK1137D_2541	P17555	YNL138W	18	14	14	16	13	11	12	10	7	6	12	14
CENPK1137D_275	P11745	YMR235C	9	9	6	7	6	9	8	5	4	5	3	4
CENPK1137D_179	P29478	YML105C	2	0	2	3	0	1	2	2	3	6	1	4
CENPK1137D_2565	P53925	YNL115C	4	6	3	6	4	7	5	7	8	4	3	2
CENPK1137D_4571			7	6	5	7	6	7	7	4	4	3	3	3
CENPK1137D_1467	P08525	YJL166W	2	6	3	4	2	0	7	5	4	3	4	5
CENPK1137D_5064	P40561	YIR001C	0	4	3	6	6	3	4	3	0	2	3	2
CENPK1137D_428	Q12525	YLL062C	0	1	2	2	4	3	3	3	3	3	3	4
CENPK1137D_2127	Q12271	YOR109W	0	2	4	2	0	1	4	3	3	2	2	0
CENPK1137D_5217	P38713	YHR073W	2	1	0	1	1	2	4	4	2	3	3	0
CENPK1137D_2151	P32913	YOR132W	0	0	1	0	2	0	3	2	1	2	0	0
CENPK1137D_3514	P39945	YER101C	0	0	2	2	3	1	0	1	1	1	0	0
CENPK1137D_2544	P20081	YNL135C	16	13	11	13	10	6	13	11	14	10	10	5
CENPK1137D_3945	P13185	YDR122W	2	3	3	2	2	0	1	2	4	0	0	2
CENPK1137D_4550	P38067	YBR006W	4	2	6	9	6	7	8	6	5	4	6	2
CENPK1137D_5154	P40484	YIL106W	0	1	1	1	1	2	1	0	0	2	2	2
CENPK1137D_1316	P41903	YJR019C	8	11	10	12	11	8	12	12	11	15	16	15
CENPK1137D_3462	P87262	YER056C-A	14	7	6	5	7	4	6	6	6	10	7	10
CENPK1137D_3048	P35180	YGR082W	4	5	6	6	4	5	5	5	5	10	9	7
CENPK1137D_1877	P32867	YPL232W	7	11	11	8	9	5	4	7	9	4	5	6
CENPK1137D_1248	P40335	YJL053W	2	4	4	4	3	2	1	0	3	2	0	2
CENPK1137D_3262	P53091	YGL201C	4	4	4	4	2	3	7	8	5	4	6	4
CENPK1137D_658	Q05871	YLR284C	1	2	3	3	2	4	1	2	0	1	2	0
CENPK1137D_109	P24280	YMR079W	15	13	13	11	12	11	13	10	9	9	8	7
CENPK1137D_1114	P25296	YKL190W	2	3	1	2	3	0	4	2	1	4	4	5
CENPK1137D_3153	P53301	YGR189C	2	5	3	1	3	4	1	1	1	1	4	4
CENPK1137D_3997	P28789	YDL205C	4	3	3	2	2	0	3	3	2	4	4	4
CENPK1137D_4042	Q12009	YDL201W	1	2	4	1	1	1	4	4	2	2	4	3
CENPK1137D_4095	Q05584	YDR272W	0	1	2	1	1	0	1	2	1	3	2	3
CENPK1137D_2060	P38930	YOR039W	2	3	3	0	2	0	0	1	2	0	1	3
CENPK1137D_5309	P38853	YHR158C	0	1	2	2	2	1	3	1	2	1	0	0
CENPK1137D_38	Q03677	YMR009W	2	1	2	1	0	1	4	1	2	1	1	0
CENPK1137D_4372	Q12518	YDL161W	4	5	6	9	8	6	3	4	4	5	5	6
CENPK1137D_184	P28625	YMR152W	4	3	3	3	5	4	3	3	3	2	1	1
CENPK1137D_3384	P34077	YFR002W	0	2	1	3	2	3	5	2	2	1	2	1
CENPK1137D_4296	Q03327	YDR470C	2	2	2	3	2	0	3	0	2	1	0	0
CENPK1137D_2576	P13382	YNL102W	0	2	1	1	1	0	0	0	1	3	1	2
CENPK1137D_4013	P39079	YDR188W	14	14	12	13	12	6	10	9	8	13	16	13
CENPK1137D_2062	Q08412	YOR042W	16	15	13	21	16	16	12	8	14	14	12	14
CENPK1137D_2468	P11938	YNL216W	5	9	7	7	8	9	9	4	7	4	6	2
CENPK1137D_1079	P36150	YKR069W	7	8	7	4	3	4	6	6	5	5	4	4
CENPK1137D_2216	Q08601	YOR197W	1	3	2	6	5	4	3	3	3	4	5	3
CENPK1137D_711	P38631	YLR342W	12	21	16	15	17	11	19	18	18	11	14	11
CENPK1137D_5155	P40485	YIL105C	3	5	6	7	8	9	6	5	6	6	12	7
CENPK1137D_4297	P32891	YDL174C	14	14	17	13	12	8	17	13	14	17	18	17
CENPK1137D_3198	P17442	YGR233C	0	1	0	1	2	0	1	0	0	2	2	1
CENPK1137D_3056	P53254	YGR090W	1	1	1	2	3	4	4	3	2	3	2	4
CENPK1137D_452	Q12133	YLR066W	3	5	2	0	3	0	2	1	2	3	2	2
CENPK1137D_3807	Q12451	YDL019C	2	3	6	3	5	5	5	4	3	1	2	2
CENPK1137D_2696	P53629	YNR019W	0	3	3	0	3	2	1	1	2	0	1	0
CENPK1137D_2373	Q08826	YOR357C	0	2	2	2	2	1	1	0	0	2	2	2
CENPK1137D_4435	P37263	YCR087C-A	0	2	3	0	2	0	2	1	2	0	1	0
CENPK1137D_1644	Q02796	YPL055C	0	2	3	2	3	0	0	1	1	1	0	0
CENPK1137D_2465	P53868	YNL219C	0	0	1	1	1	0	1	2	2	1	2	2
CENPK1137D_1992	Q08179	YOL027C	13	17	11	11	9	7	9	12	10	11	8	7
CENPK1137D_705	Q12373	YLL022C	1	3	3	1	1	1	0	2	0	1	1	0
CENPK1137D_1772	Q12514	YPR072W	2	1	2	0	1	1	1	0	0	1	0	0
CENPK1137D_1632	Q02754	YPL067C	0	0	2	1	2	2	0	0	1	1	0	0
CENPK1137D_1367	P47123	YJR074W	0	1	0	0	2	0	0	1	0	3	1	1
CENPK1137D_2125	Q12166	YOR108W	18	20	14	15	15	13	12	13	13	13	10	11
CENPK1137D_4774			8	14	10	9	4	7	7	9	8	4	7	8
CENPK1137D_58	Q04371	YMR027W	5	5	4	10	6	7	7	11	8	7	10	7
CENPK1137D_3341	P43561	YFL041W	1	1	3	2	1	5	4	5	2	2	1	1
CENPK1137D_3201	P50087	YGR235C	0	3	2	3	0	0	4	4	2	2	4	0
CENPK1137D_3385	P43587	YFR003C	3	4	3	1	2	3	2	1	2	1	1	1
CENPK1137D_5103	P40581	YIR037W	10	10	10	11	10	7	9	8	9	7	5	5
CENPK1137D_2660	P32588	YNL016W	9	10	7	7	6	4	6	5	7	8	9	11
CENPK1137D_398	P14747	YML057W	1	2	3	6	5	4	4	5	3	2	5	3
CENPK1137D_1170	P14063	YKL138C	3	1	2	2	1	3	1	0	1	0	1	1
CENPK1137D_4035	P32501	YDR211W	1	3	2	1	1	0	2	0	0	2	2	2
CENPK1137D_1900	P33311	YPL270W	0	1	1	1	1	0	2	2	2	2	1	3
CENPK1137D_4213	Q12359	YDR384C	2	2	2	2	1	3	2	0	0	1	1	0
CENPK1137D_3617	P00045	YEL039C	5	5	6	5	6	6	4	6	6	3	3	2
CENPK1137D_5102	P40580	YIR036C	10	9	8	8	9	8	8	6	11	5	4	6
CENPK1137D_4233	P32387	YDR405W	3	5	2	2	0	2	3	2	3	3	1	0
CENPK1137D_4464	P25373	YCL035C	8	6	8	11	7	7	6	7	7	6	4	3
CENPK1137D_5134	P40471	YIL124W	7	7	7	7	9	7	7	6	8	3	5	4
CENPK1137D_380	Q03640	YML072C	6	9	7	3	7	4	5	4	5	3	4	4
CENPK1137D_218	P39926	YMR183C	7	9	9	9	9	7	6	6	5	7	5	3
CENPK1137D_2867	P53140	YGL107C	2	5	3	3	5	3	2	0	2	4	4	2
CENPK1137D_1018	Q02206	YKR008W	3	1	2	2	1	0	0	0	1	2	2	0
CENPK1137D_189	Q03798	YMR157C	1	0	3	1	1	2	2	4	2	0	0	2
CENPK1137D_1818	Q06493	YPR125W	1	3	3	3	4	4	2	2	1	3	0	1
CENPK1137D_5434	P38771	YHR038W	2	2	3	3	5	2	3	1	2	1	2	0
CENPK1137D_3476	P34909	YER068W	1	0	1	3	2	2	3	2	2	2	1	4
CENPK1137D_3725	P39009	YDL101C	1	2	3	1	0	0	1	1	1	1	1	1
CENPK1137D_3274	P39938	YGL189C	18	15	15	15	17	12	9	10	12	14	11	15
CENPK1137D_1824 CENPK1137D_3085	P0CX29 P0CX30	YGR118W YPR132W	16	15	9	10	12	5	7	8	13	9	8	9
CENPK1137D_3598	P40098	YER182W	9	9	9	11	14	12	9	11	8	7	9	6
CENPK1137D_4646	P38260	YBR101C	8	8	11	9	10	9	9	10	10	5	6	6
CENPK1137D_2665	P53981	YNL010W	6	10	9	5	10	3	4	3	10	9	2	2
CENPK1137D_2280	P48606	YOR265W	5	6	5	5	7	6	3	2	4	4	4	3
CENPK1137D_3040	P23369	YGR076C	2	2	3	1	1	2	4	4	1	1	1	1
CENPK1137D_4721	P38181	YBL079W	0	2	1	2	2	0	2	3	2	3	2	4
CENPK1137D_4087	Q12331	YDR262W	0	4	4	2	1	3	0	1	4	1	0	1
CENPK1137D_623	P38623	YLR248W	1	3	2	2	4	2	3	1	1	1	0	1
CENPK1137D_693	Q06168	YLR321C	1	4	3	1	1	0	2	1	2	1	2	3
CENPK1137D_4866	P34222	YBL057C	2	2	1	1	1	0	2	1	1	2	2	4
CENPK1137D_3703	P25037	YDL122W	2	2	5	4	2	2	3	2	3	6	5	5
CENPK1137D_4887	P38197	YBL036C	3	4	3	5	6	7	6	5	3	5	6	9
CENPK1137D_349	P50101	YMR304W	0	7	4	3	4	5	7	6	8	4	4	6
CENPK1137D_3880	Q12298	YDR061W	5	6	6	7	4	0	1	4	3	5	5	5
CENPK1137D_2759	P53834	YNL281W	7	9	7	14	11	10	11	8	10	10	9	3
CENPK1137D_3501	P39966	YER089C	6	7	4	3	4	1	8	4	4	4	4	6
CENPK1137D_3422	P43609	YFR037C	4	6	9	8	6	4	9	8	8	5	4	4
CENPK1137D_427	P51998	YML025C	4	3	6	4	3	3	5	2	5	8	5	7
CENPK1137D_2578	P50945	YNL100W	0	2	2	4	4	2	5	3	3	3	3	2
CENPK1137D_1702	P43635	YPR001W	5	8	7	9	12	7	6	8	4	4	8	4
CENPK1137D_966	P32860	YKL040C	8	7	8	7	9	3	4	4	7	9	10	8
CENPK1137D_2976	P41896	YGR005C	3	1	0	2	3	0	1	3	0	6	0	4
CENPK1137D_2063	P12611	YOR043W	1	1	1	0	1	2	3	3	2	0	2	1
CENPK1137D_1584	Q02959	YPL116W	0	3	1	3	4	3	2	1	1	2	1	4
CENPK1137D_3762	P50623	YDL064W	1	3	0	4	3	3	3	2	2	2	1	1
CENPK1137D_2286	Q12029	YOR271C	2	4	2	3	3	3	7	3	4	3	7	6
CENPK1137D_3175	P22803	YGR209C	5	7	5	8	8	6	5	6	7	5	4	2
CENPK1137D_4980	P39705	YAR002W	2	3	2	5	6	4	7	5	3	5	4	3
