"protein","Gene","orthogroup"
"P25371","YCR011C","S+KLZ-Single"
"P25372","YCR083W","S+KLZ-Single"
"P25374","YCL017C","S+KLZ-Single"
"P25375","YCL057W","S+KLZ-Single"
"P25378","YCR027C","S+KLZ-Single"
"P25379","YCL064C","S+KLZ-Single"
"P25380","YCL048W","S+KLZ-Single"
"P25381","YCR045C","S+KLZ-Single"
"P25382","YCR072C","S+KLZ-Single"
"P25385","YLR078C","S+KLZ-Single"
"P25386","YDL058W","S+KLZ-Single"
"P25441","YDL150W","S+KLZ-Single"
"P25443","YGL123W","S+KLZ-Single"
"P25451","YER094C","S+KLZ-Single"
"P25453","YER179W","S+KLZ-Single"
"P25454","YER095W","S+KLZ-Single"
"P25491","YNL064C","S+KLZ-Single"
"P25502","YKL015W","S+KLZ-Single"
"P25515","YEL027W","S+KLZ-Single"
"P25554","YCL010C","S+KLZ-Single"
"P25558","YCL014W","S+KLZ-Single"
"P25559","YCL016C","S+KLZ-Single"
"P25560","YCL001W","S+KLZ-Single"
"P25565","YCL002C","S+KLZ-Single"
"P25566","YCL033C","S+KLZ-Single"
"P25568","YCL038C","S+KLZ-Single"
"P25569","YCL039W","S+KLZ-Single"
"P25573","YCL044C","S+KLZ-Single"
"P25574","YCL045C","S+KLZ-Single"
"P25576","YCL047C","S+KLZ-Single"
"P25578","YCL004W","S+KLZ-Single"
"P25580","YCL052C","S+KLZ-Single"
"P25582","YCL054W","S+KLZ-Single"
"P25583","YCL055W","S+KLZ-Single"
"P25586","YCL059C","S+KLZ-Single"
"P25587","YCL005W","S+KLZ-Single"
"P25588","YCL061C","S+KLZ-Single"
"P25591","YCL063W","S+KLZ-Single"
"P25604","YCL008C","S+KLZ-Single"
"P25605","YCL009C","S+KLZ-Single"
"P25615","YCR014C","S+KLZ-Single"
"P25616","YCR015C","S+KLZ-Single"
"P25617","YCR016W","S+KLZ-Single"
"P25618","YCR017C","S+KLZ-Single"
"P25619","YCR021C","S+KLZ-Single"
"P25621","YCR028C","S+KLZ-Single"
"P25623","YCR030C","S+KLZ-Single"
"P25625","YCR044C","S+KLZ-Single"
"P25626","YCR046C","S+KLZ-Single"
"P25627","YCR047C","S+KLZ-Single"
"P25631","YCR051W","S+KLZ-Single"
"P25635","YCR057C","S+KLZ-Single"
"P25637","YCR059C","S+KLZ-Single"
"P25638","YCR060W","S+KLZ-Single"
"P25639","YCR061W","S+KLZ-Single"
"P25641","YCR068W","S+KLZ-Single"
"P25642","YCR071C","S+KLZ-Single"
"P25644","YCR077C","S+KLZ-Single"
"P25646","YCR079W","S+KLZ-Single"
"P25648","YCR081W","S+KLZ-Single"
"P25649","YCR082W","S+KLZ-Single"
"P25651","YCR086W","S+KLZ-Single"
"P25654","YCR090C","S+KLZ-Single"
"P25655","YCR093W","S+KLZ-Single"
"P25656","YCR094W","S+KLZ-Single"
"P25659","YCR076C","S+KLZ-Single"
"P25694","YDL126C","S+KLZ-Single"
"P25719","YML078W","S+KLZ-Single"
"P25808","YFL002C","S+KLZ-Single"
"P25846","YHR120W","S+KLZ-Single"
"P25847","YOL090W","S+KLZ-Single"
"P26188","YDL200C","S+KLZ-Single"
"P26309","YGL116W","S+KLZ-Single"
"P26321","YPL131W","S+KLZ-Single"
"P26343","YKR034W","S+KLZ-Single"
"P26364","YER170W","S+KLZ-Single"
"P26370","YDL170W","S+KLZ-Single"
"P26448","YMR055C","S+KLZ-Single"
"P26449","YOR026W","S+KLZ-Single"
"P26637","YPL160W","S+KLZ-Single"
"P26754","YNL312W","S+KLZ-Single"
"P26755","YJL173C","S+KLZ-Single"
"P26783","YJR123W","S+KLZ-Single"
"P26793","YKL113C","S+KLZ-Single"
"P26798","YDR123C","S+KLZ-Single"
"P27351","YJR005W","S+KLZ-Single"
"P27476","YGR159C","S+KLZ-Single"
"P27515","YNR012W","S+KLZ-Single"
"P27614","YJL172W","S+KLZ-Single"
"P27616","YAR015W","S+KLZ-Single"
"P27636","YAR019C","S+KLZ-Single"
"P27637","YAR014C","S+KLZ-Single"
"P27654","YBR067C","S+KLZ-Single"
"P27680","YOL096C","S+KLZ-Single"
"P27692","YML010W","S+KLZ-Single"
"P27697","YGL119W","S+KLZ-Single"
"P27796","YIL160C","S+KLZ-Single"
"P27801","YLR148W","S+KLZ-Single"
"P27825","YAL058W","S+KLZ-Single"
"P27882","YGR029W","S+KLZ-Single"
"P27895","YEL061C","S+KLZ-Single"
"P27929","YNL137C","S+KLZ-Single"
"P27999","YGL070C","S+KLZ-Single"
"P28000","YNL113W","S+KLZ-Single"
"P28004","YAL032C","S+KLZ-Single"
"P28005","YAL033W","S+KLZ-Single"
"P28006","YOR178C","S+KLZ-Single"
"P28007","YHR089C","S+KLZ-Single"
"P28239","YMR267W","S+KLZ-Single"
"P28240","YER065C","S+KLZ-Single"
"P28241","YOR136W","S+KLZ-Single"
"P28263","YEL012W","S+KLZ-Single"
"P28272","YKL216W","S+KLZ-Single"
"P28273","YKL215C","S+KLZ-Single"
"P28319","YKL096W","S+KLZ-Single"
"P28320","YKL095W","S+KLZ-Single"
"P28321","YKL094W","S+KLZ-Single"
"P28495","YKL007W","S+KLZ-Single"
"P28519","YMR201C","S+KLZ-Single"
"P28625","YMR152W","S+KLZ-Single"
"P28627","YMR150C","S+KLZ-Single"
"P28707","YKL117W","S+KLZ-Single"
"P28708","YKL116C","S+KLZ-Single"
"P28737","YGR028W","S+KLZ-Single"
"P28742","YBL063W","S+KLZ-Single"
"P28743","YPL155C","S+KLZ-Single"
"P28777","YGL148W","S+KLZ-Single"
"P28778","YKL003C","S+KLZ-Single"
"P28789","YDL205C","S+KLZ-Single"
"P28791","YDR498C","S+KLZ-Single"
"P28795","YDR329C","S+KLZ-Single"
"P28817","YDR036C","S+KLZ-Single"
"P28834","YNL037C","S+KLZ-Single"
"P29029","YLR286C","S+KLZ-Single"
"P29055","YPR086W","S+KLZ-Single"
"P29056","YGR246C","S+KLZ-Single"
"P29295","YPL204W","S+KLZ-Single"
"P29340","YGR133W","S+KLZ-Single"
"P29366","YBR200W","S+KLZ-Single"
"P29461","YOR208W","S+KLZ-Single"
"P29465","YBR023C","S+KLZ-Single"
"P29467","YER044C-A","S+KLZ-Single"
"P29468","YKR002W","S+KLZ-Single"
"P29469","YBL023C","S+KLZ-Single"
"P29478","YML105C","S+KLZ-Single"
"P29496","YLR274W","S+KLZ-Single"
"P29539","YBR275C","S+KLZ-Single"
"P29703","YKL019W","S+KLZ-Single"
"P29704","YHR190W","S+KLZ-Single"
"P29952","YER003C","S+KLZ-Single"
"P30619","YDR164C","S+KLZ-Single"
"P30620","YMR137C","S+KLZ-Single"
"P30624","YOR317W","S+KLZ-Single"
"P30656","YPR103W","S+KLZ-Single"
"P30657","YFR050C","S+KLZ-Single"
"P30665","YPR019W","S+KLZ-Single"
"P30771","YMR080C","S+KLZ-Single"
"P30775","YGL143C","S+KLZ-Single"
"P30777","YGL142C","S+KLZ-Single"
"P30822","YGR218W","S+KLZ-Single"
"P30902","YKL016C","S+KLZ-Single"
"P31111","YDR285W","S+KLZ-Single"
"P31115","YFL001W","S+KLZ-Single"
"P31116","YJR139C","S+KLZ-Single"
"P31244","YBR114W","S+KLZ-Single"
"P31334","YGR220C","S+KLZ-Single"
"P31373","YAL012W","S+KLZ-Single"
"P31376","YAL011W","S+KLZ-Single"
"P31377","YAL014C","S+KLZ-Single"
"P31379","YAL018C","S+KLZ-Single"
"P31380","YAL019W","S+KLZ-Single"
"P31381","YAL022C","S+KLZ-Single"
"P31383","YAL016W","S+KLZ-Single"
"P31384","YAL021C","S+KLZ-Single"
"P31385","YAL013W","S+KLZ-Single"
"P31386","YAL020C","S+KLZ-Single"
"P31412","YKL080W","S+KLZ-Single"
"P31539","YLL026W","S+KLZ-Single"
"P31688","YDR074W","S+KLZ-Single"
"P31755","YGL038C","S+KLZ-Single"
"P31787","YGR037C","S+KLZ-Single"
"P32048","YNL073W","S+KLZ-Single"
"P32074","YNL287W","S+KLZ-Single"
"P32178","YPR060C","S+KLZ-Single"
"P32179","YOL064C","S+KLZ-Single"
"P32190","YHL032C","S+KLZ-Single"
"P32191","YIL155C","S+KLZ-Single"
"P32259","YNL236W","S+KLZ-Single"
"P32263","YER023W","S+KLZ-Single"
"P32264","YDR300C","S+KLZ-Single"
"P32266","YOR211C","S+KLZ-Single"
"P32288","YPR035W","S+KLZ-Single"
"P32316","YBL015W","S+KLZ-Single"
"P32317","YEL052W","S+KLZ-Single"
"P32318","YGR144W","S+KLZ-Single"
"P32324","YOR133W, YDR385W","S+KLZ-Single"
"P32325","YDR052C","S+KLZ-Single"
"P32331","YPR058W","S+KLZ-Single"
"P32332","YKL120W","S+KLZ-Single"
"P32333","YPL082C","S+KLZ-Single"
"P32335","YLR203C","S+KLZ-Single"
"P32336","YOR373W","S+KLZ-Single"
"P32337","YMR308C","S+KLZ-Single"
"P32338","YGR044C","S+KLZ-Single"
"P32339","YLR205C","S+KLZ-Single"
"P32340","YML120C","S+KLZ-Single"
"P32341","YKL119C","S+KLZ-Single"
"P32342","YKL122C","S+KLZ-Single"
"P32343","YKL124W","S+KLZ-Single"
"P32345","YDR075W","S+KLZ-Single"
"P32347","YDR047W","S+KLZ-Single"
"P32349","YPR190C","S+KLZ-Single"
"P32350","YLL019C","S+KLZ-Single"
"P32351","YIL154C","S+KLZ-Single"
"P32352","YMR202W","S+KLZ-Single"
"P32353","YLR056W","S+KLZ-Single"
"P32354","YIL150C","S+KLZ-Single"
"P32357","YBL074C","S+KLZ-Single"
"P32361","YHR079C","S+KLZ-Single"
"P32363","YPL175W","S+KLZ-Single"
"P32364","YKL079W","S+KLZ-Single"
"P32366","YLR447C","S+KLZ-Single"
"P32367","YBR123C","S+KLZ-Single"
"P32368","YKL212W","S+KLZ-Single"
"P32375","YIR027C","S+KLZ-Single"
"P32377","YNR043W","S+KLZ-Single"
"P32378","YNR041C","S+KLZ-Single"
"P32379","YGR253C","S+KLZ-Single"
"P32380","YDR356W","S+KLZ-Single"
"P32381","YDL029W","S+KLZ-Single"
"P32383","YPL268W","S+KLZ-Single"
"P32386","YLL048C","S+KLZ-Single"
"P32387","YDR405W","S+KLZ-Single"
"P32388","YKL167C","S+KLZ-Single"
"P32389","YNL103W","S+KLZ-Single"
"P32419","YDL078C","S+KLZ-Single"
"P32432","YLR403W","S+KLZ-Single"
"P32445","YCR028C-A","S+KLZ-Single"
"P32447","YJL115W","S+KLZ-Single"
"P32449","YBR249C","S+KLZ-Single"
"P32451","YGR286C","S+KLZ-Single"
"P32452","YNL316C","S+KLZ-Single"
"P32453","YNL315C","S+KLZ-Single"
"P32454","YKL157W","S+KLZ-Single"
"P32457","YLR314C","S+KLZ-Single"
"P32458","YJR076C","S+KLZ-Single"
"P32459","YIR032C","S+KLZ-Single"
"P32460","YIR030C","S+KLZ-Single"
"P32461","YKL191W","S+KLZ-Single"
"P32462","YNL280C","S+KLZ-Single"
"P32463","YKL192C","S+KLZ-Single"
"P32464","YKL189W","S+KLZ-Single"
"P32468","YHR107C","S+KLZ-Single"
"P32469","YLR172C","S+KLZ-Single"
"P32471","YAL003W","S+KLZ-Single"
"P32472","YDR519W","S+KLZ-Single"
"P32473","YBR221C","S+KLZ-Single"
"P32476","YGR175C","S+KLZ-Single"
"P32477","YJL101C","S+KLZ-Single"
"P32479","YBL008W","S+KLZ-Single"
"P32480","YOR038C","S+KLZ-Single"
"P32481","YER025W","S+KLZ-Single"
"P32485","YLR113W","S+KLZ-Single"
"P32488","YMR081C","S+KLZ-Single"
"P32489","YPL121C","S+KLZ-Single"
"P32493","YMR064W","S+KLZ-Single"
"P32494","YDR176W","S+KLZ-Single"
"P32495","YDL208W","S+KLZ-Single"
"P32496","YFR052W","S+KLZ-Single"
"P32497","YMR309C","S+KLZ-Single"
"P32499","YLR335W","S+KLZ-Single"
"P32500","YML031W","S+KLZ-Single"
"P32501","YDR211W","S+KLZ-Single"
"P32502","YLR291C","S+KLZ-Single"
"P32504","YGR140W","S+KLZ-Single"
"P32505","YGL122C","S+KLZ-Single"
"P32521","YIR006C","S+KLZ-Single"
"P32522","YLR067C","S+KLZ-Single"
"P32523","YLL036C","S+KLZ-Single"
"P32524","YJL203W","S+KLZ-Single"
"P32525","YJL201W","S+KLZ-Single"
"P32526","YPL269W","S+KLZ-Single"
"P32527","YGR285C","S+KLZ-Single"
"P32528","YBR208C","S+KLZ-Single"
"P32529","YJR063W","S+KLZ-Single"
"P32558","YGL207W","S+KLZ-Single"
"P32559","YMR023C","S+KLZ-Single"
"P32561","YNL330C","S+KLZ-Single"
"P32562","YMR001C","S+KLZ-Single"
"P32565","YIL075C","S+KLZ-Single"
"P32566","YGR229C","S+KLZ-Single"
"P32567","YMR165C","S+KLZ-Single"
"P32569","YER022W","S+KLZ-Single"
"P32570","YBR253W","S+KLZ-Single"
"P32571","YDR069C","S+KLZ-Single"
"P32573","YNL202W","S+KLZ-Single"
"P32578","YDR422C","S+KLZ-Single"
"P32579","YGL169W","S+KLZ-Single"
"P32580","YPL029W","S+KLZ-Single"
"P32581","YJL106W","S+KLZ-Single"
"P32582","YGR155W","S+KLZ-Single"
"P32583","YKR092C","S+KLZ-Single"
"P32584","YDR410C","S+KLZ-Single"
"P32585","YGR104C","S+KLZ-Single"
"P32588","YNL016W","S+KLZ-Single"
"P32591","YJL176C","S+KLZ-Single"
"P32599","YDR129C","S+KLZ-Single"
"P32601","YPR017C","S+KLZ-Single"
"P32602","YBL050W","S+KLZ-Single"
"P32604","YJL155C","S+KLZ-Single"
"P32605","YBR119W","S+KLZ-Single"
"P32606","YOR017W","S+KLZ-Single"
"P32607","YOL067C","S+KLZ-Single"
"P32608","YGL252C","S+KLZ-Single"
"P32609","YDR323C","S+KLZ-Single"
"P32610","YEL051W","S+KLZ-Single"
"P32611","YEL050C","S+KLZ-Single"
"P32613","YEL048C","S+KLZ-Single"
"P32617","YEL044W","S+KLZ-Single"
"P32618","YEL043W","S+KLZ-Single"
"P32621","YEL042W","S+KLZ-Single"
"P32623","YEL040W","S+KLZ-Single"
"P32626","YEL038W","S+KLZ-Single"
"P32628","YEL037C","S+KLZ-Single"
"P32629","YEL036C","S+KLZ-Single"
"P32641","YER173W","S+KLZ-Single"
"P32643","YER175C","S+KLZ-Single"
"P32644","YER176W","S+KLZ-Single"
"P32645","YER180C","S+KLZ-Single"
"P32656","YER163C","S+KLZ-Single"
"P32657","YER164W","S+KLZ-Single"
"P32767","YGL016W","S+KLZ-Single"
"P32769","YKR084C","S+KLZ-Single"
"P32770","YDL167C","S+KLZ-Single"
"P32771","YDL168W","S+KLZ-Single"
"P32772","YDL169C","S+KLZ-Single"
"P32773","YOR194C","S+KLZ-Single"
"P32774","YKL058W","S+KLZ-Single"
"P32775","YEL011W","S+KLZ-Single"
"P32776","YDR311W","S+KLZ-Single"
"P32781","YGL032C","S+KLZ-Single"
"P32783","YBR236C","S+KLZ-Single"
"P32785","YBL013W","S+KLZ-Single"
"P32786","YBL014C","S+KLZ-Single"
"P32787","YJR144W","S+KLZ-Single"
"P32788","YBL010C","S+KLZ-Single"
"P32790","YBL007C","S+KLZ-Single"
"P32791","YLR214W","S+KLZ-Single"
"P32792","YHR017W","S+KLZ-Single"
"P32794","YLR397C","S+KLZ-Single"
"P32795","YPR024W","S+KLZ-Single"
"P32796","YML042W","S+KLZ-Single"
"P32797","YDL220C","S+KLZ-Single"
"P32799","YGL191W","S+KLZ-Single"
"P32800","YJL210W","S+KLZ-Single"
"P32801","YKL048C","S+KLZ-Single"
"P32803","YGL200C","S+KLZ-Single"
"P32805","YGL254W","S+KLZ-Single"
"P32806","YJL044C","S+KLZ-Single"
"P32807","YMR284W","S+KLZ-Single"
"P32828","YDL013W","S+KLZ-Single"
"P32829","YMR224C","S+KLZ-Single"
"P32830","YBR091C","S+KLZ-Single"
"P32831","YBR212W","S+KLZ-Single"
"P32832","YMR091C","S+KLZ-Single"
"P32833","YBR060C","S+KLZ-Single"
"P32837","YDL210W","S+KLZ-Single"
"P32838","YNR032W","S+KLZ-Single"
"P32839","YDR375C","S+KLZ-Single"
"P32841","YMR133W","S+KLZ-Single"
"P32842","YPL234C","S+KLZ-Single"
"P32843","YMR302C","S+KLZ-Single"
"P32844","YIL068C","S+KLZ-Single"
"P32849","YLR032W","S+KLZ-Single"
"P32854","YOR036W","S+KLZ-Single"
"P32855","YPR055W","S+KLZ-Single"
"P32857","YKL039W","S+KLZ-Single"
"P32860","YKL040C","S+KLZ-Single"
"P32861","YKL035W","S+KLZ-Single"
"P32862","YKL038W","S+KLZ-Single"
"P32863","YGL163C","S+KLZ-Single"
"P32864","YOR370C","S+KLZ-Single"
"P32873","YPL115C","S+KLZ-Single"
"P32875","YOR196C","S+KLZ-Single"
"P32891","YDL174C","S+KLZ-Single"
"P32892","YLL008W","S+KLZ-Single"
"P32893","YGR166W","S+KLZ-Single"
"P32895","YKL181W","S+KLZ-Single"
"P32896","YDR081C","S+KLZ-Single"
"P32897","YNR017W","S+KLZ-Single"
"P32898","YDR430C","S+KLZ-Single"
"P32899","YHR148W","S+KLZ-Single"
"P32901","YKR093W","S+KLZ-Single"
"P32902","YHL004W","S+KLZ-Single"
"P32904","YHR147C","S+KLZ-Single"
"P32906","YJR131W","S+KLZ-Single"
"P32908","YFL008W","S+KLZ-Single"
"P32910","YNR003C","S+KLZ-Single"
"P32911","YNL244C","S+KLZ-Single"
"P32912","YGL212W","S+KLZ-Single"
"P32913","YOR132W","S+KLZ-Single"
"P32914","YGR063C","S+KLZ-Single"
"P32915","YLR378C","S+KLZ-Single"
"P32916","YDR292C","S+KLZ-Single"
"P32917","YDR103W","S+KLZ-Single"
"P32939","YML001W","S+KLZ-Single"
"P32944","YJL187C","S+KLZ-Single"
"P33122","YOR344C","S+KLZ-Single"
"P33201","YKL009W","S+KLZ-Single"
"P33202","YKL010C","S+KLZ-Single"
"P33203","YKL012W","S+KLZ-Single"
"P33204","YKL013C","S+KLZ-Single"
"P33296","YER100W","S+KLZ-Single"
"P33297","YOR117W","S+KLZ-Single"
"P33298","YDR394W","S+KLZ-Single"
"P33299","YKL145W","S+KLZ-Single"
"P33301","YDR369C","S+KLZ-Single"
"P33303","YJR095W","S+KLZ-Single"
"P33306","YER167W","S+KLZ-Single"
"P33307","YGL238W","S+KLZ-Single"
"P33308","YNR010W","S+KLZ-Single"
"P33309","YNL001W","S+KLZ-Single"
"P33312","YBR153W","S+KLZ-Single"
"P33313","YBR155W","S+KLZ-Single"
"P33314","YKL092C","S+KLZ-Single"
"P33317","YBR252W","S+KLZ-Single"
"P33322","YLR175W","S+KLZ-Single"
"P33327","YDL215C","S+KLZ-Single"
"P33328","YOR327C","S+KLZ-Single"
"P33330","YOR184W","S+KLZ-Single"
"P33331","YER009W","S+KLZ-Single"
"P33332","YER008C","S+KLZ-Single"
"P33333","YDL052C","S+KLZ-Single"
"P33334","YHR165C","S+KLZ-Single"
"P33335","YPR198W","S+KLZ-Single"
"P33338","YNL243W","S+KLZ-Single"
"P33339","YGR047C","S+KLZ-Single"
"P33399","YDL051W","S+KLZ-Single"
"P33400","YHL027W","S+KLZ-Single"
"P33411","YGR006W","S+KLZ-Single"
"P33412","YGR007W","S+KLZ-Single"
"P33413","YHL016C","S+KLZ-Single"
"P33416","YDR258C","S+KLZ-Single"
"P33417","YKL032C","S+KLZ-Single"
"P33418","YKL205W","S+KLZ-Single"
"P33420","YPL174C","S+KLZ-Single"
"P33421","YKL141W","S+KLZ-Single"
"P33441","YML062C","S+KLZ-Single"
"P33448","YOR045W","S+KLZ-Single"
"P33734","YBR248C","S+KLZ-Single"
"P33750","YLL011W","S+KLZ-Single"
"P33751","YDR538W","S+KLZ-Single"
"P33753","YKR056W","S+KLZ-Single"
"P33754","YBR171W","S+KLZ-Single"
"P33755","YBR170C","S+KLZ-Single"
"P33757","YBR250W","S+KLZ-Single"
"P33759","YBR251W","S+KLZ-Single"
"P33760","YNL329C","S+KLZ-Single"
"P33767","YEL002C","S+KLZ-Single"
"P33775","YDL095W","S+KLZ-Single"
"P33891","YGL145W","S+KLZ-Single"
"P33892","YGL195W","S+KLZ-Single"
"P33893","YBL080C","S+KLZ-Single"
"P33894","YOR219C","S+KLZ-Single"
"P33895","YOL069W","S+KLZ-Single"
"P34072","YNL076W","S+KLZ-Single"
"P34077","YFR002W","S+KLZ-Single"
"P34078","YKL143W","S+KLZ-Single"
"P34087","YDR404C","S+KLZ-Single"
"P34110","YJL154C","S+KLZ-Single"
"P34111","YAL001C","S+KLZ-Single"
"P34160","YMR125W","S+KLZ-Single"
"P34162","YHR041C","S+KLZ-Single"
"P34163","YKL140W","S+KLZ-Single"
"P34167","YPR163C","S+KLZ-Single"
"P34216","YBL047C","S+KLZ-Single"
"P34217","YBL051C","S+KLZ-Single"
"P34218","YBL052C","S+KLZ-Single"
"P34220","YBL055C","S+KLZ-Single"
"P34221","YBL056W","S+KLZ-Single"
"P34222","YBL057C","S+KLZ-Single"
"P34223","YBL058W","S+KLZ-Single"
"P34225","YBL060W","S+KLZ-Single"
"P34226","YBL061C","S+KLZ-Single"
"P34227","YBL064C","S+KLZ-Single"
"P34228","YBL066C","S+KLZ-Single"
"P34230","YKL188C","S+KLZ-Single"
"P34232","YKL186C","S+KLZ-Single"
"P34233","YKL185W","S+KLZ-Single"
"P34234","YKL183W","S+KLZ-Single"
"P34237","YKL179C","S+KLZ-Single"
"P34239","YKL176C","S+KLZ-Single"
"P34240","YKL175W","S+KLZ-Single"
"P34241","YKL014C","S+KLZ-Single"
"P34243","YKL017C","S+KLZ-Single"
"P34246","YKL098W","S+KLZ-Single"
"P34247","YKL099C","S+KLZ-Single"
"P34248","YKL100C","S+KLZ-Single"
"P34251","YKL107W","S+KLZ-Single"
"P34252","YKL108W","S+KLZ-Single"
"P34253","YKL110C","S+KLZ-Single"
"P34756","YFR019W","S+KLZ-Single"
"P34758","YOR329C","S+KLZ-Single"
"P34909","YER068W","S+KLZ-Single"
"P35056","YDR244W","S+KLZ-Single"
"P35127","YJR099W","S+KLZ-Single"
"P35176","YDR304C","S+KLZ-Single"
"P35177","YBR081C","S+KLZ-Single"
"P35178","YDR087C","S+KLZ-Single"
"P35179","YDR086C","S+KLZ-Single"
"P35180","YGR082W","S+KLZ-Single"
"P35181","YLR170C","S+KLZ-Single"
"P35182","YDL006W","S+KLZ-Single"
"P35184","YIR012W","S+KLZ-Single"
"P35187","YMR190C","S+KLZ-Single"
"P35189","YPL129W","S+KLZ-Single"
"P35190","YGL215W","S+KLZ-Single"
"P35191","YFL016C","S+KLZ-Single"
"P35192","YMR021C","S+KLZ-Single"
"P35194","YBL004W","S+KLZ-Single"
"P35195","YBL001C","S+KLZ-Single"
"P35196","YBR002C","S+KLZ-Single"
"P35197","YDL226C","S+KLZ-Single"
"P35200","YLR168C","S+KLZ-Single"
"P35201","YKL089W","S+KLZ-Single"
"P35202","YOR143C","S+KLZ-Single"
"P35203","YMR094W","S+KLZ-Single"
"P35206","YBR036C","S+KLZ-Single"
"P35207","YLR398C","S+KLZ-Single"
"P35208","YJL127C","S+KLZ-Single"
"P35209","YMR179W","S+KLZ-Single"
"P35688","YDL240W","S+KLZ-Single"
"P35691","YKL056C","S+KLZ-Single"
"P35718","YKL144C","S+KLZ-Single"
"P35719","YKL142W","S+KLZ-Single"
"P35723","YKL065C","S+KLZ-Single"
"P35724","YKL064W","S+KLZ-Single"
"P35725","YKL063C","S+KLZ-Single"
"P35727","YKL061W","S+KLZ-Single"
"P35728","YKL059C","S+KLZ-Single"
"P35729","YKL057C","S+KLZ-Single"
"P35731","YKL055C","S+KLZ-Single"
"P35732","YKL054C","S+KLZ-Single"
"P35734","YKL052C","S+KLZ-Single"
"P35735","YKL051W","S+KLZ-Single"
"P35817","YLR399C","S+KLZ-Single"
"P35844","YPL145C","S+KLZ-Single"
"P35996","YKL170W","S+KLZ-Single"
"P35999","YKL134C","S+KLZ-Single"
"P36000","YKL135C","S+KLZ-Single"
"P36003","YKL171W","S+KLZ-Single"
"P36007","YKL218C","S+KLZ-Single"
"P36009","YKL078W","S+KLZ-Single"
"P36010","YKL067W","S+KLZ-Single"
"P36012","YKL049C","S+KLZ-Single"
"P36013","YKL029C","S+KLZ-Single"
"P36015","YKL196C","S+KLZ-Single"
"P36016","YKL073W","S+KLZ-Single"
"P36017","YOR089C","S+KLZ-Single"
"P36022","YKR054C","S+KLZ-Single"
"P36023","YKR064W","S+KLZ-Single"
"P36029","YKL174C","S+KLZ-Single"
"P36032","YKL221W","S+KLZ-Single"
"P36035","YKL217W","S+KLZ-Single"
"P36036","YKL214C","S+KLZ-Single"
"P36037","YKL213C","S+KLZ-Single"
"P36038","YKL208W","S+KLZ-Single"
"P36039","YKL207W","S+KLZ-Single"
"P36040","YKL206C","S+KLZ-Single"
"P36041","YKL204W","S+KLZ-Single"
"P36046","YKL195W","S+KLZ-Single"
"P36047","YKL193C","S+KLZ-Single"
"P36048","YKL173W","S+KLZ-Single"
"P36049","YKL172W","S+KLZ-Single"
"P36051","YKL165C","S+KLZ-Single"
"P36052","YKL162C","S+KLZ-Single"
"P36053","YKL160W","S+KLZ-Single"
"P36054","YKL159C","S+KLZ-Single"
"P36056","YKL155C","S+KLZ-Single"
"P36057","YKL154W","S+KLZ-Single"
"P36059","YKL151C","S+KLZ-Single"
"P36060","YKL150W","S+KLZ-Single"
"P36062","YKL146W","S+KLZ-Single"
"P36064","YKL137W","S+KLZ-Single"
"P36068","YKL130C","S+KLZ-Single"
"P36069","YKL128C","S+KLZ-Single"
"P36070","YKL125W","S+KLZ-Single"
"P36075","YKL090W","S+KLZ-Single"
"P36076","YKL088W","S+KLZ-Single"
"P36077","YKL086W","S+KLZ-Single"
"P36078","YKL084W","S+KLZ-Single"
"P36080","YKL082C","S+KLZ-Single"
"P36081","YKL077W","S+KLZ-Single"
"P36083","YKL075C","S+KLZ-Single"
"P36084","YKL074C","S+KLZ-Single"
"P36086","YKL071W","S+KLZ-Single"
"P36087","YKL070W","S+KLZ-Single"
"P36088","YKL069W","S+KLZ-Single"
"P36090","YKL047W","S+KLZ-Single"
"P36093","YKL043W","S+KLZ-Single"
"P36094","YKL042W","S+KLZ-Single"
"P36095","YKL041W","S+KLZ-Single"
"P36096","YKL034W","S+KLZ-Single"
"P36097","YKL033W","S+KLZ-Single"
"P36100","YKL028W","S+KLZ-Single"
"P36101","YKL027W","S+KLZ-Single"
"P36102","YKL025C","S+KLZ-Single"
"P36104","YKL018W","S+KLZ-Single"
"P36106","YKL005C","S+KLZ-Single"
"P36107","YKL004W","S+KLZ-Single"
"P36108","YKL002W","S+KLZ-Single"
"P36112","YKR016W","S+KLZ-Single"
"P36113","YKR017C","S+KLZ-Single"
"P36116","YKR020W","S+KLZ-Single"
"P36118","YKR022C","S+KLZ-Single"
"P36119","YKR023W","S+KLZ-Single"
"P36120","YKR024C","S+KLZ-Single"
"P36121","YKR025W","S+KLZ-Single"
"P36123","YKR028W","S+KLZ-Single"
"P36124","YKR029C","S+KLZ-Single"
"P36125","YKR030W","S+KLZ-Single"
"P36126","YKR031C","S+KLZ-Single"
"P36131","YKR037C","S+KLZ-Single"
"P36132","YKR038C","S+KLZ-Single"
"P36134","YKR041W","S+KLZ-Single"
"P36136","YKR043C","S+KLZ-Single"
"P36137","YKR044W","S+KLZ-Single"
"P36138","YKR045C","S+KLZ-Single"
"P36139","YKR046C","S+KLZ-Single"
"P36141","YKR049C","S+KLZ-Single"
"P36142","YKR051W","S+KLZ-Single"
"P36144","YKR060W","S+KLZ-Single"
"P36145","YKR062W","S+KLZ-Single"
"P36146","YKR063C","S+KLZ-Single"
"P36147","YKR065C","S+KLZ-Single"
"P36149","YKR068C","S+KLZ-Single"
