"protein","Gene","orthogroup"
"P25559","YCL016C","S+Genus-Single"
"P25560","YCL001W","S+Genus-Single"
"P25566","YCL033C","S+Genus-Single"
"P25567","YCL037C","S+Genus-Single"
"P25568","YCL038C","S+Genus-Single"
"P25569","YCL039W","S+Genus-Single"
"P25573","YCL044C","S+Genus-Single"
"P25574","YCL045C","S+Genus-Single"
"P25576","YCL047C","S+Genus-Single"
"P25577","YCL049C","S+Genus-Single"
"P25578","YCL004W","S+Genus-Single"
"P25579","YCL051W","S+Genus-Single"
"P25580","YCL052C","S+Genus-Single"
"P25582","YCL054W","S+Genus-Single"
"P25583","YCL055W","S+Genus-Single"
"P25584","YCL056C","S+Genus-Single"
"P25586","YCL059C","S+Genus-Single"
"P25587","YCL005W","S+Genus-Single"
"P25588","YCL061C","S+Genus-Single"
"P25591","YCL063W","S+Genus-Single"
"P25611","YCR106W","S+Genus-Single"
"P25613","YCR010C","S+Genus-Single"
"P25615","YCR014C","S+Genus-Single"
"P25616","YCR015C","S+Genus-Single"
"P25617","YCR016W","S+Genus-Single"
"P25618","YCR017C","S+Genus-Single"
"P25619","YCR021C","S+Genus-Single"
"P25621","YCR028C","S+Genus-Single"
"P25623","YCR030C","S+Genus-Single"
"P25627","YCR047C","S+Genus-Single"
"P25628","YCR048W","S+Genus-Single"
"P25630","YCR050C","S+Genus-Single"
"P25631","YCR051W","S+Genus-Single"
"P25632","YCR052W","S+Genus-Single"
"P25635","YCR057C","S+Genus-Single"
"P25637","YCR059C","S+Genus-Single"
"P25638","YCR060W","S+Genus-Single"
"P25639","YCR061W","S+Genus-Single"
"P25641","YCR068W","S+Genus-Single"
"P25642","YCR071C","S+Genus-Single"
"P25644","YCR077C","S+Genus-Single"
"P25646","YCR079W","S+Genus-Single"
"P25648","YCR081W","S+Genus-Single"
"P25651","YCR086W","S+Genus-Single"
"P25653","YCR089W","S+Genus-Single"
"P25654","YCR090C","S+Genus-Single"
"P25655","YCR093W","S+Genus-Single"
"P25659","YCR076C","S+Genus-Single"
"P25693","YDL127W","S+Genus-Single"
"P25694","YDL126C","S+Genus-Single"
"P25808","YFL002C","S+Genus-Single"
"P25846","YHR120W","S+Genus-Single"
"P25847","YOL090W","S+Genus-Single"
"P26188","YDL200C","S+Genus-Single"
"P26309","YGL116W","S+Genus-Single"
"P26321","YPL131W","S+Genus-Single"
"P26343","YKR034W","S+Genus-Single"
"P26370","YDL170W","S+Genus-Single"
"P26448","YMR055C","S+Genus-Single"
"P26449","YOR026W","S+Genus-Single"
"P26637","YPL160W","S+Genus-Single"
"P26725","YJL139C","S+Genus-Single"
"P26754","YNL312W","S+Genus-Single"
"P26755","YJL173C","S+Genus-Single"
"P26783","YJR123W","S+Genus-Single"
"P26793","YKL113C","S+Genus-Single"
"P26798","YDR123C","S+Genus-Single"
"P27344","YBR278W","S+Genus-Single"
"P27351","YJR005W","S+Genus-Single"
"P27466","YFR014C","S+Genus-Single"
"P27476","YGR159C","S+Genus-Single"
"P27514","YNR013C","S+Genus-Single"
"P27515","YNR012W","S+Genus-Single"
"P27614","YJL172W","S+Genus-Single"
"P27616","YAR015W","S+Genus-Single"
"P27636","YAR019C","S+Genus-Single"
"P27637","YAR014C","S+Genus-Single"
"P27654","YBR067C","S+Genus-Single"
"P27692","YML010W","S+Genus-Single"
"P27697","YGL119W","S+Genus-Single"
"P27705","YGL035C","S+Genus-Single"
"P27796","YIL160C","S+Genus-Single"
"P27801","YLR148W","S+Genus-Single"
"P27809","YDR483W","S+Genus-Single"
"P27810","YOR099W","S+Genus-Single"
"P27882","YGR029W","S+Genus-Single"
"P27895","YEL061C","S+Genus-Single"
"P27929","YNL137C","S+Genus-Single"
"P27999","YGL070C","S+Genus-Single"
"P28000","YNL113W","S+Genus-Single"
"P28003","YAL034C","S+Genus-Single"
"P28004","YAL032C","S+Genus-Single"
"P28005","YAL033W","S+Genus-Single"
"P28006","YOR178C","S+Genus-Single"
"P28007","YHR089C","S+Genus-Single"
"P28240","YER065C","S+Genus-Single"
"P28241","YOR136W","S+Genus-Single"
"P28263","YEL012W","S+Genus-Single"
"P28272","YKL216W","S+Genus-Single"
"P28273","YKL215C","S+Genus-Single"
"P28319","YKL096W","S+Genus-Single"
"P28320","YKL095W","S+Genus-Single"
"P28321","YKL094W","S+Genus-Single"
"P28495","YKL007W","S+Genus-Single"
"P28519","YMR201C","S+Genus-Single"
"P28584","YKR050W","S+Genus-Single"
"P28625","YMR152W","S+Genus-Single"
"P28627","YMR150C","S+Genus-Single"
"P28707","YKL117W","S+Genus-Single"
"P28708","YKL116C","S+Genus-Single"
"P28737","YGR028W","S+Genus-Single"
"P28742","YBL063W","S+Genus-Single"
"P28743","YPL155C","S+Genus-Single"
"P28777","YGL148W","S+Genus-Single"
"P28778","YKL003C","S+Genus-Single"
"P28789","YDL205C","S+Genus-Single"
"P28791","YDR498C","S+Genus-Single"
"P28795","YDR329C","S+Genus-Single"
"P28817","YDR036C","S+Genus-Single"
"P28834","YNL037C","S+Genus-Single"
"P29029","YLR286C","S+Genus-Single"
"P29055","YPR086W","S+Genus-Single"
"P29056","YGR246C","S+Genus-Single"
"P29295","YPL204W","S+Genus-Single"
"P29340","YGR133W","S+Genus-Single"
"P29366","YBR200W","S+Genus-Single"
"P29461","YOR208W","S+Genus-Single"
"P29465","YBR023C","S+Genus-Single"
"P29467","YER044C-A","S+Genus-Single"
"P29468","YKR002W","S+Genus-Single"
"P29469","YBL023C","S+Genus-Single"
"P29478","YML105C","S+Genus-Single"
"P29496","YLR274W","S+Genus-Single"
"P29539","YBR275C","S+Genus-Single"
"P29547","YPL048W","S+Genus-Single"
"P29703","YKL019W","S+Genus-Single"
"P29704","YHR190W","S+Genus-Single"
"P29952","YER003C","S+Genus-Single"
"P30283","YPR120C","S+Genus-Single"
"P30402","YMR271C","S+Genus-Single"
"P30619","YDR164C","S+Genus-Single"
"P30620","YMR137C","S+Genus-Single"
"P30656","YPR103W","S+Genus-Single"
"P30657","YFR050C","S+Genus-Single"
"P30665","YPR019W","S+Genus-Single"
"P30771","YMR080C","S+Genus-Single"
"P30822","YGR218W","S+Genus-Single"
"P30902","YKL016C","S+Genus-Single"
"P31109","YAL030W","S+Genus-Single"
"P31111","YDR285W","S+Genus-Single"
"P31115","YFL001W","S+Genus-Single"
"P31116","YJR139C","S+Genus-Single"
"P31244","YBR114W","S+Genus-Single"
"P31373","YAL012W","S+Genus-Single"
"P31376","YAL011W","S+Genus-Single"
"P31378","YAL015C","S+Genus-Single"
"P31379","YAL018C","S+Genus-Single"
"P31380","YAL019W","S+Genus-Single"
"P31381","YAL022C","S+Genus-Single"
"P31383","YAL016W","S+Genus-Single"
"P31384","YAL021C","S+Genus-Single"
"P31385","YAL013W","S+Genus-Single"
"P31539","YLL026W","S+Genus-Single"
"P31688","YDR074W","S+Genus-Single"
"P31755","YGL038C","S+Genus-Single"
"P31787","YGR037C","S+Genus-Single"
"P32047","YNL074C","S+Genus-Single"
"P32048","YNL073W","S+Genus-Single"
"P32074","YNL287W","S+Genus-Single"
"P32178","YPR060C","S+Genus-Single"
"P32179","YOL064C","S+Genus-Single"
"P32190","YHL032C","S+Genus-Single"
"P32191","YIL155C","S+Genus-Single"
"P32264","YDR300C","S+Genus-Single"
"P32266","YOR211C","S+Genus-Single"
"P32288","YPR035W","S+Genus-Single"
"P32316","YBL015W","S+Genus-Single"
"P32317","YEL052W","S+Genus-Single"
"P32318","YGR144W","S+Genus-Single"
"P32323","YNR044W","S+Genus-Single"
"P32324","YOR133W, YDR385W","S+Genus-Single"
"P32325","YDR052C","S+Genus-Single"
"P32330","YKL121W","S+Genus-Single"
"P32331","YPR058W","S+Genus-Single"
"P32332","YKL120W","S+Genus-Single"
"P32333","YPL082C","S+Genus-Single"
"P32334","YGR014W","S+Genus-Single"
"P32335","YLR203C","S+Genus-Single"
"P32336","YOR373W","S+Genus-Single"
"P32337","YMR308C","S+Genus-Single"
"P32338","YGR044C","S+Genus-Single"
"P32339","YLR205C","S+Genus-Single"
"P32340","YML120C","S+Genus-Single"
"P32341","YKL119C","S+Genus-Single"
"P32342","YKL122C","S+Genus-Single"
"P32343","YKL124W","S+Genus-Single"
"P32345","YDR075W","S+Genus-Single"
"P32349","YPR190C","S+Genus-Single"
"P32350","YLL019C","S+Genus-Single"
"P32352","YMR202W","S+Genus-Single"
"P32353","YLR056W","S+Genus-Single"
"P32354","YIL150C","S+Genus-Single"
"P32357","YBL074C","S+Genus-Single"
"P32361","YHR079C","S+Genus-Single"
"P32363","YPL175W","S+Genus-Single"
"P32366","YLR447C","S+Genus-Single"
"P32367","YBR123C","S+Genus-Single"
"P32368","YKL212W","S+Genus-Single"
"P32375","YIR027C","S+Genus-Single"
"P32377","YNR043W","S+Genus-Single"
"P32378","YNR041C","S+Genus-Single"
"P32379","YGR253C","S+Genus-Single"
"P32380","YDR356W","S+Genus-Single"
"P32383","YPL268W","S+Genus-Single"
"P32385","YLL046C","S+Genus-Single"
"P32387","YDR405W","S+Genus-Single"
"P32388","YKL167C","S+Genus-Single"
"P32389","YNL103W","S+Genus-Single"
"P32419","YDL078C","S+Genus-Single"
"P32432","YLR403W","S+Genus-Single"
"P32435","YGL089C","S+Genus-Single"
"P32445","YCR028C-A","S+Genus-Single"
"P32447","YJL115W","S+Genus-Single"
"P32448","YDL197C","S+Genus-Single"
"P32449","YBR249C","S+Genus-Single"
"P32451","YGR286C","S+Genus-Single"
"P32452","YNL316C","S+Genus-Single"
"P32453","YNL315C","S+Genus-Single"
"P32457","YLR314C","S+Genus-Single"
"P32458","YJR076C","S+Genus-Single"
"P32459","YIR032C","S+Genus-Single"
"P32460","YIR030C","S+Genus-Single"
"P32461","YKL191W","S+Genus-Single"
"P32462","YNL280C","S+Genus-Single"
"P32463","YKL192C","S+Genus-Single"
"P32464","YKL189W","S+Genus-Single"
"P32468","YHR107C","S+Genus-Single"
"P32469","YLR172C","S+Genus-Single"
"P32471","YAL003W","S+Genus-Single"
"P32472","YDR519W","S+Genus-Single"
"P32473","YBR221C","S+Genus-Single"
"P32474","YDR518W","S+Genus-Single"
"P32476","YGR175C","S+Genus-Single"
"P32477","YJL101C","S+Genus-Single"
"P32479","YBL008W","S+Genus-Single"
"P32480","YOR038C","S+Genus-Single"
"P32485","YLR113W","S+Genus-Single"
"P32488","YMR081C","S+Genus-Single"
"P32489","YPL121C","S+Genus-Single"
"P32490","YOR231W","S+Genus-Single"
"P32494","YDR176W","S+Genus-Single"
"P32495","YDL208W","S+Genus-Single"
"P32496","YFR052W","S+Genus-Single"
"P32497","YMR309C","S+Genus-Single"
"P32499","YLR335W","S+Genus-Single"
"P32500","YML031W","S+Genus-Single"
"P32501","YDR211W","S+Genus-Single"
"P32502","YLR291C","S+Genus-Single"
"P32504","YGR140W","S+Genus-Single"
"P32505","YGL122C","S+Genus-Single"
"P32521","YIR006C","S+Genus-Single"
"P32522","YLR067C","S+Genus-Single"
"P32523","YLL036C","S+Genus-Single"
"P32524","YJL203W","S+Genus-Single"
"P32525","YJL201W","S+Genus-Single"
"P32527","YGR285C","S+Genus-Single"
"P32528","YBR208C","S+Genus-Single"
"P32529","YJR063W","S+Genus-Single"
"P32558","YGL207W","S+Genus-Single"
"P32559","YMR023C","S+Genus-Single"
"P32561","YNL330C","S+Genus-Single"
"P32562","YMR001C","S+Genus-Single"
"P32563","YOR270C","S+Genus-Single"
"P32564","YGR049W","S+Genus-Single"
"P32565","YIL075C","S+Genus-Single"
"P32566","YGR229C","S+Genus-Single"
"P32567","YMR165C","S+Genus-Single"
"P32570","YBR253W","S+Genus-Single"
"P32571","YDR069C","S+Genus-Single"
"P32573","YNL202W","S+Genus-Single"
"P32578","YDR422C","S+Genus-Single"
"P32579","YGL169W","S+Genus-Single"
"P32580","YPL029W","S+Genus-Single"
"P32581","YJL106W","S+Genus-Single"
"P32582","YGR155W","S+Genus-Single"
"P32583","YKR092C","S+Genus-Single"
"P32584","YDR410C","S+Genus-Single"
"P32585","YGR104C","S+Genus-Single"
"P32588","YNL016W","S+Genus-Single"
"P32591","YJL176C","S+Genus-Single"
"P32597","YIL126W","S+Genus-Single"
"P32598","YER133W","S+Genus-Single"
"P32599","YDR129C","S+Genus-Single"
"P32601","YPR017C","S+Genus-Single"
"P32602","YBL050W","S+Genus-Single"
"P32604","YJL155C","S+Genus-Single"
"P32605","YBR119W","S+Genus-Single"
"P32606","YOR017W","S+Genus-Single"
"P32608","YGL252C","S+Genus-Single"
"P32609","YDR323C","S+Genus-Single"
"P32610","YEL051W","S+Genus-Single"
"P32611","YEL050C","S+Genus-Single"
"P32614","YEL047C","S+Genus-Single"
"P32617","YEL044W","S+Genus-Single"
"P32618","YEL043W","S+Genus-Single"
"P32621","YEL042W","S+Genus-Single"
"P32622","YEL041W","S+Genus-Single"
"P32623","YEL040W","S+Genus-Single"
"P32626","YEL038W","S+Genus-Single"
"P32628","YEL037C","S+Genus-Single"
"P32629","YEL036C","S+Genus-Single"
"P32630","YEL035C","S+Genus-Single"
"P32633","YEL033W","S+Genus-Single"
"P32634","YER132C","S+Genus-Single"
"P32639","YER172C","S+Genus-Single"
"P32641","YER173W","S+Genus-Single"
"P32642","YER174C","S+Genus-Single"
"P32643","YER175C","S+Genus-Single"
"P32644","YER176W","S+Genus-Single"
"P32645","YER180C","S+Genus-Single"
"P32656","YER163C","S+Genus-Single"
"P32657","YER164W","S+Genus-Single"
"P32767","YGL016W","S+Genus-Single"
"P32769","YKR084C","S+Genus-Single"
"P32770","YDL167C","S+Genus-Single"
"P32771","YDL168W","S+Genus-Single"
"P32772","YDL169C","S+Genus-Single"
"P32773","YOR194C","S+Genus-Single"
"P32774","YKL058W","S+Genus-Single"
"P32775","YEL011W","S+Genus-Single"
"P32776","YDR311W","S+Genus-Single"
"P32781","YGL032C","S+Genus-Single"
"P32783","YBR236C","S+Genus-Single"
"P32784","YBL011W","S+Genus-Single"
"P32786","YBL014C","S+Genus-Single"
"P32787","YJR144W","S+Genus-Single"
"P32788","YBL010C","S+Genus-Single"
"P32789","YBL009W","S+Genus-Single"
"P32790","YBL007C","S+Genus-Single"
"P32791","YLR214W","S+Genus-Single"
"P32792","YHR017W","S+Genus-Single"
"P32795","YPR024W","S+Genus-Single"
"P32796","YML042W","S+Genus-Single"
"P32797","YDL220C","S+Genus-Single"
"P32798","YOR316C","S+Genus-Single"
"P32799","YGL191W","S+Genus-Single"
"P32801","YKL048C","S+Genus-Single"
"P32803","YGL200C","S+Genus-Single"
"P32804","YGL255W","S+Genus-Single"
"P32805","YGL254W","S+Genus-Single"
"P32806","YJL044C","S+Genus-Single"
"P32807","YMR284W","S+Genus-Single"
"P32828","YDL013W","S+Genus-Single"
"P32829","YMR224C","S+Genus-Single"
"P32830","YBR091C","S+Genus-Single"
"P32831","YBR212W","S+Genus-Single"
"P32832","YMR091C","S+Genus-Single"
"P32833","YBR060C","S+Genus-Single"
"P32837","YDL210W","S+Genus-Single"
"P32838","YNR032W","S+Genus-Single"
"P32839","YDR375C","S+Genus-Single"
"P32842","YPL234C","S+Genus-Single"
"P32843","YMR302C","S+Genus-Single"
"P32844","YIL068C","S+Genus-Single"
"P32849","YLR032W","S+Genus-Single"
"P32855","YPR055W","S+Genus-Single"
"P32857","YKL039W","S+Genus-Single"
"P32860","YKL040C","S+Genus-Single"
"P32863","YGL163C","S+Genus-Single"
"P32864","YOR370C","S+Genus-Single"
"P32867","YPL232W","S+Genus-Single"
"P32873","YPL115C","S+Genus-Single"
"P32875","YOR196C","S+Genus-Single"
"P32891","YDL174C","S+Genus-Single"
"P32892","YLL008W","S+Genus-Single"
"P32893","YGR166W","S+Genus-Single"
"P32895","YKL181W","S+Genus-Single"
"P32896","YDR081C","S+Genus-Single"
"P32897","YNR017W","S+Genus-Single"
"P32898","YDR430C","S+Genus-Single"
"P32899","YHR148W","S+Genus-Single"
"P32900","YHR149C","S+Genus-Single"
"P32901","YKR093W","S+Genus-Single"
"P32902","YHL004W","S+Genus-Single"
"P32904","YHR147C","S+Genus-Single"
"P32906","YJR131W","S+Genus-Single"
"P32907","YNR002C","S+Genus-Single"
"P32908","YFL008W","S+Genus-Single"
"P32909","YBR172C","S+Genus-Single"
"P32910","YNR003C","S+Genus-Single"
"P32911","YNL244C","S+Genus-Single"
"P32912","YGL212W","S+Genus-Single"
"P32913","YOR132W","S+Genus-Single"
"P32915","YLR378C","S+Genus-Single"
"P32916","YDR292C","S+Genus-Single"
"P32917","YDR103W","S+Genus-Single"
"P32939","YML001W","S+Genus-Single"
"P32943","YGR109C","S+Genus-Single"
"P32944","YJL187C","S+Genus-Single"
"P32945","YPL179W","S+Genus-Single"
"P33122","YOR344C","S+Genus-Single"
"P33199","YGL015C","S+Genus-Single"
"P33200","YBL005W","S+Genus-Single"
"P33201","YKL009W","S+Genus-Single"
"P33202","YKL010C","S+Genus-Single"
"P33203","YKL012W","S+Genus-Single"
"P33204","YKL013C","S+Genus-Single"
"P33296","YER100W","S+Genus-Single"
"P33297","YOR117W","S+Genus-Single"
"P33298","YDR394W","S+Genus-Single"
"P33299","YKL145W","S+Genus-Single"
"P33300","YPL057C","S+Genus-Single"
"P33303","YJR095W","S+Genus-Single"
"P33306","YER167W","S+Genus-Single"
"P33307","YGL238W","S+Genus-Single"
"P33308","YNR010W","S+Genus-Single"
"P33309","YNL001W","S+Genus-Single"
"P33310","YLR188W","S+Genus-Single"
"P33311","YPL270W","S+Genus-Single"
"P33312","YBR153W","S+Genus-Single"
"P33313","YBR155W","S+Genus-Single"
"P33314","YKL092C","S+Genus-Single"
"P33322","YLR175W","S+Genus-Single"
"P33323","YHR157W","S+Genus-Single"
"P33324","YKL091C","S+Genus-Single"
"P33327","YDL215C","S+Genus-Single"
"P33328","YOR327C","S+Genus-Single"
"P33330","YOR184W","S+Genus-Single"
"P33331","YER009W","S+Genus-Single"
"P33332","YER008C","S+Genus-Single"
"P33333","YDL052C","S+Genus-Single"
"P33334","YHR165C","S+Genus-Single"
"P33335","YPR198W","S+Genus-Single"
"P33338","YNL243W","S+Genus-Single"
"P33339","YGR047C","S+Genus-Single"
"P33399","YDL051W","S+Genus-Single"
"P33400","YHL027W","S+Genus-Single"
"P33411","YGR006W","S+Genus-Single"
"P33412","YGR007W","S+Genus-Single"
"P33413","YHL016C","S+Genus-Single"
"P33417","YKL032C","S+Genus-Single"
"P33418","YKL205W","S+Genus-Single"
"P33419","YPL124W","S+Genus-Single"
"P33420","YPL174C","S+Genus-Single"
"P33421","YKL141W","S+Genus-Single"
"P33441","YML062C","S+Genus-Single"
"P33448","YOR045W","S+Genus-Single"
"P33550","YKR061W","S+Genus-Single"
"P33734","YBR248C","S+Genus-Single"
"P33748","YMR037C","S+Genus-Single"
"P33749","YKL062W","S+Genus-Single"
"P33750","YLL011W","S+Genus-Single"
"P33751","YDR538W","S+Genus-Single"
"P33754","YBR171W","S+Genus-Single"
"P33755","YBR170C","S+Genus-Single"
"P33757","YBR250W","S+Genus-Single"
"P33759","YBR251W","S+Genus-Single"
"P33760","YNL329C","S+Genus-Single"
"P33767","YEL002C","S+Genus-Single"
"P33775","YDL095W","S+Genus-Single"
"P33891","YGL145W","S+Genus-Single"
"P33892","YGL195W","S+Genus-Single"
"P33893","YBL080C","S+Genus-Single"
"P33894","YOR219C","S+Genus-Single"
"P33895","YOL069W","S+Genus-Single"
"P34072","YNL076W","S+Genus-Single"
"P34077","YFR002W","S+Genus-Single"
"P34078","YKL143W","S+Genus-Single"
"P34087","YDR404C","S+Genus-Single"
"P34110","YJL154C","S+Genus-Single"
"P34111","YAL001C","S+Genus-Single"
"P34160","YMR125W","S+Genus-Single"
"P34161","YML027W","S+Genus-Single"
"P34162","YHR041C","S+Genus-Single"
"P34163","YKL140W","S+Genus-Single"
"P34165","YDR461W","S+Genus-Single"
"P34167","YPR163C","S+Genus-Single"
"P34216","YBL047C","S+Genus-Single"
"P34217","YBL051C","S+Genus-Single"
"P34218","YBL052C","S+Genus-Single"
"P34219","YBL054W","S+Genus-Single"
"P34220","YBL055C","S+Genus-Single"
"P34221","YBL056W","S+Genus-Single"
"P34222","YBL057C","S+Genus-Single"
"P34223","YBL058W","S+Genus-Single"
"P34224","YBL059W","S+Genus-Single"
"P34225","YBL060W","S+Genus-Single"
"P34226","YBL061C","S+Genus-Single"
"P34227","YBL064C","S+Genus-Single"
"P34228","YBL066C","S+Genus-Single"
"P34230","YKL188C","S+Genus-Single"
"P34231","YKL187C","S+Genus-Single"
"P34232","YKL186C","S+Genus-Single"
"P34233","YKL185W","S+Genus-Single"
"P34234","YKL183W","S+Genus-Single"
"P34237","YKL179C","S+Genus-Single"
"P34239","YKL176C","S+Genus-Single"
"P34240","YKL175W","S+Genus-Single"
"P34241","YKL014C","S+Genus-Single"
"P34243","YKL017C","S+Genus-Single"
"P34244","YKL101W","S+Genus-Single"
"P34246","YKL098W","S+Genus-Single"
"P34247","YKL099C","S+Genus-Single"
"P34248","YKL100C","S+Genus-Single"
"P34250","YKL105C","S+Genus-Single"
"P34251","YKL107W","S+Genus-Single"
"P34252","YKL108W","S+Genus-Single"
"P34253","YKL110C","S+Genus-Single"
"P34756","YFR019W","S+Genus-Single"
"P34758","YOR329C","S+Genus-Single"
"P34761","YNL197C","S+Genus-Single"
"P34909","YER068W","S+Genus-Single"
"P35056","YDR244W","S+Genus-Single"
"P35127","YJR099W","S+Genus-Single"
"P35179","YDR086C","S+Genus-Single"
"P35180","YGR082W","S+Genus-Single"
"P35182","YDL006W","S+Genus-Single"
"P35184","YIR012W","S+Genus-Single"
"P35187","YMR190C","S+Genus-Single"
"P35189","YPL129W","S+Genus-Single"
"P35190","YGL215W","S+Genus-Single"
"P35191","YFL016C","S+Genus-Single"
"P35192","YMR021C","S+Genus-Single"
"P35194","YBL004W","S+Genus-Single"
"P35195","YBL001C","S+Genus-Single"
"P35196","YBR002C","S+Genus-Single"
"P35197","YDL226C","S+Genus-Single"
"P35198","YDR277C","S+Genus-Single"
"P35200","YLR168C","S+Genus-Single"
"P35206","YBR036C","S+Genus-Single"
"P35207","YLR398C","S+Genus-Single"
"P35208","YJL127C","S+Genus-Single"
"P35209","YMR179W","S+Genus-Single"
"P35688","YDL240W","S+Genus-Single"
"P35691","YKL056C","S+Genus-Single"
"P35718","YKL144C","S+Genus-Single"
"P35719","YKL142W","S+Genus-Single"
"P35723","YKL065C","S+Genus-Single"
"P35724","YKL064W","S+Genus-Single"
"P35725","YKL063C","S+Genus-Single"
"P35727","YKL061W","S+Genus-Single"
"P35728","YKL059C","S+Genus-Single"
"P35729","YKL057C","S+Genus-Single"
"P35731","YKL055C","S+Genus-Single"
"P35732","YKL054C","S+Genus-Single"
"P35735","YKL051W","S+Genus-Single"
"P35736","YKL050C","S+Genus-Single"
"P35817","YLR399C","S+Genus-Single"
"P35843","YOR237W","S+Genus-Single"
"P35844","YPL145C","S+Genus-Single"
"P35995","YKL222C","S+Genus-Single"
"P35996","YKL170W","S+Genus-Single"
"P35999","YKL134C","S+Genus-Single"
"P36000","YKL135C","S+Genus-Single"
"P36001","YKL132C","S+Genus-Single"
"P36002","YKL198C","S+Genus-Single"
"P36003","YKL171W","S+Genus-Single"
"P36004","YKL168C","S+Genus-Single"
"P36007","YKL218C","S+Genus-Single"
"P36008","YKL081W","S+Genus-Single"
"P36010","YKL067W","S+Genus-Single"
"P36012","YKL049C","S+Genus-Single"
"P36013","YKL029C","S+Genus-Single"
"P36014","YKL026C","S+Genus-Single"
"P36015","YKL196C","S+Genus-Single"
"P36016","YKL073W","S+Genus-Single"
"P36017","YOR089C","S+Genus-Single"
"P36018","YKR014C","S+Genus-Single"
"P36022","YKR054C","S+Genus-Single"
"P36023","YKR064W","S+Genus-Single"
"P36024","YKR072C","S+Genus-Single"
"P36025","YOR062C","S+Genus-Single"
"P36026","YKR098C","S+Genus-Single"
"P36027","YLR332W","S+Genus-Single"
"P36029","YKL174C","S+Genus-Single"
"P36032","YKL221W","S+Genus-Single"
"P36035","YKL217W","S+Genus-Single"
"P36036","YKL214C","S+Genus-Single"
"P36037","YKL213C","S+Genus-Single"
"P36039","YKL207W","S+Genus-Single"
"P36040","YKL206C","S+Genus-Single"
"P36041","YKL204W","S+Genus-Single"
"P36044","YKL201C","S+Genus-Single"
"P36046","YKL195W","S+Genus-Single"
"P36048","YKL173W","S+Genus-Single"
"P36049","YKL172W","S+Genus-Single"
"P36051","YKL165C","S+Genus-Single"
"P36052","YKL162C","S+Genus-Single"
"P36053","YKL160W","S+Genus-Single"
"P36054","YKL159C","S+Genus-Single"
"P36056","YKL155C","S+Genus-Single"
"P36057","YKL154W","S+Genus-Single"
"P36059","YKL151C","S+Genus-Single"
"P36060","YKL150W","S+Genus-Single"
"P36062","YKL146W","S+Genus-Single"
"P36064","YKL137W","S+Genus-Single"
"P36066","YKL133C","S+Genus-Single"
"P36068","YKL130C","S+Genus-Single"
"P36069","YKL128C","S+Genus-Single"
"P36070","YKL125W","S+Genus-Single"
"P36075","YKL090W","S+Genus-Single"
"P36077","YKL086W","S+Genus-Single"
"P36078","YKL084W","S+Genus-Single"
"P36080","YKL082C","S+Genus-Single"
"P36081","YKL077W","S+Genus-Single"
"P36085","YKL072W","S+Genus-Single"
"P36086","YKL071W","S+Genus-Single"
"P36090","YKL047W","S+Genus-Single"
"P36091","YKL046C","S+Genus-Single"
"P36092","YKL044W","S+Genus-Single"
"P36093","YKL043W","S+Genus-Single"
"P36094","YKL042W","S+Genus-Single"
"P36095","YKL041W","S+Genus-Single"
"P36096","YKL034W","S+Genus-Single"
"P36097","YKL033W","S+Genus-Single"
"P36100","YKL028W","S+Genus-Single"
"P36101","YKL027W","S+Genus-Single"
"P36102","YKL025C","S+Genus-Single"
"P36103","YKL023W","S+Genus-Single"
"P36104","YKL018W","S+Genus-Single"
"P36106","YKL005C","S+Genus-Single"
"P36107","YKL004W","S+Genus-Single"
"P36108","YKL002W","S+Genus-Single"
"P36111","YKR015C","S+Genus-Single"
"P36112","YKR016W","S+Genus-Single"
"P36113","YKR017C","S+Genus-Single"
"P36115","YKR019C","S+Genus-Single"
"P36116","YKR020W","S+Genus-Single"
"P36117","YKR021W","S+Genus-Single"
"P36118","YKR022C","S+Genus-Single"
"P36119","YKR023W","S+Genus-Single"
"P36120","YKR024C","S+Genus-Single"
"P36121","YKR025W","S+Genus-Single"
"P36122","YKR027W","S+Genus-Single"
"P36123","YKR028W","S+Genus-Single"
"P36124","YKR029C","S+Genus-Single"
"P36125","YKR030W","S+Genus-Single"
"P36126","YKR031C","S+Genus-Single"
"P36130","YKR036C","S+Genus-Single"
"P36132","YKR038C","S+Genus-Single"
"P36134","YKR041W","S+Genus-Single"
"P36135","YKR042W","S+Genus-Single"
"P36136","YKR043C","S+Genus-Single"
"P36137","YKR044W","S+Genus-Single"
"P36138","YKR045C","S+Genus-Single"
"P36142","YKR051W","S+Genus-Single"
"P36144","YKR060W","S+Genus-Single"
"P36145","YKR062W","S+Genus-Single"
"P36146","YKR063C","S+Genus-Single"
"P36147","YKR065C","S+Genus-Single"
"P36148","YKR067W","S+Genus-Single"
"P36149","YKR068C","S+Genus-Single"
"P36150","YKR069W","S+Genus-Single"
"P36151","YKR070W","S+Genus-Single"
"P36152","YKR071C","S+Genus-Single"
"P36154","YKR074W","S+Genus-Single"
"P36155","YKR075C","S+Genus-Single"
"P36157","YKR077W","S+Genus-Single"
"P36158","YKR078W","S+Genus-Single"
"P36159","YKR079C","S+Genus-Single"
"P36160","YKR081C","S+Genus-Single"
"P36161","YKR082W","S+Genus-Single"
"P36163","YKR087C","S+Genus-Single"
"P36165","YKR089C","S+Genus-Single"
"P36166","YKR090W","S+Genus-Single"
"P36167","YKR091W","S+Genus-Single"
