gene,condition,significance,direction,P_ref,P_cond,group
YALI1_D17268g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B23443g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F24197g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E32946g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D12056g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A08073g,LpH,TRUE,1,NaN,NaN,4
YALI1_E32315g,LpH,TRUE,1,NaN,NaN,4
YALI1_E27441g,LpH,TRUE,1,0.0708944968641912,0.23371708268057,3
YALI1_D05901g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C07562g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B13948g,LpH,TRUE,-1,0.179084828687691,0.187443637258393,1
YALI1_F12080g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C30235g,LpH,TRUE,1,NaN,NaN,4
YALI1_B24351g,LpH,TRUE,1,NaN,NaN,3
YALI1_E31005g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F14958g,LpH,TRUE,1,NaN,NaN,1
YALI1_E13287g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F07990g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C04067g,LpH,TRUE,-1,0.186793326932859,0.134469003280773,1
YALI1_F39128g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C00230g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A05571g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C32184g,LpH,TRUE,1,0.0412715205315361,0.0777146239750763,1
YALI1_A21372g,LpH,TRUE,1,NaN,NaN,3
YALI1_F27041g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F31947g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D18727g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B08721g,LpH,TRUE,1,NaN,NaN,4
YALI1_F12138g,LpH,TRUE,1,0.128768726602238,0.216513178255341,2
YALI1_E01033g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A21617g,LpH,TRUE,1,NaN,NaN,2
YALI1_F12810g,LpH,TRUE,1,NaN,NaN,4
YALI1_D29335g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E01649g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C01590g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A22157g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F11449g,LpH,TRUE,1,NaN,NaN,3
YALI1_F29196g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B04831g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A06229g,LpH,TRUE,1,NaN,NaN,3
YALI1_B14013g,LpH,TRUE,1,NaN,NaN,4
YALI1_C19636g,LpH,TRUE,1,NaN,NaN,2
YALI1_F30004g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F12666g,LpH,TRUE,1,NaN,NaN,4
YALI1_D34232g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B22015g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E27927g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F32744g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E27313g,LpH,TRUE,1,NaN,NaN,4
YALI1_D07232g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E36206g,LpH,TRUE,1,NaN,NaN,2
YALI1_A07472g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A11797g,LpH,TRUE,1,NaN,NaN,5
YALI1_A00375g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E24532g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F35647g,LpH,TRUE,1,NaN,NaN,4
YALI1_D18475g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E02481g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E18281g,LpH,TRUE,1,NaN,NaN,2
YALI1_B15015g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A06989g,LpH,TRUE,1,NaN,NaN,4
YALI1_B18134g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E38706g,LpH,TRUE,1,NaN,NaN,1
YALI1_D27946g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E02767g,LpH,TRUE,-1,NaN,NaN,3
YALI1_B20243g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C24850g,LpH,TRUE,1,0.182145901525941,0.252093979730417,2
YALI1_C00710g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E12703g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E08198g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D31083g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D35148g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D03805g,LpH,TRUE,1,NaN,NaN,4
YALI1_F09088g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C03415g,LpH,TRUE,-1,0.0652864324771109,0.0873467695142421,1
YALI1_D05343g,LpH,TRUE,-1,0.0944640108646999,0.0513056734333672,3
YALI1_E18927g,LpH,TRUE,-1,0.25360490681587,0.181112402848423,2
YALI1_E36937g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A04976g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F11481g,LpH,TRUE,1,NaN,NaN,1
YALI1_E22697g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F37714g,LpH,TRUE,1,NaN,NaN,1
YALI1_F10530g,LpH,TRUE,1,NaN,NaN,3
YALI1_F36178g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E06882g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D23094g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E28919g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F03269g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E20794g,LpH,TRUE,1,NaN,NaN,5
YALI1_F27141g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C12941g,LpH,TRUE,1,NaN,NaN,3
YALI1_E15093g,LpH,TRUE,1,NaN,NaN,3
YALI1_F13001g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D30922g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A12302g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B07500g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D10495g,LpH,TRUE,1,NaN,NaN,3
YALI1_F06896g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C04093g,LpH,TRUE,1,NaN,NaN,3
YALI1_D01910g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A12617g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F19610g,LpH,TRUE,1,NaN,NaN,4
YALI1_F26654g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F15291g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B15346g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E40754g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E07099g,LpH,TRUE,-1,0.043898083853001,0.0517184475559512,2
YALI1_D28518g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D09566g,LpH,TRUE,1,0.0231178106358087,0.0623610258519837,2
YALI1_A09593g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E01081g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E13899g,LpH,TRUE,-1,0.236331925979145,0.339720560045778,1
YALI1_B23798g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E09817g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C28310g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B00133g,LpH,TRUE,1,NaN,NaN,3
YALI1_A03721g,LpH,TRUE,1,0.0133385908748728,0.0206505030467955,1
YALI1_F24881g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C13973g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C00826g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F02592g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E12561g,LpH,TRUE,1,NaN,NaN,2
YALI1_E04672g,LpH,TRUE,1,NaN,NaN,3
YALI1_D12403g,LpH,TRUE,1,NaN,NaN,2
YALI1_F19106g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E01947g,LpH,TRUE,1,NaN,NaN,3
YALI1_A22275g,LpH,TRUE,1,NaN,NaN,2
YALI1_C00841g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E27939g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C30749g,LpH,TRUE,1,NaN,NaN,3
YALI1_D15792g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B28659g,LpH,TRUE,1,0.409844958621567,0.552226649898271,2
YALI1_A22105g,LpH,TRUE,1,NaN,NaN,4
YALI1_F15286g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C19500g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F34187g,LpH,TRUE,1,NaN,NaN,2
YALI1_E30707g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C33444g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E00680g,LpH,TRUE,1,NaN,NaN,3
YALI1_F20462g,LpH,TRUE,-1,NaN,NaN,1
YALI1_B16110g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D21511g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B02151g,LpH,TRUE,1,NaN,NaN,5
YALI1_B22375g,LpH,TRUE,1,NaN,NaN,1
YALI1_E30173g,LpH,TRUE,1,NaN,NaN,3
YALI1_B09497g,LpH,TRUE,1,NaN,NaN,4
YALI1_A21835g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F07573g,LpH,TRUE,1,NaN,NaN,2
YALI1_F07042g,LpH,TRUE,1,NaN,NaN,4
YALI1_B21935g,LpH,TRUE,1,NaN,NaN,4
YALI1_C25391g,LpH,TRUE,1,NaN,NaN,4
YALI1_E01432g,LpH,TRUE,1,NaN,NaN,5
YALI1_E37264g,LpH,TRUE,-1,NaN,NaN,3
YALI1_B28268g,LpH,TRUE,1,NaN,NaN,2
YALI1_F28274g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A06396g,LpH,TRUE,1,NaN,NaN,2
YALI1_C11365g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C33055g,LpH,TRUE,1,NaN,NaN,1
YALI1_A15105g,LpH,TRUE,1,NaN,NaN,4
YALI1_F39789g,LpH,TRUE,-1,NaN,NaN,3
YALI1_B29310g,LpH,TRUE,1,NaN,NaN,1
YALI1_D13124g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D00673g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F31587g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D08339g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E02626g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D33397g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D23479g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E16202g,LpH,TRUE,-1,0.235333365793489,0.238463263936928,1
YALI1_E31446g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F16426g,LpH,TRUE,1,NaN,NaN,5
YALI1_F39106g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B26550g,LpH,TRUE,1,NaN,NaN,4
YALI1_D33168g,LpH,TRUE,1,NaN,NaN,4
YALI1_E05145g,LpH,TRUE,1,NaN,NaN,2
YALI1_E18622g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E09568g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B15706g,LpH,TRUE,1,NaN,NaN,4
YALI1_C29141g,LpH,TRUE,1,0.144539019786368,0.164418697177009,1
YALI1_E33400g,LpH,TRUE,1,NaN,NaN,2
YALI1_E08937g,LpH,TRUE,1,NaN,NaN,1
YALI1_C20078g,LpH,TRUE,1,NaN,NaN,3
YALI1_C30181g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C25171g,LpH,TRUE,1,NaN,NaN,1
YALI1_D30285g,LpH,TRUE,1,NaN,NaN,1
YALI1_B20378g,LpH,TRUE,1,NaN,NaN,2
YALI1_B17805g,LpH,TRUE,1,NaN,NaN,1
YALI1_E12103g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A05052g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E36308g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C14027g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B05005g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E05309g,LpH,TRUE,1,NaN,NaN,3
YALI1_A21630g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E09643g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A01537g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D26844g,LpH,TRUE,-1,NaN,NaN,3
YALI1_B08321g,LpH,TRUE,1,NaN,NaN,3
YALI1_B25258g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C10990g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A17433g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A18752g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A21203g,LpH,TRUE,1,NaN,NaN,3
YALI1_B10990g,LpH,TRUE,1,NaN,NaN,3
YALI1_E11565g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D08749g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A14510g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F07604g,LpH,TRUE,1,NaN,NaN,3
YALI1_F07699g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E34100g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A13591g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E29959g,LpH,TRUE,1,NaN,NaN,4
YALI1_B19153g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F26399g,LpH,TRUE,1,NaN,NaN,2
YALI1_A01505g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A18062g,LpH,TRUE,1,NaN,NaN,2
YALI1_D05739g,LpH,TRUE,1,NaN,NaN,5
YALI1_B27929g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C31408g,LpH,TRUE,-1,0.128608702616989,0.0317767334587996,3
YALI1_F15568g,LpH,TRUE,1,NaN,NaN,4
YALI1_D26438g,LpH,TRUE,-1,NaN,NaN,3
YALI1_B04637g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E03904g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D23753g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F33513g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F16417g,LpH,TRUE,1,NaN,NaN,5
YALI1_C06368g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C24200g,LpH,TRUE,1,NaN,NaN,2
YALI1_F16234g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C11521g,LpH,TRUE,1,NaN,NaN,3
YALI1_B03910g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D03144g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E02959g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F12649g,LpH,TRUE,1,NaN,NaN,4
YALI1_C23948g,LpH,TRUE,-1,0.127640282426246,0.118779674516785,2
YALI1_C01129g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F34556g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F34083g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D15245g,LpH,TRUE,1,NaN,NaN,3
YALI1_D10160g,LpH,TRUE,1,NaN,NaN,4
YALI1_D28537g,LpH,TRUE,1,NaN,NaN,4
YALI1_F31102g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F35690g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C18396g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B25223g,LpH,TRUE,1,NaN,NaN,1
YALI1_C21626g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D20672g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E02744g,LpH,TRUE,1,NaN,NaN,4
YALI1_F10552g,LpH,TRUE,1,NaN,NaN,4
YALI1_C29402g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D20784g,LpH,TRUE,1,NaN,NaN,4
YALI1_F24564g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B29364g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C30310g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B06110g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E32868g,LpH,TRUE,1,NaN,NaN,2
YALI1_B04779g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A07357g,LpH,TRUE,1,NaN,NaN,5
YALI1_C10730g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D13510g,LpH,TRUE,-1,0.219578958214649,0.0978458854399797,1
YALI1_E23472g,LpH,TRUE,1,NaN,NaN,2
YALI1_D34643g,LpH,TRUE,1,NaN,NaN,4
YALI1_D11514g,LpH,TRUE,1,NaN,NaN,4
YALI1_B16922g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E03723g,LpH,TRUE,1,NaN,NaN,3
YALI1_F13446g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F25309g,LpH,TRUE,1,NaN,NaN,5
YALI1_D23612g,LpH,TRUE,1,NaN,NaN,5
YALI1_F35791g,LpH,TRUE,1,NaN,NaN,2
YALI1_A15073g,LpH,TRUE,1,NaN,NaN,4
YALI1_E14619g,LpH,TRUE,1,NaN,NaN,4
YALI1_B10525g,LpH,TRUE,1,NaN,NaN,4
YALI1_E06535g,LpH,TRUE,1,NaN,NaN,4
YALI1_B03673g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D00326g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E29939g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B04690g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F37658g,LpH,TRUE,1,NaN,NaN,1
YALI1_A20370g,LpH,TRUE,1,0.424274276271618,0.480328401932859,1
YALI1_F15387g,LpH,TRUE,1,NaN,NaN,5
YALI1_E17389g,LpH,TRUE,1,NaN,NaN,4
YALI1_E39414g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D00474g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D21631g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E10295g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F29356g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F22115g,LpH,TRUE,1,NaN,NaN,4
YALI1_E05701g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E04060g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F02508g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A00829g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F11781g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F12616g,LpH,TRUE,1,NaN,NaN,5
YALI1_F01078g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E20463g,LpH,TRUE,1,NaN,NaN,4
YALI1_A17289g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F00399g,LpH,TRUE,1,NaN,NaN,5
YALI1_B22351g,LpH,TRUE,1,NaN,NaN,2
YALI1_E33799g,LpH,TRUE,1,NaN,NaN,4
YALI1_D17462g,LpH,TRUE,1,NaN,NaN,4
YALI1_D24490g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A06099g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F02434g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C23021g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E30561g,LpH,TRUE,1,NaN,NaN,4
YALI1_F10342g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C24434g,LpH,TRUE,1,NaN,NaN,1
YALI1_D00422g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D08798g,LpH,TRUE,1,NaN,NaN,1
YALI1_D07525g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B29266g,LpH,TRUE,1,NaN,NaN,1
YALI1_F03284g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E11402g,LpH,TRUE,1,NaN,NaN,2
YALI1_D19623g,LpH,TRUE,1,NaN,NaN,4
YALI1_F28868g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C31549g,LpH,TRUE,1,NaN,NaN,5
YALI1_E11181g,LpH,TRUE,1,NaN,NaN,1
YALI1_B26205g,LpH,TRUE,1,NaN,NaN,4
YALI1_F17797g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E00389g,LpH,TRUE,1,NaN,NaN,5
YALI1_C17440g,LpH,TRUE,1,NaN,NaN,5
YALI1_A09325g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A07051g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F04185g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E19070g,LpH,TRUE,1,NaN,NaN,5
YALI1_A16681g,LpH,TRUE,1,NaN,NaN,4
YALI1_B24836g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C30726g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D25175g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F18664g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C30706g,LpH,TRUE,-1,NaN,NaN,2
YALI1_A06530g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F28590g,LpH,TRUE,1,NaN,NaN,1
YALI1_D02599g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B15592g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D10674g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E08575g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F17788g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D10243g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D24249g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C18791g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F06353g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E13848g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F19218g,LpH,TRUE,-1,NaN,NaN,1
YALI1_A10784g,LpH,TRUE,1,NaN,NaN,3
YALI1_D02804g,LpH,TRUE,1,NaN,NaN,1
YALI1_D09034g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A12688g,LpH,TRUE,1,NaN,NaN,5
YALI1_C00331g,LpH,TRUE,1,NaN,NaN,5
YALI1_B23744g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C19335g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F02545g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E33599g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C32392g,LpH,TRUE,1,NaN,NaN,4
YALI1_B17155g,LpH,TRUE,1,NaN,NaN,2
YALI1_B08493g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D16891g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C07170g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F24615g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E07234g,LpH,TRUE,1,NaN,NaN,1
YALI1_C30022g,LpH,TRUE,1,NaN,NaN,2
YALI1_A12445g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A21283g,LpH,TRUE,1,NaN,NaN,1
YALI1_F18152g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F02132g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E06056g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C30454g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F16839g,LpH,TRUE,1,NaN,NaN,5
YALI1_C19316g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D22145g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B06134g,LpH,TRUE,1,NaN,NaN,5
YALI1_B27150g,LpH,TRUE,1,NaN,NaN,4
YALI1_D23668g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D13251g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C18668g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E19201g,LpH,TRUE,1,NaN,NaN,1
YALI1_E16493g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F02481g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F10660g,LpH,TRUE,1,NaN,NaN,5
YALI1_E14068g,LpH,TRUE,1,NaN,NaN,4
YALI1_A19549g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D02316g,LpH,TRUE,1,NaN,NaN,1
YALI1_E20766g,LpH,TRUE,1,NaN,NaN,3
YALI1_A12437g,LpH,TRUE,-1,0.0131852723001017,0.0107223676317396,3
YALI1_F21908g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E09705g,LpH,TRUE,1,NaN,NaN,4
YALI1_E30053g,LpH,TRUE,1,NaN,NaN,3
YALI1_F09720g,LpH,TRUE,1,NaN,NaN,4
YALI1_A04006g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E08782g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E36079g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E41276g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F16249g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E32776g,LpH,TRUE,1,NaN,NaN,2
YALI1_B19326g,LpH,TRUE,1,NaN,NaN,5
YALI1_B01030g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B23879g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B24936g,LpH,TRUE,1,NaN,NaN,4
YALI1_B08461g,LpH,TRUE,1,NaN,NaN,2
YALI1_E28439g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A03512g,LpH,TRUE,1,NaN,NaN,3
YALI1_C07152g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D36182g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F05509g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C13928g,LpH,TRUE,1,NaN,NaN,5
YALI1_A04620g,LpH,TRUE,1,NaN,NaN,4
YALI1_F02378g,LpH,TRUE,1,NaN,NaN,4
YALI1_D04370g,LpH,TRUE,1,NaN,NaN,3
YALI1_D00929g,LpH,TRUE,1,NaN,NaN,4
YALI1_F16225g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B05295g,LpH,TRUE,1,NaN,NaN,1
YALI1_F32948g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D14628g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F36332g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B27179g,LpH,TRUE,1,NaN,NaN,4
YALI1_C30665g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F08683g,LpH,TRUE,-1,NaN,NaN,3
YALI1_B21313g,LpH,TRUE,1,NaN,NaN,2
YALI1_E36437g,LpH,TRUE,-1,0.0954369860325534,0.0357853895523906,2
YALI1_F11417g,LpH,TRUE,1,NaN,NaN,4
YALI1_E00659g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F33103g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F16199g,LpH,TRUE,1,NaN,NaN,5
YALI1_C10203g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F21453g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D01780g,LpH,TRUE,1,NaN,NaN,1
YALI1_B30337g,LpH,TRUE,1,NaN,NaN,4
YALI1_F39620g,LpH,TRUE,-1,0.11343425231943,0.103353127174466,2
YALI1_E21552g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C28686g,LpH,TRUE,1,NaN,NaN,4
YALI1_C01505g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C15540g,LpH,TRUE,1,NaN,NaN,5
YALI1_B01317g,LpH,TRUE,1,NaN,NaN,1
YALI1_E21106g,LpH,TRUE,1,NaN,NaN,5
YALI1_E21779g,LpH,TRUE,1,NaN,NaN,5
