Ref_1	Ref_2	Ref_3	Ref_4	HiT_1	HiT_2	HiT_3	LpH_1	LpH_2	LpH_3	LpH_4
YALI1_E00510g	1.30978252194099e-05	1.53264133685762e-05	1.48346945797259e-05	1.96919561524923e-05	9.79759193925038e-06	8.4408241622998e-06	7.47495954872459e-06	1.41786027738931e-05	1.8441900308489e-05	2.36601223945072e-05	1.63171098254091e-05
YALI1_D24182g	3.79978767854025e-06	1.88113520516751e-06	3.38145333334521e-06	0	5.2109981819036e-06	6.73407092828122e-06	4.47262969995007e-06	0	1.73093028862577e-06	1.79771367066325e-06	0
YALI1_C23175g	8.86913058612549e-06	0	3.94634565421947e-06	3.8599333628963e-06	8.10870277838271e-06	3.92951919237905e-06	6.95974621534287e-06	0	0	0	0
YALI1_E03220g	0	0	4.82581697144553e-06	4.72014708377033e-06	4.95789255592543e-06	0	6.38308152892875e-06	0	0	0	0
YALI1_E03039g	4.4173637209407e-06	5.83166507358369e-06	6.55172979055832e-06	5.12661436561556e-06	2.69241643843895e-06	5.21903557591384e-06	5.77729127262752e-06	0	2.68300908973956e-06	0	2.88257487107415e-06
YALI1_E25290g	3.39533800613749e-06	3.36181407864462e-06	0	0	0	0	0	3.36921479153036e-06	3.09337988969078e-06	9.63818939352016e-06	6.64693919287045e-06
YALI1_A09010g	6.43387778112154e-06	6.37035277953336e-06	0	0	0	0	0	6.38437650327278e-06	5.86169274012591e-06	1.21757014033396e-05	1.88930797058368e-05
YALI1_E27649g	1.47991730637883e-05	1.83163164713679e-05	2.63397417544785e-05	9.66111976210301e-06	1.35303110688023e-05	1.31137170708634e-05	1.45164297279081e-05	3.67132761884107e-06	6.74151796622668e-06	7.00162166468846e-06	3.62148051541382e-06
YALI1_C00550g	2.97077313197873e-05	2.28778756343242e-05	8.81236142611792e-06	1.43656650375619e-05	1.50892382136861e-05	2.92492906841432e-06	1.03609439310148e-05	6.55092545553207e-06	6.01460646378137e-06	1.24933283964702e-05	0
YALI1_F36742g	4.33827187527053e-05	5.36929734274955e-05	5.30839866859008e-05	4.72014708377033e-05	5.45368181151797e-05	3.36366842867647e-05	3.404310148762e-05	1.07622346769455e-05	2.96434175714939e-05	3.59183191398518e-05	1.59241671806339e-05
YALI1_E40282g	4.03048907330877e-05	3.62790360996591e-05	4.56496200001604e-05	4.78393285517263e-05	1.33997096106093e-05	2.27274893829491e-05	2.30020955997432e-05	2.90871207485015e-05	5.67497858913734e-05	5.20052883299013e-05	3.58652413978241e-05
YALI1_F34051g	0	0	0	4.88772627017637e-06	0	0	1.76258661548328e-05	3.34329775467243e-05	1.02319488659003e-05	0	1.0993014818978e-05
YALI1_F07181g	0	0	4.24380889448727e-06	8.30176622773676e-06	2.17997788263053e-06	0	3.742175100712e-06	0	0	0	0
YALI1_F31798g	1.36056913650957e-05	6.73567767011592e-06	6.05389225808578e-06	1.18426629341908e-05	6.21957847517527e-06	6.028079621284e-06	5.33829996445654e-06	0	0	0	0
YALI1_E10134g	0	0	0	5.63199367949869e-06	3.94377816948614e-06	3.82235048713235e-06	1.69248373873111e-06	0	0	0	0
YALI1_E19852g	0.000125197489804146	7.4376810156821e-05	0.000102500861794555	9.15384724688969e-05	0.000114463218639439	0.000146439390694358	0.000110033771299036	9.44180219019629e-05	8.21255631927931e-05	7.58170324851753e-05	9.80379685703055e-05
YALI1_B28268g	0	0	0	1.38015996601472e-06	0	0	0	0	0	4.5010424987283e-06	4.65618923410348e-06
YALI1_D20202g	2.29068234793379e-05	1.9440559344438e-05	1.74727855862683e-05	1.56660054073412e-05	2.99183171478259e-05	2.46475703825431e-05	2.56790636221272e-05	1.62361299005644e-05	1.19255128161182e-05	1.85784409344061e-05	2.242195953595e-05
YALI1_C20396g	6.28474816367833e-05	3.73361735754108e-05	6.71140108611629e-05	4.92333222313792e-05	5.74590196878775e-05	7.23968370410499e-05	4.43856662607628e-05	4.98911541315357e-05	2.29033027594324e-05	1.7840224738337e-05	3.07586010663459e-05
YALI1_B17155g	3.86819418226397e-06	5.10666866837593e-06	3.44232868207731e-06	4.48927032423808e-06	1.17884673544423e-06	0	1.01181093076316e-06	3.83843288410082e-06	4.69891129982919e-06	6.10025800608896e-06	2.52421128316208e-06
YALI1_E23961g	3.14584631839368e-05	2.07652383421253e-05	2.79950708288276e-05	4.56367811966744e-05	8.62837654760503e-05	2.7875705210026e-05	3.29146008858204e-05	8.32438041310706e-05	7.64287009209787e-05	6.94553132538571e-05	9.23777654125172e-05
YALI1_E20596g	6.38928654897516e-05	5.58194278206636e-05	7.69263893468049e-05	4.90708360193945e-05	5.15424473635812e-05	7.9928754740827e-05	6.19348504787146e-05	3.72948726428806e-05	4.10898857426648e-05	3.91189614394426e-05	5.15039070528754e-05
YALI1_F31744g	0	2.07652383421253e-05	1.86633805525518e-05	1.82547124786698e-05	0	9.29190173667533e-06	0	3.12164265491515e-05	1.91071752302447e-05	2.97665628230816e-05	4.10567846277854e-05
YALI1_B02091g	1.75490194101004e-05	1.20293646014659e-05	2.16235042106023e-05	1.4100012625772e-05	2.09811242587171e-05	2.51198566864175e-05	1.90675266155766e-05	1.07163076441848e-05	9.83897216692543e-06	1.66051973263895e-05	1.71775629852737e-05
YALI1_E20923g	1.52082848191575e-05	1.80697506727148e-05	2.43610952885471e-05	2.11801471707643e-05	8.34260766622067e-06	2.96477185219881e-05	1.6707852292602e-05	3.62190590089514e-05	3.87961394498718e-05	2.87807044389838e-05	4.16818478552918e-05
YALI1_E22126g	0	0	0	7.0449956474184e-06	0	0	2.22296371654235e-05	4.0157592078155e-06	0	0	0
YALI1_F35938g	1.5571509123863e-05	8.56542420219846e-06	1.84762363537568e-05	9.03583306829324e-06	7.90912668447539e-06	1.53312143513057e-05	1.35768978129752e-05	6.86742413296434e-06	3.1525968246803e-06	6.54846292431209e-06	8.46772791434498e-06
YALI1_C17566g	5.214269080854e-05	6.71162167843694e-05	4.64020862638993e-05	8.1694853372948e-05	5.72064525683703e-05	6.0065507654937e-05	8.18343785760096e-05	0.00011900547960084	0.000104512049130267	9.37428658869759e-05	9.69740950102706e-05
YALI1_E26525g	3.13718007509232e-05	1.55310253715896e-05	4.18769241323785e-05	3.41332950272648e-05	3.58525288135103e-05	3.47486407921123e-05	3.07724316132929e-05	7.7826077209317e-06	1.42909037879103e-05	1.48422806363024e-05	7.67694010085657e-06
YALI1_D17770g	1.38945383999331e-05	1.10058803511704e-05	1.73107636603829e-05	1.69317135508599e-05	1.77845340585905e-05	1.72369538804797e-05	1.74452203816501e-05	2.75752718662587e-06	1.01270826256934e-05	1.05178094113768e-05	5.44017424423804e-06
YALI1_F30106g	0	8.13529900416599e-06	1.46236877922592e-05	3.57586900285631e-05	0	7.28066759453781e-06	6.44755709992803e-06	1.63064161771902e-05	3.7428557539765e-05	1.55490559046978e-05	4.8255052062527e-05
YALI1_B08801g	0	0	4.2544985894356e-06	8.32267747768068e-06	8.74187604319345e-06	1.69454328900578e-05	1.87580061723347e-05	2.84643486417955e-05	0	9.04743555159995e-06	1.40389383204581e-05
YALI1_A22073g	4.19910164918331e-05	4.57340592247473e-05	3.54996491815406e-05	4.02047926383092e-05	2.49539946122353e-05	2.04647968558856e-05	1.97706065055315e-05	3.54177523937091e-05	3.06052983776486e-05	3.57593885241887e-05	3.0826651068705e-05
YALI1_F03407g	0.000115347698341102	0.000103826191710627	4.66584513813794e-05	9.12735623933489e-05	0.000105457935581839	0	5.76005515501858e-05	0	8.59822885361011e-05	6.94553132538571e-05	0
YALI1_A13100g	1.970235929513e-05	1.51727548901227e-05	1.75332450519647e-05	1.33383625781284e-05	2.00145604910484e-05	2.90974777567169e-05	2.9203640982027e-05	1.73784642995661e-05	1.5955703421796e-05	1.86427261971549e-05	1.28568823834415e-05
YALI1_D07271g	4.70966239561006e-06	6.99474219588961e-06	0	0	8.61172404255037e-06	6.25992883748723e-06	5.54361919385871e-06	1.16835674222424e-05	1.28724517990358e-05	6.68455070840915e-06	9.21994791269126e-06
YALI1_E24479g	0	8.20634965049058e-06	0	2.16425957989469e-05	3.03102601672297e-05	2.2032762633252e-05	3.90232058537129e-05	1.64488302922749e-05	2.26532667031067e-05	2.35272832793789e-05	1.62254978550855e-05
YALI1_F05624g	4.59007000104197e-06	6.81712480034707e-06	1.02118255139416e-05	3.99528773716956e-06	2.0982616621208e-06	4.06731369852052e-06	3.60190009693682e-06	2.27737735001871e-06	0	0	2.24645647449491e-06
YALI1_F37714g	5.73219647948916e-05	3.78373302676982e-05	2.83395291947304e-05	2.77189845523425e-05	4.65842253576886e-05	4.5149911794315e-05	3.49855699012873e-05	5.68809383093599e-05	8.70402361579099e-05	8.43718905969673e-05	6.23429363895064e-05
YALI1_D16151g	4.14409158391017e-06	8.20634965049058e-06	7.37570279478574e-06	3.60709929982449e-06	0	3.672127105542e-06	3.25193382114274e-06	8.22441514613743e-06	1.51021778020711e-05	1.56848555195859e-05	1.62254978550855e-05
YALI1_F36966g	0.000118899852730007	0.000117725893013882	0.000101890799165091	0.000103492784087308	9.66271403010988e-05	8.97498536653815e-05	8.98469325804356e-05	5.68076192344574e-05	8.02412695284057e-05	8.75040257467387e-05	7.32782635149047e-05
YALI1_B14236g	3.11657462303917e-06	6.17160614109144e-06	8.32037408869918e-06	5.42545641812681e-06	1.13974541515527e-05	1.6569795215155e-05	1.9565000854954e-05	3.09259617153608e-06	1.13576312534459e-05	5.89791775695432e-06	1.52530336979252e-05
YALI1_F01020g	5.38437998703789e-05	7.1082896263351e-05	5.19089059576292e-05	4.68667086331806e-05	5.74318523026823e-05	8.34953156054443e-05	7.04201271907033e-05	9.35016842500589e-05	7.35829514186019e-05	0.000106141605023203	9.22321739776669e-05
YALI1_D15792g	6.21613737586525e-06	4.10317482524529e-06	1.84392569869643e-06	1.80354964991224e-06	3.78878252090371e-06	7.344254211084e-06	1.62596691057137e-06	0	0	1.96060693994824e-06	0
YALI1_A01717g	9.56168234473983e-06	0	1.27634957683068e-05	8.32267747768068e-06	8.74187604319345e-06	4.23635822251445e-06	1.50064049378678e-05	0	0	4.52371777579998e-06	0
YALI1_F22750g	1.79961499250713e-05	1.90063622752197e-05	2.8826782794033e-05	2.08856065653554e-05	1.53563043767602e-05	2.44514455940451e-05	1.97706065055315e-05	1.19051268550283e-05	1.53026491888243e-05	1.47578428829985e-05	1.52665319578349e-05
YALI1_D15398g	2.69601412703247e-05	3.20327398289036e-05	3.83871804546803e-05	3.28532964637423e-05	3.94377816948614e-05	5.73352573069853e-05	4.65433028151055e-05	4.28043424651244e-05	2.9474989062565e-05	1.02040679374579e-05	1.58336889580167e-05
YALI1_B26728g	1.18624621589428e-05	1.17453379372646e-05	2.63911865625927e-05	4.13012869829904e-05	1.62680849491303e-05	1.5767195759421e-05	5.58519633781266e-05	1.76567912668638e-05	2.16149919792143e-05	5.61223736560185e-06	0
YALI1_A09694g	3.05512103892291e-05	3.59213554620569e-05	3.22853952315017e-05	2.49303543156884e-05	5.06263676485343e-05	4.22996532781246e-05	3.74593986439481e-05	3.60004328982334e-05	2.95738320842369e-05	3.6135129919368e-05	3.36426067196491e-05
YALI1_E33285g	1.27097808845816e-05	0	3.77016950894182e-06	3.68761490919557e-06	3.87335355931674e-06	0	0	1.26119937620456e-05	3.85981999628827e-06	1.60349639017196e-05	1.24407556098702e-05
YALI1_D00888g	3.29767287816172e-05	2.90232288797273e-05	3.2606871428686e-05	2.87035971310358e-05	3.01493466238709e-05	3.24678419756416e-05	2.8752619499679e-05	1.09076702806881e-05	1.66911134974628e-05	2.42691345539539e-05	1.43460965591296e-05
YALI1_E21097g	4.46586810689613e-05	3.9795968540379e-05	7.1535639812016e-05	5.05333393674235e-05	4.08297034017388e-05	5.54015976487889e-05	5.9575427603335e-05	7.97671511350082e-05	8.95114961962757e-05	7.60623228843921e-05	9.1798140217772e-05
YALI1_E08271g	4.34987153269104e-06	0	6.45162696717316e-06	3.78621423831845e-06	5.3025588833427e-06	2.56964738630746e-06	1.13780419410495e-06	2.87760285479828e-06	0	0	0
YALI1_B12451g	2.02632805562013e-05	2.67509476151223e-05	1.80324121708819e-05	1.76375602774336e-05	2.4701244050874e-05	2.39407005599749e-05	2.65015247345796e-05	7.37270525022071e-05	4.30761405991459e-05	3.19557999464874e-05	4.62802011774058e-05
YALI1_F29652g	2.2541495788965e-05	3.5710291115674e-05	3.20956948219655e-05	3.13929022198502e-05	4.12176340753895e-05	3.19588449280425e-05	3.18395990754166e-05	2.23680649461457e-05	1.6429447585151e-05	2.13291681353039e-05	8.82574586416765e-06
YALI1_B14238g	7.79463632620475e-06	1.15765137780021e-05	3.46824628337974e-06	6.78460566455694e-06	1.78158356732433e-05	2.41742084196461e-05	1.52914341897677e-05	1.16019983683705e-05	7.10143473649751e-06	3.68771243735645e-06	1.52592977774726e-05
YALI1_D30474g	0	0	0	1.33589068408594e-05	0	4.53324586074996e-06	2.40871001091651e-05	0	0	0	5.00759974233771e-06
YALI1_B21675g	0	1.71935413537268e-06	0	1.51148351264375e-06	0	0	0	0	1.58206711650242e-06	3.2862140109654e-06	5.0992301127373e-06
YALI1_A03170g	0.000116352119260129	0.0001080031074691	7.7656824827859e-05	8.8615788162738e-05	6.64851492173908e-05	7.73257110040568e-05	6.27710444096441e-05	0.000151537212405268	0.000139130982854713	0.000137618080995601	9.25350711007462e-05
YALI1_D25899g	2.43644922391637e-06	2.41239290110699e-06	2.16821044930158e-06	4.24146721263059e-06	0	0	0	2.41770355387095e-06	4.43953622166147e-06	4.61082402308752e-06	2.38487741258959e-06
YALI1_D12056g	3.56765779216326e-06	3.53243246233523e-06	0	0	6.52354283674398e-06	9.48402752446373e-06	1.11983886472434e-05	1.06206263259331e-05	0	3.37578187404622e-06	6.98428385115522e-06
YALI1_E14709g	2.2595166017034e-05	8.94882890458258e-06	1.60860565714851e-05	3.93345590314194e-06	4.13157712993786e-06	4.0043671769958e-06	0	8.96852889745463e-06	0	4.27599037379188e-06	4.42337977239831e-06
YALI1_A13046g	4.65765385381805e-06	2.30583321467772e-06	0	2.02705702984002e-06	4.25831262472123e-06	0	0	4.6218185729214e-06	8.48686801637862e-06	6.61073358402181e-06	6.83859940272622e-06
YALI1_D10135g	0	0	2.83078649163006e-05	0	9.6942033216419e-06	3.75828874712455e-05	3.32823617895726e-05	1.05217378126563e-05	9.66033161082203e-06	1.00330500390648e-05	0
YALI1_B16318g	0	0	5.53782275411782e-06	1.80552074242581e-06	1.8964616334141e-06	1.83807017960463e-06	8.13871961794194e-06	0	0	0	2.03040382995332e-06
YALI1_E36540g	0	2.22134050822972e-06	1.99649638298574e-06	0	2.05113758223865e-06	1.98798370489153e-06	3.52100635953516e-06	2.22623057738235e-06	4.08794174547788e-06	6.36849630139216e-06	1.0980020711627e-05
YALI1_F21174g	3.20336530874406e-05	3.17173682694066e-05	4.98871374685297e-05	2.78827253893606e-05	5.85742580446886e-05	5.67707751675354e-05	6.28432780625896e-05	4.76807865434297e-05	2.18885994726221e-05	1.51554089197687e-05	3.91945043123901e-05
YALI1_A21565g	3.15281386284195e-05	1.24867380063943e-05	5.61141508307619e-06	1.64656293619895e-05	1.15299826881987e-05	1.11749781683604e-05	9.89625043244767e-06	5.6314018658436e-05	3.44690901994115e-05	1.7899494587966e-05	2.46886312878045e-05
YALI1_C06626g	5.12971336602934e-05	8.88836384441649e-05	6.27682275002205e-05	7.25563149701182e-05	5.2761356591774e-05	7.38643404945847e-05	6.54122093617698e-05	0.000114530537947225	0.000105154015034016	0.000115278389131281	0.000100422675913908
YALI1_B21562g	6.18239070172917e-06	1.02022479368205e-05	9.16957622153059e-06	7.17503356924914e-06	1.13046410069961e-05	5.47828734312129e-06	6.46855891458578e-06	2.04494144241636e-06	3.75504746653017e-06	1.94996303690835e-06	4.03435288687794e-06
YALI1_C02639g	1.49841627270857e-05	9.89081089453865e-06	4.44483142106825e-06	1.73900155717854e-05	4.56647998572079e-06	0	0	4.95629228543545e-06	2.2752623136015e-05	9.45218924732942e-06	4.88899869580866e-06
YALI1_E27880g	0.000171431711200206	0.000218235956511756	0.000130764072774653	0.000159875949611576	0.000190319101340363	0.000119355976501423	9.60893993602177e-05	0.000255169112501774	0.000245434747634949	0.000254904200347335	0.000191774916583978
YALI1_B24424g	9.24948316486772e-07	0	2.46935078948236e-06	1.61018662701717e-06	0	0	0	9.17831904710269e-07	0	2.62560812425817e-06	0
YALI1_E00760g	0.000124615764093945	0.000142367732572905	0.000127957268182268	0.000116811720759973	0.000105167417852964	0.000118917570710784	0.000150442998998321	0.000275850206997468	0.000183399931944849	0.000145124521777179	0.000187658535798716
YALI1_A08502g	5.24307719732281e-06	1.03826191710627e-05	2.33292256906897e-05	9.12735623933489e-06	0	2.7875705210026e-05	1.64573004429102e-05	0	9.55358761512234e-06	0	5.13209807847318e-06
YALI1_E12793g	3.5542957779604e-06	0	0	0	3.24955504601854e-06	3.14950227404164e-06	0	7.05389913282948e-06	0	6.72627699248161e-06	1.3916250969343e-05
YALI1_C32609g	0.000112473715284791	0.000139204005182396	0.000106346707333707	8.56619285573133e-05	0.000141391750668984	0.000105893265347222	0.000126873595821917	8.37062697095765e-05	8.96621889508149e-05	9.97731087218106e-05	6.88081297928626e-05
YALI1_F37916g	5.76897855754059e-06	1.14240368994671e-05	1.02676956839266e-05	1.50642992035223e-05	1.58230613486982e-05	3.57837066880476e-05	2.71620490592713e-05	2.86229645663445e-05	1.57677753039861e-05	2.1834844461916e-05	3.95280745618572e-05
YALI1_E04359g	7.69977259809678e-06	3.81187438126236e-06	6.85207277892874e-06	3.35101719943127e-06	7.03960403478256e-06	6.82285685329913e-06	7.55266577121387e-06	0	5.26125565416981e-06	3.6428315557659e-06	0
YALI1_D10197g	4.25212492866383e-05	4.59288163738251e-05	7.22398263546326e-05	3.36466696399107e-05	5.30120894472678e-05	5.82305125127291e-05	5.46006973961319e-05	4.60299242802152e-05	2.46525366769043e-05	3.2919029761575e-05	4.1621210893035e-05
YALI1_F11635g	1.35570996102204e-05	2.68464867137478e-05	2.81505990000989e-05	4.32680149345613e-05	2.06578856496893e-05	3.20349374159664e-05	1.77307820248021e-05	5.82954378334551e-05	5.3522837281864e-05	5.55878748592945e-05	2.21168988619915e-05
YALI1_B20378g	2.21125508205537e-05	1.45961481162124e-05	9.83904431071418e-06	1.9247201700811e-05	2.35860908000336e-05	1.63284875178469e-05	1.44600552435279e-05	3.65707003585528e-05	2.68613492557226e-05	2.78977236037684e-05	3.96815816475343e-05
YALI1_F39665g	0	1.01911825919867e-06	0	0	9.41031667339425e-07	0	0	1.02136175079472e-06	9.37743686733809e-07	1.94784810953643e-06	3.02248292474071e-06
YALI1_E33843g	0	7.83022529150976e-06	1.40752995000494e-05	0	1.44605199547825e-05	2.80305702389706e-05	2.48230948347229e-05	0	7.20499732640477e-06	1.49659663082716e-05	2.32227438050911e-05
YALI1_D00311g	0	2.30583321467772e-06	6.2173102086108e-06	4.05411405968004e-06	8.51662524944246e-06	4.1272005259834e-06	7.30986841758712e-06	0	4.24343400818931e-06	0	2.27953313424207e-06
YALI1_B06839g	0	1.03826191710627e-05	0	0	9.58708505289448e-06	1.85838034733507e-05	2.46859506643653e-05	0	9.55358761512234e-06	0	1.02641961569464e-05
YALI1_D35768g	9.96322281066066e-05	9.86485076095718e-05	7.97969735435874e-05	7.37135830667545e-05	6.37629226352614e-05	6.17996824166281e-05	6.2546380685916e-05	0.000113695523818126	9.98487818462393e-05	0.000103701183868339	0.000121904166955859
YALI1_B20153g	1.3904717548944e-05	2.40930008969531e-05	2.47477793407463e-05	1.21029412404367e-05	2.22469537765885e-05	2.15619771069004e-05	2.72781261920032e-05	6.8988683826574e-06	1.26681271673051e-05	1.31568934578212e-05	1.36103992996871e-05
YALI1_E27600g	4.92985440371651e-06	4.88117940249959e-06	1.31613190130332e-05	8.58208560685514e-06	0	4.36840055672269e-06	3.86853425995682e-06	9.78384970631414e-06	2.2457134523859e-05	9.32943354281865e-06	1.93020208250108e-05
YALI1_D10812g	1.13993630356208e-05	0	5.07218000001782e-06	9.92223110702471e-06	2.08439927276144e-05	2.52527659810546e-05	1.34178890998502e-05	1.13116580688617e-05	2.07711634635092e-05	1.61794230359693e-05	2.78951877538632e-05
YALI1_F12635g	0	4.72174389437775e-06	4.24380889448727e-06	0	8.71991153052211e-06	8.45142821275495e-06	1.1226525302136e-05	4.73213836297857e-06	0	4.51235165073515e-06	0
YALI1_C08173g	3.8893318553911e-06	3.85093047123431e-06	6.92227844264727e-06	6.77070278409678e-06	1.06675966879543e-05	1.0339144760276e-05	1.52600992836411e-05	3.85940792718334e-06	1.06303239242038e-05	0	0
YALI1_C05125g	2.66905398576214e-05	4.11086827804262e-05	3.16694238751113e-05	3.35572956736797e-05	2.71134749152172e-05	3.94179893985524e-05	3.25803119705738e-05	2.05995898113411e-05	2.43168659766161e-05	1.40305934140046e-05	2.61255867807275e-05
YALI1_C19794g	0	6.16148875397489e-06	1.66134682623534e-05	1.62496866818323e-05	1.13787698004846e-05	2.20568421552555e-05	1.95329270830607e-05	6.17505268349335e-06	0	1.17764980786399e-05	0
YALI1_A10619g	9.48996972715428e-06	7.04720276235879e-06	1.47790644750519e-05	1.23903860948971e-05	1.30144679593043e-05	6.30687830376838e-06	1.30321247882295e-05	2.11881495202366e-05	2.37764911771357e-05	1.79591595699259e-05	2.0900469424582e-05
YALI1_A00746g	3.53938264882211e-05	3.06638193233949e-05	5.51200539862076e-05	4.62112301907585e-05	4.04490068665245e-05	4.70443136877828e-05	4.86046612148421e-05	7.02430235325118e-05	6.85230514958775e-05	7.53531170766122e-05	6.49587239303248e-05
YALI1_E07040g	1.31349061967533e-05	0	0	1.71493233147365e-05	1.20087362946291e-05	0	0	1.95507723370118e-05	2.99169439158675e-05	1.86427261971549e-05	6.42844119172073e-06
YALI1_B19205g	1.30986469663965e-06	1.29693172530182e-06	0	0	0	0	1.02787142172766e-06	3.89936039019766e-06	1.19337429836932e-06	1.23941749964982e-06	3.84641719338983e-06
YALI1_B22020g	9.96845559575029e-06	1.18440382560652e-05	8.8709870798631e-06	1.04120891553757e-05	5.46826384844716e-06	5.29989773425914e-06	4.6934423006829e-06	5.93505588802144e-06	3.63277176121249e-06	3.77293268275754e-06	3.90298215211615e-06
YALI1_F08170g	0	1.23635136181733e-05	0	0	1.1416199964302e-05	2.2129397557082e-05	2.9395770199014e-05	2.47814614271773e-05	1.13763115680075e-05	1.18152365591618e-05	2.44449934790433e-05
YALI1_D30705g	0	2.33447710554328e-06	0	0	2.15560545909801e-06	4.17847009773475e-06	5.55050567732935e-06	0	4.29614747412955e-06	2.23095149936968e-06	6.9235509481017e-06
YALI1_E35280g	1.65763663356407e-05	8.20634965049058e-06	1.47514055895715e-05	7.21419859964897e-06	7.57756504180742e-06	1.4688508422168e-05	1.95116029268564e-05	0	7.55108890103556e-06	0	0
YALI1_C01535g	3.83820818085107e-06	0	1.7078219818058e-06	1.67042616715836e-06	3.50912516597351e-06	6.80216062421935e-06	4.51785345829133e-06	3.80867759042562e-06	0	1.8158907553009e-06	0
YALI1_E15835g	4.55778992041715e-05	5.15747257622598e-05	3.18686026416214e-05	4.53393201871592e-05	4.76229816692666e-05	4.32718923071587e-05	3.57656941014876e-05	2.90746477121599e-05	4.15245128931733e-05	2.46437867168795e-05	1.91199262889258e-05
YALI1_F12330g	2.49007952024456e-05	3.83521238767825e-05	3.20079697085673e-05	3.85318129287374e-05	3.54135182566102e-05	1.71615736156963e-05	2.82245101619298e-05	6.04002966563271e-05	4.78932766886381e-05	3.40333927709966e-05	4.8747450552961e-05
YALI1_D07788g	1.13993630356208e-05	1.12868112310051e-05	1.01443600000356e-05	4.96111555351236e-06	1.04219963638072e-05	5.05055319621092e-06	2.23631484997504e-05	5.65582903443084e-06	0	0	5.57903755077264e-06
YALI1_D14639g	1.84271256837947e-05	1.82451851452655e-05	3.27968143690472e-05	0	6.73888308572388e-05	6.53139500713878e-05	4.33801657305837e-05	5.48560505378293e-05	0	3.48721545047105e-05	3.60741651341221e-05
YALI1_A14513g	6.3003948396045e-06	3.11909389205368e-06	5.60675830707364e-06	6.8549853913677e-06	7.20025889864689e-06	5.58285216377837e-06	4.94401888824357e-06	3.12596027961074e-06	2.87004042877534e-06	2.98077337260181e-06	0
YALI1_F23399g	8.00841327186015e-06	7.92934206735166e-06	2.1380201772227e-05	1.39413626946803e-05	7.32178225558608e-06	1.41926937918838e-05	1.25686556125179e-05	4.76807865434297e-05	2.91847992968294e-05	3.03108178395374e-05	2.3516702587434e-05
YALI1_B27254g	1.62917935230116e-05	2.01636702785659e-05	2.17472438627373e-05	4.9632447876555e-05	3.351365139735e-05	3.96999492654948e-05	5.75299193594437e-05	2.82912821443311e-05	2.96858258941999e-05	4.23928659375933e-05	2.39204228035273e-05
YALI1_B15928g	1.1679962741113e-05	5.78232021526875e-06	1.03940673231134e-05	1.01664706419669e-05	1.06785378127625e-05	2.58743725282805e-05	2.29136260012827e-05	0	1.06412268205363e-05	5.52589525228489e-06	1.14327354117372e-05
YALI1_E30028g	0.000203356494153306	0.000143820464537934	0.000155115545510749	0.000151719013406903	0.000150507452590593	0.000214519670196203	0.000167175944805277	0.000163355347775066	9.70469027638193e-05	0.000119116874698488	0.000132701393171949
YALI1_E16433g	1.67224136161309e-05	4.1393261452915e-06	7.44068696037856e-06	1.09166397311869e-05	1.14664915941007e-05	2.22268838899326e-05	2.62446817635837e-05	1.24453154303886e-05	1.14264274779987e-05	3.95576201980747e-06	1.22763403374931e-05
YALI1_D34785g	4.97182434952418e-06	9.84546991466846e-06	8.84891127704484e-06	6.49136141186489e-06	1.02274797322627e-05	7.70978356278169e-06	7.80293747260445e-06	4.93357188858015e-06	3.39724824820657e-06	4.70442948786533e-06	4.86658678299225e-06
YALI1_E08351g	1.67224136161309e-05	4.1393261452915e-05	3.72034348018928e-05	1.81943995519781e-05	1.14664915941007e-05	7.40896129664421e-06	1.64029261022398e-05	2.0742192383981e-05	3.04704732746633e-05	3.56018581782672e-05	2.45526806749862e-05
YALI1_E03439g	3.75097617674082e-05	7.4278816994559e-05	2.67041255336906e-05	7.83581729321556e-05	7.54461910684304e-05	5.9828094581202e-05	7.06427995296462e-05	9.6775035138542e-05	0.000102521701087182	8.51817845213877e-05	9.54610812541295e-05
YALI1_F33618g	1.61256919747736e-05	1.91597696172881e-05	2.00904869669355e-05	1.54397334515852e-05	1.91660247489046e-05	2.00048249793843e-05	1.89811260418442e-05	3.52035713731864e-05	2.49756916667217e-05	2.28876290185972e-05	2.9990289365963e-05
YALI1_D07162g	3.91916153923776e-05	3.32611339816344e-05	2.98944414160342e-05	3.41131573900805e-05	1.53563043767602e-05	1.48834886224623e-05	1.3180404337021e-05	1.66671775970396e-05	3.06052983776486e-05	3.17861231326122e-05	6.57635222799041e-05
YALI1_F30877g	0.00012653292969539	0.000107385946854991	5.89822074287786e-05	8.39137259336947e-05	7.71227730921733e-05	4.27132498879552e-05	6.61949195592611e-05	5.97901926496975e-05	7.13637830424853e-05	6.27145254822809e-05	4.71827175722486e-05
YALI1_E37392g	2.92900300220811e-05	4.06011681781988e-05	3.12784433334432e-05	3.56924702322139e-05	4.28459850512074e-05	4.6717617064951e-05	7.35499106214012e-05	4.65034831719869e-05	2.66851752829806e-05	3.88006533918152e-05	3.44040648964313e-05
YALI1_F11689g	5.46185308037656e-05	2.7039626905933e-05	7.29080261873065e-05	4.75410497645932e-05	1.24839021192367e-05	4.83981068874312e-05	4.28600198585144e-05	9.48470322248799e-05	6.22014157675232e-05	6.46012934169997e-05	0.000133656079453762
YALI1_E28599g	3.70701942466964e-06	3.6704181053952e-06	6.59779664064818e-06	3.22666304554612e-06	6.7783687288043e-06	6.56966489975873e-06	5.81791285188818e-06	0	3.37734249675223e-06	0	0
