GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	uniprotID_CENPK	Protein_name
CENPK1137D_1621	P05626	YPL078C	8117.022559	8497.787359	8379.984464	7819.278883	9000.205267	6348.142972	6777.884648	8231.953624	7906.032072	10957.45786	10652.22325	10796.14158	N1NVH4	" ATP synthase subunit 4, mitochondrial - ATP4"
CENPK1137D_5449	P00427	YHR051W	11319.90959	8150.173454	11317.69683	12441.85604	11581.3573	9656.487803	9460.663439	9794.816146	9387.096625	12640.25184	13280.02413	13789.36307	N1P1M2	" Cytochrome c oxidase subunit 6, mitochondrial - COX6"
CENPK1137D_2580	P01120	YNL098C	1130.008458	1434.929317	1516.882633	1547.799179	1668.041475	1486.364514	713.5471975	1192.497888	1637.668863	700.2449694	670.0862917	1052.542272	N1NXG7	 Ras-like protein 2 - RAS2
CENPK1137D_2120	P01119	YOR101W	2.450815226	2.453232607	8.089560126	2.208722025	7.224750964	NA	NA	NA	2.112716278	NA	NA	1.628657664	N1NWK3	 Ras-like protein 1 - RAS1
CENPK1137D_5438	P16603	YHR042W	1273.601653	1209.092935	1331.065742	765.8966073	1159.058296	450.2687608	843.970588	851.2936493	983.4901727	1050.895575	809.7903588	1077.644306	N1P2V6	 NADPH--cytochrome P450 reductase - NCP1
CENPK1137D_3127	P39935	YGR162W	1588.893421	2064.562496	1738.495336	1749.89613	2208.101412	1646.648382	1913.862597	2867.52172	2243.659083	3649.967938	3625.370457	4183.247605	N1P2E4	 Eukaryotic initiation factor 4F subunit p150 - TIF4631
CENPK1137D_2922	P39936	YGL049C	NA	NA	NA	1.862094189	5.333036044	1.997438087	NA	6.010458456	6.952673274	1.745569029	1.806107933	7.83722481	N1P1X7	 Eukaryotic initiation factor 4F subunit p130 - TIF4632
CENPK1137D_412	P32796	YML042W	1596.886242	2076.930111	2390.899319	2985.703577	3238.873444	2858.383067	1766.077111	2006.041732	2256.418352	1904.548203	2015.499134	2241.247016	N1P0W9	" Carnitine O-acetyltransferase, mitochondrial - CAT2"
CENPK1137D_4397	(P0CX85-P0CX84)	YDL136W YDL191W	37801.05092	32804.72738	29369.86439	28128.24294	35694.59556	25229.90144	25329.81791	31667.47317	35632.54239	26232.33528	26848.20258	28859.78751	N1P611	60S ribosomal protein L35
CENPK1137D_451	Q03048	YLL050C	19723.09718	18545.12948	18128.99749	14908.33274	19798.33082	12117.50622	12810.81486	15453.31509	17367.6033	17007.14313	17736.71982	18535.74259	N1NZH6	 Cofilin - COF1
CENPK1137D_206			1672.300681	2868.326606	3653.375161	5493.911517	3981.415013	4415.458486	7988.18869	8418.527742	10370.29064	11911.24691	9511.951655	9926.565312	N1NYW8	 Ddr48p  
CENPK1137D_2115	P07260	YOL139C	3431.778223	4708.977221	5478.800469	4554.038382	5434.806288	4341.062014	4539.69187	4810.76367	6723.278495	7223.943518	6386.564352	7337.486098	N1NWK0	 Eukaryotic translation initiation factor 4E - CDC33
CENPK1137D_2317	O14467	YOR298C-A	21857.42042	20852.46685	19998.36207	26606.85394	29139.70836	24905.76477	17904.36811	20410.18218	22468.02305	27981.79919	27338.37969	30467.91103	N1P3R3	 Multiprotein-bridging factor 1 - MBF1
CENPK1137D_3051	Q3E757	YGR085C	40199.83267	30704.47056	40491.83742	28643.247	35894.99194	21860.77208	21668.81934	25540.2488	43111.64648	26475.85037	26073.02758	26564.15886	N1P3L3	 60S ribosomal protein L11-B - RPL11B
CENPK1137D_3994	Q12329	YDR171W	11333.34273	9891.06351	11083.79899	7655.31928	10200.5991	6793.065878	6317.067809	8817.177156	11900.50293	6336.523139	6511.072998	5994.535376	N1P6Q9	 Heat shock protein 42 - HSP42
CENPK1137D_4776	P32473	YBR221C	7749.969472	6786.02758	7236.478743	5585.495103	7236.011462	4998.07442	4376.827714	5621.952532	6617.171313	5987.238302	5774.862489	6100.245573	N1P8H2	" Pyruvate dehydrogenase E1 component subunit beta, mitochondrial - PDB1"
CENPK1137D_4977	P32471	YAL003W	12865.06679	12839.7193	13412.65311	13967.22109	14940.62682	11353.20002	9132.173381	12095.94315	12891.72668	12835.46696	12771.86143	14638.65638	N1P7L5	 Elongation factor 1-beta - EFB1
CENPK1137D_1620	Q12672	YPL079W	902.2085819	1177.626539	1178.004803	797.7406794	810.5032691	781.0848448	802.6392982	856.6318169	928.4837593	985.5061327	935.6771905	1026.769537	N1NVX6	 60S ribosomal protein L21-B - RPL21B
CENPK1137D_4742	Q02753	YBR191W	1229.302128	951.3011164	1037.508364	1052.183621	974.2566637	164.8921327	706.9804833	916.7185466	1299.737143	838.4869017	882.8819327	1008.91378	N1P6X8	 60S ribosomal protein L21-A - RPL21A
CENPK1137D_1370	P23641	YJR077C	12251.11578	13370.89937	13824.42286	12453.2954	10965.88235	11263.15134	14130.52585	14512.99106	11545.66797	19396.24041	18102.23548	18934.58136	N1P8S2	 Mitochondrial phosphate carrier protein - MIR1
CENPK1137D_177	P40215	YMR145C	3606.170154	3674.434204	3688.474999	3048.262386	3325.534894	3071.08275	3733.836281	3804.93293	3994.002258	4341.991963	3892.314593	4457.604231	N1P0D9	" External NADH-ubiquinone oxidoreductase 1, mitochondrial - NDE1"
CENPK1137D_1851	P06738	YPR160W	1563.080582	2055.724309	2997.866926	1931.447668	3950.740134	1897.17517	2723.664031	3366.802845	3340.562279	240.8418872	163.3279726	254.7656105	N1NVM0	 Glycogen phosphorylase - GPH1
CENPK1137D_1980	Q01855	YOL040C	20746.34575	15825.75585	15478.2378	12841.89335	15331.26416	11009.77762	11085.87088	12408.4924	16701.42342	13662.35237	12170.77652	15021.74431	N1NWC7	 40S ribosomal protein S15 - RPS15
CENPK1137D_130	Q03161	YMR099C	2242.451205	2440.701465	2669.712576	2755.23613	3141.701396	2627.331491	1600.153808	2494.502886	2814.854044	1632.972889	1508.635941	1367.704777	N1P5I9	 Glucose-6-phosphate 1-epimerase - YMR099C
CENPK1137D_975	P36013	YKL029C	1244.096501	1598.856939	1924.468684	1101.572388	1496.047327	832.1779634	962.2427087	1430.243469	1900.653911	1223.797735	1145.261561	1616.828103	N1P7X6	" NAD-dependent malic enzyme, mitochondrial - MAE1"
CENPK1137D_697	P49167	YLR325C	37093.08555	29782.63826	29450.06835	25186.52672	31207.10693	26466.56939	25888.50745	29337.55271	33806.48766	30835.40852	27939.81827	30985.86553	N1P1L9	 60S ribosomal protein L38 - RPL38
CENPK1137D_3103	P23638	YGR135W	5837.93302	5198.428971	6195.28176	5247.273087	5725.394324	5255.658084	4007.709615	4579.430249	6646.826551	6164.505412	5689.875493	6790.125155	N1P9W9	 Proteasome subunit alpha type-3 - PRE9
CENPK1137D_2203	P02992	YOR187W	5885.057881	5634.640391	6123.83886	7370.320886	7600.964463	6490.505817	5440.614249	5419.822756	5153.149567	4551.879048	5069.651068	4867.87201	N1NX38	" Elongation factor Tu, mitochondrial - TUF1"
CENPK1137D_4570	P38219	YBR025C	6872.076393	7352.486154	7451.013006	8214.481513	8818.318347	8374.01498	6577.975843	7396.33875	7836.124292	9018.812734	9133.398988	10130.57803	N1P9C5	 Obg-like ATPase 1 - OLA1
CENPK1137D_5028	P07278	YIL033C	3607.501636	4170.936409	3507.800321	4890.960848	5648.695852	5194.444031	4395.043533	3651.679125	3509.726341	3226.964376	2935.943506	2894.118365	N1P1N6	 cAMP-dependent protein kinase regulatory subunit - BCY1
CENPK1137D_3742	Q07478	YDL084W	3629.737654	3519.120171	4040.925598	3301.481968	3314.708453	2991.233065	2610.464475	2611.742185	3438.177201	2185.39659	2252.384034	2716.094229	N1P450	 ATP-dependent RNA helicase SUB2 - SUB2
CENPK1137D_1873	P15303	YPR181C	1140.007879	1223.776822	1173.235149	1172.399254	1227.521343	1004.176869	918.1519905	1045.469829	1056.230972	1128.199448	1108.391881	1633.227955	N1NWK6	 Protein transport protein SEC23 - SEC23
CENPK1137D_3549	P39958	YER136W	926.1570569	1666.588054	1427.385818	1537.519799	1906.146872	959.554511	1168.796288	1229.948821	1412.038231	1140.06456	891.2137633	1182.26125	N1P5C3	 Rab GDP-dissociation inhibitor - GDI1
CENPK1137D_4488	P25605	YCL009C	4489.731599	4167.448339	4072.434763	2416.137708	3576.642156	1433.718492	2110.277292	2854.274838	3720.072646	1715.819813	1732.712663	2193.24348	N1PAP6	" Acetolactate synthase small subunit, mitochondrial - ILV6"
CENPK1137D_1664	Q02642	YPL037C	14992.02415	13954.92358	15086.14868	14912.35776	14456.49933	15200.47943	12117.56242	12967.86022	15612.50654	12390.18742	12448.96402	13553.27693	N1NXB6	 Nascent polypeptide-associated complex subunit beta-1 - EGD1
CENPK1137D_1556	P05744	YPL143W	2277.698023	3028.577687	2600.478169	1969.999627	1453.618643	1705.141696	2224.894119	1990.192602	2421.183881	2105.715329	1821.921244	2363.492655	N1NVG1	 60S ribosomal protein L33-A - RPL33A
CENPK1137D_2251	P41056	YOR234C	538.5728533	1214.763866	1410.296186	718.7819305	1231.157364	779.8041039	713.5377693	1064.660629	922.9910944	711.3172025	746.3268831	1182.409174	N1NVW4	 60S ribosomal protein L33-B - RPL33B
CENPK1137D_4875	P34216	YBL047C	363.7006024	515.1807991	527.0967274	585.8799419	620.1806206	536.902119	448.6230938	510.3518192	411.8512665	301.8912246	497.5567255	422.524219	N1P9Q1	 EH domain-containing and endocytosis protein 1 - EDE1
CENPK1137D_3319	P43616	YFR044C	4997.29574	4500.697293	5074.617652	3663.713723	4737.802751	3237.441738	3495.256063	3853.743232	4523.685325	5859.558285	5605.785809	6773.273241	N1P4R7	 Cys-Gly metallodipeptidase DUG1 - DUG1
CENPK1137D_2801	Q01532	YNL239W	4316.114382	5139.670382	4718.467855	3649.409382	4846.612149	3223.26938	2877.643372	3123.010451	4000.23052	2469.176135	2304.839989	2964.105964	N1NWZ8	" Cysteine proteinase 1, mitochondrial - LAP3"
CENPK1137D_2135	P33297	YOR117W	1805.975528	2339.589363	3044.486647	2331.736761	3175.508086	2497.825274	1911.155474	3194.143999	2621.839414	2102.456419	2475.145514	2573.777206	N1NWL4	 26S proteasome regulatory subunit 6A - RPT5
CENPK1137D_3125	P27476	YGR159C	1650.590424	1619.44273	1856.909211	1899.798005	1653.194509	1349.262251	2410.67186	2528.106638	2026.040922	2579.370491	2845.727898	2567.501545	N1P5Z5	 Nuclear localization sequence-binding protein - NSR1
CENPK1137D_2104	P18544	YOL140W	4388.696795	4313.900616	4089.196411	2562.684625	2859.651042	1729.391803	3042.472231	3716.921699	3511.584656	1440.679202	1446.738949	1640.576233	N1NYC6	" Acetylornithine aminotransferase, mitochondrial - ARG8"
CENPK1137D_898	P14742	YKL104C	2293.793173	1797.904289	2076.074266	2328.849738	2333.315116	1915.454756	1579.223544	2149.380362	1595.465978	1166.594273	1622.37994	1568.304657	N1P050	 Glutamine--fructose-6-phosphate aminotransferase [isomerizing] - GFA1
CENPK1137D_4577	P38061	YBL092W	40793.52487	29330.30824	26499.72929	23086.95463	32758.40662	23205.85642	22806.17818	25630.63227	32489.36553	22619.45731	19822.02534	26295.61489	N1P6F4	 60S ribosomal protein L32 - RPL32
CENPK1137D_3502	P00899	YER090W	1562.424163	1819.848425	1889.908588	1680.5658	1790.810598	1261.920891	1247.835941	1588.318062	1674.888024	1487.219108	1645.889188	1889.049391	N1P3G8	 Anthranilate synthase component 1 - TRP2
CENPK1137D_5345	P38879	YHR193C	19602.49626	14142.99695	16606.5902	13856.11269	20332.7968	13723.78084	11466.96197	13789.50818	16198.64314	13936.12838	14489.40902	14664.43766	N1P9I5	 Nascent polypeptide-associated complex subunit alpha - EGD2
CENPK1137D_3456	P10869	YER052C	2938.17124	3129.367371	3155.770737	1828.905756	2737.030284	2059.963521	2302.897886	2287.432776	2424.681034	1793.215144	2090.543602	1878.685847	N1P4U6	 Aspartokinase - HOM3
CENPK1137D_2872	P02406	YGL103W	26511.945	22031.12602	20573.93598	21747.87163	20746.15295	19185.67619	22961.63543	23809.82521	21788.03366	21670.70182	21768.33515	21450.68352	N1P1T9	 60S ribosomal protein L28 - RPL28
CENPK1137D_3272	P32799	YGL191W	5685.945285	4592.491404	6211.568331	4662.631271	5552.513085	3921.529045	3857.491186	3967.380907	7423.432357	7505.3769	7923.99666	9396.417161	N1P2U6	" Cytochrome c oxidase subunit 6A, mitochondrial - COX13"
CENPK1137D_4390	P39078	YDL143W	1766.106577	1705.481319	1963.024955	1785.410595	1851.219639	1487.138433	1306.710395	1612.311724	1499.426572	1675.404431	1511.484672	2075.453717	N1P959	 T-complex protein 1 subunit delta - CCT4
CENPK1137D_1026	P36112	YKR016W	1149.696289	1251.278097	1113.109392	1321.812518	1185.562141	1543.469939	1484.540745	1628.821619	1082.315271	1219.264824	1363.656443	1533.768855	N1P0V5	 MICOS complex subunit MIC60 - MIC60
CENPK1137D_3883	P05756	YDR064W	21905.15166	22775.00584	23187.88565	17065.84685	20077.42264	15924.29701	20302.56461	18866.06517	23578.48957	17951.67142	15621.15849	20038.90031	N1PAC5	 40S ribosomal protein S13 - RPS13
CENPK1137D_4884	P28274	YBL039C	548.0842937	682.9313016	768.5814943	934.2757654	926.8664931	630.7489684	704.7235766	815.7852665	703.4817861	832.5722877	783.0028428	830.5442461	N1P8Z5	 CTP synthase 1 - URA7
CENPK1137D_1397	P38627	YJR103W	105.4093265	160.6272157	171.446811	262.0847559	232.6830053	238.6307535	129.1102619	193.5461295	198.769085	76.91650761	39.25065613	115.9112379	N1P3L8	 CTP synthase 2 - URA8
CENPK1137D_2627	P00424	YNL052W	7049.732671	7965.761765	9291.583084	8113.031051	9046.300945	7570.375763	8492.77746	9871.25516	9689.295784	10836.17756	10727.33385	12025.07453	N1P4I7	" Cytochrome c oxidase polypeptide 5A, mitochondrial - COX5A"
CENPK1137D_5411	P04076	YHR018C	5047.938403	5407.162332	3931.972717	2757.489189	3614.238285	2205.204149	3566.443104	3163.828849	3352.129888	449.0820455	434.9090903	685.0074203	N1P375	 Argininosuccinate lyase - ARG4
CENPK1137D_2153	P28241	YOR136W	3315.879488	4716.855446	4886.971652	3677.270665	3944.578187	4102.298417	4158.804065	4648.557493	4079.550937	7529.24001	8294.197083	7051.712332	N1NX01	" Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial - IDH2"
CENPK1137D_3345	P02557	YFL037W	3837.974001	3989.316702	5287.112323	3862.695521	4241.218845	3769.535592	3099.955811	4167.960795	4996.341568	3134.413018	3454.385669	4002.042298	N1P6L4	 Tubulin beta chain - TUB2
CENPK1137D_4843	P34227	YBL064C	4401.178385	4345.32413	4845.021303	4432.166672	4270.225284	4578.978762	4272.917749	4651.285391	5183.823898	7903.955874	7494.278422	7190.497081	N1PAW7	" Peroxiredoxin PRX1, mitochondrial - PRX1"
CENPK1137D_3658	P29952	YER003C	3150.680172	3945.351974	4337.513479	3404.110351	4232.729812	3792.493324	3138.095557	3449.944307	3764.813104	3779.728166	3682.872151	3586.754202	N1PA80	 Mannose-6-phosphate isomerase - PMI40
CENPK1137D_1339	P00044	YJR048W	13090.52542	11875.78401	11888.73142	7885.066497	10507.49683	8604.925101	7582.437852	9131.287285	11312.56608	11258.14775	12698.31818	14399.47224	N1P029	 Cytochrome c iso-1 - CYC1
CENPK1137D_3617	P00045	YEL039C	162.9166846	107.7631884	150.9552178	169.4726076	160.5193287	167.2358729	99.19223328	99.38271857	46.65143133	31.33372853	22.5385074	20.07019578	N1P3S2	 Cytochrome c iso-2 - CYC7
CENPK1137D_3275	P04037	YGL187C	6886.145648	7253.328374	8658.071102	8069.660826	8253.434336	7266.953468	6993.661609	9399.406257	9932.575435	11794.34213	12294.37911	11672.12209	N1P6D5	" Cytochrome c oxidase subunit 4, mitochondrial - COX4"
CENPK1137D_2647 CENPK1137D_4553	P02309	YBR009C	31683.49882	28224.95236	32309.2714	22544.95169	28385.99853	21471.34577	20076.42064	17510.5528	21290.57014	17038.27632	16837.29784	18249.50311	N1PAQ9	 YNL030W
CENPK1137D_3483	P09232	YEL060C	3742.883625	2834.712124	3372.786839	2715.916203	3430.306477	2244.524293	2750.919119	3037.565958	2911.255801	1367.530402	1528.90639	1679.325821	N1PA45	 Cerevisin - PRB1
CENPK1137D_4387	P53622	YDL145C	528.3247182	795.8262923	870.0840419	632.7306864	877.2996996	445.8462712	706.9489576	945.0646911	658.0987573	796.8988746	957.4515776	883.7754781	N1P605	 Coatomer subunit alpha - COP1
CENPK1137D_4805	P33734	YBR248C	1513.915996	1663.867574	1510.656681	1426.586484	1352.048282	997.1215867	1137.83701	1354.722498	1069.257072	875.0896922	806.3186225	950.7363747	N1P9M2	 Imidazole glycerol phosphate synthase hisHF - HIS7
CENPK1137D_808	P07991	YLR438W	4392.462135	3556.451045	4097.971845	5846.014587	5664.818032	4739.63586	2589.220243	3277.599173	3212.498355	1212.898717	1071.377966	1259.392242	N1NZX6	 Ornithine aminotransferase - CAR2
CENPK1137D_2062	Q08412	YOR042W	1417.614717	1112.67232	1638.762058	2276.601062	3135.116654	1678.163172	874.4284639	1235.92802	1087.895616	1078.109158	1317.926179	1148.223952	N1P2Z3	 Ubiquitin-binding protein CUE5 - CUE5
CENPK1137D_3995	P05453	YDR172W	2498.303818	2938.635032	3753.116008	3379.637308	3886.157746	2864.413015	2409.328671	2739.734271	3652.748212	2818.340548	2900.329804	3294.920788	N1P8B7	 Eukaryotic peptide chain release factor GTP-binding subunit - SUP35
CENPK1137D_3886	P33327	YDL215C	1196.662258	1691.34657	1808.353346	2483.745368	2184.342364	1791.338185	1272.439217	1434.288273	1043.022884	926.5175657	1098.312144	921.2218501	N1P679	 NAD-specific glutamate dehydrogenase - GDH2
CENPK1137D_5433	P07275	YHR037W	1325.416478	1898.801693	2012.175546	2067.879833	2271.475398	1559.319004	1656.051678	1854.043879	2270.644499	1725.723361	1703.174	2088.10392	N1P2U9	" Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial - PUT2"
CENPK1137D_2838	P41811	YGL137W	1096.373115	1268.298535	1362.282299	1117.392685	853.7685445	960.7389174	1035.342642	1149.214281	1138.153035	1020.539038	983.8381508	1129.760673	N1P9N3	 Coatomer subunit beta - SEC27
CENPK1137D_528	P21801	YLL041C	7094.582966	7709.96217	7557.948751	8140.450541	8829.769481	8122.55829	7328.446007	7690.177917	7609.159186	10143.5489	10171.21072	10597.91749	N1NZC0	" Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial - SDH2"
CENPK1137D_3336	P07283	YFL045C	7875.811229	9457.6815	9237.602622	6687.70658	6869.54857	6217.891774	7811.964354	7989.334134	9226.086736	6536.939529	5625.103956	5520.620823	N1P4H2	 Phosphomannomutase - SEC53
CENPK1137D_3891	Q12447	YDR071C	3394.567971	3568.814682	3083.436108	3508.118061	3572.366503	3615.572875	3758.905554	3069.036279	4009.077281	4261.77572	3855.192839	3762.580038	N1P685	 Polyamine N-acetyltransferase 1 - PAA1
CENPK1137D_384	P54839	YML126C	8047.662753	9889.514314	9849.704186	4743.871771	5306.865616	5791.597899	8481.061183	8719.709532	7431.554726	5258.765286	5358.591938	5419.031323	N1NXW8	 Hydroxymethylglutaryl-CoA synthase - ERG13
CENPK1137D_3847	(P0CX48-P0CX47)	YBR048W YDR025W	33721.51274	25972.30872	24414.55253	21198.35083	29288.64278	20897.75225	22370.02474	23316.3435	30234.63504	24227.4303	23133.4121	25724.23407	N1P4H4	40S ribosomal protein S11
CENPK1137D_799	Q06440	YLR429W	1625.018411	1034.952167	1449.560384	976.6160845	1363.185455	828.5562831	984.0616812	1124.670333	1472.355604	927.5177188	1158.656153	1412.401373	N1NYV0	 Coronin-like protein - CRN1
CENPK1137D_2315 CENPK1137D_2659	(P0CX49-P0CX50)	YOL120C YNL301C	19925.3454	19159.789	19584.03202	16037.88283	18979.54823	16132.15489	15155.20465	18119.29997	21212.97523	19705.45744	19809.25239	20226.15037	N1NWY0	60S ribosomal protein L18
CENPK1137D_1287	P47079	YJL008C	1748.588371	1872.153642	1898.54534	2070.002093	2350.121272	1824.248052	1755.799311	1909.939125	1569.457026	2152.750781	1869.240042	1738.496153	N1P3A5	 T-complex protein 1 subunit theta - CCT8
CENPK1137D_2341	P54885	YOR323C	2635.674523	2410.605473	2713.673072	2289.932053	2222.131028	1679.022595	1901.044068	1906.19921	2463.578973	1695.195771	1629.593207	1824.205694	N1NW80	 Gamma-glutamyl phosphate reductase - PRO2
CENPK1137D_2995	Q3E792	YGR027C	39036.96031	36511.98712	35492.42253	30159.74893	29897.55892	26307.36745	27175.61874	32309.61321	34639.57429	32280.53907	30468.60469	33237.86945	N1P5P3	 40S ribosomal protein S25-A - RPS25A
CENPK1137D_1679	O14455	YPL249C-A	1269.194053	1347.709348	1281.393951	1088.953207	1209.919926	1089.725102	864.2014811	1185.427956	1236.268723	1193.099821	1183.224079	1161.922687	N1NXC9	 60S ribosomal protein L36-B - RPL36B
CENPK1137D_230	P05745	YMR194W	135.2502948	121.0231104	110.2983419	46.28969418	98.51606572	46.43191646	50.47346702	43.68295113	128.1817377	42.35215755	40.78933772	118.502928	N1P5S3	 60S ribosomal protein L36-A - RPL36A
CENPK1137D_2661	P0CT04	YNL015W	11479.10918	15338.08697	13706.90679	29579.99399	19725.16055	25342.19022	19734.95948	17061.77381	17282.22862	10568.62972	7863.414369	8018.766931	N1NWQ7	 Protease B inhibitor 2 - PBI2
CENPK1137D_4357	P00128	YDR529C	9703.110765	9453.814948	10763.39532	8019.538543	9550.40488	6127.60262	4738.107072	7354.401898	9055.516949	11010.60282	11702.12401	12108.44765	N1P5Y3	 Cytochrome b-c1 complex subunit 7 - QCR7
CENPK1137D_2940	P04449	YGL031C	715.1280818	631.5706165	559.7620504	629.6840854	623.4403964	588.2182664	690.0315289	753.6805653	998.9941853	670.2085751	619.9712052	617.569853	N1P5K0	 60S ribosomal protein L24-A - RPL24A
CENPK1137D_3114	P24000	YGR148C	703.4662542	586.6479752	532.1777709	613.6264206	595.7214307	599.7143408	685.8054469	695.0619335	644.7234975	580.8536911	523.945668	520.6463379	N1P442	 60S ribosomal protein L24-B - RPL24B
CENPK1137D_4499	P25349	YCR004C	6017.331719	6536.935475	6200.119862	6204.688827	6999.340229	6310.84467	5920.905773	6391.199887	7176.430499	4109.971698	4229.04635	4250.802094	N1P814	 Flavoprotein-like protein YCP4 - YCP4
CENPK1137D_5006	P41277	YIL053W	1138.189429	1036.436695	963.9135471	1207.137143	1328.561656	949.4051285	1052.14645	1160.190277	955.7665454	8871.876755	5724.877067	3783.715332	N1P256	 Glycerol-1-phosphate phosphohydrolase 1 - GPP1
CENPK1137D_3469	P40106	YER062C	17.51991265	21.29489024	40.08463711	21.39098091	19.38231685	19.81729963	25.63717494	22.84576527	18.42080409	131.200643	35.04041684	91.51261642	N1P561	 Glycerol-1-phosphate phosphohydrolase 2 - GPP2
CENPK1137D_114	P07246	YMR083W	10280.29024	9310.397451	8627.032701	10492.43784	13001.40701	11144.89259	6224.493381	6194.17893	6573.123831	9724.610216	10147.22099	8549.008095	N1NXA5	" Alcohol dehydrogenase 3, mitochondrial - ADH3"
CENPK1137D_2085	P07143	YOR065W	3915.132023	4251.198901	4301.943951	3386.551444	4383.747784	2971.373622	3213.462488	3747.748575	4833.103415	4870.607983	4339.336443	5012.680185	N1NWH9	" Cytochrome c1, heme protein, mitochondrial - CYT1"
CENPK1137D_557	P14306	YLR178C	4677.322673	4582.610308	4919.51631	5860.653631	8025.516122	5194.158576	4334.180736	4939.298884	5938.815484	1551.254905	1827.193133	1650.462395	N1P1A0	 Carboxypeptidase Y inhibitor - TFS1
CENPK1137D_2476	P40159	YNL208W	4402.658164	4412.924458	4873.262858	7470.568967	7163.47084	6850.030258	6213.963121	6141.795274	6764.630006	3177.249873	2197.541225	1670.082524	N1NWE8	 Uncharacterized protein YNL208W - YNL208W
CENPK1137D_3353	P43567	YFL030W	1746.015896	1785.282051	2883.586592	1297.666035	1840.267212	1175.59082	1634.692806	2610.450402	2476.237171	4375.900344	4509.77442	4769.041892	N1PA19	 Alanine--glyoxylate aminotransferase 1 - AGX1
CENPK1137D_91	Q04728	YMR062C	2204.444205	1953.138851	2612.436834	1158.047887	1646.870141	970.653287	1422.778383	1723.118912	1733.274776	1090.946748	1082.412422	1459.713197	N1NYP4	" Arginine biosynthesis bifunctional protein ArgJ, mitochondrial - ARG7"
CENPK1137D_4015	Q03940	YDR190C	2928.606665	3577.617648	3321.648018	4174.676538	4173.043575	3326.622441	2517.126617	2864.064603	3264.750857	2159.070024	1627.228938	2305.738215	N1P8D2	 RuvB-like protein 1 - RVB1
CENPK1137D_554	P33322	YLR175W	628.1458486	852.4185343	971.9656452	471.6862357	639.9985116	471.9039133	743.1089878	981.226753	861.8291341	713.0114992	600.286423	785.875909	N1NYB9	 H/ACA ribonucleoprotein complex subunit 4 - CBF5
CENPK1137D_3990	P06101	YDR168W	1713.180975	1721.129148	2293.796966	2243.394033	2856.68816	1814.072478	1185.257569	1760.882369	1715.607272	1653.097014	2157.68457	1933.712586	N1P8B5	 Hsp90 co-chaperone Cdc37 - CDC37
CENPK1137D_3344	P01123	YFL038C	564.4270372	468.4748658	679.2332934	716.3566416	640.2126851	443.0655097	576.2224701	1006.847506	434.8307102	315.7645807	474.4050443	751.2925653	N1P4U5	 GTP-binding protein YPT1 - YPT1
CENPK1137D_3377	P07560	YFL005W	730.2684335	564.5508235	805.9202613	894.4362899	845.2821426	579.1518703	620.6012632	899.2516604	573.4994576	500.9956874	578.9039205	909.2686601	N1P371	 Ras-related protein SEC4 - SEC4
CENPK1137D_636	Q99260	YLR262C	35.54942728	83.44195459	37.80889502	44.13717862	83.36183111	36.18437282	29.39212042	41.88265484	41.55850791	34.1248005	30.32549139	40.90497331	N1NZW8	 GTP-binding protein YPT6 - YPT6
CENPK1137D_354	P32497	YMR309C	790.8220784	812.6705502	966.6404505	746.5100135	705.6844684	614.401871	660.7913888	833.9668895	1002.334158	740.7060331	829.5095767	1124.22398	N1NXU3	 Eukaryotic translation initiation factor 3 subunit C - NIP1
CENPK1137D_1898	Q08972	YPL226W	566.2824195	516.7037704	572.2316944	872.6918891	797.6805833	675.2589169	586.9893526	795.5910054	692.6852807	615.8476498	574.8406012	775.1066419	N1NWL9	 [NU+] prion formation protein 1 - NEW1
CENPK1137D_363	Q04894	YMR318C	2617.430305	2210.222226	2561.262841	1641.896154	1289.881924	1664.707623	2832.150274	2954.536852	2473.733993	6069.838935	6412.256385	6167.137799	N1NYX0	 NADP-dependent alcohol dehydrogenase 6 - ADH6
CENPK1137D_4057	Q04947	YDR233C	7463.34878	7217.007878	5556.282786	5195.037457	5733.83305	4228.301921	5049.367475	5454.899037	4384.290717	3517.167648	3722.075517	3162.908486	N1P514	 Reticulon-like protein 1 - RTN1
CENPK1137D_1009	Q02196	YKL001C	4050.532241	4367.960646	4950.564149	3634.89899	5162.89551	3977.228918	2924.04918	3002.492395	4831.207223	4178.714437	4801.653863	5189.145523	N1NZE6	 Adenylyl-sulfate kinase - MET14
CENPK1137D_408	Q04697	YML048W	1852.443436	1935.354583	2044.097777	1986.913556	2351.832287	1799.444985	2166.823943	2419.542121	2201.147276	2394.074773	2235.804533	2473.485949	N1NZ11	 Glucose-signaling factor 2 - GSF2
CENPK1137D_3249	P15703	YGR282C	7259.823454	6929.305953	6665.668285	6176.305312	7560.007378	5935.687546	5054.649877	5215.697573	5950.228343	6752.030768	5810.175042	6490.553182	N1P4I5	" Glucan 1,3-beta-glucosidase - BGL2"
